trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,1.37252746624293,2.7570014520733,225.62072310000076,None,225.62072310000076,None,225.62072310000076,None,228.39985010000055,230.4040524000011,228.40396916000134,None,230.38737430000037,231.3874108,231.3874108,232.77097850000064,z,1,1.4234904999993887,228.39985010000055,None,228.39985010000055,None,228.39985010000055,None,None,228.39985010000055,None,1,0,0.6666666666666666,232.81025229999977,None,232.81025229999977,None,232.81025229999977,None,None,232.81025229999977,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,0.61058168492306,2.68488128149974,234.8873517000011,None,234.8873517000011,None,234.8873517000011,None,237.58869419999974,239.60420720000002,237.5868019800002,239.58762340000067,239.58762340000067,240.58755940000083,240.58755940000083,None,b,1,1.9933901999993395,237.58869419999974,None,237.58869419999974,None,237.58869419999974,None,None,237.58869419999974,None,1,1,0.6875,241.22553100000005,None,241.22553100000005,None,241.22553100000005,None,None,241.22553100000005,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.35,1.24205805775432,1.2479618399002,243.3044256000012,None,243.3044256000012,None,243.3044256000012,None,244.57214270000077,246.57093870000062,244.57094666000046,None,246.57093870000062,247.57010310000078,247.57010310000078,None,b,1,1.8010376999991422,244.57214270000077,None,244.57214270000077,None,244.57214270000077,None,None,244.57214270000077,None,1,0,0.7058823529411765,248.84359960000074,None,248.84359960000074,None,248.84359960000074,None,None,248.84359960000074,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.08892016722308,2.23439856631263,250.92099340000095,None,250.92099340000095,None,250.92099340000095,None,253.1912943999996,255.2036420000004,253.18765166000082,255.18766660000074,255.18766660000074,256.1878979000012,256.1878979000012,None,b,1,2.578310099999726,253.1912943999996,None,253.1912943999996,None,253.1912943999996,None,None,253.1912943999996,None,1,1,0.7222222222222222,257.3040699000012,None,257.3040699000012,None,257.3040699000012,None,None,257.3040699000012,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.47854712582944,1.53162701008885,259.38749199999984,None,259.38749199999984,None,259.38749199999984,None,260.9391499000012,262.95401740000125,260.93780946000004,None,262.93736460000036,263.9380904000009,263.9380904000009,None,z,1,1.2506150999997772,260.9391499000012,None,260.9391499000012,None,260.9391499000012,None,None,260.9391499000012,None,1,1,0.7368421052631579,266.439978800001,None,266.439978800001,None,266.439978800001,None,None,266.439978800001,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,0.887650177272661,1.48342455087402,268.52070060000005,None,268.52070060000005,None,268.52070060000005,None,270.0223728000001,272.0375296000002,270.0212823599999,272.0211130000007,272.0211130000007,273.02116770000066,273.02116770000066,None,z,1,1.9386857999998028,270.0223728000001,None,270.0223728000001,None,270.0223728000001,None,None,270.0223728000001,None,1,1,0.75,273.93457540000054,None,273.93457540000054,None,273.93457540000054,None,None,273.93457540000054,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,2.04482772403364,3.27666037293199,276.0202201000011,None,276.0202201000011,None,276.0202201000011,None,279.32308340000054,281.3376000999997,279.3214037600013,281.32109800000035,281.32109800000035,282.3214323000011,282.3214323000011,None,b,1,1.1918506999991223,279.32308340000054,None,279.32308340000054,None,279.32308340000054,None,None,279.32308340000054,None,1,1,0.7619047619047619,284.3929485999997,None,284.3929485999997,None,284.3929485999997,None,None,284.3929485999997,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,0.109698721182561,0.977134614530179,286.4707381999997,None,286.4707381999997,None,286.4707381999997,None,287.4722703000007,289.4876017000006,287.4708208600008,289.47080690000075,289.47080690000075,290.4709092000012,290.4709092000012,None,z,1,2.061345699999947,287.4722703000007,None,287.4722703000007,None,287.4722703000007,None,None,287.4722703000007,None,1,0,0.7727272727272727,290.606952600001,None,290.606952600001,None,290.606952600001,None,None,290.606952600001,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,3.21669271035117,1.44889042899439,292.68776510000134,None,292.68776510000134,None,292.68776510000134,None,294.1537021000004,296.15393290000065,294.1545004600015,296.15393290000065,296.15393290000065,297.1545927999996,297.1545927999996,None,z,1,0.7461866999983613,294.1537021000004,None,294.1537021000004,None,294.1537021000004,None,None,294.1537021000004,None,1,0,0.782608695652174,300.3866613000009,None,300.3866613000009,None,300.3866613000009,None,None,300.3866613000009,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.27860294189526,2.50277407648956,302.47080300000016,None,302.47080300000016,None,302.47080300000016,None,305.00582380000014,307.00468230000115,305.0048041600006,307.00468230000115,307.00468230000115,308.0047826000009,308.0047826000009,None,b,1,1.8250562000011996,305.00582380000014,None,305.00582380000014,None,305.00582380000014,None,None,305.00582380000014,None,1,1,0.7916666666666666,309.2929819000001,None,309.2929819000001,None,309.2929819000001,None,None,309.2929819000001,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,2.95666246474662,2.93536812882172,311.3706151000006,None,311.3706151000006,None,311.3706151000006,None,314.32267839999986,316.3380268000001,314.3206052799998,None,316.32145560000026,317.321398600001,317.321398600001,None,b,1,1.1938162000005832,314.32267839999986,None,314.32267839999986,None,314.32267839999986,None,None,314.32267839999986,None,1,1,0.8,320.30032089999986,None,320.30032089999986,None,320.30032089999986,None,None,320.30032089999986,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.86983191325091,1.55403782363402,322.3875207000001,None,322.3875207000001,None,322.3875207000001,None,323.9682904000001,325.9712739000006,323.9712146599999,325.9712739000006,325.9712739000006,326.9704969000013,326.9704969000013,None,z,1,1.1293760999997176,323.9682904000001,329.83710020000035,323.9682904000001,329.83710020000035,323.9682904000001,329.83710020000035,None,323.9682904000001,329.83710020000035,1,1,0.8076923076923077,329.85973060000106,None,329.85973060000106,None,329.85973060000106,None,None,329.85973060000106,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.07848335619451,1.14263865585167,331.93789730000026,None,331.93789730000026,None,331.93789730000026,None,333.1070572000008,335.12150029999975,333.10494526000036,None,335.10465529999965,336.10482630000115,336.10482630000115,None,z,1,1.4330509999999776,333.1070572000008,None,333.1070572000008,None,333.1070572000008,None,None,333.1070572000008,None,1,1,0.8148148148148148,337.19356020000123,None,337.19356020000123,None,337.19356020000123,None,None,337.19356020000123,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,3.17660957158895,0.789129602716002,339.27133909999975,None,339.27133909999975,None,339.27133909999975,None,340.07386899999983,342.08848670000043,340.0870429600003,342.08848670000043,342.05480870000065,343.0548853,343.0548853,346.2382619,b,1,0.9304154999990715,340.07386899999983,None,340.07386899999983,None,340.07386899999983,None,None,340.07386899999983,None,1,1,0.8214285714285714,346.2757039999997,None,346.2757039999997,None,346.2757039999997,None,None,346.2757039999997,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0.35,1.39750191607,2.07121332922762,348.3546617000011,None,348.3546617000011,None,348.3546617000011,None,350.4376830000001,352.4380449,350.43683317999984,352.4380449,352.4380449,353.43796120000115,353.43796120000115,None,b,1,1.8832332999991195,350.4376830000001,None,350.4376830000001,None,350.4376830000001,None,None,350.4376830000001,None,1,0,0.8275862068965517,354.8573038000013,None,354.8573038000013,None,354.8573038000013,None,None,354.8573038000013,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.20890463823153,3.27418780206312,356.93822460000047,None,356.93822460000047,None,356.93822460000047,None,360.22607380000045,362.2383071000004,360.2376417600011,None,362.2216864000002,363.23777920000066,363.22093080000013,None,b,1,1.8598039000007702,360.22607380000045,None,360.22607380000045,None,360.22607380000045,None,None,360.22607380000045,None,1,1,0.8333333333333334,364.45528449999983,None,364.45528449999983,None,364.45528449999983,None,None,364.45528449999983,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.88444949943153,2.78012240036799,366.5379548000001,None,366.5379548000001,None,366.5379548000001,None,369.3366158000008,371.3384229000003,369.33837146000076,371.3384229000003,371.3384229000003,372.33838240000114,372.33838240000114,None,z,1,1.0788062999999966,369.3366158000008,375.2217434000013,369.3366158000008,375.2217434000013,369.3366158000008,375.2217434000013,None,369.3366158000008,375.2217434000013,1,1,0.8387096774193549,375.25990079999974,None,375.25990079999974,None,375.25990079999974,None,None,375.25990079999974,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,1.23248806235745,1.73294357419019,377.3382414000007,None,377.3382414000007,None,377.3382414000007,None,379.0872460999999,381.0875661000009,379.0884743600003,None,381.0875661000009,382.088469100001,382.088469100001,None,z,1,1.379689800000051,379.0872460999999,None,379.0872460999999,None,379.0872460999999,None,None,379.0872460999999,None,1,0,0.84375,383.3271454000005,None,383.3271454000005,None,383.3271454000005,None,None,383.3271454000005,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.0845750455934,1.75396267962373,385.40448730000026,None,385.40448730000026,None,385.40448730000026,None,387.1851396000002,389.18844640000134,387.18839496,389.18844640000134,389.18844640000134,390.18844720000016,390.18844720000016,None,z,1,1.017538299998705,387.1851396000002,391.27100710000013,387.1851396000002,391.27100710000013,387.1851396000002,391.27100710000013,None,387.1851396000002,391.27100710000013,1,1,0.8484848484848485,391.2930312999997,None,391.2930312999997,None,391.2930312999997,None,None,391.2930312999997,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,1.94912276105146,1.91520730139263,393.3712386999996,None,393.3712386999996,None,393.3712386999996,None,395.30381959999977,397.3052527,395.3051355600004,None,397.3052527,398.3048968000003,398.3048968000003,None,z,0,1.4838536999995995,395.30381959999977,None,395.30381959999977,None,395.30381959999977,None,None,395.30381959999977,None,0,0,0.8235294117647058,400.27520860000004,None,400.27520860000004,None,400.27520860000004,None,None,400.27520860000004,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,0.219965572029171,1.29306073609301,402.3550742999996,None,402.3550742999996,None,402.3550742999996,None,403.67006260000016,405.67164800000137,403.6717084600008,405.67164800000137,405.67164800000137,406.67046950000076,406.67046950000076,None,b,1,1.4661859999996523,403.67006260000016,None,403.67006260000016,None,403.67006260000016,None,None,403.67006260000016,None,1,1,0.8285714285714286,406.9298034000003,None,406.9298034000003,None,406.9298034000003,None,None,406.9298034000003,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.58943852196035,3.26446861731854,409.0041051999997,None,409.0041051999997,None,409.0041051999997,None,412.2859497999998,414.2871501999998,412.2884669600011,None,414.2871501999998,415.2887018000001,415.2887018000001,None,z,1,0.8196908000008989,412.2859497999998,None,412.2859497999998,None,412.2859497999998,None,None,412.2859497999998,None,1,1,0.8333333333333334,417.908404400001,None,417.908404400001,None,417.908404400001,None,None,417.908404400001,None,,,,,,,,,,,,,,,,,,CBC_P012,002,set1,set4,2,0.7,2023-03-24_16h04.31.993,AV_prob,2022.1.1,60.14664956080361,
