trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],audio set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.27860294189526,1.31360018091897,230.03415839999798,None,230.03415839999798,None,230.03415839999798,None,231.36936989999958,233.38480300000083,231.3676749599996,233.36775520000083,233.36775520000083,None,b,1,2.236442099998385,231.36936989999958,None,231.36936989999958,None,231.36936989999958,None,None,231.36936989999958,None,1,1,0.8888888888888888,235.65631919999942,None,235.65631919999942,None,235.65631919999942,None,None,235.65631919999942,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,1.887650177272661,2.93536812882172,237.66757059999873,None,237.66757059999873,None,237.66757059999873,None,240.6211027999998,242.63442080000095,240.63371085999972,242.63442080000095,242.6176048999987,None,b,1,2.0675592000006873,240.6211027999998,None,240.6211027999998,None,240.6211027999998,None,None,240.6211027999998,None,1,0,0.9,244.53606039999795,None,244.53606039999795,None,244.53606039999795,None,None,244.53606039999795,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.91771467486041,2.49579389304826,246.5344688999976,None,246.5344688999976,None,246.5344688999976,None,249.05044889999772,251.0509420999988,249.0512585599987,None,251.0509420999988,None,z,0,2.8616562000024715,249.05044889999772,None,249.05044889999772,None,249.05044889999772,None,None,249.05044889999772,None,0,0,0.8181818181818182,253.98552089999794,None,253.98552089999794,None,253.98552089999794,None,None,253.98552089999794,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,1.899747326335302,1.2479618399002,255.98402689999784,None,255.98402689999784,None,255.98402689999784,None,257.2467345999976,259.2503613999979,257.25086216000057,259.2503613999979,259.2503613999979,None,b,0,1.4280847999980324,257.2467345999976,None,257.2467345999976,None,257.2467345999976,None,None,257.2467345999976,None,0,1,0.75,261.1545041999998,None,261.1545041999998,None,261.1545041999998,None,None,261.1545041999998,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,2.24205805775432,1.75396267962373,263.16772499999934,None,263.16772499999934,None,263.16772499999934,None,264.94922980000047,266.951198499999,264.9513302600004,266.951198499999,266.951198499999,None,z,1,2.2277716000025976,264.94922980000047,None,264.94922980000047,None,264.94922980000047,None,None,264.94922980000047,None,1,0,0.7692307692307693,269.2212956000003,None,269.2212956000003,None,269.2212956000003,None,None,269.2212956000003,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.2089046382315303,1.48342455087402,271.2170041999998,None,271.2170041999998,None,271.2170041999998,None,272.71681180000087,274.7178052999989,272.7176888599985,None,274.7178052999989,None,b,0,1.305527799999254,272.71681180000087,None,272.71681180000087,None,272.71681180000087,None,None,272.71681180000087,None,0,0,0.7142857142857143,276.95450079999864,None,276.95450079999864,None,276.95450079999864,None,None,276.95450079999864,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,4.26803291533611,1.88377296598415,278.9502262999995,None,278.9502262999995,None,278.9502262999995,None,280.852184899999,282.86782669999957,280.85126595999975,282.85116779999953,282.85116779999953,None,b,0,1.828016999999818,280.852184899999,None,280.852184899999,None,280.852184899999,None,None,280.852184899999,None,0,0,0.6666666666666666,287.15262280000024,None,287.15262280000024,None,287.15262280000024,None,None,287.15262280000024,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,4.1766095715889495,2.29713937746779,289.1502271999998,None,289.1502271999998,None,289.1502271999998,None,291.46568990000014,293.46785779999846,291.4678387600012,None,293.46785779999846,None,b,1,1.3128489999980957,291.46568990000014,None,291.46568990000014,None,291.46568990000014,None,None,291.46568990000014,None,1,1,0.6875,297.6757101000003,None,297.6757101000003,None,297.6757101000003,None,None,297.6757101000003,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,3.04482772403364,1.37809841776001,299.66756460000033,None,299.66756460000033,None,299.66756460000033,None,301.07030450000093,303.0845569999983,301.0678560600005,303.06779599999936,303.06779599999936,None,z,0,1.1965348000012455,301.07030450000093,None,301.07030450000093,None,301.07030450000093,None,None,301.07030450000093,None,0,0,0.6470588235294118,306.1395799999991,None,306.1395799999991,None,306.1395799999991,None,None,306.1395799999991,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,4.19624908154748,2.12802719374523,308.13444470000104,None,308.13444470000104,None,308.13444470000104,None,310.2812296000011,312.2844972999992,310.2844370600011,312.2844972999992,312.2844972999992,None,b,1,1.4478990999996313,310.2812296000011,None,310.2812296000011,None,310.2812296000011,None,None,310.2812296000011,None,1,1,0.6666666666666666,316.5080893999984,None,316.5080893999984,None,316.5080893999984,None,None,316.5080893999984,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.39750191607,0.789129602716002,318.5011075000002,None,318.5011075000002,None,318.5011075000002,None,319.31816489999983,321.31796380000014,319.3179674600011,321.31796380000014,321.31796380000014,None,z,1,0.9239274999999907,319.31816489999983,None,319.31816489999983,None,319.31816489999983,None,None,319.31816489999983,None,1,1,0.6842105263157895,323.7390377999982,None,323.7390377999982,None,323.7390377999982,None,None,323.7390377999982,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,4.33462955345931,1.44889042899439,325.73448369999824,None,325.73448369999824,None,325.73448369999824,None,327.20271409999987,329.2186426999979,327.20137036000017,329.2013681999997,329.2013681999997,None,z,1,1.6546592000013334,327.20271409999987,None,327.20271409999987,None,327.20271409999987,None,None,327.20271409999987,None,1,1,0.7,333.57217479999963,None,333.57217479999963,None,333.57217479999963,None,None,333.57217479999963,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,2.67601812978374,2.64870493261766,335.56781019999835,None,335.56781019999835,None,335.56781019999835,None,338.236104399999,340.25035410000055,338.2346413600004,340.23383470000044,340.23383470000044,None,b,1,1.331182900001295,338.236104399999,None,338.236104399999,None,338.236104399999,None,None,338.236104399999,None,1,1,0.7142857142857143,342.93807449999804,None,342.93807449999804,None,342.93807449999804,None,None,342.93807449999804,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,3.88444949943153,2.5736109380813,344.9345300999994,None,344.9345300999994,None,344.9345300999994,None,347.5352230999997,349.53474500000084,347.53482655999835,349.53474500000084,349.53474500000084,353.418217800001,z,1,0.898936000001413,347.5352230999997,None,347.5352230999997,None,347.5352230999997,None,None,347.5352230999997,None,1,1,0.7272727272727273,353.4562361999997,None,353.4562361999997,None,353.4562361999997,None,None,353.4562361999997,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.0845750455934002,3.26446861731854,355.4516259000011,None,355.4516259000011,None,355.4516259000011,None,358.7340010000007,360.7347181999976,358.73454785999786,360.7347181999976,360.7347181999976,None,z,1,1.675843499997427,358.7340010000007,362.8184500999996,358.7340010000007,362.8184500999996,358.7340010000007,362.8184500999996,None,358.7340010000007,362.8184500999996,1,1,0.7391304347826086,362.8524163000002,None,362.8524163000002,None,362.8524163000002,None,None,362.8524163000002,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.95666246474662,1.08604824075189,364.85118710000097,None,364.85118710000097,None,364.85118710000097,None,365.9684922999986,367.9680358000005,365.96817496000006,367.9680358000005,367.9680358000005,None,b,1,1.1224633000019821,365.9684922999986,None,365.9684922999986,None,365.9684922999986,None,None,365.9684922999986,None,1,1,0.75,371.95243800000026,None,371.95243800000026,None,371.95243800000026,None,None,371.95243800000026,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.74209998091573,1.73294357419019,373.9512662999987,None,373.9512662999987,None,373.9512662999987,None,375.70466029999807,377.7180148999978,375.70160696000096,377.7014104000009,377.7014104000009,None,b,1,1.8156208999971568,375.70466029999807,None,375.70466029999807,None,375.70466029999807,None,None,375.70466029999807,None,1,1,0.76,380.46783009999854,None,380.46783009999854,None,380.46783009999854,None,None,380.46783009999854,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.11780998338946,2.78012240036799,382.4679283999976,None,382.4679283999976,None,382.4679283999976,None,385.2670228999996,387.26798869999766,385.2685259599981,387.26798869999766,387.26798869999766,None,z,1,0.8468171999993501,385.2670228999996,None,385.2670228999996,None,385.2670228999996,None,None,385.2670228999996,None,1,1,0.7692307692307693,389.4004477999988,None,389.4004477999988,None,389.4004477999988,None,None,389.4004477999988,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,4.21669271035117,0.971483558655564,391.4013519,None,391.4013519,None,391.4013519,None,392.399991899998,394.40155120000054,392.40146075999803,394.40155120000054,394.40155120000054,None,z,1,0.7967084999982035,392.399991899998,None,392.399991899998,None,392.399991899998,None,None,392.399991899998,None,1,0,0.7777777777777778,398.6371837000006,None,398.6371837000006,None,398.6371837000006,None,None,398.6371837000006,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.15,3.50182449656669,1.55403782363402,400.6350932999994,None,400.6350932999994,None,400.6350932999994,None,402.2171849000006,404.2184525999983,402.21817255999997,404.2184525999983,404.2184525999983,None,b,1,1.0048093000004883,402.2171849000006,407.71827180000037,402.2171849000006,407.71827180000037,402.2171849000006,407.71827180000037,None,402.2171849000006,407.71827180000037,1,0,0.7857142857142857,407.7533981999986,None,407.7533981999986,None,407.7533981999986,None,None,407.7533981999986,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.3725274662429303,2.68488128149974,409.75140549999924,None,409.75140549999924,None,409.75140549999924,None,412.46937999999864,414.4682370999981,412.4682127600005,414.4682370999981,414.4682370999981,None,b,1,1.3927736999976332,412.46937999999864,None,412.46937999999864,None,412.46937999999864,None,None,412.46937999999864,None,1,1,0.7931034482758621,416.8709228999978,None,416.8709228999978,None,416.8709228999978,None,None,416.8709228999978,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.62250581484608,3.32142038400957,418.86821009999767,None,418.86821009999767,None,418.86821009999767,None,422.2166154000006,424.21867790000033,422.2182581600006,424.21867790000033,424.21867790000033,None,b,1,1.851957400001993,422.2166154000006,None,422.2166154000006,None,422.2166154000006,None,None,422.2166154000006,None,1,1,0.8,427.8702204000001,None,427.8702204000001,None,427.8702204000001,None,None,427.8702204000001,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.0784833561945097,2.10833202116216,429.86825110000063,None,429.86825110000063,None,429.86825110000063,None,431.9997590999992,434.0017055999997,432.0019558600012,None,434.0017055999997,None,z,1,1.4315986999972665,431.9997590999992,None,431.9997590999992,None,431.9997590999992,None,None,431.9997590999992,None,1,1,0.8064516129032258,436.1015633999996,None,436.1015633999996,None,436.1015633999996,None,None,436.1015633999996,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.6105816849230599,2.07121332922762,438.10162969999874,None,438.10162969999874,None,438.10162969999874,None,440.20340719999876,442.2191213999977,440.2017685599982,442.20176079999874,442.20176079999874,None,z,1,1.1611216999990575,440.20340719999876,None,440.20340719999876,None,440.20340719999876,None,None,440.20340719999876,None,1,1,0.8125,443.83450399999856,None,443.83450399999856,None,443.83450399999856,None,None,443.83450399999856,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.2199655720291709,1.91520730139263,445.8353855999994,None,445.8353855999994,None,445.8353855999994,None,447.7668205000009,449.7683982999988,447.76836975999834,449.7683982999988,449.7683982999988,None,z,1,1.0368282999988878,447.7668205000009,None,447.7668205000009,None,447.7668205000009,None,None,447.7668205000009,None,1,1,0.8181818181818182,451.02158869999766,None,451.02158869999766,None,451.02158869999766,None,None,451.02158869999766,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.15,1.326293484834196,2.40738395932908,453.0182657000005,None,453.0182657000005,None,453.0182657000005,None,455.4503482,457.45220100000006,455.4517784600008,457.45220100000006,457.45220100000006,None,b,1,1.2268960000001243,455.4503482,None,455.4503482,None,455.4503482,None,None,455.4503482,None,1,0,0.8235294117647058,458.8044286000004,None,458.8044286000004,None,458.8044286000004,None,None,458.8044286000004,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.8749846827473111,2.23299083390853,460.80159249999997,None,460.80159249999997,None,460.80159249999997,None,463.04991879999943,465.05252889999974,463.0516652599996,465.05252889999974,465.05252889999974,None,b,1,1.5302284999997937,463.04991879999943,None,463.04991879999943,None,463.04991879999943,None,None,463.04991879999943,None,1,1,0.8285714285714286,466.9554640999995,None,466.9554640999995,None,466.9554640999995,None,None,466.9554640999995,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.543156518078604,1.08099245958022,468.95160469999973,None,468.95160469999973,None,468.95160469999973,None,470.05423599999995,472.06842250000045,470.051862760001,None,472.0520016999981,None,None,0,,470.05423599999995,None,470.05423599999995,None,470.05423599999995,None,['z'],470.05423599999995,None,0,3,0.8055555555555556,473.6197656999975,None,473.6197656999975,None,473.6197656999975,None,None,473.6197656999975,None,[0.9146779000002425],,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.0889201672230797,3.38809030570968,475.6183014999988,None,475.6183014999988,None,475.6183014999988,None,479.0363169000011,481.0522072999993,479.0353817599986,481.0351344999981,481.0351344999981,None,z,1,0.9556478999984392,479.0363169000011,None,479.0363169000011,None,479.0363169000011,None,None,479.0363169000011,None,1,1,0.8108108108108109,483.1519240999987,None,483.1519240999987,None,483.1519240999987,None,None,483.1519240999987,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,3.27810873521582,0.977134614530179,485.15171550000014,None,485.15171550000014,None,485.15171550000014,None,486.15103929999896,488.1518036999987,486.1520090600003,488.1518036999987,488.1518036999987,None,b,1,1.1002668000000995,486.15103929999896,None,486.15103929999896,None,486.15103929999896,None,None,486.15103929999896,None,1,1,0.8157894736842105,491.4568944999992,None,491.4568944999992,None,491.4568944999992,None,None,491.4568944999992,None,,,,,,,,,,,,,,,,,,,CBC_P029,001,1,1,2,0.8,2023-04-05_17h36.40.315,AV_prob,2022.1.1,60.020515012119915,
