trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],audio set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.47854712582944,2.29713937746779,200.0323384000003,None,200.0323384000003,None,200.0323384000003,None,202.35158950000005,204.36579239999992,202.34918569999957,None,204.3494940999999,None,z,0,1.673614200000884,202.35158950000005,None,202.35158950000005,None,202.35158950000005,None,None,202.35158950000005,None,0,0,0.625,207.85109329999977,None,207.85109329999977,None,207.85109329999977,None,None,207.85109329999977,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.50182449656669,2.96222466864387,209.84914930000014,None,209.84914930000014,None,209.84914930000014,None,212.83235700000023,214.8324778999995,212.83268089999967,214.8324778999995,214.8324778999995,None,None,0,,212.83235700000023,None,212.83235700000023,None,212.83235700000023,None,None,212.83235700000023,None,0,3,0.5882352941176471,218.37084659999982,None,218.37084659999982,None,218.37084659999982,None,None,218.37084659999982,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,1.109698721182561,2.07121332922762,220.36602800000037,None,220.36602800000037,None,220.36602800000037,None,222.46725739999965,224.48262849999992,222.46598799999958,224.46605720000025,224.46605720000025,None,b,0,1.2947816000005332,222.46725739999965,None,222.46725739999965,None,222.46725739999965,None,None,222.46725739999965,None,0,0,0.5555555555555556,225.59909510000034,None,225.59909510000034,None,225.59909510000034,None,None,225.59909510000034,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.11780998338946,1.91520730139263,227.59921339999983,None,227.59921339999983,None,227.59921339999983,None,229.5332860999997,231.53272579999975,229.53258450000033,None,231.53272579999975,None,b,0,1.5217104000003019,229.5332860999997,None,229.5332860999997,None,229.5332860999997,None,None,229.5332860999997,None,0,0,0.5263157894736842,233.68748099999993,None,233.68748099999993,None,233.68748099999993,None,None,233.68748099999993,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.905730910449904,1.29306073609301,235.68250509999962,None,235.68250509999962,None,235.68250509999962,None,236.99976479999987,238.99948649999988,236.9993208000002,None,238.99948649999988,None,b,1,1.654272900000251,236.99976479999987,None,236.99976479999987,None,236.99976479999987,None,None,236.99976479999987,None,1,1,0.55,240.9378644999997,None,240.9378644999997,None,240.9378644999997,None,None,240.9378644999997,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.23248806235745,0.977134614530179,242.93269080000027,None,242.93269080000027,None,242.93269080000027,None,243.93424570000025,245.9497080000001,243.93274970000004,245.9328005999996,245.9328005999996,None,None,0,,243.93424570000025,None,243.93424570000025,None,243.93424570000025,None,['z'],243.93424570000025,None,0,3,0.5238095238095238,248.1874472999998,None,248.1874472999998,None,248.1874472999998,None,None,248.1874472999998,None,[1.7489787000004071],,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.86983191325091,3.27666037293199,250.1826345999998,None,250.1826345999998,None,250.1826345999998,None,253.48708569999962,255.4994428,253.4993979,None,255.46624429999974,259.3496207999997,b,1,1.3911511000005703,253.48708569999962,None,253.48708569999962,None,253.48708569999962,None,None,253.48708569999962,None,1,1,0.5454545454545454,259.3918705999995,None,259.3918705999995,None,259.3918705999995,None,None,259.3918705999995,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,3.58943852196035,1.55403782363402,261.38269299999956,None,261.38269299999956,None,261.38269299999956,None,262.9677515000003,264.9671949000003,262.96627630000023,None,264.9671949000003,None,z,1,1.1701983000002656,262.9677515000003,None,262.9677515000003,None,262.9677515000003,None,None,262.9677515000003,None,1,1,0.5652173913043478,268.5859161999997,None,268.5859161999997,None,268.5859161999997,None,None,268.5859161999997,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.595506577165096,1.31360018091897,270.5831145000002,None,270.5831145000002,None,270.5831145000002,None,271.9177388999997,273.9319953000004,271.9161985999996,273.91530580000017,273.91530580000017,None,z,0,0.9587311000004775,271.9177388999997,None,271.9177388999997,None,271.9177388999997,None,None,271.9177388999997,None,0,0,0.5416666666666666,275.53680319999967,None,275.53680319999967,None,275.53680319999967,None,None,275.53680319999967,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.35,1.6105816849230599,1.75396267962373,277.5329337000003,None,277.5329337000003,None,277.5329337000003,None,279.3195208999996,281.3329655999996,279.3163160999999,None,281.31634289999965,None,z,1,1.34215789999962,279.3195208999996,None,279.3195208999996,None,279.3195208999996,None,None,279.3195208999996,None,1,0,0.56,282.95413689999987,None,282.95413689999987,None,282.95413689999987,None,None,282.95413689999987,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.2199655720291709,1.88377296598415,284.9497345,None,284.9497345,None,284.9497345,None,286.8506405999997,288.86642539999957,286.84989350000035,288.8497631,288.8497631,None,b,0,2.0410952000002,286.8506405999997,None,286.8506405999997,None,286.8506405999997,None,None,286.8506405999997,None,0,0,0.5384615384615384,290.08817009999984,None,290.08817009999984,None,290.08817009999984,None,None,290.08817009999984,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,4.21669271035117,1.08604824075189,292.0996062000004,None,292.0996062000004,None,292.0996062000004,None,293.2198311000002,295.23248179999973,293.21667469999977,295.2157834999998,295.2157834999998,299.4330718000001,z,1,2.548536700001023,293.2198311000002,None,293.2198311000002,None,293.2198311000002,None,None,293.2198311000002,None,1,1,0.5555555555555556,299.47483920000013,None,299.47483920000013,None,299.47483920000013,None,None,299.47483920000013,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.543156518078604,2.3497497577282,301.46633550000024,None,301.46633550000024,None,301.46633550000024,None,303.83606789999976,305.84986779999963,303.8333871000001,305.8330464999999,305.8330464999999,None,z,0,0.6145556999999826,303.83606789999976,None,303.83606789999976,None,303.83606789999976,None,None,303.83606789999976,None,0,0,0.5357142857142857,307.4009242000002,None,307.4009242000002,None,307.4009242000002,None,None,307.4009242000002,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.30975216432768,2.64870493261766,309.3998491000002,None,309.3998491000002,None,309.3998491000002,None,312.0688964000001,314.08330320000005,312.0665433999999,None,314.0666245000002,None,z,0,2.0099631000002773,312.0688964000001,None,312.0688964000001,None,312.0688964000001,None,None,312.0688964000001,None,0,0,0.5172413793103449,318.3875009000003,None,318.3875009000003,None,318.3875009000003,None,None,318.3875009000003,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.91771467486041,2.23439856631263,320.3997124999996,None,320.3997124999996,None,320.3997124999996,None,322.6505804999997,324.6500678000002,322.64982180000027,324.6500678000002,324.6500678000002,None,b,1,1.3207860000002256,322.6505804999997,None,322.6505804999997,None,322.6505804999997,None,None,322.6505804999997,None,1,1,0.5333333333333333,327.6008079000003,None,327.6008079000003,None,327.6008079000003,None,None,327.6008079000003,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,2.0784833561945097,2.93536812882172,329.6000538999997,None,329.6000538999997,None,329.6000538999997,None,332.5702550999995,334.5836137999995,332.56675849999976,None,334.56700309999997,None,z,1,0.7385831999999937,332.5702550999995,None,332.5702550999995,None,332.5702550999995,None,None,332.5702550999995,None,1,1,0.5483870967741935,336.67336539999997,None,336.67336539999997,None,336.67336539999997,None,None,336.67336539999997,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,1.887650177272661,1.84422310959985,338.6666236000001,None,338.6666236000001,None,338.6666236000001,None,340.5360179999998,342.55001059999995,340.5334785000001,342.5334809999995,342.5334809999995,None,z,1,1.296273500001007,340.5360179999998,None,340.5360179999998,None,340.5360179999998,None,None,340.5360179999998,None,1,1,0.5625,344.4537111999998,None,344.4537111999998,None,344.4537111999998,None,None,344.4537111999998,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,4.26803291533611,2.40738395932908,346.4492508000003,None,346.4492508000003,None,346.4492508000003,None,348.8839144000003,350.8836054000003,348.88342350000005,350.8836054000003,350.8836054000003,None,z,0,2.9347374999997555,348.8839144000003,None,348.8839144000003,None,348.8839144000003,None,None,348.8839144000003,None,0,1,0.5454545454545454,355.1874167999995,None,355.1874167999995,None,355.1874167999995,None,None,355.1874167999995,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.671897605000652,2.12802719374523,357.1834780999998,None,357.1834780999998,None,357.1834780999998,None,359.32107449999967,361.33362709999983,359.3331346000001,None,361.3169055999997,None,b,1,1.4223473000001832,359.32107449999967,None,359.32107449999967,None,359.32107449999967,None,None,359.32107449999967,None,1,1,0.5588235294117647,363.0191662999996,None,363.0191662999996,None,363.0191662999996,None,None,363.0191662999996,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.27810873521582,2.5736109380813,365.01680579999993,None,365.01680579999993,None,365.01680579999993,None,367.6159281,369.61599899999965,367.6168763000002,369.61599899999965,369.61599899999965,None,z,1,1.6400404000005437,367.6159281,None,367.6159281,None,367.6159281,None,None,367.6159281,None,1,1,0.5714285714285714,372.92065530000036,None,372.92065530000036,None,372.92065530000036,None,None,372.92065530000036,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.556335756354144,1.53162701008885,374.91638239999975,None,374.91638239999975,None,374.91638239999975,None,376.4700147000003,378.48359139999957,376.46670030000007,378.4671010000002,378.4671010000002,None,z,1,1.5582524999999805,376.4700147000003,None,376.4700147000003,None,376.4700147000003,None,None,376.4700147000003,None,1,1,0.5833333333333334,380.0358166999995,None,380.0358166999995,None,380.0358166999995,None,None,380.0358166999995,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,2.2089046382315303,3.27418780206312,382.0504367000003,None,382.0504367000003,None,382.0504367000003,None,385.3532127999997,387.36610610000025,385.3502324999996,None,387.34972319999997,None,z,1,3.2782968999999866,385.3532127999997,None,385.3532127999997,None,385.3532127999997,None,None,385.3532127999997,None,1,1,0.5945945945945946,389.5880785999998,None,389.5880785999998,None,389.5880785999998,None,None,389.5880785999998,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.95666246474662,2.23299083390853,391.58395649999966,None,391.58395649999966,None,391.58395649999966,None,393.8308932,395.83390189999955,393.83374400000014,395.83390189999955,395.83390189999955,None,b,1,2.2865809000004447,393.8308932,None,393.8308932,None,393.8308932,None,None,393.8308932,None,1,1,0.6052631578947368,399.8228689999996,None,399.8228689999996,None,399.8228689999996,None,None,399.8228689999996,None,,,,,,,,,,,,,,,,,,,CBC_P026,002,1,4,0,0.9,2023-04-04_15h07.25.481,AV_prob,2022.1.1,60.262273466668965,
