trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,1.39750191607,2.68488128149974,147.1983065000004,None,147.1983065000004,None,147.1983065000004,None,149.91246860000138,151.98177420000138,149.91485455999975,None,151.98177420000138,152.9815047000011,152.9815047000011,None,z,0,2.8613650999977835,149.91246860000138,None,149.91246860000138,None,149.91246860000138,None,None,149.91246860000138,154.31516480000028,0,0,0.6666666666666666,154.39350569999988,None,154.39350569999988,None,154.39350569999988,None,None,154.39350569999988,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.95666246474662,1.29306073609301,156.39818790000027,None,156.39818790000027,None,156.39818790000027,None,157.71097940000072,159.7814429000009,157.71486746000085,None,159.76512940000066,160.76530970000022,160.76530970000022,163.73147810000046,b,1,1.8031387999981234,157.71097940000072,None,157.71097940000072,None,157.71097940000072,None,None,157.71097940000072,163.68178500000067,1,1,0.7,163.76441479999994,None,163.76441479999994,None,163.76441479999994,None,None,163.76441479999994,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.17660957158895,0.971483558655564,165.7650322999998,None,165.7650322999998,None,165.7650322999998,None,166.76052570000138,168.83160529999986,166.76483196000083,None,168.81513110000014,169.81514570000036,169.81514570000036,172.99860720000106,b,1,2.2035062999984802,166.76052570000138,None,166.76052570000138,None,166.76052570000138,None,None,166.76052570000138,172.94852700000047,1,1,0.7272727272727273,173.037076300001,None,173.037076300001,None,173.037076300001,None,None,173.037076300001,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,3.21669271035117,1.41191114387976,175.0317081000012,None,175.0317081000012,None,175.0317081000012,None,176.4643543000002,178.53196469999966,176.46504566000078,None,178.53196469999966,179.53196899999966,179.53196899999966,None,z,1,1.9514284999986558,176.4643543000002,None,176.4643543000002,None,176.4643543000002,None,None,176.4643543000002,182.6819489999998,1,1,0.75,182.7642023999997,None,182.7642023999997,None,182.7642023999997,None,None,182.7642023999997,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.11780998338946,3.26446861731854,184.7650403000007,None,184.7650403000007,None,184.7650403000007,None,188.05166480000116,190.13218750000124,188.0487125600008,None,190.1156174000007,191.1152961000007,191.1152961000007,None,z,1,0.9226447999972152,188.05166480000116,None,188.05166480000116,None,188.05166480000116,None,None,188.05166480000116,192.1819513999999,1,1,0.7692307692307693,192.26491700000042,None,192.26491700000042,None,192.26491700000042,None,None,192.26491700000042,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,0.219965572029171,1.2479618399002,194.26517670000067,None,194.26517670000067,None,194.26517670000067,None,195.5307154000002,197.5989320000008,195.53201536000017,None,197.5989320000008,198.59859460000007,198.59859460000007,None,b,0,1.9783215999996173,195.5307154000002,None,195.5307154000002,None,195.5307154000002,None,None,195.5307154000002,198.76528470000085,0,0,0.7142857142857143,198.84922110000116,None,198.84922110000116,None,198.84922110000116,None,None,198.84922110000116,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.30975216432768,2.3497497577282,200.8484644,None,200.8484644,None,200.8484644,None,203.21164020000106,205.28182949999973,203.21519476000105,None,205.28182949999973,206.2816954000009,206.2816954000009,None,z,1,0.6586936999992759,203.21164020000106,None,203.21164020000106,None,203.21164020000106,None,None,203.21164020000106,209.5317799000004,1,1,0.7333333333333333,209.6237641000007,None,209.6237641000007,None,209.6237641000007,None,None,209.6237641000007,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,0.326293484834196,1.84422310959985,211.61514400000124,None,211.61514400000124,None,211.61514400000124,None,213.47895729999982,215.5487933000004,213.4817297599999,None,215.5487933000004,216.5481990999997,216.5481990999997,None,b,1,1.6924014999985957,213.47895729999982,None,213.47895729999982,None,213.47895729999982,None,None,213.47895729999982,216.8151785000009,1,1,0.75,216.8968205000001,None,216.8968205000001,None,216.8968205000001,None,None,216.8968205000001,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,2.86983191325091,1.48342455087402,218.89875010000105,None,218.89875010000105,None,218.89875010000105,None,220.39001050000115,222.4649844000014,220.3982754599998,None,222.4483497000001,223.44807159999982,223.44807159999982,None,b,1,0.9652097999987745,220.39001050000115,None,220.39001050000115,None,220.39001050000115,None,None,220.39001050000115,226.26534119999997,1,0,0.7647058823529411,226.35111260000122,None,226.35111260000122,None,226.35111260000122,None,None,226.35111260000122,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.0845750455934,2.23439856631263,228.3486705000014,None,228.3486705000014,None,228.3486705000014,None,230.61094030000095,232.6822269000004,230.61541426000042,None,232.66543980000097,233.66556970000056,233.66556970000056,None,b,1,1.2563320999979624,230.61094030000095,None,230.61094030000095,None,230.61094030000095,None,None,230.61094030000095,234.6989351000011,1,1,0.7777777777777778,234.78417720000107,None,234.78417720000107,None,234.78417720000107,None,None,234.78417720000107,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,0.595506577165096,2.07121332922762,236.78215070000078,None,236.78215070000078,None,236.78215070000078,None,238.88119480000023,240.94886810000025,238.8824003599999,None,240.94886810000025,241.94898560000001,241.94898560000001,None,z,1,1.3244198999982473,238.88119480000023,None,238.88119480000023,None,238.88119480000023,None,None,238.88119480000023,242.48219940000126,1,1,0.7894736842105263,242.56304679999994,None,242.56304679999994,None,242.56304679999994,None,None,242.56304679999994,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,1.23248806235745,1.75396267962373,244.56554300000062,None,244.56554300000062,None,244.56554300000062,None,246.34837710000102,248.41555289999997,246.34878126000115,None,248.41555289999997,249.41536760000054,249.41536760000054,None,z,1,1.135295000000042,246.34837710000102,None,246.34837710000102,None,246.34837710000102,None,None,246.34837710000102,250.5823135999999,1,1,0.8,250.66293980000046,None,250.66293980000046,None,250.66293980000046,None,None,250.66293980000046,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,2.27810873521582,2.93536812882172,252.6655494000006,None,252.6655494000006,None,252.6655494000006,None,255.6313347000014,257.6988201000004,255.6323672600007,None,257.6988201000004,258.6991132000003,258.6991132000003,None,b,1,1.2525520999988657,255.6313347000014,None,255.6313347000014,None,255.6313347000014,None,None,255.6313347000014,260.91582350000135,1,1,0.8095238095238095,260.99869709999984,None,260.99869709999984,None,260.99869709999984,None,None,260.99869709999984,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,1.24205805775432,2.12802719374523,262.9987789000006,None,262.9987789000006,None,262.9987789000006,None,265.1476797000014,267.2156611999999,265.1489802600005,None,267.2156611999999,268.21559230000094,268.21559230000094,None,z,1,1.033583999998882,265.1476797000014,None,265.1476797000014,None,265.1476797000014,None,None,265.1476797000014,269.3991421999999,1,1,0.8181818181818182,269.48607810000067,None,269.48607810000067,None,269.48607810000067,None,None,269.48607810000067,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.20890463823153,0.977134614530179,271.4822851000008,None,271.4822851000008,None,271.4822851000008,None,272.48170890000074,274.54951150000124,272.48236736,None,274.54951150000124,275.5490826000005,275.5490826000005,None,z,1,0.8809329999985493,272.48170890000074,None,272.48170890000074,None,272.48170890000074,None,None,272.48170890000074,276.69911140000113,1,1,0.8260869565217391,276.7819909000009,None,276.7819909000009,None,276.7819909000009,None,None,276.7819909000009,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.91771467486041,1.55403782363402,278.7823434000002,None,278.7823434000002,None,278.7823434000002,None,280.3637670999997,282.43232069999976,280.36612006000144,None,282.43232069999976,283.4326101000006,283.4326101000006,None,b,1,1.7413500000002387,280.3637670999997,285.34878540000136,280.3637670999997,285.34878540000136,280.3637670999997,285.34878540000136,None,280.3637670999997,285.2826678000001,1,1,0.8333333333333334,285.38001780000013,None,285.38001780000013,None,285.38001780000013,None,None,285.38001780000013,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,3.33462955345931,1.53162701008885,287.3823317000006,None,287.3823317000006,None,287.3823317000006,None,288.9298423,290.9990112000014,288.9326136600008,None,290.9990112000014,291.99909370000023,291.99909370000023,None,b,1,1.0099579999987327,288.9298423,295.3329257000005,288.9298423,295.3329257000005,288.9298423,295.3329257000005,None,288.9298423,295.26580079999985,1,1,0.84,295.3727106000006,None,295.3727106000006,None,295.3727106000006,None,None,295.3727106000006,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.88444949943153,1.88377296598415,297.3655096000002,None,297.3655096000002,None,297.3655096000002,None,299.2624274000009,301.3324768000002,299.26577236000014,None,301.3161020000007,302.3160125000013,302.3160125000013,None,z,1,1.0987084999997023,299.2624274000009,None,299.2624274000009,None,299.2624274000009,None,None,299.2624274000009,305.14929200000006,1,1,0.8461538461538461,305.23703560000104,None,305.23703560000104,None,305.23703560000104,None,None,305.23703560000104,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.67601812978374,3.38809030570968,307.23242240000036,None,307.23242240000036,None,307.23242240000036,None,310.6450160000004,312.71599590000005,310.6490165600004,None,312.69930980000026,313.69923480000034,313.69923480000034,315.38225200000124,z,1,0.7657041999991634,310.6450160000004,None,310.6450160000004,None,310.6450160000004,None,None,310.6450160000004,315.33291530000133,1,1,0.8518518518518519,315.4113118000005,None,315.4113118000005,None,315.4113118000005,None,None,315.4113118000005,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,0.109698721182561,2.96222466864387,317.41592260000107,None,317.41592260000107,None,317.41592260000107,None,320.39141279999967,322.46589120000135,320.3990258600003,None,322.4493670000011,323.44928340000115,323.44928340000115,323.56597370000054,b,1,1.865866999998616,320.39141279999967,None,320.39141279999967,None,320.39141279999967,None,None,320.39141279999967,323.5164994000006,1,1,0.8571428571428571,323.59752839999965,None,323.59752839999965,None,323.59752839999965,None,None,323.59752839999965,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.04482772403364,2.23299083390853,325.59926840000116,None,325.59926840000116,None,325.59926840000116,None,327.8501575999999,329.9161624999997,327.8495325600012,None,329.9161624999997,330.9163352000014,330.9163352000014,None,b,1,0.9802415999984078,327.8501575999999,None,327.8501575999999,None,327.8501575999999,None,None,327.8501575999999,332.8994111000011,1,1,0.8620689655172413,332.9800654999999,None,332.9800654999999,None,332.9800654999999,None,None,332.9800654999999,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0.35,0.887650177272661,1.08604824075189,334.9826972999999,None,334.9826972999999,None,334.9826972999999,None,336.0923416000005,338.16610800000126,336.0996319600014,None,338.14928409999993,339.1492214000009,339.1492214000009,None,b,1,1.346804599999814,336.0923416000005,None,336.0923416000005,None,336.0923416000005,None,None,336.0923416000005,339.98278290000053,1,0,0.8666666666666667,340.070744300001,None,340.070744300001,None,340.070744300001,None,None,340.070744300001,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.47854712582944,2.49579389304826,342.0658424000012,None,342.0658424000012,None,342.0658424000012,None,344.58246060000056,346.6494977000002,344.5827967600013,None,346.6494977000002,347.64954229999967,347.64954229999967,None,z,1,1.1628361999992194,344.58246060000056,None,344.58246060000056,None,344.58246060000056,None,None,344.58246060000056,350.06668490000084,1,1,0.8709677419354839,350.1489605000006,None,350.1489605000006,None,350.1489605000006,None,None,350.1489605000006,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.19624908154748,2.29713937746779,352.14934540000104,None,352.14934540000104,None,352.14934540000104,None,354.46140110000124,356.53343940000013,354.4659767600002,None,356.5163620000003,357.5162138000014,357.5162138000014,360.7162337999998,z,1,0.9167854999977862,354.46140110000124,None,354.46140110000124,None,354.46140110000124,None,None,354.46140110000124,360.66600480000125,1,1,0.875,360.7496123000001,None,360.7496123000001,None,360.7496123000001,None,None,360.7496123000001,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.58943852196035,2.78012240036799,362.7493224000009,None,362.7493224000009,None,362.7493224000009,None,365.54863900000055,367.61632530000134,365.54958346000024,None,367.61632530000134,368.6163135000006,368.6163135000006,None,z,1,0.7485672999991948,365.54863900000055,None,365.54863900000055,None,365.54863900000055,None,None,365.54863900000055,371.14943550000135,1,1,0.8787878787878788,371.234372500001,None,371.234372500001,None,371.234372500001,None,None,371.234372500001,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.26803291533611,1.91520730139263,373.2329049,None,373.2329049,None,373.2329049,None,375.16656909999983,377.23282950000066,375.166359460001,None,377.23282950000066,378.23314930000015,378.23314930000015,None,b,1,1.1601764999995794,375.16656909999983,381.4997469000009,375.16656909999983,381.4997469000009,375.16656909999983,381.4997469000009,None,375.16656909999983,381.4497871000003,1,1,0.8823529411764706,381.53145530000074,None,381.53145530000074,None,381.53145530000074,None,None,381.53145530000074,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,0.874984682747311,1.08099245958022,383.53303550000055,None,383.53303550000055,None,383.53303550000055,None,384.6311421999999,386.6995272000004,384.6330193600003,None,386.6995272000004,387.69952399999966,387.69952399999966,None,z,0,1.9333685999990848,384.6311421999999,None,384.6311421999999,None,384.6311421999999,None,None,384.6311421999999,388.5168138000008,0,0,0.8571428571428571,388.6003341000014,None,388.6003341000014,None,388.6003341000014,None,None,388.6003341000014,None,,,,,,,,,,,,,,,,,,CBC_P032,2,set3,set3,2,0.9,2024-05-15_17h30.04.653,AV_prob,2022.1.1,59.69375907744239,
