trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,3.50182449656669,2.10833202116216,143.75847760000033,None,143.75847760000033,None,143.75847760000033,None,145.87689180000052,147.89190580000104,145.87466643000008,147.87552959999994,147.87552959999994,None,b,1,2.3805059999995137,145.87689180000052,None,145.87689180000052,None,145.87689180000052,None,None,145.87689180000052,None,1,0,0.7777777777777778,151.41360440000062,None,151.41360440000062,None,151.41360440000062,None,None,151.41360440000062,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.6105816849230599,0.971483558655564,153.40833420000126,None,153.40833420000126,None,153.40833420000126,None,154.40927880000163,156.4244572000007,154.40886506000135,156.4244572000007,156.4078825000015,None,b,1,2.3119290999984514,154.40927880000163,None,154.40927880000163,None,154.40927880000163,None,None,154.40927880000163,None,1,1,0.8,158.04793040000004,None,158.04793040000004,None,158.04793040000004,None,None,158.04793040000004,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.671897605000652,0.789129602716002,160.04205120000006,None,160.04205120000006,None,160.04205120000006,None,160.8588221000009,162.85873070000162,160.8590148600004,162.85873070000162,162.85873070000162,None,b,1,2.4715060999988054,160.8588221000009,None,160.8588221000009,None,160.8588221000009,None,None,160.8588221000009,None,1,1,0.8181818181818182,164.5583944000009,None,164.5583944000009,None,164.5583944000009,None,None,164.5583944000009,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.62250581484608,2.78012240036799,166.55801950000023,None,166.55801950000023,None,166.55801950000023,None,169.35858840000037,171.35827659999995,169.3588163600005,171.35827659999995,171.35827659999995,None,z,1,2.3998759999976755,169.35858840000037,None,169.35858840000037,None,169.35858840000037,None,None,169.35858840000037,None,1,1,0.8333333333333334,175.00547670000014,None,175.00547670000014,None,175.00547670000014,None,None,175.00547670000014,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.04482772403364,3.38809030570968,177.00875880000058,None,177.00875880000058,None,177.00875880000058,None,180.42273380000006,182.42554810000001,180.42581086000138,182.42554810000001,182.42554810000001,None,z,1,2.0843222999974387,180.42273380000006,None,180.42273380000006,None,180.42273380000006,None,None,180.42273380000006,None,1,1,0.8461538461538461,185.4974540000003,None,185.4974540000003,None,185.4974540000003,None,None,185.4974540000003,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,1.2199655720291709,2.68488128149974,187.49242070000037,None,187.49242070000037,None,187.49242070000037,None,190.2097898000011,192.22495310000158,190.2092913600016,192.20818080000026,192.20818080000026,None,z,1,1.2625947999986238,190.2097898000011,None,190.2097898000011,None,190.2097898000011,None,None,190.2097898000011,None,1,1,0.8571428571428571,193.45891550000124,None,193.45891550000124,None,193.45891550000124,None,None,193.45891550000124,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.91771467486041,1.2479618399002,195.4589973000002,None,195.4589973000002,None,195.4589973000002,None,196.7210535000013,198.72538990000066,196.7251780600007,198.72538990000066,198.70863630000167,201.625594000001,b,1,2.3597093999978824,196.7210535000013,None,196.7210535000013,None,196.7210535000013,None,None,196.7210535000013,None,1,1,0.8666666666666667,201.65976130000126,None,201.65976130000126,None,201.65976130000126,None,None,201.65976130000126,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.8749846827473111,1.44889042899439,203.6590885000005,None,203.6590885000005,None,203.6590885000005,None,205.11566910000147,207.1255452000005,205.1252168600011,207.1255452000005,207.1091403999999,None,b,1,2.326022599998396,205.11566910000147,None,205.11566910000147,None,205.11566910000147,None,None,205.11566910000147,None,1,1,0.875,209.00775580000118,None,209.00775580000118,None,209.00775580000118,None,None,209.00775580000118,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.899747326335302,3.26446861731854,211.00902750000023,None,211.00902750000023,None,211.00902750000023,None,214.29220239999995,216.29254850000143,214.29258406000082,216.29254850000143,216.29254850000143,None,z,1,2.360374799998681,214.29220239999995,None,214.29220239999995,None,214.29220239999995,None,None,214.29220239999995,None,1,1,0.8823529411764706,218.21149540000079,None,218.21149540000079,None,218.21149540000079,None,None,218.21149540000079,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.47854712582944,2.40738395932908,220.20907120000084,None,220.20907120000084,None,220.20907120000084,None,222.62884170000143,224.64266940000016,222.64168456000044,224.64266940000016,224.6093864000013,228.09237759999996,z,1,2.295933599998534,222.62884170000143,None,222.62884170000143,None,222.62884170000143,None,None,222.62884170000143,None,1,1,0.8888888888888888,228.13086880000083,None,228.13086880000083,None,228.13086880000083,None,None,228.13086880000083,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,2.67601812978374,1.08604824075189,230.12565070000164,None,230.12565070000164,None,230.12565070000164,None,231.24428110000008,233.2593921000007,231.24275196000127,233.24272490000112,233.24272490000112,None,z,1,2.390646799998649,231.24428110000008,None,231.24428110000008,None,231.24428110000008,None,None,231.24428110000008,None,1,0,0.8947368421052632,235.94626580000113,None,235.94626580000113,None,235.94626580000113,None,None,235.94626580000113,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.30975216432768,2.7570014520733,237.9416111999999,None,237.9416111999999,None,237.9416111999999,None,240.72679600000083,242.742348400001,240.72569986000127,242.7254795000008,242.7254795000008,None,b,1,2.222476799997821,240.72679600000083,None,240.72679600000083,None,240.72679600000083,None,None,240.72679600000083,None,1,1,0.9,247.06014030000006,None,247.06014030000006,None,247.06014030000006,None,None,247.06014030000006,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,4.26803291533611,2.3497497577282,249.05944230000023,None,249.05944230000023,None,249.05944230000023,None,251.4238690000002,253.42606310000156,251.4261690600004,253.42606310000156,253.42606310000156,None,b,1,2.3269407999996474,251.4238690000002,257.69251390000136,251.4238690000002,257.69251390000136,251.4238690000002,257.69251390000136,None,251.4238690000002,257.69251390000136,1,0,0.9047619047619048,257.73220519999995,None,257.73220519999995,None,257.73220519999995,None,None,257.73220519999995,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,4.33462955345931,2.12802719374523,259.7255765000009,None,259.7255765000009,None,259.7255765000009,None,261.8744863000011,263.8760492000001,261.8760715600008,None,263.8760492000001,None,b,1,2.2752307999999175,261.8744863000011,268.2093620000014,261.8744863000011,268.2093620000014,261.8744863000011,268.2093620000014,None,261.8744863000011,268.2093620000014,1,1,0.9090909090909091,268.2429245000003,None,268.2429245000003,None,268.2429245000003,None,None,268.2429245000003,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,1.595506577165096,1.75396267962373,270.2427742,None,270.2427742,None,270.2427742,None,272.0270094000007,274.02606990000095,272.02602705999993,274.02606990000095,274.02606990000095,None,z,1,2.304211699998632,272.0270094000007,None,272.0270094000007,None,272.0270094000007,None,None,272.0270094000007,None,1,1,0.9130434782608695,275.64376130000164,None,275.64376130000164,None,275.64376130000164,None,None,275.64376130000164,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.556335756354144,1.31360018091897,277.6429184000008,None,277.6429184000008,None,277.6429184000008,None,278.97198000000026,280.97625250000056,278.97611605999987,280.97625250000056,280.95936280000024,282.5263662000016,b,1,2.07732329999817,278.97198000000026,None,278.97198000000026,None,278.97198000000026,None,None,278.97198000000026,None,1,1,0.9166666666666666,282.5629912000004,None,282.5629912000004,None,282.5629912000004,None,None,282.5629912000004,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,4.19624908154748,1.84422310959985,284.5595871000005,None,284.5595871000005,None,284.5595871000005,None,286.42603210000016,288.42644530000143,286.4262560600007,288.42644530000143,288.42644530000143,None,z,1,1.2250173999982508,286.42603210000016,None,286.42603210000016,None,286.42603210000016,None,None,286.42603210000016,None,1,1,0.92,292.6418594000006,None,292.6418594000006,None,292.6418594000006,None,None,292.6418594000006,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.326293484834196,1.08099245958022,294.6429816,None,294.6429816,None,294.6429816,None,295.7367929000011,297.7426516000014,295.74267836000104,None,297.7260417000016,299.0598665000016,z,1,2.1536705999988044,295.7367929000011,None,295.7367929000011,None,295.7367929000011,None,None,295.7367929000011,None,1,1,0.9230769230769231,299.09805490000144,None,299.09805490000144,None,299.09805490000144,None,None,299.09805490000144,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,2.74209998091573,1.41191114387976,301.092869600001,None,301.092869600001,None,301.092869600001,None,302.5260991000014,304.5262221000012,302.52649176000045,304.5262221000012,304.5262221000012,None,z,1,0.905476699997962,302.5260991000014,None,302.5260991000014,None,302.5260991000014,None,None,302.5260991000014,None,1,1,0.9259259259259259,307.2913134999999,None,307.2913134999999,None,307.2913134999999,None,None,307.2913134999999,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.0889201672230797,1.14263865585167,309.2930885000005,None,309.2930885000005,None,309.2930885000005,None,310.4620872000014,312.4766287000002,310.4598811600015,None,312.4597880000001,None,b,1,1.153646699996898,310.4620872000014,None,310.4620872000014,None,310.4620872000014,None,None,310.4620872000014,None,1,1,0.9285714285714286,314.5724392000011,None,314.5724392000011,None,314.5724392000011,None,None,314.5724392000011,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.94912276105146,2.50277407648956,316.57647010000073,None,316.57647010000073,None,316.57647010000073,None,319.1084241000008,321.10969920000025,319.10982816000137,321.10969920000025,321.10969920000025,None,b,1,1.142915799999173,319.1084241000008,None,319.1084241000008,None,319.1084241000008,None,None,319.1084241000008,None,1,1,0.9310344827586207,324.0763886000004,None,324.0763886000004,None,324.0763886000004,None,None,324.0763886000004,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.0784833561945097,1.88377296598415,326.0764336000011,None,326.0764336000011,None,326.0764336000011,None,327.9782866000005,329.99317950000113,327.9764837600003,329.9764724000015,329.9764724000015,None,b,1,1.6264650999983132,327.9782866000005,None,327.9782866000005,None,327.9782866000005,None,None,327.9782866000005,None,1,1,0.9333333333333333,332.07670080000025,None,332.07670080000025,None,332.07670080000025,None,None,332.07670080000025,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.905730910449904,3.27418780206312,334.0766386000014,None,334.0766386000014,None,334.0766386000014,None,337.3784194,339.39316360000157,337.3767474600015,339.376570800001,339.376570800001,None,z,1,0.8226265999983298,337.3784194,None,337.3784194,None,337.3784194,None,None,337.3784194,None,1,1,0.9354838709677419,341.3059224000008,None,341.3059224000008,None,341.3059224000008,None,None,341.3059224000008,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.15,1.109698721182561,2.23439856631263,343.3098691000014,None,343.3098691000014,None,343.3098691000014,None,345.55641220000143,347.56016080000154,345.5600212600009,347.56016080000154,347.5432647000016,348.6601221000001,z,1,0.9851535999987391,345.55641220000143,None,345.55641220000143,None,345.55641220000143,None,None,345.55641220000143,None,1,0,0.9375,348.6978039000005,None,348.6978039000005,None,348.6978039000005,None,None,348.6978039000005,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.27810873521582,2.96222466864387,350.6929364000007,None,350.6929364000007,None,350.6929364000007,None,353.6759173999999,355.6767567000006,353.6767513600014,355.6767567000006,355.6767567000006,None,b,1,2.2718360999988363,353.6759173999999,None,353.6759173999999,None,353.6759173999999,None,None,353.6759173999999,None,1,1,0.9393939393939394,358.9818939000015,None,358.9818939000015,None,358.9818939000015,None,None,358.9818939000015,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.95666246474662,2.93536812882172,360.9764481000002,None,360.9764481000002,None,360.9764481000002,None,363.9402871000002,365.9434101000006,363.9431761600015,365.9434101000006,365.9434101000006,None,b,1,0.9742859999987559,363.9402871000002,None,363.9402871000002,None,363.9402871000002,None,None,363.9402871000002,None,1,1,0.9411764705882353,369.9267292000004,None,369.9267292000004,None,369.9267292000004,None,None,369.9267292000004,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.758742575863891,2.64870493261766,371.9265077,None,371.9265077,None,371.9265077,None,374.5958663000001,376.6102864000004,374.5935938600003,376.59356389999994,376.59356389999994,None,z,1,1.1294947999995202,374.5958663000001,None,374.5958663000001,None,374.5958663000001,None,None,374.5958663000001,None,1,1,0.9428571428571428,378.37790850000056,None,378.37790850000056,None,378.37790850000056,None,None,378.37790850000056,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.23248806235745,2.07121332922762,380.37670510000135,None,380.37670510000135,None,380.37670510000135,None,382.47706629999993,384.4770053000011,382.47690906000093,None,384.4770053000011,None,z,1,0.9028250999981537,382.47706629999993,None,382.47706629999993,None,382.47706629999993,None,None,382.47706629999993,None,1,1,0.9444444444444444,386.7252425000006,None,386.7252425000006,None,386.7252425000006,None,None,386.7252425000006,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,2.39750191607,1.53162701008885,388.7264055000014,None,388.7264055000014,None,388.7264055000014,None,390.27393780000057,392.2770037999999,390.27685806000113,392.2770037999999,392.2770037999999,None,z,1,1.077547199998662,390.27393780000057,None,390.27393780000057,None,390.27393780000057,None,None,390.27393780000057,None,1,1,0.9459459459459459,394.69833970000036,None,394.69833970000036,None,394.69833970000036,None,None,394.69833970000036,None,,,,,,,,,,,,,,,,,,CBC_P018,002,set4,set1,0,0.9,2023-03-31_16h21.18.455,AV_prob,2022.1.1,60.168725139111196,
