trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.0889201672230797,2.7570014520733,450.75098979999893,None,450.75098979999893,None,450.75098979999893,None,453.51908475999954,None,[],455.56850239999767,None,455.56850239999767,None,455.56850239999767,None,b,0.05814449999888893,455.56850239999767,None,None,455.56850239999767,None,b,2.058144499998889,0,0,0.5555555555555556,457.69988880000164,None,457.69988880000164,None,457.69988880000164,None,None,457.69988880000164,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,4.30975216432768,1.31360018091897,459.78538789999584,None,459.78538789999584,None,459.78538789999584,None,461.1022511599993,z,['z'],463.1553353999989,None,463.1553353999989,None,463.1553353999989,None,None,,463.1553353999989,None,None,463.1553353999989,None,z,1.3995939000014914,1,1,0.6,467.50400300000183,None,467.50400300000183,None,467.50400300000183,None,None,467.50400300000183,None,1.3995939000014914,[1.3995939000014914],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,4.19624908154748,1.37809841776001,469.5848649999971,None,469.5848649999971,None,469.5848649999971,None,470.9681582599995,b,['b'],473.0156930000012,None,473.0156930000012,None,473.0156930000012,None,None,,473.0156930000012,None,None,473.0156930000012,None,b,1.3530307999972138,0,0,0.5454545454545454,477.2533242999998,None,477.2533242999998,None,477.2533242999998,None,None,477.2533242999998,None,1.3530307999972138,[1.3530307999972138],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,4.33462955345931,3.26446861731854,479.3331049999979,None,479.3331049999979,None,479.3331049999979,None,482.60219326000225,None,[],484.65735599999607,None,484.65735599999607,None,484.65735599999607,None,b,0.543012500005716,484.65735599999607,None,None,484.65735599999607,None,b,2.543012500005716,1,1,0.5833333333333334,489.0359572000016,None,489.0359572000016,None,489.0359572000016,None,None,489.0359572000016,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,2.27860294189526,2.29713937746779,491.0936215999973,None,491.0936215999973,None,491.0936215999973,None,493.40243805999927,b,['b'],495.45761859999766,None,495.45761859999766,None,495.45761859999766,None,None,,495.45761859999766,None,None,495.45761859999766,None,b,1.586534700007178,1,0,0.6153846153846154,497.7685074999972,None,497.7685074999972,None,497.7685074999972,None,None,497.7685074999972,None,1.586534700007178,[1.586534700007178],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.109698721182561,2.23439856631263,499.85190870000224,None,499.85190870000224,None,499.85190870000224,None,502.08560065999774,b,['b'],504.1355681999994,None,504.1355681999994,None,504.1355681999994,None,None,,504.1355681999994,None,None,504.1355681999994,None,b,1.7570518000065931,1,1,0.6428571428571429,505.285506799999,None,505.285506799999,None,505.285506799999,None,None,505.285506799999,None,1.7570518000065931,[1.7570518000065931],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.47854712582944,2.5736109380813,507.3692607999983,None,507.3692607999983,None,507.3692607999983,None,509.95223146000063,b,['b'],512.0088413999983,None,512.0088413999983,None,512.0088413999983,None,None,,512.0088413999983,None,None,512.0088413999983,None,b,0.9666356000016094,1,1,0.6666666666666666,515.5349467999986,None,515.5349467999986,None,515.5349467999986,None,None,515.5349467999986,None,0.9666356000016094,[0.9666356000016094],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.67601812978374,2.68488128149974,517.6198096000007,None,517.6198096000007,None,517.6198096000007,None,520.3192169599977,z,['z'],522.3766010999971,None,522.3766010999971,None,522.3766010999971,None,None,,522.3766010999971,None,None,522.3766010999971,None,z,1.998465099997702,1,1,0.6875,525.0844675999979,None,525.0844675999979,None,525.0844675999979,None,None,525.0844675999979,None,1.998465099997702,[1.998465099997702],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,2.39750191607,2.50277407648956,527.1430490999992,None,527.1430490999992,None,527.1430490999992,None,529.6514567599995,z,['z'],531.6992944000012,None,531.6992944000012,None,531.6992944000012,None,None,,531.6992944000012,None,None,531.6992944000012,None,z,1.4386106000019936,1,0,0.7058823529411765,534.1339096000011,None,534.1339096000011,None,534.1339096000011,None,None,534.1339096000011,None,1.4386106000019936,[1.4386106000019936],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,4.26803291533611,1.29306073609301,536.2182532000006,None,536.2182532000006,None,536.2182532000006,None,537.5185145600014,b,['b'],539.5734897000002,None,539.5734897000002,None,539.5734897000002,None,None,,539.5734897000002,None,None,539.5734897000002,None,b,1.5821679000073345,0,0,0.6666666666666666,543.8838228000022,None,543.8838228000022,None,543.8838228000022,None,None,543.8838228000022,None,1.5821679000073345,[1.5821679000073345],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.758742575863891,1.48342455087402,545.9657855999976,None,545.9657855999976,None,545.9657855999976,None,547.4514197599972,None,[],549.5006223000019,None,549.5006223000019,None,549.5006223000019,None,b,0.14024970000173198,549.5006223000019,None,None,549.5006223000019,None,b,2.140249700001732,1,1,0.6842105263157895,551.3035770999995,None,551.3035770999995,None,551.3035770999995,None,None,551.3035770999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.6105816849230599,2.49579389304826,553.3847924000002,None,553.3847924000002,None,553.3847924000002,None,555.8858430599983,z,['z'],557.9350897999975,None,557.9350897999975,None,557.9350897999975,None,None,,557.9350897999975,None,None,557.9350897999975,None,z,1.5140056000018376,0,0,0.65,559.5841818999979,None,559.5841818999979,None,559.5841818999979,None,None,559.5841818999979,None,1.5140056000018376,[1.5140056000018376],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,3.62250581484608,2.96222466864387,561.6683839999969,None,561.6683839999969,None,561.6683839999969,None,564.6358542599962,z,['z'],566.6914398000008,None,566.6914398000008,None,566.6914398000008,None,None,,566.6914398000008,None,None,566.6914398000008,None,z,1.628199600003427,1,1,0.6666666666666666,570.3426443999997,None,570.3426443999997,None,570.3426443999997,None,None,570.3426443999997,None,1.628199600003427,[1.628199600003427],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.04482772403364,1.55403782363402,572.4404072999969,None,572.4404072999969,None,572.4404072999969,None,574.0034016600009,z,['z'],576.0586823999984,None,576.0586823999984,None,576.0586823999984,None,None,,576.0586823999984,None,None,576.0586823999984,None,z,1.5609250999987125,0,0,0.6363636363636364,579.1381991000017,None,579.1381991000017,None,579.1381991000017,None,None,579.1381991000017,None,1.5609250999987125,[1.5609250999987125],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.94912276105146,1.84422310959985,581.2121400999968,None,581.2121400999968,None,581.2121400999968,None,583.0686435599971,None,[],585.1178676999989,None,585.1178676999989,None,585.1178676999989,None,b,0.12062950000108685,585.1178676999989,None,None,585.1178676999989,None,b,2.120629500001087,1,1,0.6521739130434783,588.1020334999994,None,588.1020334999994,None,588.1020334999994,None,None,588.1020334999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,2.23248806235745,3.38809030570968,590.1880488999959,None,590.1880488999959,None,590.1880488999959,None,593.5854450599988,z,['z'],595.6327195999984,None,595.6327195999984,None,595.6327195999984,None,None,,595.6327195999984,None,None,595.6327195999984,None,z,1.2156039000037708,1,0,0.6666666666666666,597.9043514000005,None,597.9043514000005,None,597.9043514000005,None,None,597.9043514000005,None,1.2156039000037708,[1.2156039000037708],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,3.95666246474662,2.3497497577282,599.9905981999982,None,599.9905981999982,None,599.9905981999982,None,602.3526883599959,z,['z'],604.4095780999996,None,604.4095780999996,None,604.4095780999996,None,None,,604.4095780999996,None,None,604.4095780999996,None,z,1.4238413000057335,1,1,0.68,608.4047884999964,None,608.4047884999964,None,608.4047884999964,None,None,608.4047884999964,None,1.4238413000057335,[1.4238413000057335],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,3.50182449656669,2.40738395932908,610.4855414999984,None,610.4855414999984,None,610.4855414999984,None,612.9027484599981,z,['z'],614.9579670999956,None,614.9579670999956,None,614.9579670999956,None,None,,614.9579670999956,None,None,614.9579670999956,None,z,1.3328480999989551,0,1,0.6538461538461539,618.5021750000014,None,618.5021750000014,None,618.5021750000014,None,None,618.5021750000014,None,1.3328480999989551,[1.3328480999989551],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.899747326335302,2.64870493261766,620.5853215000025,None,620.5853215000025,None,620.5853215000025,None,623.2361861599973,b,['b'],625.2917584999959,None,625.2917584999959,None,625.2917584999959,None,None,,625.2917584999959,None,None,625.2917584999959,None,b,1.233652599999914,1,1,0.6666666666666666,627.2332535999958,None,627.2332535999958,None,627.2332535999958,None,None,627.2332535999958,None,1.233652599999914,[1.233652599999914],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.86983191325091,1.73294357419019,629.297862200001,None,629.297862200001,None,629.297862200001,None,631.0361865599959,b,['b'],633.0928979999953,None,633.0928979999953,None,633.0928979999953,None,None,,633.0928979999953,None,None,633.0928979999953,None,b,1.66153900000063,0,0,0.6428571428571429,636.9781315,None,636.9781315,None,636.9781315,None,None,636.9781315,None,1.66153900000063,[1.66153900000063],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.0784833561945097,2.10833202116216,639.0857915000015,None,639.0857915000015,None,639.0857915000015,None,641.2027632599973,None,[],643.2586467000001,None,643.2586467000001,None,643.2586467000001,None,b,0.07278040000528563,643.2586467000001,None,None,643.2586467000001,None,b,2.0727804000052856,0,0,0.6206896551724138,645.3828761999976,None,645.3828761999976,None,645.3828761999976,None,None,645.3828761999976,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.326293484834196,1.14263865585167,647.4412284999999,None,647.4412284999999,None,647.4412284999999,None,648.5862791599982,z,['z'],650.6430689999979,None,650.6430689999979,None,650.6430689999979,None,None,,650.6430689999979,None,None,650.6430689999979,None,z,1.1174888999958057,1,1,0.6333333333333333,652.0049325,None,652.0049325,None,652.0049325,None,None,652.0049325,None,1.1174888999958057,[1.1174888999958057],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,1.2199655720291709,1.44889042899439,654.0835060999962,None,654.0835060999962,None,654.0835060999962,None,655.5362474600013,None,[],657.586527200001,None,657.586527200001,None,657.586527200001,None,z,0.22402590000274358,657.586527200001,None,None,657.586527200001,None,z,2.2240259000027436,0,1,0.6129032258064516,658.8521488999977,None,658.8521488999977,None,658.8521488999977,None,None,658.8521488999977,None,,,,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.11780998338946,2.23299083390853,660.9353893000007,None,660.9353893000007,None,660.9353893000007,None,663.1694078600019,b,['b'],665.2212231000012,None,665.2212231000012,None,665.2212231000012,None,None,,665.2212231000012,None,None,665.2212231000012,None,b,0.8230774000039673,1,1,0.625,667.3858718999982,None,667.3858718999982,None,667.3858718999982,None,None,667.3858718999982,None,0.8230774000039673,[0.8230774000039673],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.24205805775432,1.08099245958022,669.4662586999984,None,669.4662586999984,None,669.4662586999984,None,670.5521611600022,b,['b'],672.600290800001,None,672.600290800001,None,672.600290800001,None,None,,672.600290800001,None,None,672.600290800001,None,b,1.6945571000032942,1,1,0.6363636363636364,674.8859996999963,None,674.8859996999963,None,674.8859996999963,None,None,674.8859996999963,None,1.6945571000032942,[1.6945571000032942],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.88444949943153,1.41191114387976,676.9675443000015,None,676.9675443000015,None,676.9675443000015,None,678.3861310600012,z,['z'],680.4352624000021,None,680.4352624000021,None,680.4352624000021,None,None,,680.4352624000021,None,None,680.4352624000021,None,z,1.177731700001459,1,1,0.6470588235294118,684.3516132000004,None,684.3516132000004,None,684.3516132000004,None,None,684.3516132000004,None,1.177731700001459,[1.177731700001459],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.2089046382315303,3.27666037293199,686.4328469999964,None,686.4328469999964,None,686.4328469999964,None,689.7202457599967,b,['b'],691.7772771000018,None,691.7772771000018,None,691.7772771000018,None,None,,691.7772771000018,None,None,691.7772771000018,None,b,1.2355110999997123,0,0,0.6285714285714286,694.0220207999955,None,694.0220207999955,None,694.0220207999955,None,None,694.0220207999955,None,1.2355110999997123,[1.2355110999997123],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,3.27810873521582,1.91520730139263,696.0785589000006,None,696.0785589000006,None,696.0785589000006,None,698.0034259599968,b,['b'],700.0592867000014,None,700.0592867000014,None,700.0592867000014,None,None,,700.0592867000014,None,None,700.0592867000014,None,b,1.6658688000024995,1,0,0.6388888888888888,703.3677208000008,None,703.3677208000008,None,703.3677208000008,None,None,703.3677208000008,None,1.6658688000024995,[1.6658688000024995],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.8749846827473111,2.93536812882172,705.4537128000011,None,705.4537128000011,None,705.4537128000011,None,708.4032541599997,b,['b'],710.4593394999974,None,710.4593394999974,None,710.4593394999974,None,None,,710.4593394999974,None,None,710.4593394999974,None,b,1.4103219999960857,1,1,0.6486486486486487,712.3705616000007,None,712.3705616000007,None,712.3705616000007,None,None,712.3705616000007,None,1.4103219999960857,[1.4103219999960857],,,,,,,,,,,,,,,,,,,,CBC_P006,001,set2,set2,2,0.8,2023-03-15_18h35.47.090,TV_prob,2022.1.1,59.95725048120328,
