trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.67601812978374,2.78012240036799,162.9912288000005,None,162.9912288000005,None,162.9912288000005,None,165.7930477,167.8751355000004,165.79118408000033,None,167.85777870000038,168.8578105000006,168.8578105000006,None,z,1,1.6376626999999644,165.7930477,None,165.7930477,None,165.7930477,None,None,165.7930477,170.47461170000042,1,1,0.7777777777777778,170.5656839000003,None,170.5656839000003,None,170.5656839000003,None,None,170.5656839000003,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,1.91771467486041,2.7570014520733,172.64102410000032,None,172.64102410000032,None,172.64102410000032,None,175.42490560000078,177.49102950000088,175.4248437800003,None,177.49102950000088,178.49085520000062,178.49085520000062,None,z,1,1.519402899999477,175.42490560000078,None,175.42490560000078,None,175.42490560000078,None,None,175.42490560000078,180.3582109000008,1,0,0.8,180.42925400000058,None,180.42925400000058,None,180.42925400000058,None,None,180.42925400000058,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.37252746624293,1.08604824075189,182.5077381000001,None,182.5077381000001,None,182.5077381000001,None,183.62698570000066,185.70767780000006,183.62450678000062,None,185.69145670000034,186.69121440000072,186.69121440000072,None,b,0,1.2487696999996842,183.62698570000066,None,183.62698570000066,None,183.62698570000066,None,None,183.62698570000066,188.00818320000053,0,0,0.7272727272727273,188.0908786,None,188.0908786,None,188.0908786,None,None,188.0908786,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,1.07848335619451,1.88377296598415,190.17460740000024,None,190.17460740000024,None,190.17460740000024,None,192.07655400000021,194.1415332000006,192.0748141800001,None,194.1415332000006,195.14128120000078,195.14128120000078,None,z,0,2.2435176999997566,192.07655400000021,None,192.07655400000021,None,192.07655400000021,None,None,192.07655400000021,196.15836730000046,0,1,0.6666666666666666,196.2468658000007,None,196.2468658000007,None,196.2468658000007,None,None,196.2468658000007,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.17660957158895,1.37809841776001,198.32468620000054,None,198.32468620000054,None,198.32468620000054,None,199.72576000000026,201.79150820000086,199.72488407999992,None,201.79150820000086,202.79138850000072,202.79138850000072,None,b,1,2.299822099999801,199.72576000000026,None,199.72576000000026,None,199.72576000000026,None,None,199.72576000000026,205.90815780000048,1,1,0.6923076923076923,205.99813430000086,None,205.99813430000086,None,205.99813430000086,None,None,205.99813430000086,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.27810873521582,2.3497497577282,208.07496690000062,None,208.07496690000062,None,208.07496690000062,None,210.4387613000008,212.50769650000075,210.44140868000034,None,212.50769650000075,213.50750140000036,213.50750140000036,None,b,1,1.6656455000002097,210.4387613000008,None,210.4387613000008,None,210.4387613000008,None,None,210.4387613000008,215.72473020000052,1,1,0.7142857142857143,215.81227090000084,None,215.81227090000084,None,215.81227090000084,None,None,215.81227090000084,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.39750191607,2.49579389304826,217.8914459000007,None,217.8914459000007,None,217.8914459000007,None,220.40466910000032,222.4750550000008,220.40815497999995,None,222.4583007000001,223.45842450000055,223.45842450000055,224.85826650000035,b,1,1.3866768999996566,220.40466910000032,None,220.40466910000032,None,220.40466910000032,None,None,220.40466910000032,224.80810290000045,1,1,0.7333333333333333,224.89728820000073,None,224.89728820000073,None,224.89728820000073,None,None,224.89728820000073,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,0.543156518078604,2.12802719374523,226.97477600000002,None,226.97477600000002,None,226.97477600000002,None,229.1217110000007,231.19139360000008,229.1248018800003,None,231.17513190000045,232.17516790000082,232.17516790000082,232.72488580000027,None,0,,229.1217110000007,None,229.1217110000007,None,229.1217110000007,None,['z'],229.1217110000007,232.67460820000088,0,3,0.6875,232.82705260000057,None,232.82705260000057,None,232.82705260000057,None,['z'],232.82705260000057,None,[1.4365674000000581],[0.8583988999998837],,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,1.11780998338946,1.31360018091897,234.8415401000002,None,234.8415401000002,None,234.8415401000002,None,236.16954140000053,238.2417499000003,236.17452158000071,None,238.22491010000067,239.22478740000042,239.22478740000042,240.3416786000007,z,1,2.0635760000004666,236.16954140000053,None,236.16954140000053,None,236.16954140000053,None,None,236.16954140000053,240.2920746000009,1,1,0.7058823529411765,240.37847580000016,None,240.37847580000016,None,240.37847580000016,None,None,240.37847580000016,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.08892016722308,1.53162701008885,242.45841000000019,None,242.45841000000019,None,242.45841000000019,None,244.00324360000013,246.07479970000077,244.0080375800004,None,246.05828530000053,247.05865660000018,247.05865660000018,None,z,1,1.1861288999998578,244.00324360000013,None,244.00324360000013,None,244.00324360000013,None,None,244.00324360000013,248.09194190000017,1,1,0.7222222222222222,248.1740862000006,None,248.1740862000006,None,248.1740862000006,None,None,248.1740862000006,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,0.61058168492306,2.64870493261766,250.2583628000002,None,250.2583628000002,None,250.2583628000002,None,252.92454120000002,254.99199810000027,252.9249312799999,None,254.99199810000027,255.99168290000034,255.99168290000034,None,b,1,1.2763489999997546,252.92454120000002,None,252.92454120000002,None,252.92454120000002,None,None,252.92454120000002,256.5414978000008,1,1,0.7368421052631579,256.62811130000046,None,256.62811130000046,None,256.62811130000046,None,None,256.62811130000046,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.26803291533611,2.50277407648956,258.7079465000006,None,258.7079465000006,None,258.7079465000006,None,261.24214590000065,263.30831410000064,261.24187588000007,None,263.30831410000064,264.30865790000007,264.30865790000007,None,b,1,0.82487140000012,261.24214590000065,None,261.24214590000065,None,261.24214590000065,None,None,261.24214590000065,267.5249511000002,1,1,0.75,267.6109395000003,None,267.6109395000003,None,267.6109395000003,None,None,267.6109395000003,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,2.86983191325091,1.73294357419019,269.69164720000026,None,269.69164720000026,None,269.69164720000026,None,271.4439540000003,273.5248149000008,271.4420620800007,None,273.5080702000005,274.50783430000047,274.50783430000047,None,z,1,1.187508500000149,271.4439540000003,None,271.4439540000003,None,271.4439540000003,None,None,271.4439540000003,277.32537590000084,1,1,0.7619047619047619,277.4157615000004,None,277.4157615000004,None,277.4157615000004,None,None,277.4157615000004,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,0.219965572029171,1.91520730139263,279.4914097000001,None,279.4914097000001,None,279.4914097000001,None,281.4221055000007,283.4913664000005,281.4251635800007,None,283.4751044000004,284.47500890000083,284.47500890000083,None,b,1,0.819113099999413,281.4221055000007,None,281.4221055000007,None,281.4221055000007,None,None,281.4221055000007,284.6420687000009,1,0,0.7727272727272727,284.72702110000046,None,284.72702110000046,None,284.72702110000046,None,None,284.72702110000046,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,0.905730910449904,1.84422310959985,286.8081445000007,None,286.8081445000007,None,286.8081445000007,None,288.66989320000084,290.74178740000025,288.6748757800002,None,290.7249311000005,291.7251963000008,291.7251963000008,None,b,1,1.0950754999994388,288.66989320000084,None,288.66989320000084,None,288.66989320000084,None,None,288.66989320000084,292.5750065000002,1,1,0.782608695652174,292.6631838000003,None,292.6631838000003,None,292.6631838000003,None,None,292.6631838000003,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.24205805775432,3.32142038400957,294.74169750000056,None,294.74169750000056,None,294.74169750000056,None,298.0885442000008,300.1584296000001,298.09195458000033,None,300.1420257000009,301.15761310000016,301.15761310000016,None,z,1,1.8555919000000358,298.0885442000008,None,298.0885442000008,None,298.0885442000008,None,None,298.0885442000008,302.3423240000002,1,1,0.7916666666666666,302.4281669000002,None,302.4281669000002,None,302.4281669000002,None,None,302.4281669000002,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.50182449656669,0.789129602716002,304.50819630000024,None,304.50819630000024,None,304.50819630000024,None,305.3181052,307.39213010000003,305.3249341800007,None,307.3754553000008,308.3748445000001,308.3748445000001,None,z,1,2.046511499999724,305.3181052,None,305.3181052,None,305.3181052,None,None,305.3181052,310.8248826000008,1,1,0.8,310.91252260000056,None,310.91252260000056,None,310.91252260000056,None,None,310.91252260000056,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,0.899747326335302,2.96222466864387,312.99176330000046,None,312.99176330000046,None,312.99176330000046,None,315.97825660000035,318.0587540000006,315.97547518000067,None,318.0418230000005,319.04150540000046,319.04150540000046,319.9420209,z,0,1.2220447999998214,315.97825660000035,None,315.97825660000035,None,315.97825660000035,None,None,315.97825660000035,319.89191420000043,0,0,0.7692307692307693,319.9807709000006,None,319.9807709000006,None,319.9807709000006,None,None,319.9807709000006,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.27860294189526,2.29713937746779,322.0588979000004,None,322.0588979000004,None,322.0588979000004,None,324.37424850000025,326.44123970000055,324.3755390800003,None,326.44123970000055,327.44207500000084,327.44207500000084,None,b,1,1.1303012999997009,324.37424850000025,None,324.37424850000025,None,324.37424850000025,None,None,324.37424850000025,328.658367,1,1,0.7777777777777778,328.74351280000064,None,328.74351280000064,None,328.74351280000064,None,None,328.74351280000064,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,2.58943852196035,3.27666037293199,330.8251029000003,None,330.8251029000003,None,330.8251029000003,None,334.1126518000001,336.1919562000003,334.1247284800007,None,336.1590363000005,337.1587849000007,337.1587849000007,339.7589164000001,z,1,0.9421588000004704,334.1126518000001,None,334.1126518000001,None,334.1126518000001,None,None,334.1126518000001,339.70866560000013,1,1,0.7857142857142857,339.79676370000016,None,339.79676370000016,None,339.79676370000016,None,None,339.79676370000016,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,2.95666246474662,1.44889042899439,341.8755443,None,341.8755443,None,341.8755443,None,343.3391044,345.4087133000003,343.3420617800008,None,345.4087133000003,346.4090111000005,346.4090111000005,None,z,1,2.1397995999996056,343.3391044,None,343.3391044,None,343.3391044,None,None,343.3391044,349.30899450000015,1,0,0.7931034482758621,349.3902727000004,None,349.3902727000004,None,349.3902727000004,None,None,349.3902727000004,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,0.326293484834196,1.75396267962373,351.4755474000003,None,351.4755474000003,None,351.4755474000003,None,353.25818120000076,355.3255336000002,353.25903208000057,None,355.3255336000002,356.3256276000002,356.3256276000002,None,z,1,1.0739721999998437,353.25818120000076,None,353.25818120000076,None,353.25818120000076,None,None,353.25818120000076,356.59221810000054,1,1,0.8,356.6818944000006,None,356.6818944000006,None,356.6818944000006,None,None,356.6818944000006,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,0.556335756354144,1.48342455087402,358.75842100000045,None,358.75842100000045,None,358.75842100000045,None,360.26082850000057,362.3420896000007,360.25909388,None,362.32560790000025,363.32584380000026,363.32584380000026,None,b,1,1.281022899999698,360.26082850000057,None,360.26082850000057,None,360.26082850000057,None,None,360.26082850000057,363.8255869000004,1,0,0.8064516129032258,363.9104361000009,None,363.9104361000009,None,363.9104361000009,None,None,363.9104361000009,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.30975216432768,1.14263865585167,365.9919475000006,None,365.9919475000006,None,365.9919475000006,None,367.16214710000077,369.24233150000055,367.1591769800003,None,369.2256333000005,370.24132270000064,370.22425080000085,None,b,1,1.011153800000102,367.16214710000077,None,367.16214710000077,None,367.16214710000077,None,None,367.16214710000077,373.4758272000008,1,1,0.8125,373.5615370000005,None,373.5615370000005,None,373.5615370000005,None,None,373.5615370000005,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.62250581484608,1.29306073609301,375.64229070000056,None,375.64229070000056,None,375.64229070000056,None,376.9591975000003,379.0257195000004,376.95921648000024,None,379.0257195000004,380.02510600000005,380.02510600000005,None,z,0,1.5503183000000718,376.9591975000003,None,376.9591975000003,None,376.9591975000003,None,None,376.9591975000003,382.59141380000074,0,0,0.7878787878787878,382.66475320000063,None,382.66475320000063,None,382.66475320000063,None,None,382.66475320000063,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.21669271035117,1.08099245958022,384.75848230000065,None,384.75848230000065,None,384.75848230000065,None,385.85847920000015,387.9244075000006,385.85888558000045,None,387.9244075000006,388.9253447000001,388.9253447000001,None,b,0,1.8451933999995163,385.85847920000015,None,385.85847920000015,None,385.85847920000015,None,None,385.85847920000015,392.07586680000077,0,0,0.7647058823529411,392.1597247000009,None,392.1597247000009,None,392.1597247000009,None,None,392.1597247000009,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.47854712582944,2.40738395932908,394.2423774000008,None,394.2423774000008,None,394.2423774000008,None,396.6737236000008,398.7419879000008,396.67596168000057,None,398.7419879000008,399.74229150000065,399.74229150000065,None,z,1,1.264741299999514,396.6737236000008,None,396.6737236000008,None,396.6737236000008,None,None,396.6737236000008,402.15954910000073,1,1,0.7714285714285715,402.2402656000004,None,402.2402656000004,None,402.2402656000004,None,None,402.2402656000004,None,,,,,,,,,,,,,,,,,,,,CBC_P034,002,set4,set4,2,0.8,2024-05-16_11h50.22.223,AV_prob,2022.1.1,59.98818232789982,
