trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,response.rt,allKeys.rt,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response2.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.0889201672230797,1.29306073609301,172.0505667999969,None,172.0505667999969,None,172.0505667999969,None,173.35745257999878,z,['z'],1.8215659000052256,[1.8215659000052256],175.4144008000003,None,175.4144008000003,None,175.4144008000003,None,None,175.4144008000003,None,None,175.4144008000003,None,z,1.8215659000052256,0,0,0.4444444444444444,177.54216769999766,None,177.54216769999766,None,177.54216769999766,None,None,177.54216769999766,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.109698721182561,1.08604824075189,179.62803809999605,None,179.62803809999605,None,179.62803809999605,None,180.72482378000058,z,['z'],1.8766189000016311,[1.8766189000016311],182.78078899999673,None,182.78078899999673,None,182.78078899999673,None,None,182.78078899999673,None,None,182.78078899999673,None,z,1.8766189000016311,0,0,0.4,183.8963231999951,None,183.8963231999951,None,183.8963231999951,None,None,183.8963231999951,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,4.19624908154748,1.08099245958022,186.0077170999939,None,186.0077170999939,None,186.0077170999939,None,187.0910188799964,b,['b'],1.5978050000048825,[1.5978050000048825],189.1405836999984,None,189.1405836999984,None,189.1405836999984,None,None,189.1405836999984,None,None,189.1405836999984,None,b,1.5978050000048825,0,0,0.36363636363636365,193.37179249999463,None,193.37179249999463,None,193.37179249999463,None,None,193.37179249999463,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.2089046382315303,2.68488128149974,195.45645359999617,None,195.45645359999617,None,195.45645359999617,None,198.1411384800005,b,['b'],1.5209069000047748,[1.5209069000047748],200.198275799994,None,200.198275799994,None,200.198275799994,None,None,200.198275799994,None,None,200.198275799994,None,b,1.5209069000047748,0,0,0.3333333333333333,202.4398132999995,None,202.4398132999995,None,202.4398132999995,None,None,202.4398132999995,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.88444949943153,1.73294357419019,204.49856829999771,None,204.49856829999771,None,204.49856829999771,None,206.24101728000022,None,[],,,208.29623329999595,None,208.29623329999595,None,208.29623329999595,None,z,208.29623329999595,None,None,208.29623329999595,None,z,2.2273207000034745,0,0,0.3076923076923077,212.19576329999836,None,212.19576329999836,None,212.19576329999836,None,None,212.19576329999836,None,0.22732070000347449,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,1.595506577165096,0.971483558655564,214.31183359999704,None,214.31183359999704,None,214.31183359999704,None,215.29125287999994,b,['b'],1.8892023000080371,[1.8892023000080371],217.34180009999545,None,217.34180009999545,None,217.34180009999545,None,None,217.34180009999545,None,None,217.34180009999545,None,b,1.8892023000080371,0,0,0.2857142857142857,218.9730475999968,None,218.9730475999968,None,218.9730475999968,None,None,218.9730475999968,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,1.2199655720291709,2.7570014520733,221.05996339999547,None,221.05996339999547,None,221.05996339999547,None,223.82446017999536,z,['z'],1.2560252000039327,[1.2560252000039327],225.88042389999464,None,225.88042389999464,None,225.88042389999464,None,None,225.88042389999464,None,None,225.88042389999464,None,z,1.2560252000039327,1,1,0.3333333333333333,227.1440683999972,None,227.1440683999972,None,227.1440683999972,None,None,227.1440683999972,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.15,1.887650177272661,1.53162701008885,229.22334939999564,None,229.22334939999564,None,229.22334939999564,None,230.75748927999592,b,['b'],1.3613400000031106,[1.3613400000031106],232.8139080999972,None,232.8139080999972,None,232.8139080999972,None,None,232.8139080999972,None,None,232.8139080999972,None,b,1.3613400000031106,0,1,0.3125,234.74066489999677,None,234.74066489999677,None,234.74066489999677,None,None,234.74066489999677,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,4.26803291533611,1.31360018091897,236.82683439999528,None,236.82683439999528,None,236.82683439999528,None,238.1411024799956,z,['z'],1.2946588000049815,[1.2946588000049815],240.19078859999718,None,240.19078859999718,None,240.19078859999718,None,None,240.19078859999718,None,None,240.19078859999718,None,z,1.2946588000049815,0,0,0.29411764705882354,244.49026469999808,None,244.49026469999808,None,244.49026469999808,None,None,244.49026469999808,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.50182449656669,1.88377296598415,246.57286499999464,None,246.57286499999464,None,246.57286499999464,None,248.45883987999622,z,['z'],1.999215500007267,[1.999215500007267],250.50810429999547,None,250.50810429999547,None,250.50810429999547,None,None,250.50810429999547,None,None,250.50810429999547,None,z,1.999215500007267,0,0,0.2777777777777778,254.05607500000042,None,254.05607500000042,None,254.05607500000042,None,None,254.05607500000042,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.91771467486041,2.12802719374523,256.1408000999945,None,256.1408000999945,None,256.1408000999945,None,258.2734412799975,z,['z'],1.8285322000010638,[1.8285322000010638],260.3225930999979,None,260.3225930999979,None,260.3225930999979,None,None,260.3225930999979,None,None,260.3225930999979,None,z,1.8285322000010638,1,1,0.3157894736842105,263.2475656999959,None,263.2475656999959,None,263.2475656999959,None,None,263.2475656999959,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,4.30975216432768,2.10833202116216,265.3591806999975,None,265.3591806999975,None,265.3591806999975,None,267.4745043799987,z,['z'],1.8647265000035986,[1.8647265000035986],269.5292677999969,None,269.5292677999969,None,269.5292677999969,None,None,269.5292677999969,None,None,269.5292677999969,None,z,1.8647265000035986,1,1,0.35,273.87349359999644,None,273.87349359999644,None,273.87349359999644,None,None,273.87349359999644,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.3725274662429303,2.3497497577282,275.93210839999665,None,275.93210839999665,None,275.93210839999665,None,278.2914881799945,z,['z'],1.9918965000033495,[1.9918965000033495],280.346097499998,None,280.346097499998,None,280.346097499998,None,None,280.346097499998,None,None,280.346097499998,None,z,1.9918965000033495,0,0,0.3333333333333333,282.75905099999363,None,282.75905099999363,None,282.75905099999363,None,None,282.75905099999363,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.543156518078604,2.50277407648956,284.8408521999954,None,284.8408521999954,None,284.8408521999954,None,287.3581008799949,b,['b'],1.444330500009528,[1.444330500009528],289.4144717999952,None,289.4144717999952,None,289.4144717999952,None,None,289.4144717999952,None,None,289.4144717999952,None,b,1.444330500009528,0,0,0.3181818181818182,290.9896174999958,None,290.9896174999958,None,290.9896174999958,None,None,290.9896174999958,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.58943852196035,2.23299083390853,293.0586884999939,None,293.0586884999939,None,293.0586884999939,None,295.29154567999575,z,['z'],1.5079732000012882,[1.5079732000012882],297.34785899999406,None,297.34785899999406,None,297.34785899999406,None,None,297.34785899999406,None,None,297.34785899999406,None,z,1.5079732000012882,0,0,0.30434782608695654,300.97373289999814,None,300.97373289999814,None,300.97373289999814,None,None,300.97373289999814,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.24205805775432,2.64870493261766,303.05687829999806,None,303.05687829999806,None,303.05687829999806,None,305.70817707999885,b,['b'],1.4627475000088452,[1.4627475000088452],307.76498499999434,None,307.76498499999434,None,307.76498499999434,None,None,307.76498499999434,None,None,307.76498499999434,None,b,1.4627475000088452,1,1,0.3333333333333333,310.0434354999961,None,310.0434354999961,None,310.0434354999961,None,None,310.0434354999961,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.67601812978374,1.48342455087402,312.09886359999655,None,312.09886359999655,None,312.09886359999655,None,313.59163727999766,z,['z'],1.256377200006682,[1.256377200006682],315.64738419999776,None,315.64738419999776,None,315.64738419999776,None,None,315.64738419999776,None,None,315.64738419999776,None,z,1.256377200006682,1,1,0.36,318.3573038999966,None,318.3573038999966,None,318.3573038999966,None,None,318.3573038999966,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,3.86983191325091,0.789129602716002,320.4402781999961,None,320.4402781999961,None,320.4402781999961,None,321.2414377800007,z,['z'],1.4428457000103663,[1.4428457000103663],323.30037629999424,None,323.30037629999424,None,323.30037629999424,None,None,323.30037629999424,None,None,323.30037629999424,None,z,1.4428457000103663,1,1,0.38461538461538464,327.18208669999876,None,327.18208669999876,None,327.18208669999876,None,None,327.18208669999876,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,3.47854712582944,1.44889042899439,329.2962456999958,None,329.2962456999958,None,329.2962456999958,None,330.7581722799943,z,['z'],1.8078676000077394,[1.8078676000077394],332.81625039999926,None,332.81625039999926,None,332.81625039999926,None,None,332.81625039999926,None,None,332.81625039999926,None,z,1.8078676000077394,0,0,0.37037037037037035,336.34360399999423,None,336.34360399999423,None,336.34360399999423,None,None,336.34360399999423,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,3.95666246474662,1.91520730139263,338.4230771999937,None,338.4230771999937,None,338.4230771999937,None,340.34158207999934,b,['b'],1.7964850000062142,[1.7964850000062142],342.3916933999935,None,342.3916933999935,None,342.3916933999935,None,None,342.3916933999935,None,None,342.3916933999935,None,b,1.7964850000062142,1,0,0.39285714285714285,346.3905143999946,None,346.3905143999946,None,346.3905143999946,None,None,346.3905143999946,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.0845750455934002,1.41191114387976,348.47331189999386,None,348.47331189999386,None,348.47331189999386,None,349.8917485799968,b,['b'],1.9551715000052354,[1.9551715000052354],351.947992399997,None,351.947992399997,None,351.947992399997,None,None,351.947992399997,None,None,351.947992399997,None,b,1.9551715000052354,1,1,0.41379310344827586,354.0764366000003,None,354.0764366000003,None,354.0764366000003,None,None,354.0764366000003,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,1.326293484834196,2.78012240036799,356.1569982999936,None,356.1569982999936,None,356.1569982999936,None,358.94180197999884,None,[],,,360.99720039999374,None,360.99720039999374,None,360.99720039999374,None,z,360.99720039999374,None,None,360.99720039999374,None,z,2.005240100006631,1,1,0.43333333333333335,362.35688449999725,None,362.35688449999725,None,362.35688449999725,None,None,362.35688449999725,None,0.00524010000663111,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.27860294189526,2.23439856631263,364.43860719999793,None,364.43860719999793,None,364.43860719999793,None,366.6751966799995,b,['b'],1.1967094000065117,[1.1967094000065117],368.7302742999964,None,368.7302742999964,None,368.7302742999964,None,None,368.7302742999964,None,None,368.7302742999964,None,b,1.1967094000065117,1,1,0.45161290322580644,371.0137401999964,None,371.0137401999964,None,371.0137401999964,None,None,371.0137401999964,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.0784833561945097,3.38809030570968,373.12426149999374,None,373.12426149999374,None,373.12426149999374,None,376.52521547999567,b,['b'],1.3969288000080269,[1.3969288000080269],378.5745207999935,None,378.5745207999935,None,378.5745207999935,None,None,378.5745207999935,None,None,378.5745207999935,None,b,1.3969288000080269,1,1,0.46875,380.691648,None,380.691648,None,380.691648,None,None,380.691648,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.27810873521582,3.27418780206312,382.774076099995,None,382.774076099995,None,382.774076099995,None,386.0576030799995,b,['b'],1.8246385000020382,[1.8246385000020382],388.10700189999625,None,388.10700189999625,None,388.10700189999625,None,None,388.10700189999625,None,None,388.10700189999625,None,b,1.8246385000020382,1,1,0.48484848484848486,391.3957755999945,None,391.3957755999945,None,391.3957755999945,None,None,391.3957755999945,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.6105816849230599,1.2479618399002,393.5065820999953,None,393.5065820999953,None,393.5065820999953,None,394.75859097999563,None,[],,,396.81503529999463,None,396.81503529999463,None,396.81503529999463,None,z,396.81503529999463,None,None,396.81503529999463,None,z,2.003974000006565,1,1,0.5,398.45849249999446,None,398.45849249999446,None,398.45849249999446,None,None,398.45849249999446,None,0.003974000006564893,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,2.39750191607,2.93536812882172,400.5402199999953,None,400.5402199999953,None,400.5402199999953,None,403.4751675799991,z,['z'],1.586996199999703,[1.586996199999703],405.5316718999966,None,405.5316718999966,None,405.5316718999966,None,None,405.5316718999966,None,None,405.5316718999966,None,z,1.586996199999703,1,1,0.5142857142857142,407.9751143999965,None,407.9751143999965,None,407.9751143999965,None,None,407.9751143999965,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,4.21669271035117,0.977134614530179,410.05819959999644,None,410.05819959999644,None,410.05819959999644,None,411.0419500799973,z,['z'],1.7306668000092031,[1.7306668000092031],413.099873399995,None,413.099873399995,None,413.099873399995,None,None,413.099873399995,None,None,413.099873399995,None,z,1.7306668000092031,1,1,0.5277777777777778,417.3571721999979,None,417.3571721999979,None,417.3571721999979,None,None,417.3571721999979,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.905730910449904,3.32142038400957,419.4142359999969,None,419.4142359999969,None,419.4142359999969,None,422.7420271799994,b,['b'],1.1440689000082784,[1.1440689000082784],424.7935692999963,None,424.7935692999963,None,424.7935692999963,None,None,424.7935692999963,None,None,424.7935692999963,None,b,1.1440689000082784,1,1,0.5405405405405406,426.7422473999977,None,426.7422473999977,None,426.7422473999977,None,None,426.7422473999977,None,,,,,,,,,,,,,,,,,,,,,CBC_P005,002,set1,set1,3,0.9,2023-03-15_17h48.53.126,TV_prob,2022.1.1,59.98019453995338,
