trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,get_keys_8.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,3.58943852196035,2.5736109380813,172.9002032999997,None,172.9002032999997,None,172.9002032999997,None,175.4759211800014,None,[],177.52266769999915,None,177.52266769999915,None,177.52266769999915,None,z,0.3023996000010811,177.52266769999915,None,None,177.52266769999915,None,z,2.302399600001081,0,0,0.6666666666666666,181.1611735000006,None,181.1611735000006,None,181.1611735000006,None,None,181.1611735000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,3.95666246474662,3.26446861731854,183.21586620000016,None,183.21586620000016,None,183.21586620000016,None,186.49369117999996,None,[],188.5529807999992,None,188.5529807999992,None,188.5529807999992,None,b,0.5591974999988452,188.5529807999992,None,None,188.5529807999992,None,b,2.559197499998845,1,1,0.7,192.55011780000132,None,192.55011780000132,None,192.55011780000132,None,None,192.55011780000132,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.2089046382315303,1.75396267962373,194.6283512000009,None,194.6283512000009,None,194.6283512000009,None,196.39364887999946,None,[],198.44286490000013,None,198.44286490000013,None,198.44286490000013,None,b,0.3816296000040893,198.44286490000013,None,None,198.44286490000013,None,b,2.3816296000040893,1,1,0.7272727272727273,200.69423040000038,None,200.69423040000038,None,200.69423040000038,None,None,200.69423040000038,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.86983191325091,2.23439856631263,202.7778655000002,None,202.7778655000002,None,202.7778655000002,None,205.02690358000146,None,[],207.0815776999989,None,207.0815776999989,None,207.0815776999989,None,z,0.6057135000010021,207.0815776999989,None,None,207.0815776999989,None,z,2.605713500001002,1,1,0.75,210.99012260000018,None,210.99012260000018,None,210.99012260000018,None,None,210.99012260000018,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.758742575863891,2.68488128149974,213.0827562000013,None,213.0827562000013,None,213.0827562000013,None,215.77733828000092,None,[],217.83172289999857,None,217.83172289999857,None,217.83172289999857,None,z,0.18135310000070604,217.83172289999857,None,None,217.83172289999857,None,z,2.181353100000706,1,1,0.7692307692307693,219.64058609999847,None,219.64058609999847,None,219.64058609999847,None,None,219.64058609999847,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,3.62250581484608,2.07121332922762,221.68537099999958,None,221.68537099999958,None,221.68537099999958,None,223.76057238000104,None,[],225.81459429999813,None,225.81459429999813,None,225.81459429999813,None,b,0.44843390000460204,225.81459429999813,None,None,225.81459429999813,None,b,2.448433900004602,0,0,0.7142857142857143,229.44934379999904,None,229.44934379999904,None,229.44934379999904,None,None,229.44934379999904,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.6105816849230599,1.29306073609301,231.55725900000107,None,231.55725900000107,None,231.55725900000107,None,232.86065748000001,z,['z'],234.91620930000136,None,234.91620930000136,None,234.91620930000136,None,None,,234.91620930000136,None,None,234.91620930000136,None,z,1.392212599999766,1,1,0.7333333333333333,236.56253749999814,None,236.56253749999814,None,236.56253749999814,None,None,236.56253749999814,None,1.392212599999766,[1.392212599999766],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,4.30975216432768,2.78012240036799,238.64170390000072,None,238.64170390000072,None,238.64170390000072,None,241.42710818000015,None,[],243.48256390000097,None,243.48256390000097,None,243.48256390000097,None,z,0.2681564000013168,243.48256390000097,None,None,243.48256390000097,None,z,2.268156400001317,0,0,0.6875,247.82883399999992,None,247.82883399999992,None,247.82883399999992,None,None,247.82883399999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.35,2.11780998338946,1.88377296598415,249.88553909999973,None,249.88553909999973,None,249.88553909999973,None,251.7776509799991,None,[],253.83186790000036,None,253.83186790000036,None,253.83186790000036,None,b,0.14723360000061803,253.83186790000036,None,None,253.83186790000036,None,b,2.147233600000618,1,0,0.7058823529411765,255.99185399999988,None,255.99185399999988,None,255.99185399999988,None,None,255.99185399999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.2199655720291709,1.14263865585167,258.0731470999999,None,258.0731470999999,None,258.0731470999999,None,259.2272460800017,None,[],261.280060699999,None,261.280060699999,None,261.280060699999,None,b,0.37409090000073775,261.280060699999,None,None,261.280060699999,None,b,2.3740909000007377,1,1,0.7222222222222222,262.51509029999943,None,262.51509029999943,None,262.51509029999943,None,None,262.51509029999943,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.94912276105146,1.31360018091897,264.63168869999936,None,264.63168869999936,None,264.63168869999936,None,265.9604532800007,None,[],268.01211369999874,None,268.01211369999874,None,268.01211369999874,None,z,0.260022200000094,268.01211369999874,None,None,268.01211369999874,None,z,2.260022200000094,1,1,0.7368421052631579,270.9922864,None,270.9922864,None,270.9922864,None,None,270.9922864,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,4.19624908154748,1.91520730139263,273.0774519000006,None,273.0774519000006,None,273.0774519000006,None,274.9932460800013,None,[],277.0475398999988,None,277.0475398999988,None,277.0475398999988,None,z,0.3484509000008984,277.0475398999988,None,None,277.0475398999988,None,z,2.3484509000008984,1,0,0.75,281.2801263000001,None,281.2801263000001,None,281.2801263000001,None,None,281.2801263000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,3.27810873521582,2.3497497577282,283.3572803999996,None,283.3572803999996,None,283.3572803999996,None,285.70966068000087,None,[],287.7560021999998,None,287.7560021999998,None,287.7560021999998,None,b,0.24809170000298764,287.7560021999998,None,None,287.7560021999998,None,b,2.2480917000029876,1,1,0.7619047619047619,291.07918730000165,None,291.07918730000165,None,291.07918730000165,None,None,291.07918730000165,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.109698721182561,0.977134614530179,293.13128420000066,None,293.13128420000066,None,293.13128420000066,None,294.1110825799991,None,[],296.16497719999825,None,296.16497719999825,None,296.16497719999825,None,z,0.3743489000007685,296.16497719999825,None,None,296.16497719999825,None,z,2.3743489000007685,1,1,0.7727272727272727,297.3096895999988,None,297.3096895999988,None,297.3096895999988,None,None,297.3096895999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.671897605000652,1.44889042899439,299.39817949999997,None,299.39817949999997,None,299.39817949999997,None,300.86029127999825,None,[],302.9073177999999,None,302.9073177999999,None,302.9073177999999,None,z,0.00506870000026538,302.9073177999999,None,None,302.9073177999999,None,z,2.0050687000002654,1,1,0.782608695652174,304.62614699999904,None,304.62614699999904,None,304.62614699999904,None,None,304.62614699999904,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.887650177272661,1.53162701008885,306.7084333999992,None,306.7084333999992,None,306.7084333999992,None,308.24375048000036,None,[],310.2977834000012,None,310.2977834000012,None,310.2977834000012,None,b,0.20554990000164253,310.2977834000012,None,None,310.2977834000012,None,b,2.2055499000016425,1,1,0.7916666666666666,312.2264338999994,None,312.2264338999994,None,312.2264338999994,None,None,312.2264338999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.35,4.1766095715889495,2.96222466864387,314.30782589999944,None,314.30782589999944,None,314.30782589999944,None,317.2773077800015,b,['b'],319.33373539999957,None,319.33373539999957,None,319.33373539999957,None,None,,319.33373539999957,None,None,319.33373539999957,None,b,1.4408365999988746,1,0,0.8,323.54403100000127,None,323.54403100000127,None,323.54403100000127,None,None,323.54403100000127,None,1.4408365999988746,[1.4408365999988746],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.8749846827473111,2.7570014520733,325.634285600001,None,325.634285600001,None,325.634285600001,None,328.39415057999975,None,[],330.4486429999997,None,330.4486429999997,None,330.4486429999997,None,z,0.3500606000015978,330.4486429999997,None,None,330.4486429999997,None,z,2.3500606000015978,1,1,0.8076923076923077,332.361974200001,None,332.361974200001,None,332.361974200001,None,None,332.361974200001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.905730910449904,1.55403782363402,334.41876649999904,None,334.41876649999904,None,334.41876649999904,None,335.97768437999946,None,[],338.03220019999935,None,338.03220019999935,None,338.03220019999935,None,z,0.12046700000428245,338.03220019999935,None,None,338.03220019999935,None,z,2.1204670000042825,1,1,0.8148148148148148,339.97880219999934,None,339.97880219999934,None,339.97880219999934,None,None,339.97880219999934,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,2.91771467486041,3.27666037293199,342.0358333000004,None,342.0358333000004,None,342.0358333000004,None,345.3272351800009,b,['b'],347.38327539999955,None,347.38327539999955,None,347.38327539999955,None,None,,347.38327539999955,None,None,347.38327539999955,None,b,1.1920423000010487,1,1,0.8214285714285714,350.3466652999996,None,350.3466652999996,None,350.3466652999996,None,None,350.3466652999996,None,1.1920423000010487,[1.1920423000010487],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.0845750455934002,1.41191114387976,352.4336664000002,None,352.4336664000002,None,352.4336664000002,None,353.8611983800005,None,[],355.915460799999,None,355.915460799999,None,355.915460799999,None,b,0.10001630000260775,355.915460799999,None,None,355.915460799999,None,b,2.1000163000026077,1,1,0.8275862068965517,358.0445733999986,None,358.0445733999986,None,358.0445733999986,None,None,358.0445733999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.35,2.27860294189526,3.38809030570968,360.09992520000014,None,360.09992520000014,None,360.09992520000014,None,363.4940494799997,b,['b'],365.55028609999863,None,365.55028609999863,None,365.55028609999863,None,None,,365.55028609999863,None,None,365.55028609999863,None,b,0.8847841000024346,1,0,0.8333333333333334,367.88062340000033,None,367.88062340000033,None,367.88062340000033,None,None,367.88062340000033,None,0.8847841000024346,[0.8847841000024346],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.74209998091573,2.23299083390853,369.9337314000004,None,369.9337314000004,None,369.9337314000004,None,372.1772060799998,None,[],374.2303556000006,None,374.2303556000006,None,374.2303556000006,None,z,0.2536900000013702,374.2303556000006,None,None,374.2303556000006,None,z,2.25369000000137,1,1,0.8387096774193549,377.0127504999982,None,377.0127504999982,None,377.0127504999982,None,None,377.0127504999982,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.88444949943153,1.2479618399002,379.09541620000164,None,379.09541620000164,None,379.09541620000164,None,380.34336197999835,z,['z'],382.39230939999834,None,382.39230939999834,None,382.39230939999834,None,None,,382.39230939999834,None,None,382.39230939999834,None,z,1.2550103000030504,1,1,0.84375,386.3078991000002,None,386.3078991000002,None,386.3078991000002,None,None,386.3078991000002,None,1.2550103000030504,[1.2550103000030504],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.04482772403364,1.08604824075189,388.3913672999988,None,388.3913672999988,None,388.3913672999988,None,389.4773797800011,None,[],391.53153010000096,None,391.53153010000096,None,391.53153010000096,None,None,,391.53153010000096,None,['z'],391.53153010000096,None,[],[],0,3,0.8181818181818182,394.6099480999983,None,394.6099480999983,None,394.6099480999983,None,None,394.6099480999983,None,,,[0.06269960000281571],,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.67601812978374,2.50277407648956,396.6946276000017,None,396.6946276000017,None,396.6946276000017,None,399.21082498000067,b,['b'],401.2680497000001,None,401.2680497000001,None,401.2680497000001,None,None,,401.2680497000001,None,None,401.2680497000001,None,b,1.4153437000022677,1,1,0.8235294117647058,403.9810427000011,None,403.9810427000011,None,403.9810427000011,None,None,403.9810427000011,None,1.4153437000022677,[1.4153437000022677],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.35,2.23248806235745,2.29713937746779,406.03234800000064,None,406.03234800000064,None,406.03234800000064,None,408.3431855800012,b,['b'],410.3900050000011,None,410.3900050000011,None,410.3900050000011,None,None,,410.3900050000011,None,None,410.3900050000011,None,b,0.9974133000032452,1,0,0.8285714285714286,412.6619989999999,None,412.6619989999999,None,412.6619989999999,None,None,412.6619989999999,None,0.9974133000032452,[0.9974133000032452],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.556335756354144,2.40738395932908,414.7440282999996,None,414.7440282999996,None,414.7440282999996,None,417.16133858000137,None,[],419.2160666999989,None,419.2160666999989,None,419.2160666999989,None,None,,419.2160666999989,None,['z'],419.2160666999989,None,[],[],0,3,0.8055555555555556,420.80844779999825,None,420.80844779999825,None,420.80844779999825,None,None,420.80844779999825,None,,,[0.028079100000468316],,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.33462955345931,2.64870493261766,422.8930529999998,None,422.8930529999998,None,422.8930529999998,None,425.54422018,None,[],427.59963349999816,None,427.59963349999816,None,427.59963349999816,None,z,0.3533477999990282,427.59963349999816,None,None,427.59963349999816,None,z,2.353347799999028,1,1,0.8108108108108109,431.980185299999,None,431.980185299999,None,431.980185299999,None,None,431.980185299999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,2.24205805775432,2.12802719374523,434.0335257000006,None,434.0335257000006,None,434.0335257000006,None,436.1611373800009,z,['z'],438.21800169999915,None,438.21800169999915,None,438.21800169999915,None,None,,438.21800169999915,None,None,438.21800169999915,None,z,1.374135700003535,0,0,0.7894736842105263,440.4922355999988,None,440.4922355999988,None,440.4922355999988,None,None,440.4922355999988,None,1.374135700003535,[1.374135700003535],,,,,,,,,,,,,,,,,,,,,CBC_P007,002,set2,set2,2,0.8,2023-03-17_14h24.26.428,TV_prob,2022.1.1,59.99998800034758,
