trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,response.rt,allKeys.rt,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response2.rt,get_keys_8.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.74209998091573,2.78012240036799,237.75405820000015,None,237.75405820000015,None,237.75405820000015,None,240.53792750000065,z,['z'],1.867468899996311,[1.867468899996311],242.5939212000012,None,242.5939212000012,None,242.5939212000012,None,None,242.5939212000012,None,None,242.5939212000012,None,z,1.867468899996311,0,0,0.4444444444444444,245.3677389000004,None,245.3677389000004,None,245.3677389000004,None,None,245.3677389000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.94912276105146,1.41191114387976,247.45318720000068,None,247.45318720000068,None,247.45318720000068,None,248.87173230000116,b,['b'],1.7819215999988955,[1.7819215999988955],250.92850510000062,None,250.92850510000062,None,250.92850510000062,None,None,250.92850510000062,None,None,250.92850510000062,None,b,1.7819215999988955,1,1,0.5,253.92365140000038,None,253.92365140000038,None,253.92365140000038,None,None,253.92365140000038,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0.35,1.543156518078604,1.14263865585167,256.00146230000246,None,256.00146230000246,None,256.00146230000246,None,257.15503700000335,None,[],,,259.21081100000083,None,259.21081100000083,None,259.21081100000083,None,b,259.21081100000083,None,None,259.21081100000083,None,b,2.716333399999712,1,0,0.5454545454545454,260.7880631000007,None,260.7880631000007,None,260.7880631000007,None,None,260.7880631000007,None,0.7163333999997121,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,2.67601812978374,2.96222466864387,262.8745596000008,None,262.8745596000008,None,262.8745596000008,None,265.8380554000025,None,[],,,267.89188710000235,None,267.89188710000235,None,267.89188710000235,None,z,267.89188710000235,None,None,267.89188710000235,None,z,2.785315500001161,1,0,0.5833333333333334,270.6034991000015,None,270.6034991000015,None,270.6034991000015,None,None,270.6034991000015,None,0.7853155000011611,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.556335756354144,1.37809841776001,272.6879388000016,None,272.6879388000016,None,272.6879388000016,None,274.0715078000023,None,[],,,276.12672290000046,None,276.12672290000046,None,276.12672290000046,None,z,276.12672290000046,None,None,276.12672290000046,None,z,2.617509899999277,1,1,0.6153846153846154,277.72090580000076,None,277.72090580000076,None,277.72090580000076,None,None,277.72090580000076,None,0.617509899999277,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.27860294189526,1.48342455087402,279.80150120000326,None,279.80150120000326,None,279.80150120000326,None,281.2878861000019,None,[],,,283.34207510000124,None,283.34207510000124,None,283.34207510000124,None,None,283.34207510000124,None,['z'],283.34207510000124,None,[],[],0,3,0.5714285714285714,285.6991844000004,None,285.6991844000004,None,285.6991844000004,None,['z'],285.6991844000004,None,,[0.36262989999886486],[0.711662099998648],,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.8749846827473111,2.93536812882172,287.784711100001,None,287.784711100001,None,287.784711100001,None,290.72137530000253,z,['z'],1.275795299996389,[1.275795299996389],292.78236670000115,None,292.78236670000115,None,292.78236670000115,None,None,292.78236670000115,None,None,292.78236670000115,None,z,1.275795299996389,1,1,0.6,294.7072837000014,None,294.7072837000014,None,294.7072837000014,None,None,294.7072837000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.39750191607,2.23439856631263,296.7885494000002,None,296.7885494000002,None,296.7885494000002,None,299.0381709000023,z,['z'],1.2671904000017093,[1.2671904000017093],301.0954767000003,None,301.0954767000003,None,301.0954767000003,None,None,301.0954767000003,None,None,301.0954767000003,None,z,1.2671904000017093,0,0,0.5625,303.5418342000012,None,303.5418342000012,None,303.5418342000012,None,None,303.5418342000012,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,4.33462955345931,1.08099245958022,305.61840440000014,None,305.61840440000014,None,305.61840440000014,None,306.70478810000276,z,['z'],1.8210944999991625,[1.8210944999991625],308.76571460000196,None,308.76571460000196,None,308.76571460000196,None,None,308.76571460000196,None,None,308.76571460000196,None,z,1.8210944999991625,0,0,0.5294117647058824,313.1375076000004,None,313.1375076000004,None,313.1375076000004,None,None,313.1375076000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.2089046382315303,1.53162701008885,315.2191769000019,None,315.2191769000019,None,315.2191769000019,None,316.7548981000029,None,[],,,318.8099860000002,None,318.8099860000002,None,318.8099860000002,None,None,318.8099860000002,None,['z'],318.8099860000002,None,[],[],0,3,0.5,321.05328010000085,None,321.05328010000085,None,321.05328010000085,None,None,321.05328010000085,None,,[1.045064599999023],,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.0845750455934002,3.26446861731854,323.136810400003,None,323.136810400003,None,323.136810400003,None,326.40511480000276,None,[],,,328.4614156000025,None,328.4614156000025,None,328.4614156000025,None,b,328.4614156000025,None,None,328.4614156000025,None,b,2.0151226999987557,0,0,0.47368421052631576,330.5845997000033,None,330.5845997000033,None,330.5845997000033,None,None,330.5845997000033,None,0.015122699998755706,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,3.27810873521582,0.977134614530179,332.6687636000024,None,332.6687636000024,None,332.6687636000024,None,333.6552934000021,b,['b'],1.9268717999984801,[1.9268717999984801],335.7116986000001,None,335.7116986000001,None,335.7116986000001,None,None,335.7116986000001,None,None,335.7116986000001,None,b,1.9268717999984801,0,0,0.45,339.03749360000074,None,339.03749360000074,None,339.03749360000074,None,None,339.03749360000074,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.15,1.758742575863891,2.29713937746779,341.1193036000004,None,341.1193036000004,None,341.1193036000004,None,343.421653200002,z,['z'],1.8644251999976404,[1.8644251999976404],345.4789128000011,None,345.4789128000011,None,345.4789128000011,None,None,345.4789128000011,None,None,345.4789128000011,None,z,1.8644251999976404,0,1,0.42857142857142855,347.2722337000014,None,347.2722337000014,None,347.2722337000014,None,None,347.2722337000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,1.6105816849230599,1.73294357419019,349.3533525000021,None,349.3533525000021,None,349.3533525000021,None,351.0880635000023,z,['z'],1.3883193999972718,[1.3883193999972718],353.1464768000005,None,353.1464768000005,None,353.1464768000005,None,None,353.1464768000005,None,None,353.1464768000005,None,z,1.3883193999972718,1,0,0.45454545454545453,354.8056682000024,None,354.8056682000024,None,354.8056682000024,None,None,354.8056682000024,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,4.30975216432768,2.12802719374523,356.8912031,None,356.8912031,None,356.8912031,None,359.0219069000006,None,[],,,361.0802552000023,None,361.0802552000023,None,361.0802552000023,None,b,361.0802552000023,None,None,361.0802552000023,None,b,2.1952926000012667,0,0,0.43478260869565216,365.4361293000002,None,365.4361293000002,None,365.4361293000002,None,None,365.4361293000002,None,0.1952926000012667,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.95666246474662,1.08604824075189,367.5213391000034,None,367.5213391000034,None,367.5213391000034,None,368.62161900000063,z,['z'],0.862730199998623,[0.862730199998623],370.6791911,None,370.6791911,None,370.6791911,None,None,370.6791911,None,None,370.6791911,None,z,0.862730199998623,0,0,0.4166666666666667,374.67329430000245,None,374.67329430000245,None,374.67329430000245,None,None,374.67329430000245,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,3.47854712582944,3.38809030570968,376.7546159000012,None,376.7546159000012,None,376.7546159000012,None,380.15502100000157,b,['b'],1.5410640999980387,[1.5410640999980387],382.2123062999999,None,382.2123062999999,None,382.2123062999999,None,None,382.2123062999999,None,None,382.2123062999999,None,b,1.5410640999980387,1,1,0.44,385.74092470000323,None,385.74092470000323,None,385.74092470000323,None,None,385.74092470000323,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.0889201672230797,1.75396267962373,387.8205282000017,None,387.8205282000017,None,387.8205282000017,None,389.5886547000002,z,['z'],2.00691839999854,[2.00691839999854],391.64589049999995,None,391.64589049999995,None,391.64589049999995,None,None,391.64589049999995,None,None,391.64589049999995,None,z,2.00691839999854,1,1,0.46153846153846156,393.7702605000013,None,393.7702605000013,None,393.7702605000013,None,None,393.7702605000013,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.899747326335302,1.29306073609301,395.8539426000025,None,395.8539426000025,None,395.8539426000025,None,397.1552416000006,z,['z'],1.8842254999981378,[1.8842254999981378],399.21398260000205,None,399.21398260000205,None,399.21398260000205,None,None,399.21398260000205,None,None,399.21398260000205,None,z,1.8842254999981378,1,1,0.48148148148148145,401.15536620000057,None,401.15536620000057,None,401.15536620000057,None,None,401.15536620000057,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,3.04482772403364,2.07121332922762,403.2376559000004,None,403.2376559000004,None,403.2376559000004,None,405.3229920000005,None,[],,,407.37927350000245,None,407.37927350000245,None,407.37927350000245,None,b,407.37927350000245,None,None,407.37927350000245,None,b,2.100431099996058,1,1,0.5,410.46744190000027,None,410.46744190000027,None,410.46744190000027,None,None,410.46744190000027,None,0.10043109999605804,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,1.109698721182561,0.971483558655564,412.558570600002,None,412.558570600002,None,412.558570600002,None,413.5385322000031,z,['z'],1.265204099996481,[1.265204099996481],415.59883380000247,None,415.59883380000247,None,415.59883380000247,None,None,415.59883380000247,None,None,415.59883380000247,None,z,1.265204099996481,0,0,0.4827586206896552,416.7567491000009,None,416.7567491000009,None,416.7567491000009,None,None,416.7567491000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.2199655720291709,3.27418780206312,418.8416070000021,None,418.8416070000021,None,418.8416070000021,None,422.1211799000004,b,['b'],1.6074694999988424,[1.6074694999988424],424.1759843,None,424.1759843,None,424.1759843,None,None,424.1759843,None,None,424.1759843,None,b,1.6074694999988424,1,1,0.5,425.4412239000012,None,425.4412239000012,None,425.4412239000012,None,None,425.4412239000012,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,4.21669271035117,1.55403782363402,427.5206485000017,None,427.5206485000017,None,427.5206485000017,None,429.0889820000004,b,['b'],1.5461745999964478,[1.5461745999964478],431.14748130000226,None,431.14748130000226,None,431.14748130000226,None,None,431.14748130000226,None,None,431.14748130000226,None,b,1.5461745999964478,0,0,0.4838709677419355,435.4072361000035,None,435.4072361000035,None,435.4072361000035,None,None,435.4072361000035,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.11780998338946,3.27666037293199,437.4921882000017,None,437.4921882000017,None,437.4921882000017,None,440.77215300000097,None,[],,,442.83093870000084,None,442.83093870000084,None,442.83093870000084,None,z,442.83093870000084,None,None,442.83093870000084,None,z,2.0771750999956566,1,1,0.5,444.9924129000028,None,444.9924129000028,None,444.9924129000028,None,None,444.9924129000028,None,0.07717509999565664,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,1.326293484834196,1.44889042899439,447.07103500000085,None,447.07103500000085,None,447.07103500000085,None,448.5221198000028,z,['z'],1.6944609999991371,[1.6944609999991371],450.58490040000106,None,450.58490040000106,None,450.58490040000106,None,None,450.58490040000106,None,None,450.58490040000106,None,z,1.6944609999991371,1,0,0.5151515151515151,451.9555184000019,None,451.9555184000019,None,451.9555184000019,None,None,451.9555184000019,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.50182449656669,0.789129602716002,454.03704350000044,None,454.03704350000044,None,454.03704350000044,None,454.8388868000031,b,['b'],1.4820416000002297,[1.4820416000002297],456.8955833,None,456.8955833,None,456.8955833,None,None,456.8955833,None,None,456.8955833,None,b,1.4820416000002297,1,1,0.5294117647058824,460.4402826000005,None,460.4402826000005,None,460.4402826000005,None,None,460.4402826000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.905730910449904,1.31360018091897,462.5202713000035,None,462.5202713000035,None,462.5202713000035,None,463.8390265000009,b,['b'],1.0706871000002138,[1.0706871000002138],465.8962391000023,None,465.8962391000023,None,465.8962391000023,None,None,465.8962391000023,None,None,465.8962391000023,None,b,1.0706871000002138,1,1,0.5428571428571428,467.8400292000006,None,467.8400292000006,None,467.8400292000006,None,None,467.8400292000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.23248806235745,2.40738395932908,469.9198976000007,None,469.9198976000007,None,469.9198976000007,None,472.3390818,b,['b'],1.7110338999991654,[1.7110338999991654],474.3971238000013,None,474.3971238000013,None,474.3971238000013,None,None,474.3971238000013,None,None,474.3971238000013,None,b,1.7110338999991654,0,0,0.5277777777777778,476.6729630000009,None,476.6729630000009,None,476.6729630000009,None,None,476.6729630000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,3.86983191325091,2.64870493261766,478.7562660000003,None,478.7562660000003,None,478.7562660000003,None,481.4057519000009,b,['b'],1.2382580999983475,[1.2382580999983475],483.45935610000015,None,483.45935610000015,None,483.45935610000015,None,None,483.45935610000015,None,None,483.45935610000015,None,b,1.2382580999983475,0,1,0.5135135135135135,487.3706717000023,None,487.3706717000023,None,487.3706717000023,None,None,487.3706717000023,None,,,,,,,,,,,,,,,,,,,,,,,CBC_P040,001,set3,set1,2,0.8,2024-05-17_18h20.59.643,TV_prob,2022.1.1,59.94707871808989,
