trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],audio set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.11780998338946,1.29306073609301,266.3821678000004,None,266.3821678000004,None,266.3821678000004,None,267.7016278000001,269.7159254000003,267.6993743400002,269.6994175,269.6994175,None,z,1,2.34365680000019,267.7016278000001,None,267.7016278000001,None,267.7016278000001,None,None,267.7016278000001,None,1,1,0.8888888888888888,271.85542480000004,None,271.85542480000004,None,271.85542480000004,None,None,271.85542480000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.50182449656669,3.38809030570968,273.84927940000034,None,273.84927940000034,None,273.84927940000034,None,277.2663883,279.2655672000001,277.2654359400002,279.2655672000001,279.2655672000001,None,z,1,2.8007760000000417,277.2663883,None,277.2663883,None,277.2663883,None,None,277.2663883,None,1,1,0.9,282.7973834000004,None,282.7973834000004,None,282.7973834000004,None,None,282.7973834000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,2.23248806235745,2.10833202116216,284.79930660000036,None,284.79930660000036,None,284.79930660000036,None,286.93189970000003,288.93268960000023,286.9327510400002,288.93268960000023,288.93268960000023,None,z,1,2.0406600999999682,286.93189970000003,None,286.93189970000003,None,286.93189970000003,None,None,286.93189970000003,None,1,0,0.9090909090909091,291.18063640000037,None,291.18063640000037,None,291.18063640000037,None,None,291.18063640000037,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.0845750455934002,2.50277407648956,293.1821151000004,None,293.1821151000004,None,293.1821151000004,None,295.7169979,297.7159647000003,295.71599744,297.7159647000003,297.7159647000003,None,z,0,2.3583858000001783,295.7169979,None,295.7169979,None,295.7169979,None,None,295.7169979,None,0,0,0.8333333333333334,299.83713690000013,None,299.83713690000013,None,299.83713690000013,None,None,299.83713690000013,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,1.6105816849230599,2.12802719374523,301.8317197000001,None,301.8317197000001,None,301.8317197000001,None,303.98083750000023,305.98287740000023,303.9822081400001,305.98287740000023,305.98287740000023,None,b,1,2.083349399999861,303.98083750000023,None,303.98083750000023,None,303.98083750000023,None,None,303.98083750000023,None,1,1,0.8461538461538461,307.6032839000004,None,307.6032839000004,None,307.6032839000004,None,None,307.6032839000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.74209998091573,3.27666037293199,309.6160285000001,None,309.6160285000001,None,309.6160285000001,None,312.90595840000015,314.91496080000024,312.91512924000006,None,314.89826010000024,None,b,1,1.5303443000002517,312.90595840000015,None,312.90595840000015,None,312.90595840000015,None,None,312.90595840000015,None,1,1,0.8571428571428571,317.6531387,None,317.6531387,None,317.6531387,None,None,317.6531387,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.2089046382315303,0.977134614530179,319.6661650000001,None,319.6661650000001,None,319.6661650000001,None,320.6557898000001,322.66465080000035,320.66591994,None,322.64801590000025,None,z,1,2.8454022999999324,320.6557898000001,None,320.6557898000001,None,320.6557898000001,None,None,320.6557898000001,None,1,1,0.8666666666666667,324.88119210000013,None,324.88119210000013,None,324.88119210000013,None,None,324.88119210000013,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.86983191325091,2.23299083390853,326.88248420000036,None,326.88248420000036,None,326.88248420000036,None,329.1327720000004,331.13269020000007,329.1329884400001,None,331.13269020000007,None,b,0,2.1015621000001374,329.1327720000004,None,329.1327720000004,None,329.1327720000004,None,None,329.1327720000004,None,0,0,0.8125,335.0396415,None,335.0396415,None,335.0396415,None,None,335.0396415,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.899747326335302,1.44889042899439,337.03272240000024,None,337.03272240000024,None,337.03272240000024,None,338.5019056000001,340.51536520000036,338.49919854000007,340.49840570000015,340.49840570000015,342.3993889000003,b,1,2.667993999999908,338.5019056000001,None,338.5019056000001,None,338.5019056000001,None,None,338.5019056000001,None,1,1,0.8235294117647058,342.44187020000027,None,342.44187020000027,None,342.44187020000027,None,None,342.44187020000027,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.15,2.39750191607,2.40738395932908,344.4324504000001,None,344.4324504000001,None,344.4324504000001,None,346.8673841,348.883006,346.8662791400001,348.8662467000004,348.8662467000004,None,b,1,3.260236900000109,346.8673841,None,346.8673841,None,346.8673841,None,None,346.8673841,None,1,0,0.8333333333333334,351.28982210000004,None,351.28982210000004,None,351.28982210000004,None,None,351.28982210000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.27860294189526,0.971483558655564,353.2820485000002,None,353.2820485000002,None,353.2820485000002,None,354.2830630000003,356.28251309999996,354.28262094000036,356.28251309999996,356.28251309999996,None,b,1,2.320901000000049,354.2830630000003,None,354.2830630000003,None,354.2830630000003,None,None,354.2830630000003,None,1,1,0.8421052631578947,358.57131210000034,None,358.57131210000034,None,358.57131210000034,None,None,358.57131210000034,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.67601812978374,2.68488128149974,360.5826241,None,360.5826241,None,360.5826241,None,363.3012358000001,365.31632130000025,363.29920574000005,365.2994797000001,365.2994797000001,None,z,1,2.6278315999998085,363.3012358000001,None,363.3012358000001,None,363.3012358000001,None,None,363.3012358000001,None,1,1,0.85,368.0039935,None,368.0039935,None,368.0039935,None,None,368.0039935,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.24205805775432,3.26446861731854,369.9996235000003,None,369.9996235000003,None,369.9996235000003,None,373.28084370000033,375.28281190000007,373.28270494000014,375.28281190000007,375.28281190000007,None,z,1,1.4386561999999685,373.28084370000033,None,373.28084370000033,None,373.28084370000033,None,None,373.28084370000033,None,1,1,0.8571428571428571,377.55090180000025,None,377.55090180000025,None,377.55090180000025,None,None,377.55090180000025,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,3.88444949943153,1.75396267962373,379.54937740000014,None,379.54937740000014,None,379.54937740000014,None,381.3354091000001,383.3495750000002,381.33315044000017,383.33307140000034,383.33307140000034,None,z,1,0.893022899999778,381.3354091000001,None,381.3354091000001,None,381.3354091000001,None,None,381.3354091000001,None,1,1,0.8636363636363636,387.25474740000027,None,387.25474740000027,None,387.25474740000027,None,None,387.25474740000027,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,1.8749846827473111,1.88377296598415,389.24854000000005,None,389.24854000000005,None,389.24854000000005,None,391.1477675000001,393.1494627000002,391.14966624000033,393.1494627000002,393.1494627000002,None,b,1,1.752405099999578,391.1477675000001,None,391.1477675000001,None,391.1477675000001,None,None,391.1477675000001,None,1,1,0.8695652173913043,395.0500568000002,None,395.0500568000002,None,395.0500568000002,None,None,395.0500568000002,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,3.58943852196035,2.29713937746779,397.0492442,None,397.0492442,None,397.0492442,None,399.3517584000001,401.36626780000006,399.3653784400002,401.36626780000006,401.33302649999996,404.9330536000002,z,1,1.7464388999997027,399.3517584000001,None,399.3517584000001,None,399.3517584000001,None,None,399.3517584000001,None,1,1,0.875,404.9720086000002,None,404.9720086000002,None,404.9720086000002,None,None,404.9720086000002,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.35,3.04482772403364,1.08099245958022,406.96562870000025,None,406.96562870000025,None,406.96562870000025,None,408.0657086000001,410.0666567000003,408.0665237400002,410.0666567000003,410.0666567000003,None,b,1,1.2885855999998057,408.0657086000001,None,408.0657086000001,None,408.0657086000001,None,None,408.0657086000001,None,1,0,0.88,413.13916450000033,None,413.13916450000033,None,413.13916450000033,None,None,413.13916450000033,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.595506577165096,1.48342455087402,415.1330203000002,None,415.1330203000002,None,415.1330203000002,None,416.62798440000006,418.6330912000003,416.63285524000037,418.6330912000003,418.6163628000004,420.21588390000034,b,1,2.424451599999884,416.62798440000006,None,416.62798440000006,None,416.62798440000006,None,None,416.62798440000006,None,1,1,0.8846153846153846,420.23793079999996,None,420.23793079999996,None,420.23793079999996,None,None,420.23793079999996,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,1.758742575863891,1.84422310959985,422.2495825000001,None,422.2495825000001,None,422.2495825000001,None,424.1213436000003,426.13320820000035,424.1334437100002,None,426.1168819000004,None,z,0,1.6954528999999638,424.1213436000003,None,424.1213436000003,None,424.1213436000003,None,None,424.1213436000003,None,0,0,0.8518518518518519,427.8874060000003,None,427.8874060000003,None,427.8874060000003,None,None,427.8874060000003,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,1.543156518078604,2.7570014520733,429.8998201000004,None,429.8998201000004,None,429.8998201000004,None,432.67036770000004,434.68303270000024,432.6825433400003,434.68303270000024,434.6665715000004,None,z,1,0.7091454999999769,432.67036770000004,None,432.67036770000004,None,432.67036770000004,None,None,432.67036770000004,None,1,0,0.8571428571428571,436.2384624000001,None,436.2384624000001,None,436.2384624000001,None,None,436.2384624000001,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,4.19624908154748,2.49579389304826,438.23296990000017,None,438.23296990000017,None,438.23296990000017,None,440.75304860000006,442.7665685000002,440.7498986400004,442.74991739999996,442.74991739999996,None,z,1,1.449702399999751,440.75304860000006,None,440.75304860000006,None,440.75304860000006,None,None,440.75304860000006,None,1,1,0.8620689655172413,446.9659625000004,None,446.9659625000004,None,446.9659625000004,None,None,446.9659625000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,4.26803291533611,3.32142038400957,448.9664907000001,None,448.9664907000001,None,448.9664907000001,None,452.31621270000005,454.3165366000003,452.31651634000025,454.3165366000003,454.3165366000003,None,z,1,1.346393100000114,452.31621270000005,None,452.31621270000005,None,452.31621270000005,None,None,452.31621270000005,None,1,1,0.8666666666666667,458.6030528000001,None,458.6030528000001,None,458.6030528000001,None,None,458.6030528000001,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,1.905730910449904,2.3497497577282,460.6164469,None,460.6164469,None,460.6164469,None,462.9799971000002,464.9835286000002,462.98339754000006,464.9835286000002,464.9835286000002,None,z,0,2.2810817999998108,462.9799971000002,None,462.9799971000002,None,462.9799971000002,None,None,462.9799971000002,None,0,0,0.8387096774193549,466.9256770000002,None,466.9256770000002,None,466.9256770000002,None,None,466.9256770000002,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.15,1.2199655720291709,2.78012240036799,468.9165688000003,None,468.9165688000003,None,468.9165688000003,None,471.7199353000001,473.7327386000002,471.7167187400004,None,473.71596580000005,None,b,1,2.2032656999999745,471.7199353000001,None,471.7199353000001,None,471.7199353000001,None,None,471.7199353000001,None,1,0,0.84375,474.96702060000007,None,474.96702060000007,None,474.96702060000007,None,None,474.96702060000007,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,1.326293484834196,2.23439856631263,476.9667529000003,None,476.9667529000003,None,476.9667529000003,None,479.2338791000002,481.24930470000027,479.23322494,481.23286480000024,481.23286480000024,None,z,1,1.1300249000000804,479.2338791000002,None,479.2338791000002,None,479.2338791000002,None,None,479.2338791000002,None,1,0,0.8484848484848485,482.5884920000003,None,482.5884920000003,None,482.5884920000003,None,None,482.5884920000003,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.887650177272661,2.93536812882172,484.5833810000004,None,484.5833810000004,None,484.5833810000004,None,487.54928880000034,489.5501255000004,487.5500769400004,None,489.5501255000004,None,b,0,1.8324947999999495,487.54928880000034,None,487.54928880000034,None,487.54928880000034,None,None,487.54928880000034,None,0,0,0.8235294117647058,491.4551799000001,None,491.4551799000001,None,491.4551799000001,None,None,491.4551799000001,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,4.30975216432768,2.64870493261766,493.4666151000001,None,493.4666151000001,None,493.4666151000001,None,496.1325850000003,498.1337217,496.13374764000025,498.1337217,498.1337217,None,b,1,2.3004526999998234,496.1325850000003,None,496.1325850000003,None,496.1325850000003,None,None,496.1325850000003,None,1,1,0.8285714285714286,502.4667965000003,None,502.4667965000003,None,502.4667965000003,None,None,502.4667965000003,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.109698721182561,2.07121332922762,504.4663529000004,None,504.4663529000004,None,504.4663529000004,None,506.56940680000025,508.58348730000034,506.5668391400003,508.5667988,508.5667988,None,b,1,2.308453600000121,506.56940680000025,None,506.56940680000025,None,506.56940680000025,None,None,506.56940680000025,None,1,1,0.8333333333333334,509.68628560000025,None,509.68628560000025,None,509.68628560000025,None,None,509.68628560000025,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,4.1766095715889495,1.55403782363402,511.7000446000002,None,511.7000446000002,None,511.7000446000002,None,513.2837679000004,515.2835222000003,513.2834798400004,515.2835222000003,515.2835222000003,None,b,1,1.4902327999998306,513.2837679000004,None,513.2837679000004,None,513.2837679000004,None,None,513.2837679000004,None,1,1,0.8378378378378378,519.4870035000004,None,519.4870035000004,None,519.4870035000004,None,None,519.4870035000004,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.47854712582944,1.41191114387976,521.4836560000003,None,521.4836560000003,None,521.4836560000003,None,522.9146374000002,524.9161674000002,522.9168825400002,524.9161674000002,524.9161674000002,None,z,1,2.452239599999757,522.9146374000002,None,522.9146374000002,None,522.9146374000002,None,None,522.9146374000002,None,1,1,0.8421052631578947,528.4184932000003,None,528.4184932000003,None,528.4184932000003,None,None,528.4184932000003,None,,,,,,,,,,,,,,,,,,CBC_P025,001,3,2,0,0.8,2023-04-04_13h45.09.207,AV_prob,2022.1.1,59.98206536233146,
