trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.71372710086949,3.4543169006169,None,104.03518989999975,None,107.5062925000002,None,107.5062925000002,None,107.50202039999967,None,['z'],[1.6131882999998197],107.5062925000002,None,None,109.49702109999998,None,z,1.6131882999998197,1,1,1.0,113.20060990000002,None,None,113.20060990000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
9,0,9,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.6391747348430608,1.52290599571961,None,115.00156390000029,None,116.53846479999993,None,116.53846479999993,None,116.53457959999959,None,['b'],[1.1945878000005905],116.53846479999993,None,None,118.54462129999956,None,b,1.1945878000005905,1,1,1.0,121.17509309999969,None,None,121.17509309999969,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
10,0,10,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,4.7533305109883095,0.917519910446003,None,122.98492530000021,None,123.92242119999992,None,123.92242119999992,None,123.93483359999955,None,['z'],[1.1761195999997653],123.92242119999992,None,None,125.91977039999983,None,z,1.1761195999997653,1,0,1.0,130.67381899999964,None,None,130.67381899999964,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
11,0,11,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.7134565917469198,1.1243895841892,None,132.48478309999973,None,133.62167109999973,None,133.62167109999973,None,133.61796329999962,None,None,,133.62167109999973,None,['z'],135.60133159999987,None,z,2.749804600000971,1,1,1.0,138.30418949999967,None,None,138.30418949999967,None,[0.7498046000009708],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
12,0,12,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.82531807167306,1.43470440954152,None,140.1183476999995,None,141.57209039999998,None,141.57209039999998,None,141.56797990000032,None,['b'],[1.1735607000000527],141.57209039999998,None,None,143.57063879999987,None,b,1.1735607000000527,1,1,1.0,148.40743329999987,None,None,148.40743329999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
13,0,13,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,2.592312596923728,2.6299100644723,None,150.21850809999978,None,152.87268789999962,None,152.87268789999962,None,152.88498569999976,None,None,,152.87268789999962,None,['z'],154.8517168999997,None,z,2.449796800000513,1,1,1.0,157.4250450999998,None,None,157.4250450999998,None,[0.44979680000051303],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
14,0,14,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.46924002178158,1.60731937853708,None,159.23527579999973,None,160.85660559999997,None,160.85660559999997,None,160.8682401999997,None,['z'],[1.93295500000022],160.85660559999997,None,None,162.85027029999947,None,z,1.93295500000022,1,1,1.0,167.32557989999987,None,None,167.32557989999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
15,0,15,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,3.35133458220192,3.06992456303453,None,169.13508829999955,None,172.22275489999993,None,172.22275489999993,None,172.2185778999996,None,None,,172.22275489999993,None,['z'],174.20196450000003,None,z,2.3883221000005506,1,1,1.0,177.5391456999996,None,None,177.5391456999996,None,[0.38832210000055056],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
16,0,16,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.2062024266105302,1.27538462653558,None,179.35148800000024,None,180.6389491,None,180.6389491,None,180.6515746999996,None,['b'],[1.185589699999582],180.6389491,None,None,182.63584179999998,None,b,1.185589699999582,1,1,1.0,185.8423542999999,None,None,185.8423542999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
17,0,17,0,,,,,,,,,,1,3.0,2.0,b,63.0,0.0,4.53337421950507,0.77703640172831,None,187.65209959999993,None,188.44021169999996,None,188.44021169999996,None,188.45157130000027,None,['b'],[0.9160071000005701],188.44021169999996,None,None,190.43724099999963,None,b,0.9160071000005701,1,0,1.0,194.97214329999952,None,None,194.97214329999952,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
18,0,18,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.629554641171433,3.40155979865722,None,196.7850284999995,None,200.21953740000026,None,200.21953740000026,None,200.21858900000026,None,['z'],[1.1990489999998317],200.21953740000026,None,None,202.20553670000027,None,z,1.1990489999998317,1,1,1.0,204.84198089999973,None,None,204.84198089999973,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
19,0,19,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,2.678526077912375,1.64421109900286,None,206.6522272000002,None,208.30577470000026,None,208.30577470000026,None,208.3019059000002,None,None,,208.30577470000026,None,['b'],210.28512580000006,None,b,2.208098400000381,1,1,1.0,212.9499722999999,None,None,212.9499722999999,None,[0.20809840000038093],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
20,0,20,0,,,,,,,,,,1,3.0,0.0,b,9.0,1.0,3.02234236141277,1.36309078069689,None,214.75165610000022,None,216.13769030000003,None,216.13769030000003,None,216.13516990000008,None,['b'],[0.9773886000002676],216.13769030000003,None,None,218.1356952999995,None,b,0.9773886000002676,1,1,1.0,221.1558253000003,None,None,221.1558253000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
21,0,21,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.73326136168326,3.1424449555106,None,222.96856299999945,None,226.1248029999997,None,226.1248029999997,None,226.13532440000037,None,"['b', 'z']","[0.9007765000005747, 1.3386918000005608]",226.1248029999997,None,['z'],228.1157121999995,None,b,0.9007765000005747,0,0,0.9545454545454546,231.8576094,None,None,231.8576094,None,[0.0584153999998307],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
22,0,22,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,2.526044641065533,1.53243550275999,None,233.66832950000025,None,235.2239956000003,None,235.2239956000003,None,235.23545430000033,None,['b'],[1.288728099999389],235.2239956000003,None,None,237.21897340000032,None,b,1.288728099999389,1,1,0.9565217391304348,239.75930580000022,None,None,239.75930580000022,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
23,0,23,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.72585056748869,2.96653053743745,None,241.56847930000004,None,244.55615119999948,None,244.55615119999948,None,244.56830319999992,None,['b'],[1.4360100000003513],244.55615119999948,None,None,246.5501803999996,None,b,1.4360100000003513,1,1,0.9583333333333334,251.27271329999985,None,None,251.27271329999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
24,0,24,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.294664843639333,3.24569326556923,None,253.08544749999965,None,256.3385009000003,None,256.3385009000003,None,256.33505029999964,None,['b'],[1.4279659000003448],256.3385009000003,None,None,258.3367576999999,None,b,1.4279659000003448,1,1,0.96,260.64197129999957,None,None,260.64197129999957,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
25,0,25,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.496959177995529,1.18065738546375,None,262.4526387999995,None,263.6567017999996,None,263.6567017999996,None,263.6685171000001,None,"['z', 'z']","[1.3945465000006152, 1.7305691999999908]",263.6567017999996,None,None,265.6519370999995,None,z,1.3945465000006152,1,1,0.9615384615384616,268.1585709000001,None,None,268.1585709000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
26,0,26,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,3.3728785608729996,0.761758675042088,None,269.9687716999997,None,270.7391719999996,None,270.7391719999996,None,270.7518492000001,None,None,,270.7391719999996,None,['z'],272.7185209999998,None,z,2.6525729999993928,1,1,0.9629629629629629,276.0826563999999,None,None,276.0826563999999,None,[0.6525729999993928],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
27,0,27,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.91303524001082,1.21250262048173,None,277.88526720000027,None,279.12329189999946,None,279.12329189999946,None,279.1355230000001,None,['b'],[0.9841611000001649],279.12329189999946,None,None,281.12212530000033,None,b,0.9841611000001649,1,1,0.9642857142857143,284.04227660000015,None,None,284.04227660000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
28,0,28,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.68371079902891,0.80788063606262,None,285.8522009999997,None,286.6724882999997,None,286.6724882999997,None,286.66858480000013,None,['z'],[1.255718500000512],286.6724882999997,None,None,288.6667193000003,None,z,1.255718500000512,1,1,0.9655172413793104,292.35870890000024,None,None,292.35870890000024,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
29,0,29,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,4.190022164497369,1.34668860557497,None,294.1690443999996,None,295.53675529999964,None,295.53675529999964,None,295.53519739999996,None,None,,295.53675529999964,None,['b'],297.51866640000026,None,b,2.002959300000839,1,0,0.9666666666666667,301.69118960000014,None,None,301.69118960000014,None,[0.0029593000008389936],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
30,0,30,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.61004669244928,0.974903167432984,None,303.50205899999946,None,304.4897511999998,None,304.4897511999998,None,304.5020513000001,None,['z'],[1.2736689000003025],304.4897511999998,None,None,306.4868742999997,None,z,1.2736689000003025,1,1,0.967741935483871,311.10631120000016,None,None,311.10631120000016,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
31,0,31,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.82320408183943,2.49839527409216,None,312.9187511,None,315.440192,None,315.440192,None,315.4520066999996,None,['z'],[1.6473393999995096],315.440192,None,None,317.4383005999998,None,z,1.6473393999995096,1,1,0.96875,320.2744684999998,None,None,320.2744684999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
32,0,32,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.92731383428727,2.78346932462847,None,322.0857527999997,None,324.89039010000033,None,324.89039010000033,None,324.90244309999997,None,None,,324.89039010000033,None,['b'],326.8688129000002,None,b,2.041778899999372,1,1,0.9696969696969697,329.7843034999996,None,None,329.7843034999996,None,[0.04177889999937179],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.693348633324513,1.25920145784721,None,331.58543740000005,None,332.85695880000003,None,332.85695880000003,None,332.86879080000034,None,['z'],[1.3935302999998385],332.85695880000003,None,None,334.85208129999955,None,z,1.3935302999998385,1,1,0.9705882352941176,337.55774199999996,None,None,337.55774199999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
34,0,34,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.77034425507967,2.10421507306074,None,339.3683566999998,None,341.48972140000024,None,341.48972140000024,None,341.4854659999996,None,None,,341.48972140000024,None,['z'],343.4696160000003,None,z,2.743136300000515,1,1,0.9714285714285714,348.22469490000003,None,None,348.22469490000003,None,[0.7431363000005149],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
35,0,35,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,3.26539063535182,2.15533949826702,None,350.03570130000026,None,352.2084474000003,None,352.2084474000003,None,352.2191316,None,['b'],[1.5896621000001687],352.2084474000003,None,None,354.20168600000034,None,b,1.5896621000001687,1,1,0.9722222222222222,357.4769019999994,None,None,357.4769019999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
36,0,36,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.2759877950103027,2.40378712856304,None,359.2852769000001,None,361.7062698999998,None,361.7062698999998,None,361.7024632999996,None,None,,361.7062698999998,None,['b'],363.6854222000002,None,b,3.4920320999999603,1,1,0.972972972972973,365.95036530000016,None,None,365.95036530000016,None,[1.4920320999999603],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
37,0,37,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,3.6438386551209,1.90743690794447,None,367.75234569999975,None,369.6525658999999,None,369.6525658999999,None,369.65124629999957,None,['z'],[0.9871560999999929],369.6525658999999,None,None,371.65508090000003,None,z,0.9871560999999929,1,1,0.9736842105263158,375.3065796000001,None,None,375.3065796000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
38,0,38,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.01714354611405,1.95130344756745,None,377.1191294,None,379.0902218000001,None,379.0902218000001,None,379.08586979999967,None,['b'],[1.7783279000004768],379.0902218000001,None,None,381.0883441999995,None,b,1.7783279000004768,1,1,0.9743589743589743,385.10175139999956,None,None,385.10175139999956,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
39,0,39,0,,,,,,,,,,2,3.0,2.0,z,63.0,0.0,2.342239579230602,1.94858485820231,None,386.90221289999954,None,388.8736240999997,None,388.8736240999997,None,388.88569509999996,None,['z'],[1.2312817000001814],388.8736240999997,None,None,390.8734625999996,None,z,1.2312817000001814,1,0,0.975,393.20788840000023,None,None,393.20788840000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
40,0,40,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.12485271162806,1.78643585472448,None,395.0191076000001,None,396.82449559999986,None,396.82449559999986,None,396.8356558999996,None,['b'],[1.4887801000004401],396.82449559999986,None,None,398.8207586999997,None,b,1.4887801000004401,1,1,0.975609756097561,402.9516542000001,None,None,402.9516542000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
41,0,41,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.76873691643126,1.96568735158996,None,404.7525581,None,406.74064369999996,None,406.74064369999996,None,406.7525791,None,['z'],[1.087231200000133],406.74064369999996,None,None,408.7363470999999,None,z,1.087231200000133,1,1,0.9761904761904762,412.5102833000001,None,None,412.5102833000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
42,0,42,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.11514536789087,3.33124983260532,None,414.3189529000001,None,417.67268650000005,None,417.67268650000005,None,417.6691274999998,None,['b'],[1.4612872999996398],417.67268650000005,None,None,419.6727576000003,None,b,1.4612872999996398,1,1,0.9767441860465116,423.79295959999945,None,None,423.79295959999945,None,,,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
43,0,43,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.433630701072358,2.22427187882546,None,425.6026608000002,None,427.8385336000001,None,427.8385336000001,None,427.8358112,None,None,,427.8385336000001,None,['z'],429.81910830000015,None,z,2.763810899999953,1,1,0.9772727272727273,432.2501678999997,None,None,432.2501678999997,None,[0.7638108999999531],,,,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,434.0525429999998,None,,,,,,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.05187169999954,None,None,439.05187169999954,None,,,,,,,,,,,,,CBC_1020,003,6,1,4,19,0.90,2023-06-28_15h13.22.031,MSI_AV_v3,2022.1.1,60.00546049700742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 0, 2, 1]",1.0,0.9090909090909091,1.0,1.0,39,0,5,,,,,,,,,,,,
