trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
25,0,25,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.7134565917469198,1.25920145784721,None,339.9775067999999,None,341.2481332999996,None,341.2481332999996,None,341.2448029400002,None,None,341.2481332999996,None,None,,343.2281217,None,[],[],0,3,0.6153846153846154,345.9318499000001,None,None,345.9318499000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
26,0,26,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,4.7533305109883095,2.96653053743745,None,347.7437085999991,None,350.7173942999998,None,350.7173942999998,None,350.7281969199994,None,None,350.7173942999998,None,['b'],[0.6102076000015586],352.69368009999926,None,b,2.6102076000015586,1,1,0.6296296296296297,357.4373472999996,None,None,357.4373472999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.82320408183943,1.27538462653558,None,359.24490700000024,None,360.5127928999991,None,360.5127928999991,None,360.51096445999974,None,None,360.5127928999991,None,['z'],[1.124807299999702],362.4947412999991,None,z,3.124807299999702,1,1,0.6428571428571429,365.3064809999996,None,None,365.3064809999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
28,0,28,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.2062024266105302,3.1963008326951,None,367.1116585,None,370.33188340000015,None,370.33188340000015,None,370.3284843399997,None,None,370.33188340000015,None,['b'],[0.3231053999998039],372.3113933000004,None,b,2.323105399999804,1,1,0.6551724137931034,375.5140618000005,None,None,375.5140618000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
29,0,29,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.68371079902891,2.22427187882546,None,377.3280034999989,None,379.5664472999997,None,379.5664472999997,None,379.5616019400004,None,None,379.5664472999997,None,['b'],[0.914128499999606],381.54505939999945,None,b,2.914128499999606,0,0,0.6333333333333333,385.2206600999998,None,None,385.2206600999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
30,0,30,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.01714354611405,0.917519910446003,None,387.0281507999989,None,387.9672025999989,None,387.9672025999989,None,387.97891571999935,None,None,387.9672025999989,None,['b'],[0.9635815999999977],389.94482640000024,None,b,2.9635815999999977,0,0,0.6129032258064516,393.9505958999998,None,None,393.9505958999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
31,0,31,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,2.294664843639333,1.21250262048173,None,395.76154789999964,None,396.98094390000006,None,396.98094390000006,None,396.9781253399997,None,['b'],396.98094390000006,None,None,,398.96170919999895,None,b,1.9332941000002393,1,1,0.625,401.2612757000006,None,None,401.2612757000006,None,[1.9332941000002393],,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.678526077912375,0.80788063606262,None,403.0617213000005,None,403.86140440000054,None,403.86140440000054,None,403.8604450599996,None,['z'],403.86140440000054,None,None,,405.8648670999992,None,z,1.3307818000002953,1,1,0.6363636363636364,408.5513597999998,None,None,408.5513597999998,None,[1.3307818000002953],,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
33,0,33,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.496959177995529,3.33124983260532,None,410.3617515999995,None,413.7169756000003,None,413.7169756000003,None,413.7284390200002,None,None,413.7169756000003,None,['z'],[0.9634385999988808],415.6948186999998,None,z,2.963438599998881,1,1,0.6470588235294118,418.17802669999946,None,None,418.17802669999946,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,2.693348633324513,1.25817747924478,None,419.9784273999994,None,421.2496319999991,None,421.2496319999991,None,421.26153462,None,None,421.2496319999991,None,['b'],[0.7254536000009466],423.22834630000034,None,b,2.7254536000009466,1,0,0.6571428571428571,425.9141316999994,None,None,425.9141316999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
35,0,35,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.72585056748869,1.43470440954152,None,427.7282030000006,None,429.18289469999945,None,429.18289469999945,None,429.1949753200006,None,None,429.18289469999945,None,['z'],[1.366735200000221],431.16172989999905,None,z,3.366735200000221,1,1,0.6666666666666666,435.8823962000006,None,None,435.8823962000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
36,0,36,0,,,,,,,,,,2,1.0,2.0,b,9.0,1.0,2.666404967794728,1.1243895841892,None,437.69499689999975,None,438.83281499999975,None,438.83281499999975,None,438.84500712000045,None,None,438.83281499999975,None,['b'],[0.07367059999978665],440.81173110000054,None,b,2.0736705999997866,1,1,0.6756756756756757,443.46109009999964,None,None,443.46109009999964,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
37,0,37,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.92731383428727,1.52290599571961,None,445.261657699999,None,446.79995450000024,None,446.79995450000024,None,446.8114870199988,None,None,446.79995450000024,None,['z'],[2.2814883999990343],448.77847649999967,None,z,4.281488399999034,1,1,0.6842105263157895,451.69063950000054,None,None,451.69063950000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.190022164497369,1.96568735158996,None,453.49520219999977,None,455.4646501999996,None,455.4646501999996,None,455.4607917600006,None,None,455.4646501999996,None,['b'],[1.4900029000009454],457.4449784999997,None,b,3.4900029000009454,1,1,0.6923076923076923,461.61516160000065,None,None,461.61516160000065,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
39,0,39,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.6391747348430608,1.60731937853708,None,463.4285252999998,None,465.05025790000036,None,465.05025790000036,None,465.061715419999,None,None,465.05025790000036,None,['z'],[0.3335657000015999],467.0284938999994,None,z,2.3335657000016,1,1,0.7,469.6587082999995,None,None,469.6587082999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.629554641171433,2.49839527409216,None,471.46245699999963,None,473.98304259999895,None,473.98304259999895,None,473.9950929200004,None,None,473.98304259999895,None,['b'],[0.640017099999568],475.96110709999994,None,b,2.640017099999568,1,1,0.7073170731707317,478.5821514999989,None,None,478.5821514999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.2759877950103027,1.53122835510861,None,480.39529930000026,None,481.9496321000006,None,481.9496321000006,None,481.9457733399995,None,['z'],481.9496321000006,None,None,,483.9418939999996,None,z,1.9465105999997832,1,1,0.7142857142857143,486.2194528,None,None,486.2194528,None,[1.9465105999997832],,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
42,0,42,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.26539063535182,3.24569326556923,None,488.028594899999,None,491.28638219999993,None,491.28638219999993,None,491.29469554000025,None,None,491.28638219999993,None,['b'],[0.09360389999983454],493.2785808999997,None,b,2.0936038999998345,1,1,0.7209302325581395,496.54013940000004,None,None,496.54013940000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
43,0,43,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.517541937862754,1.78643585472448,None,498.3453556000004,None,500.148957899999,None,500.148957899999,None,500.1456787400002,None,None,500.148957899999,None,['b'],[0.02538670000012644],502.12861370000064,None,b,2.0253867000001264,1,1,0.7272727272727273,504.65366659999927,None,None,504.65366659999927,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,506.4612849999994,None,,,,,,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.4610465000005,None,None,511.4610465000005,None,,,,,,,,,,,,,CBC_1024,2,6,3,3,23,0.95,2023-07-05_15h12.04.977,MSI_AV_v3,2022.1.1,60.03705487012041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 2, 1, 0]",0.7272727272727273,0.5454545454545454,0.6363636363636364,1.0,30,1,13,,,,,,,,,,,,
