ID;EPIfilename;run;logfile;session;modality;stimType;version
CBC_1073;mr5438_cbc_1073_20240301_150219_13_1_epi_msi_tv_44slices_v3.nii;20240301_150219_13_1;CBC_1073_MSI_TV_v3_Vset1_Tset3_2024-03-01_14h54.17.972.csv;3;tv;vib;v3
CBC_1074;mr5454_cbc_1074_20240313_163236_3_1_epi_msi_av_44slices_v1.nii;20240313_163236_3_1;CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv;1;av;env;v1
CBC_1074;mr5454_cbc_1074_20240313_164100_4_1_epi_msi_tv_44slices_v1.nii;20240313_164100_4_1;CBC_1074_MSI_TV_v1_Vset6_Aset2_2024-03-13_16h33.01.840.csv;2;tv;vib;v1
CBC_1074;mr5454_cbc_1074_20240313_175241_9_1_epi_msi_av_44slices_v1.nii;20240313_175241_9_1;CBC_1074_MSI_AV_v1_Vset5_Aset6_2024-03-13_17h44.24.484.csv;3;av;syll;v1
CBC_1075;mr5453_cbc_1075_20240313_150047_3_1_epi_msi_av_44slices_v3.nii;20240313_150047_3_1;CBC_1075_MSI_AV_v3_Vset1_Aset4_2024-03-13_14h52.46.790.csv;1;av;syll;v3
CBC_1075;mr5453_cbc_1075_20240313_150941_4_1_epi_msi_av_44slices_v3.nii;20240313_150941_4_1;CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv;2;av;env;v3
CBC_1075;mr5453_cbc_1075_20240313_171800_9_1_epi_msi_tv_44slices_v3.nii;20240313_171800_9_1;CBC_1075_MSI_TV_v3_Vset2_Tset1_2024-03-13_17h09.54.370.csv;3;tv;vib;v3
CBC_1076;mr5452_cbc_1076_20240313_140611_3_1_epi_msi_tv_44slices_v3.nii;20240313_140611_3_1;CBC_1076_MSI_TV_v3_Vset6_Tset2_2024-03-13_13h58.04.695.csv;1;tv;vib;v3
CBC_1076;mr5452_cbc_1076_20240313_141458_4_1_epi_msi_av_44slices_v3.nii;20240313_141458_4_1;CBC_1076_MSI_AV_v3_Vset5_Aset3_2024-03-13_14h06.57.958.csv;2;av;env;v3
CBC_1076;mr5452_cbc_1076_20240313_154726_9_1_epi_msi_av_44slices_v3.nii;20240313_154726_9_1;CBC_1076_MSI_AV_v3_Vset4_Aset6_2024-03-13_15h39.19.345.csv;3;av;syll;v3
CBC_1077;mr5418_cbc_1077_20240216_151552_4_1_epi_msi_av_44slices_v1.nii;20240216_151552_4_1;CBC_1077_MSI_AV_v1_Vset2_Aset5_2024-02-16_15h07.57.044.csv;1;av;syll;v1
CBC_1077;mr5418_cbc_1077_20240216_152424_5_1_epi_msi_tv_44slices_v1.nii;20240216_152424_5_1;CBC_1077_MSI_TV_v1_Vset1_Aset1_2024-02-16_15h16.11.266.csv;2;tv;vib;v1
CBC_1077;mr5418_cbc_1077_20240216_161545_10_1_epi_msi_av_44slices_v1.nii;20240216_161545_10_1;CBC_1077_MSI_AV_v1_Vset3_Aset2_2024-02-16_16h07.43.793.csv;3;av;env;v1
CBC_1078;mr5465_cbc_1078_20240322_142258_4_1_epi_msi_tv_44slices_v3.nii;20240322_142258_4_1;CBC_1078_MSI_TV_v3_Vset6_Tset3_2024-03-22_14h14.48.635.csv;1;tv;vib;v3
CBC_1078;mr5465_cbc_1078_20240322_143214_5_1_epi_msi_av_44slices_v3.nii;20240322_143214_5_1;CBC_1078_MSI_AV_v3_Vset4_Aset5_2024-03-22_14h23.27.096.csv;2;av;syll;v3
CBC_1078;mr5465_cbc_1078_20240322_153159_11_1_epi_msi_av_44slices_v3.nii;20240322_153159_11_1;CBC_1078_MSI_AV_v3_Vset3_Aset3_2024-03-22_15h23.59.201.csv;3;av;env;v3
CBC_1079;mr5481_cbc_1079_20240403_145830_3_1_epi_msi_av_44slices_v3.nii;20240403_145830_3_1;CBC_1079_MSI_AV_v3_Vset3_Aset3_2024-04-03_14h50.04.808.csv;1;av;env;v3
CBC_1079;mr5481_cbc_1079_20240403_150702_4_1_epi_msi_av_44slices_v3.nii;20240403_150702_4_1;CBC_1079_MSI_AV_v3_Vset1_Aset4_2024-04-03_14h58.52.676.csv;2;av;syll;v3
CBC_1079;mr5481_cbc_1079_20240403_155710_9_1_epi_msi_tv_44slices_v3.nii;20240403_155710_9_1;CBC_1079_MSI_TV_v3_Vset2_Tset3_2024-04-03_15h48.56.869.csv;3;tv;vib;v3
CBC_1080;mr5491_cbc_1080_20240412_150810_3_1_epi_msi_av_44slices_v1.nii;20240412_150810_3_1;CBC_1080_MSI_AV_v1_Vset5_Aset1_2024-04-12_14h59.49.236.csv;1;av;env;v1
CBC_1080;mr5491_cbc_1080_20240412_151611_4_1_epi_msi_tv_44slices_v1.nii;20240412_151611_4_1;CBC_1080_MSI_TV_v1_Vset4_Aset1_2024-04-12_15h08.13.163.csv;2;tv;vib;v1
CBC_1080;mr5491_cbc_1080_20240412_163045_9_1_epi_msi_av_44slices_v1.nii;20240412_163045_9_1;CBC_1080_MSI_AV_v1_Vset6_Aset6_2024-04-12_16h22.22.970.csv;3;av;syll;v1
CBC_1081;mr5492_cbc_1081_20240412_142204_3_1_epi_msi_av_44slices_v3.nii;20240412_142204_3_1;CBC_1081_MSI_AV_v3_Vset3_Aset4_2024-04-12_14h13.44.220.csv;1;av;syll;v3
CBC_1081;mr5492_cbc_1081_20240412_143022_4_1_epi_msi_av_44slices_v3.nii;20240412_143022_4_1;CBC_1081_MSI_AV_v3_Vset2_Aset1_2024-04-12_14h22.20.772.csv;2;av;env;v3
CBC_1081;mr5492_cbc_1081_20240412_155029_9_1_epi_msi_tv_44slices_v3.nii;20240412_155029_9_1;CBC_1081_MSI_TV_v3_Vset1_Tset2_2024-04-12_15h42.05.623.csv;3;tv;vib;v3
CBC_1081;mr5492_cbc_1081_20240412_155924_10_1_epi_msi_av_44slices_v3.nii;20240412_155924_10_1;CBC_1081_MSI_AV_v3_Vset4_Aset2_2024-04-12_15h51.25.900.csv;4;av;env;v3
CBC_1082;mr5393_cbc_1082_20240127_110500_3_1_epi_msi_tv_44slices_v3.nii;20240127_110500_3_1;CBC_1082_MSI_TV_v3_Vset6_Tset1_2024-01-27_10h57.15.234.csv;1;tv;vib;v3
CBC_1082;mr5393_cbc_1082_20240127_112458_7_1_epi_msi_av_44slices_v3.nii;20240127_112458_7_1;CBC_1082_MSI_AV_v3_Vset5_Aset1_2024-01-27_11h17.36.927.csv;2;av;env;v3
CBC_1082;mr5393_cbc_1082_20240127_124232_19_1_epi_msi_av_44slices_v3.nii;20240127_124232_19_1;CBC_1082_MSI_AV_v3_Vset4_Aset6_2024-01-27_12h35.08.003.csv;3;av;syll;v3
CBC_1083;mr5490_cbc_1083_20240410_140711_3_1_epi_msi_av_44slices_v1.nii;20240410_140711_3_1;CBC_1083_MSI_AV_v1_Vset1_Aset5_2024-04-10_13h58.43.891.csv;1;av;syll;v1
CBC_1083;mr5490_cbc_1083_20240410_141504_4_1_epi_msi_tv_44slices_v1.nii;20240410_141504_4_1;CBC_1083_MSI_TV_v1_Vset2_Aset2_2024-04-10_14h07.08.183.csv;2;tv;vib;v1
CBC_1083;mr5490_cbc_1083_20240410_150756_9_1_epi_msi_av_44slices_v1.nii;20240410_150756_9_1;CBC_1083_MSI_AV_v1_Vset3_Aset2_2024-04-10_14h59.38.518.csv;3;av;env;v1
CBC_1084;mr5437_cbc_1084_20240229_134154_3_1_epi_msi_tv_44slices_v1.nii;20240229_134154_3_1;CBC_1084_MSI_TV_v1_Vset6_Aset2_2024-02-29_13h33.49.909.csv;1;tv;vib;v1
CBC_1084;mr5437_cbc_1084_20240229_135102_4_1_epi_msi_av_44slices_v1.nii;20240229_135102_4_1;CBC_1084_MSI_AV_v1_Vset5_Aset5_2024-02-29_13h43.13.715.csv;2;av;syll;v1
CBC_1084;mr5437_cbc_1084_20240229_143532_9_1_epi_msi_av_44slices_v1.nii;20240229_143532_9_1;CBC_1084_MSI_AV_v1_Vset4_Aset1_2024-02-29_14h27.29.093.csv;3;av;env;v1
CBC_1086;mr5500_cbc_1086_20240423_162142_3_1_epi_msi_av_44slices_v1.nii;20240423_162142_3_1;CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv;1;av;env;v1
CBC_1086;mr5500_cbc_1086_20240423_163030_4_1_epi_msi_tv_44slices_v1.nii;20240423_163030_4_1;CBC_1086_MSI_TV_v1_Vset5_Aset1_2024-04-23_16h29.43.384.csv;2;tv;vib;v1
CBC_1086;mr5500_cbc_1086_20240423_172243_9_1_epi_msi_av_44slices_v1.nii;20240423_172243_9_1;CBC_1086_MSI_AV_v1_Vset6_Aset6_2024-04-23_17h21.43.903.csv;3;av;syll;v1
CBC_1087;mr5467_cbc_1087_20240323_100014_3_1_epi_msi_av_44slices_v3.nii;20240323_100014_3_1;CBC_1087_MSI_AV_v3_Vset3_Aset4_2024-03-23_09h52.03.887.csv;1;av;syll;v3
CBC_1087;mr5467_cbc_1087_20240323_100849_4_1_epi_msi_av_44slices_v3.nii;20240323_100849_4_1;CBC_1087_MSI_AV_v3_Vset1_Aset1_2024-03-23_10h00.48.030.csv;2;av;env;v3
CBC_1087;mr5467_cbc_1087_20240323_113616_9_1_epi_msi_tv_44slices_v3.nii;20240323_113616_9_1;CBC_1087_MSI_TV_v3_Vset2_Tset3_2024-03-23_11h27.59.968.csv;3;tv;vib;v3
CBC_1087;mr5467_cbc_1087_20240323_114528_10_1_epi_msi_av_44slices_v3.nii;20240323_114528_10_1;CBC_1087_MSI_AV_v3_Vset4_Aset2_2024-03-23_11h37.29.616.csv;4;av;env;v3
CBC_1088;mr5468_cbc_1088_20240323_144344_3_1_epi_msi_tv_44slices_v3.nii;20240323_144344_3_1;CBC_1088_MSI_TV_v3_Vset6_Tset1_2024-03-23_14h35.30.633.csv;1;tv;vib;v3
CBC_1088;mr5468_cbc_1088_20240323_145229_4_1_epi_msi_av_44slices_v3.nii;20240323_145229_4_1;CBC_1088_MSI_AV_v3_Vset4_Aset3_2024-03-23_14h44.13.261.csv;2;av;env;v3
CBC_1089;mr5715_cbc_1089_20241002_141651_3_1_epi_msi_av_44slices_v1.nii;20241002_141651_3_1;CBC_1089_MSI_AV_v1_Vset1_Aset5_2024-10-02_14h14.39.095.csv;1;av;syll;v1
CBC_1089;mr5715_cbc_1089_20241002_142448_4_1_epi_msi_tv_44slices_v1.nii;20241002_142448_4_1;CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv;2;tv;vib;v1
CBC_1089;mr5715_cbc_1089_20241002_152238_9_1_epi_msi_av_44slices_v1.nii;20241002_152238_9_1;CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv;3;av;env;v1
CBC_1090;mr5450_cbc_1090_20240310_104803_3_1_epi_msi_tv_44slices_v3.nii;20240310_104803_3_1;CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv;1;tv;vib;v3
CBC_1090;mr5450_cbc_1090_20240310_105637_4_1_epi_msi_av_44slices_v3.nii;20240310_105637_4_1;CBC_1090_MSI_AV_v3_Vset6_Aset5_2024-03-10_10h48.39.611.csv;2;av;syll;v3
CBC_1090;mr5450_cbc_1090_20240310_115005_9_1_epi_msi_av_44slices_v3.nii;20240310_115005_9_1;CBC_1090_MSI_AV_v3_Vset4_Aset1_2024-03-10_11h41.57.568.csv;3;av;env;v3
CBC_1090;mr5450_cbc_1090_20240310_115839_10_1_epi_msi_av_44slices_v1.nii;20240310_115839_10_1;CBC_1090_MSI_AV_v1_Vset3_Aset4_2024-03-10_11h50.44.464.csv;4;av;syll;v1
CBC_1091;mr5497_cbc_1091_20240422_104055_3_1_epi_msi_av_44slices_v3.nii;20240422_104055_3_1;CBC_1091_MSI_AV_v3_Vset1_Aset2_2024-04-22_10h39.49.039.csv;1;av;env;v3
CBC_1091;mr5497_cbc_1091_20240422_112441_8_1_epi_msi_av_44slices_v3.nii;20240422_112441_8_1;CBC_1091_MSI_AV_v3_Vset2_Aset4_2024-04-22_11h23.57.111.csv;2;av;syll;v3
CBC_1092;mr5514_cbc_1092_20240505_130910_3_1_epi_msi_av_44slices_v3.nii;20240505_130910_3_1;CBC_1092_MSI_AV_v3_Vset5_Aset1_2024-05-05_13h07.54.302.csv;1;av;env;v3
CBC_1092;mr5514_cbc_1092_20240505_131954_5_1_epi_msi_tv_44slices_v3.nii;20240505_131954_5_1;CBC_1092_MSI_TV_v3_Vset6_Tset2_2024-05-05_13h19.14.301.csv;2;tv;vib;v3
CBC_1092;mr5514_cbc_1092_20240505_144152_10_1_epi_msi_av_44slices_v3.nii;20240505_144152_10_1;CBC_1092_MSI_AV_v3_Vset4_Aset6_2024-05-05_14h40.46.929.csv;3;av;syll;v3
CBC_1093;mr5515_cbc_1093_20240505_135935_3_1_epi_msi_av_44slices_v3.nii;20240505_135935_3_1;CBC_1093_MSI_AV_v3_Vset1_Aset4_2024-05-05_13h58.22.913.csv;1;av;syll;v3
CBC_1093;mr5515_cbc_1093_20240505_140750_4_1_epi_msi_av_44slices_v3.nii;20240505_140750_4_1;CBC_1093_MSI_AV_v3_Vset3_Aset3_2024-05-05_14h06.59.630.csv;2;av;env;v3
CBC_1093;mr5515_cbc_1093_20240505_151426_9_1_epi_msi_tv_44slices_v3.nii;20240505_151426_9_1;CBC_1093_MSI_TV_v3_Vset2_Tset2_2024-05-05_15h13.09.552.csv;3;tv;vib;v3
CBC_1094;mr5522_cbc_1094_20240511_101045_4_1_epi_msi_tv_44slices_v3.nii;20240511_101045_4_1;CBC_1094_MSI_TV_v3_Vset3_Tset2_2024-05-11_10h10.00.972.csv;1;tv;vib;v3
CBC_1094;mr5522_cbc_1094_20240511_103405_7_1_epi_msi_av_44slices_v3.nii;20240511_103405_7_1;CBC_1094_MSI_AV_v3_Vset5_Aset3_2024-05-11_10h32.47.736.csv;2;av;env;v3
CBC_1095;mr5509_cbc_1095_20240501_134512_3_1_epi_msi_av_44slices_v1.nii;20240501_134512_3_1;CBC_1095_MSI_AV_v1_Vset2_Aset5_2024-05-01_13h43.55.290.csv;1;av;syll;v1
CBC_1095;mr5509_cbc_1095_20240501_135319_4_1_epi_msi_tv_44slices_v1.nii;20240501_135319_4_1;CBC_1095_MSI_TV_v1_Vset1_Aset1_2024-05-01_13h52.28.526.csv;2;tv;vib;v1
CBC_1095;mr5509_cbc_1095_20240501_144207_9_1_epi_msi_av_44slices_v1.nii;20240501_144207_9_1;CBC_1095_MSI_AV_v1_Vset3_Aset2_2024-05-01_14h41.11.088.csv;3;av;env;v1
CBC_1097;mr5511_cbc_1097_20240522_134632_6_1_epi_msi_av_44slices_v3.nii;20240522_134632_6_1;CBC_1097_MSI_AV_v3_Vset3_Aset1_2024-05-22_13h45.24.772.csv;1;av;env;v3
CBC_1097;mr5511_cbc_1097_20240522_135448_7_1_epi_msi_av_44slices_v3.nii;20240522_135448_7_1;CBC_1097_MSI_AV_v3_Vset1_Aset4_2024-05-22_13h53.52.362.csv;2;av;syll;v3
CBC_1098;mr5519_cbc_1098_20240508_143555_3_1_epi_msi_av_44slices_v1.nii;20240508_143555_3_1;CBC_1098_MSI_AV_v1_Vset5_Aset1_2024-05-08_14h34.35.081.csv;1;av;env;v1
CBC_1098;mr5519_cbc_1098_20240508_144400_4_1_epi_msi_tv_44slices_v1.nii;20240508_144400_4_1;CBC_1098_MSI_TV_v1_Vset4_Aset2_2024-05-08_14h43.06.231.csv;2;tv;vib;v1
CBC_1098;mr5519_cbc_1098_20240508_153912_9_1_epi_msi_av_44slices_v1.nii;20240508_153912_9_1;CBC_1098_MSI_AV_v1_Vset6_Aset6_2024-05-08_15h38.13.390.csv;3;av;syll;v1
CBC_1100;mr5523_cbc_1100_20240511_141322_3_1_epi_msi_tv_44slices_v3.nii;20240511_141322_3_1;CBC_1100_MSI_TV_v3_Vset4_Tset1_2024-05-11_14h12.18.029.csv;1;tv;vib;v3
CBC_1100;mr5523_cbc_1100_20240511_143012_5_1_epi_msi_av_44slices_v3.nii;20240511_143012_5_1;CBC_1100_MSI_AV_v3_Vset5_Aset3_2024-05-11_14h29.26.413.csv;2;av;env;v3
CBC_1100;mr5523_cbc_1100_20240511_154045_9_1_epi_msi_av_44slices_v3.nii;20240511_154045_9_1;CBC_1100_MSI_AV_v3_Vset6_Aset6_2024-05-11_15h39.37.883.csv;3;av;syll;v3
CBC_1101;mr5552_cbc_1101_20240526_100449_4_1_epi_msi_tv_44slices_v1.nii;20240526_100449_4_1;CBC_1101_MSI_TV_v1_Vset1_Aset1_2024-05-26_10h04.46.542.csv;1;tv;vib;v1
CBC_1101;mr5552_cbc_1101_20240526_101924_6_1_epi_msi_av_44slices_v1.nii;20240526_101924_6_1;CBC_1101_MSI_AV_v1_Vset4_Aset6_2024-05-26_10h18.58.156.csv;2;av;syll;v1
CBC_1101;mr5552_cbc_1101_20240526_123812_10_1_epi_msi_av_44slices_v1.nii;20240526_123812_10_1;CBC_1101_MSI_AV_v1_Vset3_Aset3_2024-05-26_12h37.06.924.csv;3;av;env;v1
CBC_1102;mr5553_cbc_1102_20240526_110727_4_1_epi_msi_tv_44slices_v3.nii;20240526_110727_4_1;CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv;1;tv;vib;v3
CBC_1102;mr5553_cbc_1102_20240526_142102_9_1_epi_msi_av_44slices_v3.nii;20240526_142102_9_1;CBC_1102_MSI_AV_v3_Vset6_Aset3_2024-05-26_14h20.21.975.csv;2;av;env;v3
CBC_1102;mr5608_cbc_1102_20240705_141758_3_1_epi_msi_av_44slices_v3.nii;20240705_141758_3_1;CBC_1102_MSI_AV_v3_Vset3_Aset4_2024-07-05_14h16.52.487.csv;3;av;syll;v3
CBC_1103;mr5554_cbc_1103_20240526_131711_14_1_epi_msi_av_44slices_v3.nii;20240526_131711_14_1;CBC_1103_MSI_AV_v3_Vset5_Aset3_2024-05-26_13h16.48.710.csv;1;av;env;v3
CBC_1104;mr5558_cbc_1104_20240529_151127_5_1_epi_msi_av_44slices_v1.nii;20240529_151127_5_1;CBC_1104_MSI_AV_v1_Vset4_Aset2_2024-05-29_15h10.39.224.csv;1;av;env;v1
CBC_1104;mr5558_cbc_1104_20240529_151935_6_1_epi_msi_tv_44slices_v1.nii;20240529_151935_6_1;CBC_1104_MSI_TV_v1_Vset6_Aset3_2024-05-29_15h18.48.519.csv;2;tv;vib;v1
CBC_1104;mr5558_cbc_1104_20240529_160332_10_1_epi_msi_av_44slices_v1.nii;20240529_160332_10_1;CBC_1104_MSI_AV_v1_Vset5_Aset6_2024-05-29_16h02.31.545.csv;3;av;syll;v1
CBC_1105;mr5582_cbc_1105_20240616_133229_3_1_epi_msi_av_44slices_v1.nii;20240616_133229_3_1;CBC_1105_MSI_AV_v1_Vset3_Aset4_2024-06-16_13h31.19.240.csv;1;av;syll;v1
CBC_1105;mr5582_cbc_1105_20240616_134019_4_1_epi_msi_av_44slices_v1.nii;20240616_134019_4_1;CBC_1105_MSI_AV_v1_Vset1_Aset1_2024-06-16_13h39.47.465.csv;2;av;env;v1
CBC_1105;mr5582_cbc_1105_20240616_142706_9_1_epi_msi_tv_44slices_v1.nii;20240616_142706_9_1;CBC_1105_MSI_TV_v1_Vset2_Aset1_2024-06-16_14h26.00.273.csv;3;tv;vib;v1
CBC_1106;mr5737_cbc_1106_20241018_141138_3_1_epi_msi_tv_44slices_v1.nii;20241018_141138_3_1;CBC_1106_MSI_TV_v1_Vset6_Aset2_2024-10-18_14h09.54.931.csv;1;tv;vib;v1
CBC_1106;mr5737_cbc_1106_20241018_141934_4_1_epi_msi_av_44slices_v1.nii;20241018_141934_4_1;CBC_1106_MSI_AV_v1_Vset4_Aset3_2024-10-18_14h18.25.602.csv;2;av;env;v1
CBC_1106;mr5737_cbc_1106_20241018_151427_9_1_epi_msi_av_44slices_v1.nii;20241018_151427_9_1;CBC_1106_MSI_AV_v1_Vset5_Aset6_2024-10-18_15h13.07.740.csv;3;av;syll;v1
CBC_1107;mr5505_cbc_1107_20240426_170607_7_1_epi_msi_av_44slices_v1.nii;20240426_170607_7_1;CBC_1107_MSI_AV_v1_Vset1_Aset5_2024-04-26_17h05.21.029.csv;1;av;syll;v1
CBC_1107;mr5505_cbc_1107_20240426_171836_9_1_epi_msi_tv_44slices_v1.nii;20240426_171836_9_1;CBC_1107_MSI_TV_v1_Vset2_Aset2_2024-04-26_17h17.51.939.csv;2;tv;vib;v1
CBC_1107;mr5505_cbc_1107_20240426_180228_13_1_epi_msi_av_44slices_v1.nii;20240426_180228_13_1;CBC_1107_MSI_AV_v1_Vset3_Aset3_2024-04-26_18h01.20.643.csv;3;av;env;v1
CBC_1108;mr5524_cbc_1108_20240511_132046_4_1_epi_msi_tv_44slices_v3.nii;20240511_132046_4_1;CBC_1108_MSI_TV_v3_Vset5_Tset3_2024-05-11_13h20.10.697.csv;1;tv;vib;v3
CBC_1108;mr5524_cbc_1108_20240511_132907_5_1_epi_msi_av_44slices_v3.nii;20240511_132907_5_1;CBC_1108_MSI_AV_v3_Vset4_Aset5_2024-05-11_13h28.24.347.csv;2;av;syll;v3
CBC_1108;mr5524_cbc_1108_20240511_150602_11_1_epi_msi_av_44slices_v3.nii;20240511_150602_11_1;CBC_1108_MSI_AV_v3_Vset6_Aset1_2024-05-11_15h05.16.460.csv;3;av;env;v3
CBC_1109;mr5568_cbc_1109_20240607_140529_3_1_epi_msi_av_44slices_v3.nii;20240607_140529_3_1;CBC_1109_MSI_AV_v3_Vset3_Aset2_2024-06-07_14h04.19.059.csv;1;av;env;v3
CBC_1109;mr5568_cbc_1109_20240607_142154_6_1_epi_msi_av_44slices_v3.nii;20240607_142154_6_1;CBC_1109_MSI_AV_v3_Vset2_Aset4_2024-06-07_14h20.43.116.csv;2;av;syll;v3
CBC_1109;mr5568_cbc_1109_20240607_151108_11_1_epi_msi_tv_44slices_v3.nii;20240607_151108_11_1;CBC_1109_MSI_TV_v3_Vset1_Tset3_2024-06-07_15h09.59.248.csv;3;tv;vib;v3
CBC_1110;mr5663_cbc_1110_20240825_143523_3_1_epi_msi_av_44slices_v3.nii;20240825_143523_3_1;CBC_1110_MSI_AV_v3_Vset4_Aset1_2024-08-25_14h33.39.375.csv;1;av;env;v3
CBC_1110;mr5663_cbc_1110_20240825_144343_4_1_epi_msi_tv_44slices_v3.nii;20240825_144343_4_1;CBC_1110_MSI_TV_v3_Vset6_Tset1_2024-08-25_14h42.34.932.csv;2;tv;vib;v3
CBC_1110;mr5663_cbc_1110_20240825_155722_10_1_epi_msi_av_44slices_v3.nii;20240825_155722_10_1;CBC_1110_MSI_AV_v3_Vset5_Aset6_2024-08-25_15h56.32.260.csv;3;av;syll;v3
CBC_1111;mr5799_cbc_1111_20240604_143709_3_1_epi_msi_av_44slices_v3.nii;20240604_143709_3_1;CBC_1111_MSI_AV_v3_Vset1_Aset4_2024-06-04_14h36.06.518.csv;1;av;syll;v3
CBC_1111;mr5799_cbc_1111_20240604_144529_4_1_epi_msi_av_44slices_v3.nii;20240604_144529_4_1;CBC_1111_MSI_AV_v3_Vset3_Aset3_2024-06-04_14h44.38.349.csv;2;av;env;v3
CBC_1111;mr5799_cbc_1111_20240604_154821_12_1_epi_msi_tv_44slices_v3.nii;20240604_154821_12_1;CBC_1111_MSI_TV_v3_Vset5_Tset2_2024-06-04_15h47.31.612.csv;3;tv;vib;v3
CBC_1112;mr5681_cbc_1112_20240906_170007_3_1_epi_msi_tv_44slices_v3.nii;20240906_170007_3_1;CBC_1112_MSI_TV_v3_Vset6_Tset1_2024-09-06_16h58.36.381.csv;1;tv;vib;v3
CBC_1112;mr5681_cbc_1112_20240906_170835_4_1_epi_msi_av_44slices_v3.nii;20240906_170835_4_1;CBC_1112_MSI_AV_v3_Vset5_Aset3_2024-09-06_17h07.21.236.csv;2;av;env;v3
CBC_1112;mr5681_cbc_1112_20240906_180528_10_1_epi_msi_av_44slices_v3.nii;20240906_180528_10_1;CBC_1112_MSI_AV_v3_Vset4_Aset6_2024-09-06_18h03.50.447.csv;3;av;syll;v3
CBC_1114;mr5642_cbc_1114_20240809_162301_3_1_epi_msi_tv_44slices_v3.nii;20240809_162301_3_1;CBC_1114_MSI_TV_v3_Vset6_Tset1_2024-08-09_16h21.37.903.csv;1;tv;vib;v3
CBC_1114;mr5642_cbc_1114_20240809_163137_4_1_epi_msi_av_44slices_v3.nii;20240809_163137_4_1;CBC_1114_MSI_AV_v3_Vset4_Aset5_2024-08-09_16h30.19.654.csv;2;av;syll;v3
CBC_1114;mr5642_cbc_1114_20240809_172113_9_1_epi_msi_av_44slices_v3.nii;20240809_172113_9_1;CBC_1114_MSI_AV_v3_Vset5_Aset2_2024-08-09_17h20.03.010.csv;3;av;env;v3
CBC_1115;mr5637_cbc_1115_20240806_150809_3_1_epi_msi_av_44slices_v3.nii;20240806_150809_3_1;CBC_1115_MSI_AV_v3_Vset3_Aset2_2024-08-06_15h06.49.385.csv;1;av;env;v3
CBC_1115;mr5637_cbc_1115_20240806_151637_4_1_epi_msi_av_44slices_v3.nii;20240806_151637_4_1;CBC_1115_MSI_AV_v3_Vset1_Aset4_2024-08-06_15h15.33.516.csv;2;av;syll;v3
CBC_1115;mr5637_cbc_1115_20240806_160336_9_1_epi_msi_tv_44slices_v3.nii;20240806_160336_9_1;CBC_1115_MSI_TV_v3_Vset2_Tset2_2024-08-06_16h02.16.693.csv;3;tv;vib;v3
CBC_1116;mr5709_cbc_1116_20240927_135249_3_1_epi_msi_av_44slices_v1.nii;20240927_135249_3_1;CBC_1116_MSI_AV_v1_Vset5_Aset1_2024-09-27_13h50.47.660.csv;1;av;env;v1
CBC_1116;mr5709_cbc_1116_20240927_140047_4_1_epi_msi_tv_44slices_v1.nii;20240927_140047_4_1;CBC_1116_MSI_TV_v1_Vset4_Aset3_2024-09-27_13h59.22.080.csv;2;tv;vib;v1
CBC_1116;mr5709_cbc_1116_20240927_145958_9_1_epi_msi_av_44slices_v1.nii;20240927_145958_9_1;CBC_1116_MSI_AV_v1_Vset6_Aset6_2024-09-27_14h58.15.425.csv;3;av;syll;v1
CBC_1117;mr5576_cbc_1117_20240612_144840_3_1_epi_msi_av_44slices_v3.nii;20240612_144840_3_1;CBC_1117_MSI_AV_v3_Vset3_Aset4_2024-06-12_14h47.27.552.csv;1;av;syll;v3
CBC_1117;mr5576_cbc_1117_20240612_145702_4_1_epi_msi_av_44slices_v3.nii;20240612_145702_4_1;CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv;2;av;env;v3
CBC_1117;mr5576_cbc_1117_20240612_154449_9_1_epi_msi_tv_44slices_v3.nii;20240612_154449_9_1;CBC_1117_MSI_TV_v3_Vset1_Tset2_2024-06-12_15h43.57.296.csv;3;tv;vib;v3
CBC_1118;mr5600_cbc_1118_20240629_141105_3_1_epi_msi_tv_44slices_v3.nii;20240629_141105_3_1;CBC_1118_MSI_TV_v3_Vset6_Tset1_2024-06-29_14h09.41.802.csv;1;tv;vib;v3
CBC_1118;mr5600_cbc_1118_20240629_141938_4_1_epi_msi_av_44slices_v3.nii;20240629_141938_4_1;CBC_1118_MSI_AV_v3_Vset5_Aset2_2024-06-29_14h18.38.427.csv;2;av;env;v3
CBC_1118;mr5600_cbc_1118_20240629_150744_9_1_epi_msi_av_44slices_v3.nii;20240629_150744_9_1;CBC_1118_MSI_AV_v3_Vset4_Aset6_2024-06-29_15h06.44.411.csv;3;av;syll;v3
CBC_1119;mr5545_cbc_1119_20240522_153104_3_1_epi_msi_av_44slices_v3.nii;20240522_153104_3_1;CBC_1119_MSI_AV_v3_Vset1_Aset5_2024-05-22_15h29.43.380.csv;1;av;syll;v3
