trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
17,0,17,0,,,,,,,,,,3,2,3,b,63,0,2.517541937862754,1.34668860557497,None,264.39810190000026,None,265.7316349299999,265.7316349299999,265.7482023299999,b,['b'],1.7680049999999028,[1.7680049999999028],None,267.77457779999986,None,b,1.7680049999999028,1,0,0.6666666666666666,None,270.2918940999998,None,270.2918940999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
18,0,18,0,,,,,,,,,,0,2,0,z,27,1,3.73326136168326,0.917519910446003,None,272.0985062,None,272.9984761300002,272.9984761300002,273.01515823000045,None,[],,,['z'],275.00097730000016,None,z,2.4477993000000424,1,1,0.6842105263157895,None,278.7494254000003,None,278.7494254000003,None,[0.4477993000000424],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
19,0,19,0,,,,,,,,,,1,3,2,b,63,1,4.7533305109883095,0.952147612306987,None,280.56475370000044,None,281.49758182999994,281.49758182999994,281.51372422999975,None,[],,,['b'],283.4925043000003,None,b,3.052185399999871,1,1,0.7,None,288.2365464000004,None,288.2365464000004,None,[1.0521853999998712],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
20,0,20,0,,,,,,,,,,2,3,1,z,27,1,4.77723667052879,3.24569326556923,None,290.0485623000004,None,293.2651551300005,293.2651551300005,293.28186943000037,z,['z'],1.137101299999813,[1.137101299999813],None,295.3073396,None,z,1.137101299999813,1,1,0.7142857142857143,None,300.0944064000005,None,300.0944064000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
21,0,21,0,,,,,,,,,,3,3,2,z,63,1,2.92731383428727,1.27538462653558,None,301.8985160000002,None,303.14849073000005,303.14849073000005,303.16511253000044,b,['b'],1.77732289999949,[1.77732289999949],None,305.1915998000004,None,b,1.77732289999949,0,0,0.6818181818181818,None,308.1258284000005,None,308.1258284000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
22,0,22,0,,,,,,,,,,0,0,1,b,63,1,2.526044641065533,1.25817747924478,None,309.9309315999999,None,311.1653171300004,311.1653171300004,311.18207383000026,None,[],,,None,313.1693428999997,None,None,[],0,3,0.6521739130434783,None,315.7484800000002,['b'],315.7484800000002,None,,[0.05301009999948292],,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
23,0,23,0,,,,,,,,,,2,2,1,z,9,1,2.342239579230602,3.40155979865722,['z'],317.5144648000005,None,320.89835033000054,320.89835033000054,320.91514473000007,z,['z'],1.488417099999424,[1.488417099999424],None,322.93998509999983,None,z,1.488417099999424,1,1,0.6666666666666666,None,325.2805720000006,None,325.2805720000006,None,,,[1.1892818999995143],,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
24,0,24,0,,,,,,,,,,3,2,3,b,63,1,2.666404967794728,0.77703640172831,None,327.0817326000006,None,327.8309602300005,327.8309602300005,327.84751293000045,None,[],,,['b'],329.82712470000024,None,b,2.546522699999514,1,1,0.68,None,332.49823620000006,None,332.49823620000006,None,[0.5465226999995139],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
25,0,25,0,,,,,,,,,,1,2,3,z,63,1,4.46924002178158,0.979776149765883,None,334.29869229999986,None,335.2642914300004,335.2642914300004,335.28076582999984,None,[],,,['z'],337.26000999999997,None,z,2.8541444999991654,1,1,0.6923076923076923,None,341.72340090000034,None,341.72340090000034,None,[0.8541444999991654],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
26,0,26,0,,,,,,,,,,2,0,1,z,63,1,4.61004669244928,1.53243550275999,None,343.5315535,None,345.0484715299999,345.0484715299999,345.0653269300001,None,[],,,['b'],347.0527761000003,None,b,2.6670334999998886,0,0,0.6666666666666666,None,351.66430949999994,None,351.66430949999994,None,[0.6670334999998886],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
27,0,27,0,,,,,,,,,,0,0,2,b,27,1,2.496959177995529,1.18065738546375,None,353.46416229999977,None,354.61505343000044,354.61505343000044,354.63162103000013,None,[],,,['z'],356.6197320000001,None,z,2.8802420999991227,0,0,0.6428571428571429,None,359.1281257999999,None,359.1281257999999,None,[0.8802420999991227],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
28,0,28,0,,,,,,,,,,1,1,3,z,27,1,2.693348633324513,1.12425433982333,None,360.9310397999998,None,362.03184753000005,362.03184753000005,362.0483490300003,None,[],,,['b'],364.0362234000004,None,b,3.016601699999228,0,0,0.6206896551724138,None,366.7321808000006,None,366.7321808000006,None,[1.016601699999228],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
29,0,29,0,,,,,,,,,,0,1,0,z,63,1,3.31929419319838,1.64421109900286,None,368.5474771999998,None,370.16542243000004,370.16542243000004,370.1821384300001,None,[],,,['z'],372.17266689999997,None,z,3.851975499999753,1,1,0.6333333333333333,None,375.4902030000003,None,375.4902030000003,None,[1.851975499999753],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
30,0,30,0,,,,,,,,,,3,2,0,b,27,1,3.35133458220192,1.78643585472448,None,377.2989484,None,379.06452352999986,379.06452352999986,379.08118252999975,b,['b'],1.2522808999992776,[1.2522808999992776],None,381.0986687000004,None,b,1.2522808999992776,1,1,0.6451612903225806,None,384.46183610000026,None,384.46183610000026,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
31,0,31,0,,,,,,,,,,1,2,3,z,63,1,4.11514536789087,1.60731937853708,None,386.26557800000046,None,387.84838043000036,387.84838043000036,387.8651043300006,None,[],,,['z'],389.8533647000004,None,z,2.807729699999072,1,1,0.65625,None,393.9761167000006,None,393.9761167000006,None,[0.8077296999990722],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
32,0,32,0,,,,,,,,,,2,1,0,b,63,1,2.82320408183943,1.38289892513751,None,395.78172090000044,None,397.14774173000023,397.14774173000023,397.16457083000023,None,[],,,['b'],399.1440956000006,None,b,2.536975699999857,1,1,0.6666666666666666,None,401.9726846000003,None,401.9726846000003,None,[0.5369756999998572],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
33,0,33,0,,,,,,,,,,0,0,1,b,63,1,3.3728785608729996,2.22427187882546,None,403.7818425000005,None,405.9821672300004,405.9821672300004,405.9987440300001,None,[],,,['z'],407.9877598000003,None,z,2.822065699999257,0,0,0.6470588235294118,None,411.3758472999998,None,411.3758472999998,None,[0.822065699999257],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
34,0,34,0,,,,,,,,,,1,2,3,z,63,0,3.76873691643126,2.6299100644723,None,413.1821848999998,None,415.7993642299998,415.7993642299998,415.81485543000053,None,[],,,['b'],417.8003159,None,b,2.9652604999992036,0,1,0.6285714285714286,None,421.5773042999999,None,421.5773042999999,None,[0.9652604999992036],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
35,0,35,0,,,,,,,,,,3,2,0,b,27,1,2.433630701072358,3.1963008326951,None,423.38208790000044,None,426.56570482999996,426.56570482999996,426.5824900300004,None,[],,,['b'],428.56985280000026,None,b,2.321166599999742,1,1,0.6388888888888888,None,431.0022418999997,None,431.0022418999997,None,[0.3211665999997422],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
36,0,36,0,,,,,,,,,,0,0,1,b,63,1,3.68371079902891,2.49839527409216,None,432.81536940000024,None,435.29780063,435.29780063,435.31447363000007,None,[],,,None,437.29328630000055,None,None,[],0,3,0.6216216216216216,None,440.9739954000006,['b'],440.9739954000006,None,,[0.046625500000118336],,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
37,0,37,0,,,,,,,,,,2,1,3,b,27,1,2.294664843639333,1.36309078069689,None,442.78091850000055,None,444.11524112999996,444.11524112999996,444.13207303000036,None,[],,,['z'],446.11974780000037,None,z,2.290108600000167,0,0,0.6052631578947368,None,448.42799920000016,None,448.42799920000016,None,[0.2901086000001669],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
38,0,38,0,,,,,,,,,,3,3,2,z,63,1,3.71372710086949,3.1424449555106,None,450.2321139000005,None,453.34899463000056,453.34899463000056,453.36573322999993,b,['b'],1.4257815000000846,[1.4257815000000846],None,455.3915652000005,None,b,1.4257815000000846,0,0,0.5897435897435898,None,459.10962180000024,None,459.10962180000024,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
39,0,39,0,,,,,,,,,,1,3,2,b,63,1,3.02234236141277,0.761758675042088,None,460.91601360000004,None,461.6492573300002,461.6492573300002,461.66594712999995,None,[],,,['b'],463.6488024,None,b,2.733937299999525,1,1,0.6,None,466.6816598000005,None,466.6816598000005,None,[0.7339372999995248],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
40,0,40,0,,,,,,,,,,2,0,1,z,63,1,3.6438386551209,1.94858485820231,None,468.4820958,None,470.41563313000006,470.41563313000006,470.4325819300002,None,[],,,['z'],472.4208900000003,None,z,2.5394820999999865,1,1,0.6097560975609756,None,476.0735499000002,None,476.0735499000002,None,[0.5394820999999865],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
41,0,41,0,,,,,,,,,,0,2,0,z,27,1,3.2062024266105302,1.21250262048173,None,477.88210270000036,None,479.0819888300002,479.0819888300002,479.0986064300005,None,[],,,['b'],481.0860164000005,None,b,2.9317252999999255,0,0,0.5952380952380952,None,484.30499860000054,None,484.30499860000054,None,[0.9317252999999255],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
42,0,42,0,,,,,,,,,,1,3,0,b,9,1,4.82531807167306,2.96653053743745,None,486.1155767,None,489.0646213300006,489.0646213300006,489.08123703,None,[],,,['z'],491.0604247000001,None,z,3.1610924999995405,0,0,0.5813953488372093,None,495.8764476000006,None,495.8764476000006,None,[1.1610924999995405],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
43,0,43,0,,,,,,,,,,3,3,2,z,63,1,4.52047235037039,2.15533949826702,None,497.6825630000003,None,499.81605843000034,499.81605843000034,499.8327953300004,None,[],,,['b'],501.8232635000004,None,b,2.8271709000000556,0,0,0.5681818181818182,None,506.34297909999987,None,506.34297909999987,None,[0.8271709000000556],,,,,,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,508.1492881000004,None,,,,,,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.1323247,None,None,513.1323247,518.1156245000002,,,,,,,,,,,,,CBC_1028,001,6,3,1,3,0.95,2023-07-21_13h48.20.813,MSI_TV_v3,2022.1.1,60.32130747670652,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 2, 3, 1]",0.6363636363636364,0.7272727272727273,0.6363636363636364,0.2727272727272727,25,2,17,,,,,,,,,,,,
