trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,2.82320408183943,2.49839527409216,None,154.95088419999956,None,157.43427125999878,157.43427125999878,157.4509039599994,None,[],,,['z'],159.42674839999927,None,z,2.4039725000020553,0,0,0.6666666666666666,None,162.2420459999994,None,162.2420459999994,None,[0.4039725000020553],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
9,0,9,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.7500315165247198,1.53243550275999,None,164.0508675000001,None,165.56764556000016,165.56764556000016,165.58436605999995,None,[],,,['z'],167.56065599999965,None,z,2.4478430000017397,1,1,0.7,None,171.3047004,None,171.3047004,None,[0.4478430000017397],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
10,0,10,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.73326136168326,0.917519910446003,None,173.1175003999997,None,174.01797275999851,174.01797275999851,174.03423205999897,None,[],,,['b'],176.00960809999924,None,b,2.9987686999993457,1,1,0.7272727272727273,None,179.73936460000004,None,179.73936460000004,None,[0.9987686999993457],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
11,0,11,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.7533305109883095,1.53122835510861,None,181.55109470000025,None,183.06753885999896,183.06753885999896,183.0841635599987,None,[],,,['z'],185.06016139999883,None,z,2.6543371000007028,0,0,0.6666666666666666,None,189.8246012999989,None,189.8246012999989,None,[0.6543371000007028],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.52047235037039,1.95130344756745,None,191.63445229999888,None,193.5677699599997,193.5677699599997,193.58430756000016,None,[],,,['b'],195.55936629999997,None,b,2.483306200001607,1,1,0.6923076923076923,None,200.08456279999882,None,200.08456279999882,None,[0.48330620000160707],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
13,0,13,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.92731383428727,0.80788063606262,None,201.88432069999908,None,202.66791215999874,202.66791215999874,202.68449945999927,None,[],,,['z'],204.66144969999914,None,z,2.579192499999408,1,1,0.7142857142857143,None,207.58554240000012,None,207.58554240000012,None,[0.579192499999408],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
14,0,14,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.190022164497369,1.34668860557497,None,209.40118780000012,None,210.73445976000002,210.73445976000002,210.75118505999998,None,[],,,['b'],212.72611200000028,None,b,2.7609939000012673,1,1,0.7333333333333333,None,216.91474369999924,None,216.91474369999924,None,[0.7609939000012673],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
15,0,15,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,4.53337421950507,0.77703640172831,None,218.71779160000006,None,219.46795335999886,219.46795335999886,219.48450595999893,None,[],,,['z'],221.46028999999908,None,z,2.6711169999998674,1,1,0.75,None,225.98613750000004,None,225.98613750000004,None,[0.6711169999998674],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
16,0,16,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,3.76873691643126,1.25817747924478,None,227.80138850000003,None,229.03489966000015,229.03489966000015,229.05106805999966,None,[],,,['b'],231.02697970000008,None,b,2.07032640000034,0,0,0.7058823529411765,None,234.79529360000015,None,234.79529360000015,None,[0.07032640000034007],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
17,0,17,0,,,,,,,,,,0,3.0,2.0,z,63.0,0.0,4.77034425507967,2.96653053743745,None,236.60141079999994,None,239.5512382599987,239.5512382599987,239.56791766000023,None,[],,,['z'],241.54361040000003,None,z,2.7443382000001293,1,0,0.7222222222222222,None,246.32351649999873,None,246.32351649999873,None,[0.7443382000001293],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.12485271162806,1.60731937853708,None,248.13455199999953,None,249.71790675999873,249.71790675999873,249.7345993599989,None,[],,,['b'],251.71028579999984,None,b,2.5474426000000676,1,1,0.7368421052631579,None,255.82776860000013,None,255.82776860000013,None,[0.5474426000000676],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
19,0,19,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.77723667052879,1.18065738546375,None,257.63468829999874,None,258.80142275999935,258.80142275999935,258.8180968599987,None,[],,,['b'],260.7955079000003,None,b,2.644110900000669,0,0,0.7,None,265.5689523000001,None,265.5689523000001,None,[0.6441109000006691],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
20,0,20,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.592312596923728,3.40155979865722,None,267.3846503999994,None,270.768036359999,270.768036359999,270.78466316000015,None,[],,,['z'],272.76016009999876,None,z,2.4247444000011456,0,0,0.6666666666666666,None,275.3587800999994,None,275.3587800999994,None,[0.42474440000114555],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
21,0,21,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.82531807167306,0.952147612306987,None,277.1678831999998,None,278.1012202599992,278.1012202599992,278.11795245999895,None,[],,,['b'],280.0941591999999,None,b,2.03801840000051,0,0,0.6363636363636364,None,284.92680479999945,None,284.92680479999945,None,[0.038018400000510155],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
22,0,22,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.517541937862754,0.974903167432984,None,286.7348509000003,None,287.68481485999985,287.68481485999985,287.7015188599995,None,[],,,['z'],289.6776112999996,None,z,2.6011006999997335,1,1,0.6521739130434783,None,292.2048560000003,None,292.2048560000003,None,[0.6011006999997335],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
23,0,23,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.6391747348430608,1.25920145784721,None,294.01806829999987,None,295.2513525599985,295.2513525599985,295.26802825999914,None,[],,,['b'],297.24292590000005,None,b,2.7598162000012962,1,1,0.6666666666666666,None,299.8932014999991,None,299.8932014999991,None,[0.7598162000012962],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
24,0,24,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.792365600763554,3.1963008326951,None,301.7015511999998,None,304.8845568599987,304.8845568599987,304.901393759999,None,[],,,['z'],306.87794570000005,None,z,4.221188500001517,1,1,0.68,None,309.67029509999884,None,309.67029509999884,None,[2.2211885000015172],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
25,0,25,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.68371079902891,1.43470440954152,None,311.48490440000023,None,312.9013780599995,312.9013780599995,312.91804485999967,None,[],,,['b'],314.9100110999989,None,b,4.242937200000597,0,0,0.6538461538461539,None,318.60035889999926,None,318.60035889999926,None,[2.242937200000597],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
26,0,26,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.91303524001082,2.09887870490381,None,320.4015846000002,None,322.4847351599998,322.4847351599998,322.5014734599987,None,[],,,['b'],324.4767929999998,None,b,2.4583656000013434,1,1,0.6666666666666666,None,327.40232060000017,None,327.40232060000017,None,[0.4583656000013434],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
27,0,27,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.294664843639333,1.1243895841892,None,329.2014400999997,None,330.3014606599987,330.3014606599987,330.31808025999965,None,[],,,['b'],332.29422890000023,None,b,2.4316408000013325,1,1,0.6785714285714286,None,334.5846984999989,None,334.5846984999989,None,[0.43164080000133254],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
28,0,28,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.40017271499661,3.4543169006169,None,336.3849295,None,339.8183854599989,339.8183854599989,339.83481066000024,None,[],,,['z'],341.8128287999989,None,z,2.506551300000865,1,1,0.6896551724137931,None,346.20858079999925,None,346.20858079999925,None,[0.506551300000865],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
29,0,29,0,,,,,,,,,,0,2.0,1.0,b,9.0,1.0,2.433630701072358,1.27538462653558,None,348.01872919999914,None,349.26817615999937,349.26817615999937,349.2848406600002,None,[],,,['b'],351.26219820000006,None,b,2.5272939000005863,1,1,0.7,None,353.69371069999943,None,353.69371069999943,None,[0.5272939000005863],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
30,0,30,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,4.72585056748869,0.761758675042088,None,355.50168940000003,None,356.23521995999874,356.23521995999874,356.25156625999955,None,[],,,['z'],358.2278499999993,None,z,2.5117265000008047,0,0,0.6774193548387096,None,362.95947369999885,None,362.95947369999885,None,[0.5117265000008047],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
31,0,31,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.3728785608729996,3.33124983260532,None,364.76839089999885,None,368.08493875999886,368.08493875999886,368.1015509599998,None,[],,,['z'],370.0780567999991,None,z,2.0565206999999646,1,1,0.6875,None,373.4599184999988,None,373.4599184999988,None,[0.05652069999996456],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
32,0,32,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.61004669244928,2.10421507306074,None,375.26825089999875,None,377.35169285999984,377.35169285999984,377.3682654599994,None,[],,,['b'],379.34419569999955,None,b,2.738316200000554,1,1,0.696969696969697,None,383.96066549999887,None,383.96066549999887,None,[0.7383162000005541],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
33,0,33,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,2.666404967794728,3.06992456303453,None,385.76846979999937,None,388.818661859999,388.818661859999,388.8350272599997,z,['z'],1.9327632000004087,[1.9327632000004087],None,390.84761309999885,None,z,1.9327632000004087,0,1,0.6764705882352942,None,393.51042939999934,None,393.51042939999934,None,,,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
34,0,34,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.35133458220192,2.22427187882546,None,395.3183496999991,None,397.51841105999995,397.51841105999995,397.53509365999855,None,[],,,['z'],399.5097186999992,None,z,2.409563600000183,1,1,0.6857142857142857,None,402.87878459999956,None,402.87878459999956,None,[0.4095636000001832],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
35,0,35,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,3.71372710086949,1.94858485820231,None,404.6851165999997,None,406.6186998600002,406.6186998600002,406.6350704599987,None,[],,,['b'],408.6111815999993,None,b,2.3210936000014044,0,0,0.6666666666666666,None,412.3206649999993,None,412.3206649999993,None,[0.3210936000014044],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
36,0,36,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.342239579230602,2.15533949826702,None,414.1351384999998,None,416.2684414599986,416.2684414599986,416.28511215999936,None,[],,,['z'],418.2612666999994,None,z,2.1078157000010833,0,0,0.6486486486486487,None,420.6053635999997,None,420.6053635999997,None,[0.10781570000108331],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
37,0,37,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.31929419319838,3.24569326556923,None,422.41866669999945,None,425.63547255999913,425.63547255999913,425.65200976000017,None,[],,,['b'],427.6281877000001,None,b,2.1849953000000824,1,1,0.6578947368421053,None,430.9396810999988,None,430.9396810999988,None,[0.18499530000008235],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
38,0,38,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,2.496959177995529,2.40378712856304,None,432.7519139999986,None,435.1352018599988,435.1352018599988,435.15189796000016,None,[],,,['z'],437.1269455999991,None,z,2.002878100000089,1,1,0.6666666666666666,None,439.6277971999989,None,439.6277971999989,None,[0.0028781000000890344],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
39,0,39,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.7134565917469198,1.21250262048173,None,441.43522680000024,None,442.6188630599987,442.6188630599987,442.6352960599994,None,[],,,['b'],444.61213619999944,None,b,3.6158070000001317,1,1,0.675,None,447.3309118999987,None,447.3309118999987,None,[1.6158070000001317],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.2759877950103027,1.38289892513751,None,449.13511409999956,None,450.5019343599994,450.5019343599994,450.51865306,None,[],,,['b'],452.4947665999989,None,b,3.2577870000004623,1,1,0.6829268292682927,None,454.77494839999963,None,454.77494839999963,None,[1.2577870000004623],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
41,0,41,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.2062024266105302,1.90743690794447,None,456.5843573000002,None,458.4685718599991,458.4685718599991,458.4853540599994,z,['z'],0.9666710000001331,[0.9666710000001331],None,460.49793769999997,None,z,0.9666710000001331,1,1,0.6904761904761905,None,463.70346979999886,None,463.70346979999886,None,,,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
42,0,42,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,3.6438386551209,2.78346932462847,None,465.51852919999874,None,468.2851490600002,468.2851490600002,468.30194386000005,None,[],,,['b'],470.27849779999997,None,b,2.4706021000001783,0,0,0.6744186046511628,None,473.9265386999996,None,473.9265386999996,None,[0.4706021000001783],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.02234236141277,1.36309078069689,None,475.73534409999957,None,477.08522975999915,477.08522975999915,477.10198386000013,None,[],,,['b'],479.07743219999975,None,b,2.475547200001529,1,1,0.6818181818181818,None,482.100672999999,None,482.100672999999,None,[0.47554720000152884],,,,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,483.90206919999946,None,,,,,,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.8854302999989,None,None,488.8854302999989,493.8686822999989,,,,,,,,,,,,,CBC_1021,002,2,3,3,20,0.95,2023-07-18_14h49.36.888,MSI_TV_v3,2022.1.1,59.97418710946416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 1, 0, 2]",0.7272727272727273,0.5454545454545454,0.8181818181818182,0.6363636363636364,30,0,14,,,,,,,,,,,,
