trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.71372710086949,1.43470440954152,None,165.49320970000008,None,166.90971781000044,166.90971781000044,166.9262734099997,None,[],['b'],[0.8586468000003151],168.91482040000028,None,b,2.858646800000315,1,1,0.5555555555555556,None,172.6383562000001,None,172.6383562000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
9,0,9,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.91303524001082,1.78643585472448,None,174.4431665000002,None,176.20992720999985,176.20992720999985,176.2266876099997,None,[],['z'],[1.7351158999999825],178.21485089999987,None,z,3.7351158999999825,1,1,0.6,None,181.13208719999966,None,181.13208719999966,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,3.68371079902891,3.40155979865722,None,182.94262309999976,None,186.3266675099998,186.3266675099998,186.34331910999973,None,[],['z'],[1.143031399999927],188.33074709999983,None,z,3.143031399999927,1,0,0.6363636363636364,None,192.0164295000004,None,192.0164295000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
11,0,11,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,2.678526077912375,0.77703640172831,None,193.82714080000005,None,194.57679950999992,194.57679950999992,194.59347990999996,None,[],['b'],[1.0203105000000505],196.5806295000002,None,b,3.0203105000000505,1,1,0.6666666666666666,None,199.26156699999956,None,199.26156699999956,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.01714354611405,1.94858485820231,None,201.07637069999964,None,203.00956761000035,203.00956761000035,203.0264241099998,None,[],['z'],[1.3247445999995762],205.0141196000004,None,z,3.324744599999576,1,1,0.6923076923076923,None,209.04190780000044,None,209.04190780000044,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
13,0,13,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.82531807167306,2.78346932462847,None,210.84394909999992,None,213.6104029100001,213.6104029100001,213.6265638099998,None,[],['b'],[0.7564027999997052],215.61418010000034,None,b,2.756402799999705,1,1,0.7142857142857143,None,220.45147259999976,None,220.45147259999976,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
14,0,14,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,2.433630701072358,1.27538462653558,None,222.26001420000011,None,223.5102550100004,223.5102550100004,223.52687301000006,None,[],['b'],[1.070906500000092],225.51804420000008,None,b,3.070906500000092,1,1,0.7333333333333333,None,227.9469325,None,227.9469325,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
15,0,15,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,3.7500315165247198,1.18065738546375,None,229.75942120000036,None,230.9264646100004,230.9264646100004,230.94300110999976,None,[],None,,232.93098670000018,None,None,[],0,3,0.6875,None,236.6862541999999,None,236.6862541999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
16,0,16,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.792365600763554,1.96568735158996,None,238.4934519999997,None,240.44334260999986,240.44334260999986,240.46035300999975,None,[],['z'],[0.7866715000000113],242.4472466999996,None,z,2.7866715000000113,1,1,0.7058823529411765,None,245.25164179999956,None,245.25164179999956,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.35133458220192,1.64421109900286,None,247.06048889999965,None,248.67678930999992,248.67678930999992,248.69318831,None,[],['z'],[0.7544551000000865],250.67916069999956,None,z,2.7544551000000865,1,1,0.7222222222222222,None,254.02733830000034,None,254.02733830000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.496959177995529,3.24569326556923,None,255.82672340000045,None,259.06025870999963,259.06025870999963,259.07684020999966,None,[],['b'],[0.9139517000003252],261.0641671000003,None,b,2.913951700000325,1,1,0.7368421052631579,None,263.5730692999996,None,263.5730692999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
19,0,19,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.11514536789087,1.90743690794447,None,265.37667539999984,None,267.2599371099999,267.2599371099999,267.27665750999984,None,[],['z'],[2.005193099999815],269.26451069999985,None,z,4.005193099999815,0,0,0.7,None,273.39618510000037,None,273.39618510000037,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
20,0,20,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,4.46924002178158,3.1963008326951,None,275.2099823999997,None,278.3935619099997,278.3935619099997,278.41024460999995,None,[],None,,280.3968539999996,None,None,[],0,3,0.6666666666666666,None,284.86939059999986,None,284.86939059999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.6391747348430608,3.06992456303453,None,286.67692780000016,None,289.72650491,289.72650491,289.74318771000014,None,[],['z'],[2.3198117999991155],291.7308387000003,None,z,4.3198117999991155,1,1,0.6818181818181818,None,294.3734118000002,None,294.3734118000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.294664843639333,2.96653053743745,None,296.17671659999996,None,299.1267104100001,299.1267104100001,299.1431917100002,None,[],['b'],[0.6818205999998099],301.1313547,None,b,2.68182059999981,1,1,0.6956521739130435,None,303.4249252999998,None,303.4249252999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
23,0,23,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.2759877950103027,1.60731937853708,None,305.22657080000045,None,306.8101728100004,306.8101728100004,306.82668280999985,None,[],['z'],[0.9141492999997354],308.81453969999984,None,z,2.9141492999997354,1,1,0.7083333333333334,None,311.10637719999977,None,311.10637719999977,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.77034425507967,0.952147612306987,None,312.9101459000003,None,313.8431785099996,313.8431785099996,313.8600746100004,None,[],['z'],[0.6781473000000915],315.8487613999996,None,z,2.6781473000000915,0,0,0.68,None,320.62048680000044,None,320.62048680000044,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
25,0,25,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.77723667052879,2.10421507306074,None,322.42699840000023,None,324.5103444099999,324.5103444099999,324.5268490100001,None,[],['b'],[0.6566603999999643],326.51401540000006,None,b,2.6566603999999643,1,1,0.6923076923076923,None,331.2931875000004,None,331.2931875000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
26,0,26,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.52047235037039,2.40378712856304,None,333.09341719999975,None,335.47688331000006,335.47688331000006,335.4935388099997,None,[],['b'],[0.7928550999995423],337.4816616999997,None,b,2.7928550999995423,1,1,0.7037037037037037,None,342.00664099999995,None,342.00664099999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.7134565917469198,1.12425433982333,None,343.8104059999996,None,344.91075410999963,344.91075410999963,344.92736080999964,None,[],['z'],[0.968475399999079],346.9161345000002,None,z,2.968475399999079,1,1,0.7142857142857143,None,349.63815239999985,None,349.63815239999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
28,0,28,0,,,,,,,,,,3,3.0,2.0,b,63.0,0.0,3.2062024266105302,0.979776149765883,None,351.4435473000003,None,352.4108856099996,352.4108856099996,352.4268979100001,None,[],['b'],[0.8242960999996285],354.4153640000004,None,b,2.8242960999996285,1,0,0.7241379310344828,None,357.61974310000005,None,357.61974310000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
29,0,29,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,3.73326136168326,2.09887870490381,None,359.4269376000002,None,361.51003461000016,361.51003461000016,361.5269014099998,None,[],['z'],[0.5757309000000532],363.5101516000004,None,z,2.5757309000000532,1,1,0.7333333333333333,None,367.26376619999974,None,367.26376619999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
30,0,30,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.3728785608729996,2.6299100644723,None,369.07699200000025,None,371.6936336100001,371.6936336100001,371.71062330999973,None,[],['z'],[1.004894499999864],373.69322509999984,None,z,3.004894499999864,1,1,0.7419354838709677,None,377.07843369999955,None,377.07843369999955,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
31,0,31,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,4.7533305109883095,1.53122835510861,None,378.89307459999964,None,380.39351160999956,380.39351160999956,380.4102748099998,None,[],['b'],[0.7047229999998308],382.3981837000001,None,b,2.704722999999831,1,1,0.75,None,387.1503929999999,None,387.1503929999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.72585056748869,1.25817747924478,None,388.96071519999987,None,390.19333881,390.19333881,390.21009481,None,[],['z'],[1.5600009999998292],392.19749150000007,None,z,3.560000999999829,1,1,0.7575757575757576,None,396.9330981000003,None,396.9330981000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.693348633324513,0.80788063606262,None,398.7435679,None,399.5261092100003,399.5261092100003,399.54302851000045,None,[],['z'],[0.6871658999998544],401.52216529999987,None,z,2.6871658999998544,1,1,0.7647058823529411,None,404.21060209999996,None,404.21060209999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,0.0,4.40017271499661,0.974903167432984,None,406.0104921000002,None,406.95979101000046,406.95979101000046,406.97629851,None,[],['b'],[1.3609741999998732],408.9558520999999,None,b,3.3609741999998732,1,0,0.7714285714285715,None,413.35928440000043,None,413.35928440000043,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
35,0,35,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.61004669244928,3.33124983260532,None,415.1604258999996,None,418.47712351000007,418.47712351000007,418.49383871000043,None,[],['z'],[0.7389446999995926],420.4842427000003,None,z,2.7389446999995926,1,1,0.7777777777777778,None,425.0912963999999,None,425.0912963999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
36,0,36,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,3.02234236141277,0.917519910446003,None,426.8940249999996,None,427.7928667099999,427.7928667099999,427.8093499099999,None,[],['b'],[1.020075700000234],429.7892277000001,None,b,3.020075700000234,1,1,0.7837837837837838,None,432.81598940000003,None,432.81598940000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
37,0,37,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.526044641065533,3.1424449555106,None,434.62727170000016,None,437.74344530999986,437.74344530999986,437.7597562100003,None,[],['z'],[1.7269717999997738],439.7380952000003,None,z,3.726971799999774,1,1,0.7894736842105263,None,442.2566837000004,None,442.2566837000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.629554641171433,1.21250262048173,None,444.0605919999998,None,445.26049330999956,445.26049330999956,445.2774899099999,None,[],['z'],[0.6766571999996813],447.2651986999999,None,z,2.6766571999996813,0,0,0.7692307692307693,None,449.90514919999987,None,449.90514919999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
39,0,39,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,2.82320408183943,1.34668860557497,None,451.71062879999954,None,453.0432191100002,453.0432191100002,453.0594540100004,None,[],['z'],[0.4922731999995449],455.0390980000002,None,z,2.492273199999545,1,1,0.775,None,457.86709809999957,None,457.86709809999957,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.190022164497369,1.52290599571961,None,459.6772676999999,None,461.1765387099998,461.1765387099998,461.1930693099997,None,[],['b'],[1.2009093000006033],463.17246609999984,None,b,3.2009093000006033,1,1,0.7804878048780488,None,467.3695668999999,None,467.3695668999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.342239579230602,0.761758675042088,None,469.17738290000034,None,469.9107453099999,469.9107453099999,469.92716191000034,None,[],['b'],[1.9150730999999723],471.9143602000004,None,b,3.9150730999999723,0,0,0.7619047619047619,None,474.25817240000015,None,474.25817240000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
42,0,42,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.92731383428727,3.4543169006169,None,476.0597306999998,None,479.49438900999974,479.49438900999974,479.51093850999985,None,[],['b'],[0.5301609999996799],481.4938298999996,None,b,2.53016099999968,1,1,0.7674418604651163,None,484.4341479000004,None,484.4341479000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
43,0,43,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.76873691643126,1.25920145784721,None,486.2443424000003,None,487.4776834099997,487.4776834099997,487.49449650999975,None,[],['b'],[0.6430258000000322],489.48405900000034,None,b,2.643025800000032,1,1,0.7727272727272727,None,493.2515188999996,None,493.2515188999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,495.0608651000002,None,,,,,,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0440415000003,None,None,500.0440415000003,505.0275842000001,,,,,,,,,,,,,CBC_1011,002,2,3,3,12,0.9,2024-03-20_14h28.58.206,MSI_TV_v3,2022.1.1,60.07644126379946,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.6363636363636364,0.7272727272727273,0.9090909090909091,0.8181818181818182,31,3,10,,,,,,,,,,,,
