trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,1,b,63,1,4.52047235037039,1.25920145784721,None,164.92241349999858,None,166.193694399999,None,166.193694399999,None,166.18951799000024,None,None,166.193694399999,None,['z'],[0.24324370000067574],168.17171909999888,None,z,2.2432437000006757,0,0,0.5555555555555556,172.67189899999903,None,None,172.67189899999903,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
9,0,9,0,,,,,,,,,,3,2,0,b,27,1,3.02234236141277,3.4543169006169,None,174.47236030000022,None,177.94246959999873,None,177.94246959999873,None,177.93921408999995,None,None,177.94246959999873,None,['b'],[1.0793691000017134],179.92227789999924,None,b,3.0793691000017134,1,1,0.6,182.94073149999895,None,None,182.94073149999895,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
10,0,10,0,,,,,,,,,,0,0,1,z,63,1,3.73326136168326,1.43470440954152,None,184.75633099999868,None,186.19360849999975,None,186.19360849999975,None,186.2053152899989,None,None,186.19360849999975,None,['z'],[0.5050959000000148],188.18487319999986,None,z,2.505095900000015,1,1,0.6363636363636364,191.89758299999994,None,None,191.89758299999994,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
11,0,11,0,,,,,,,,,,2,0,1,b,63,1,2.496959177995529,2.49839527409216,None,193.70487890000004,None,196.1917754999995,None,196.1917754999995,None,196.18836355999883,None,None,196.1917754999995,None,['z'],[0.5641703000019334],198.1725768999986,None,z,2.5641703000019334,0,0,0.5833333333333334,200.65140139999858,None,None,200.65140139999858,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
12,0,12,0,,,,,,,,,,3,3,2,z,63,1,2.629554641171433,3.1963008326951,None,202.45574159999887,None,205.67580859999907,None,205.67580859999907,None,205.67256818999886,None,None,205.67580859999907,None,['b'],[0.6719524000018282],207.65576369999872,None,b,2.671952400001828,0,0,0.5384615384615384,210.27299529999982,None,None,210.27299529999982,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
13,0,13,0,,,,,,,,,,2,0,2,b,27,1,2.433630701072358,2.96653053743745,None,212.07245089999924,None,215.06079419999878,None,215.06079419999878,None,215.07283951999852,None,None,215.06079419999878,None,['z'],[0.2962827000028483],217.0392742999993,None,z,2.2962827000028483,0,0,0.5,219.45101369999975,None,None,219.45101369999975,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
14,0,14,0,,,,,,,,,,0,1,0,b,63,1,4.77723667052879,2.6299100644723,None,221.256069699999,None,223.91053029999966,None,223.91053029999966,None,223.90588108999873,None,None,223.91053029999966,None,['z'],[0.7276552000021184],225.88924119999865,None,z,2.7276552000021184,0,0,0.4666666666666667,230.6619310999995,None,None,230.6619310999995,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
15,0,15,0,,,,,,,,,,0,0,1,z,63,1,3.35133458220192,0.952147612306987,None,232.472463099999,None,233.43963769999937,None,233.43963769999937,None,233.4391128899988,None,['z'],233.43963769999937,None,None,,235.44257969999853,None,z,1.8819132000026002,1,1,0.5,238.7966884999987,None,None,238.7966884999987,None,[1.8819132000026002],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
16,0,16,0,,,,,,,,,,3,3,2,z,63,1,4.12485271162806,1.94858485820231,None,240.60587659999874,None,242.57742940000026,None,242.57742940000026,None,242.58954531999916,None,None,242.57742940000026,None,['z'],[0.6222801000021718],244.55586799999946,None,z,2.622280100002172,1,1,0.5294117647058824,248.6614181999994,None,None,248.6614181999994,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
17,0,17,0,,,,,,,,,,1,3,1,b,27,1,2.6391747348430608,1.38289892513751,None,250.4725069999986,None,251.87568399999873,None,251.87568399999873,None,251.87264028999925,None,None,251.87568399999873,None,['z'],[0.9011038000007829],253.85587859999941,None,z,2.901103800000783,0,0,0.5,256.48741039999913,None,None,256.48741039999913,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
18,0,18,0,,,,,,,,,,3,1,2,z,9,1,2.666404967794728,0.77703640172831,None,258.2894136999985,None,259.0779201999994,None,259.0779201999994,None,259.08975311999893,None,None,259.0779201999994,None,['z'],[0.721302600002673],261.05591149999964,None,z,2.721302600002673,1,1,0.5263157894736842,263.7032944999992,None,None,263.7032944999992,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
19,0,19,0,,,,,,,,,,0,3,1,z,27,1,2.678526077912375,3.06992456303453,None,265.50587389999964,None,268.59378639999886,None,268.59378639999886,None,268.60607272000016,None,None,268.59378639999886,None,['z'],[0.442040600000837],270.5732730999989,None,z,2.442040600000837,1,1,0.55,273.2431233999996,None,None,273.2431233999996,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
20,0,20,0,,,,,,,,,,1,3,2,b,63,1,2.294664843639333,0.761758675042088,None,275.05603299999893,None,275.82689389999905,None,275.82689389999905,None,275.82310418999987,None,None,275.82689389999905,None,None,,277.8059568999997,None,[],[],0,3,0.5238095238095238,280.07779949999895,None,['z'],280.07779949999895,None,,[1.6109459000017523],,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
21,0,21,0,,,,,,,,,,0,1,0,b,63,0,3.71372710086949,1.12425433982333,None,281.8892849999993,None,283.0253914999994,None,283.0253914999994,None,283.02295588999914,None,None,283.0253914999994,None,['z'],[0.3358685000002879],285.00596829999995,None,z,2.335868500000288,0,1,0.5,288.70656249999956,None,None,288.70656249999956,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
22,0,22,0,,,,,,,,,,2,3,0,z,9,1,4.11514536789087,1.25817747924478,None,290.50591709999935,None,291.7760165999989,None,291.7760165999989,None,291.7725933900001,None,None,291.7760165999989,None,['b'],[0.5242416000019148],293.7553993999991,None,b,2.5242416000019148,0,0,0.4782608695652174,297.8515493999985,None,None,297.8515493999985,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
23,0,23,0,,,,,,,,,,1,2,3,z,63,1,2.792365600763554,1.95130344756745,None,299.6560024999999,None,301.6276478999989,None,301.6276478999989,None,301.62356249000004,None,None,301.6276478999989,None,['z'],[0.3783939000004466],303.60587750000013,None,z,2.3783939000004466,1,1,0.5,306.3962071999995,None,None,306.3962071999995,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
24,0,24,0,,,,,,,,,,0,1,3,b,27,1,4.72585056748869,1.90743690794447,None,308.20597049999924,None,310.12736419999965,None,310.12736419999965,None,310.1395766199985,None,None,310.12736419999965,None,['b'],[0.5140036000011605],312.1060555999993,None,b,2.5140036000011605,1,1,0.52,316.8160673000002,None,None,316.8160673000002,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
25,0,25,0,,,,,,,,,,3,2,3,b,63,1,2.91303524001082,1.96568735158996,None,318.62275279999994,None,320.6104645999985,None,320.6104645999985,None,320.6227860199997,None,['z'],320.6104645999985,None,None,,322.6042517999995,None,z,1.637513100000433,0,0,0.5,325.5140758999987,None,None,325.5140758999987,None,[1.637513100000433],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
26,0,26,0,,,,,,,,,,3,2,0,b,27,1,3.3728785608729996,0.979776149765883,None,327.3223526999991,None,328.30976009999904,None,328.30976009999904,None,328.30644738999945,None,None,328.30976009999904,None,['z'],[0.42639900000176567],330.2893907999987,None,z,2.4263990000017657,0,0,0.48148148148148145,333.6424541999986,None,None,333.6424541999986,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
27,0,27,0,,,,,,,,,,0,0,1,z,63,1,4.77034425507967,2.78346932462847,None,335.45595460000004,None,338.26425310000013,None,338.26425310000013,None,338.2731009199997,None,None,338.26425310000013,None,['z'],[0.480482300001313],340.2394313999994,None,z,2.480482300001313,1,1,0.5,344.9940719999995,None,None,344.9940719999995,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
28,0,28,0,,,,,,,,,,3,2,3,b,63,1,4.7533305109883095,1.78643585472448,None,346.8058857999986,None,348.6116680999985,None,348.6116680999985,None,348.6229758199988,None,None,348.6116680999985,None,None,,350.58914430000004,None,[],[],0,3,0.4827586206896552,355.3274844999996,None,None,355.3274844999996,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
29,0,29,0,,,,,,,,,,2,1,0,z,63,1,3.7500315165247198,1.21250262048173,None,357.13928829999895,None,358.3606456999987,None,358.3606456999987,None,358.3564470900001,None,None,358.3606456999987,None,None,,360.3397778999988,None,[],[],0,3,0.4666666666666667,364.0773809000002,None,None,364.0773809000002,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
30,0,30,0,,,,,,,,,,1,2,3,z,63,1,3.68371079902891,0.917519910446003,None,365.8893759999992,None,366.8262655999988,None,366.8262655999988,None,366.8234550899997,None,['z'],366.8262655999988,None,None,,368.80807429999913,None,z,1.6382296000010683,1,1,0.4838709677419355,372.4965840999994,None,None,372.4965840999994,None,[1.6382296000010683],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
31,0,31,0,,,,,,,,,,3,2,3,b,63,1,2.693348633324513,2.15533949826702,None,374.3063031999991,None,376.48373039999933,None,376.48373039999933,None,376.48967291999907,None,None,376.48373039999933,None,['b'],[0.37066000000231725],378.45621179999944,None,b,2.3706600000023172,1,1,0.5,381.1468630999989,None,None,381.1468630999989,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
32,0,32,0,,,,,,,,,,1,3,1,b,27,1,4.01714354611405,1.1243895841892,None,382.9564109999992,None,384.0936554,None,384.0936554,None,384.0896748899995,None,None,384.0936554,None,['z'],[0.32476930000120774],386.0729182999985,None,z,2.3247693000012077,0,0,0.48484848484848486,390.0855901999985,None,None,390.0855901999985,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
33,0,33,0,,,,,,,,,,3,0,2,z,27,1,2.82320408183943,1.60731937853708,None,391.88950320000004,None,393.51018829999884,None,393.51018829999884,None,393.50637728999936,None,None,393.51018829999884,None,['z'],[0.5347054000012577],395.48954009999943,None,z,2.5347054000012577,1,1,0.5,398.295666,None,None,398.295666,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
34,0,34,0,,,,,,,,,,1,2,3,z,63,0,2.342239579230602,2.22427187882546,None,400.1063575999997,None,402.3441802999987,None,402.3441802999987,None,402.35668371999964,None,None,402.3441802999987,None,['z'],[1.1219096000022546],404.32298850000006,None,z,3.1219096000022546,1,0,0.5142857142857142,406.6465843999995,None,None,406.6465843999995,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
35,0,35,0,,,,,,,,,,2,1,0,z,63,1,2.7134565917469198,3.33124983260532,None,408.4562311999998,None,411.81037279999873,None,411.81037279999873,None,411.80634888999884,None,None,411.81037279999873,None,['z'],[0.17821120000189694],413.7947547999993,None,z,2.178211200001897,1,1,0.5277777777777778,416.4826316999988,None,None,416.4826316999988,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
36,0,36,0,,,,,,,,,,3,2,3,b,63,1,3.2062024266105302,3.40155979865722,None,418.28985549999925,None,421.7105948999997,None,421.7105948999997,None,421.72312001999853,None,['z'],421.7105948999997,None,None,,423.7073415999985,None,z,1.6508043000030739,0,0,0.5135135135135135,426.911856499999,None,None,426.911856499999,None,[1.6508043000030739],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
37,0,37,0,,,,,,,,,,2,0,2,b,27,1,2.526044641065533,1.34668860557497,None,428.72306409999874,None,430.07762790000015,None,430.07762790000015,None,430.0898698199999,None,['z'],430.07762790000015,None,None,,432.07419219999974,None,z,1.789740600001096,0,0,0.5,434.6100585999993,None,None,434.6100585999993,None,[1.789740600001096],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
38,0,38,0,,,,,,,,,,1,2,3,z,63,1,3.31929419319838,2.10421507306074,None,436.42298499999924,None,438.5453813999993,None,438.5453813999993,None,438.5566455199987,None,None,438.5453813999993,None,['z'],[0.7127148000017769],440.52302959999906,None,z,2.712714800001777,1,1,0.5128205128205128,443.8287599999985,None,None,443.8287599999985,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
39,0,39,0,,,,,,,,,,1,3,2,b,63,1,4.190022164497369,1.52290599571961,None,445.63980939999965,None,447.1776270999999,None,447.1776270999999,None,447.17336688999967,None,['b'],447.1776270999999,None,None,,449.1712671999994,None,b,1.3078477000017301,1,1,0.525,453.3648435999985,None,None,453.3648435999985,None,[1.3078477000017301],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
40,0,40,0,,,,,,,,,,0,3,1,z,27,1,4.53337421950507,1.53122835510861,None,455.17318179999893,None,456.72624240000005,None,456.72624240000005,None,456.72323469,None,None,456.72624240000005,None,['z'],[0.0270570000011503],458.70643349999955,None,z,2.0270570000011503,1,1,0.5365853658536586,463.2211470000002,None,None,463.2211470000002,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
41,0,41,0,,,,,,,,,,1,3,0,b,9,1,2.2759877950103027,2.09887870490381,None,465.0231669999994,None,467.14513739999893,None,467.14513739999893,None,467.1566207199994,None,None,467.14513739999893,None,['b'],[0.20298390000061772],469.1233519999987,None,b,2.2029839000006177,1,1,0.5476190476190477,471.38796959999854,None,None,471.38796959999854,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
42,0,42,0,,,,,,,,,,0,0,1,z,63,1,3.76873691643126,0.974903167432984,None,473.18974179999896,None,474.177872799999,None,474.177872799999,None,474.18998241999907,None,None,474.177872799999,None,['z'],[0.3071765000022424],476.1564638999989,None,z,2.3071765000022424,1,1,0.5581395348837209,479.90931529999943,None,None,479.90931529999943,None,,,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
43,0,43,0,,,,,,,,,,2,0,1,b,63,1,4.82531807167306,3.1424449555106,None,481.7231541000001,None,484.87730199999896,None,484.87730199999896,None,484.87330309000026,None,['z'],484.87730199999896,None,None,,486.8721898999993,None,z,0.5311412000010023,0,0,0.5454545454545454,491.69537299999865,None,None,491.69537299999865,None,[0.5311412000010023],,,,,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,493.5064476999996,None,,,,,,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.506532899999,None,None,498.506532899999,None,,,,,,,,,,CBC_1014,005,5,2,4,13,0.95,2023-06-25_12h52.52.235,MSI_AV_v3,2022.1.1,59.98616718970231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 0, 3, 1]",0.6363636363636364,0.36363636363636365,0.45454545454545453,0.7272727272727273,,,,,,,,,,,,
