trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_3.rt,keys_6.rt,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,4.52047235037039,1.96568735158996,None,156.59670219999953,None,158.54697196999933,158.54697196999933,158.5633144700003,None,[],['z'],[1.0191586999999345],160.55009639999935,None,z,3.0191586999999345,0,0,0.7777777777777778,None,165.0750304000003,None,165.0750304000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
9,0,9,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.433630701072358,1.78643585472448,None,166.8798588999989,None,168.64690426999897,168.64690426999897,168.66336676999873,None,[],['z'],[0.9990717000009681],170.65358959999958,None,z,2.999071700000968,1,1,0.8,None,173.09515759999977,None,173.09515759999977,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
10,0,10,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.294664843639333,0.917519910446003,None,174.89631689999896,None,175.79646506999944,175.79646506999944,175.81316976999898,None,[],None,,177.8016577999997,None,None,[],0,3,0.7272727272727273,None,180.09090790000027,None,180.09090790000027,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
11,0,11,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.7134565917469198,1.53122835510861,None,181.89639169999919,None,183.41368366999978,183.41368366999978,183.43016736999908,None,[],['z'],[2.2011110000012195],185.41953139999987,None,z,4.2011110000012195,0,0,0.6666666666666666,None,188.1286711999992,None,188.1286711999992,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
12,0,12,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.91303524001082,2.09887870490381,None,189.9299373999993,None,192.01294887000023,192.01294887000023,192.03015896999915,None,[],None,,194.0201516999996,None,None,[],0,3,0.6153846153846154,None,196.93483619999915,None,196.93483619999915,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
13,0,13,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,4.01714354611405,0.761758675042088,['z'],198.74634810000043,None,199.4804137699992,199.4804137699992,199.49693106999968,None,[],None,,201.4848393000002,None,None,[],0,3,0.5714285714285714,None,205.50398609999957,['z'],205.50398609999957,None,[0.5104792000011003],[0.005940400001236412],,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
14,0,14,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.82531807167306,1.53243550275999,None,207.3134440999993,None,208.83004167000018,208.83004167000018,208.84664056999992,None,[],['z'],[1.0430552000007083],210.8329937999997,None,z,3.0430552000007083,0,0,0.5333333333333333,None,215.66029239999898,None,215.66029239999898,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
15,0,15,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,4.46924002178158,2.10421507306074,None,217.46376489999875,None,219.5469324699987,219.5469324699987,219.56348907000012,None,[],['z'],[0.9064217999994071],221.5522735000004,None,z,2.906421799999407,1,1,0.5625,None,226.03147959999933,None,226.03147959999933,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
16,0,16,0,,,,,,,,,,2,3.0,0.0,z,9.0,1.0,4.40017271499661,3.24569326556923,None,227.84651500000018,None,231.08000986999997,231.08000986999997,231.0968928700002,None,[],['b'],[1.0574100000003455],233.0854857000004,None,b,3.0574100000003455,0,0,0.5294117647058824,None,237.49279990000014,None,237.49279990000014,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
17,0,17,0,,,,,,,,,,3,3.0,2.0,z,63.0,0.0,2.496959177995529,1.36309078069689,None,239.29652189999888,None,240.64698106999987,240.64698106999987,240.66372586999915,None,[],None,,242.6525757999998,None,None,[],0,3,0.5,None,245.15790879999895,None,245.15790879999895,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.592312596923728,0.77703640172831,None,246.9634734000001,None,247.7139237699992,247.7139237699992,247.73034476999948,None,[],['z'],[0.7363550000000032],249.7169318999995,None,z,2.736355000000003,0,0,0.47368421052631576,None,252.31237409999903,None,252.31237409999903,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
19,0,19,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.11514536789087,2.40378712856304,None,254.11354329999904,None,256.4969262699995,256.4969262699995,256.5137373699998,None,[],['b'],[1.0981070999996518],258.50647019999906,None,b,3.098107099999652,0,0,0.45,None,262.6326648999993,None,262.6326648999993,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
20,0,20,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.342239579230602,1.95130344756745,None,264.4466951000004,None,266.3801114699998,266.3801114699998,266.3970026699988,None,[],['z'],[0.6047895999990942],268.38504439999906,None,z,2.604789599999094,0,0,0.42857142857142855,None,270.7303000999991,None,270.7303000999991,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
21,0,21,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.517541937862754,1.64421109900286,None,272.53051779999896,None,274.1469143699995,274.1469143699995,274.1637236699988,None,[],['b'],[1.0344749000005322],276.1510073999989,None,b,3.034474900000532,0,0,0.4090909090909091,None,278.66675850000047,None,278.66675850000047,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
22,0,22,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.31929419319838,1.94858485820231,None,280.4802682999989,None,282.4134498700003,282.4134498700003,282.4304055699993,None,[],['z'],[0.6737734000007549],284.4195002999995,None,z,2.673773400000755,1,1,0.43478260869565216,None,287.74271399999907,None,287.74271399999907,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
23,0,23,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.629554641171433,1.38289892513751,None,289.5471071000002,None,290.9139780699987,290.9139780699987,290.93052246999997,None,[],['b'],[1.4438116000010268],292.9207723999998,None,b,3.443811600001027,1,1,0.4583333333333333,None,295.5455721999997,None,295.5455721999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
24,0,24,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.77723667052879,1.43470440954152,None,297.3469379999997,None,298.7637699699988,298.7637699699988,298.78026587000005,None,[],['b'],[1.3720653000009406],300.7685341999995,None,b,3.3720653000009406,0,0,0.44,None,305.54825749999964,None,305.54825749999964,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
25,0,25,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.72585056748869,3.40155979865722,None,307.3638130999998,None,310.7473955699987,310.7473955699987,310.76410127000037,None,[],['z'],[0.6884856000006039],312.75408030000017,None,z,2.688485600000604,1,1,0.46153846153846156,None,317.4787186000003,None,317.4787186000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
26,0,26,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.92731383428727,2.78346932462847,None,319.28032189999885,None,322.04705216999884,322.04705216999884,322.0637280699992,None,[],['z'],[0.5571142000017062],324.0559397999996,None,z,2.557114200001706,0,0,0.4444444444444444,None,326.9858202000005,None,326.9858202000005,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
27,0,27,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.12485271162806,1.21250262048173,None,328.7975306999988,None,329.99753966999907,329.99753966999907,330.01415076999893,None,[],['b'],[1.3031051999996635],332.0001542,None,b,3.3031051999996635,1,1,0.4642857142857143,None,336.1315012999994,None,336.1315012999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
28,0,28,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.678526077912375,1.27538462653558,None,337.93074819999947,None,339.180494869999,339.180494869999,339.1969841699991,None,[],['z'],[1.5892049999993105],341.1863218999997,None,z,3.5892049999993105,1,1,0.4827586206896552,None,343.86933149999913,None,343.86933149999913,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
29,0,29,0,,,,,,,,,,3,2.0,1.0,b,9.0,1.0,3.6438386551209,1.34668860557497,None,345.6809611999988,None,347.0141743700004,347.0141743700004,347.0310420699987,None,[],['b'],[1.2598510000016176],349.02004790000046,None,b,3.2598510000016176,1,1,0.5,None,352.6651979999997,None,352.6651979999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
30,0,30,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,4.53337421950507,1.60731937853708,None,354.4805847999987,None,356.06425716999894,356.06425716999894,356.0808764699994,None,[],['b'],[2.359396700000616],358.06958529999883,None,b,4.359396700000616,1,1,0.5161290322580645,None,362.6052505999987,None,362.6052505999987,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
31,0,31,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.02234236141277,0.952147612306987,None,364.4136310999993,None,365.34718907000007,365.34718907000007,365.36425887000024,None,[],['z'],[1.9149219000000812],367.35362970000006,None,z,3.9149219000000812,1,1,0.53125,None,370.38244550000036,None,370.38244550000036,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
32,0,32,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.3728785608729996,1.25817747924478,None,372.1972495,None,373.43042786999996,373.43042786999996,373.4473028699993,None,[],['b'],[0.25516220000190515],375.43588,None,b,2.255162200001905,1,1,0.5454545454545454,None,378.8113280999996,None,378.8113280999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
33,0,33,0,,,,,,,,,,2,0.0,1.0,b,63.0,0.0,3.26539063535182,3.1424449555106,None,380.61373829999957,None,383.7305100699994,383.7305100699994,383.74734836999943,None,[],['z'],[1.7820414000007077],385.73845249999886,None,z,3.7820414000007077,0,1,0.5294117647058824,None,389.0071478,None,389.0071478,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
34,0,34,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.6391747348430608,0.974903167432984,None,390.8143584999989,None,391.7641987699988,391.7641987699988,391.7805966699996,None,[],['z'],[1.2957675999996354],393.77011570000013,None,z,3.2957675999996354,1,1,0.5428571428571428,None,396.4221458000002,None,396.4221458000002,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
35,0,35,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.7500315165247198,1.25920145784721,None,398.23111940000035,None,399.48152716999886,399.48152716999886,399.49744016999995,None,[],['z'],[1.1252268000016556],401.48525830000017,None,z,3.1252268000016556,1,1,0.5555555555555556,None,405.2469747999994,None,405.2469747999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
36,0,36,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.190022164497369,3.06992456303453,None,407.0475144999991,None,410.0976435699993,410.0976435699993,410.1147038699999,None,[],['z'],[1.5105431999991197],412.1040411999993,None,z,3.5105431999991197,0,0,0.5405405405405406,None,416.30464259999917,None,416.30464259999917,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
37,0,37,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.666404967794728,3.4543169006169,None,418.1146968000003,None,421.54817177000024,421.54817177000024,421.5640363700002,None,[],['z'],[0.5385367000008046],423.55228439999973,None,z,2.5385367000008046,0,0,0.5263157894736842,None,426.2205071999988,None,426.2205071999988,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
38,0,38,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,4.7533305109883095,3.33124983260532,None,428.0311522999991,None,431.34792817,431.34792817,431.36414486999985,None,[],"['b', 'z']","[0.8868981999994503, 2.327538500000628]",433.3536032999991,None,b,2.8868981999994503,0,0,0.5128205128205128,None,438.1027766999987,None,438.1027766999987,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
39,0,39,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.2759877950103027,1.1243895841892,None,439.9144473999995,None,441.01435896999993,441.01435896999993,441.031011769999,None,[],None,,443.0210794000004,None,None,[],0,3,0.5,None,445.3081297999988,['z'],445.3081297999988,None,,[1.7622903000001315],,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.693348633324513,1.90743690794447,None,447.11436969999977,None,448.9975486700003,448.9975486700003,449.0142082700002,None,[],None,,451.00411729999996,None,None,[],0,3,0.4878048780487805,None,453.7088512,"['z', 'z']",453.7088512,None,,"[0.11018419999982143, 1.6336903999990682]",,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
41,0,41,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.526044641065533,3.1963008326951,"['z', 'z']",455.51405109999996,None,458.697744769999,458.697744769999,458.71414026999975,z,['z'],None,,460.7430123999993,None,z,1.5001443000010113,1,1,0.5,None,463.27445460000035,None,463.27445460000035,None,"[1.497501500000908, 3.123854800001027]",,1.5001443000010113,[1.5001443000010113],,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
42,0,42,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,3.71372710086949,2.15533949826702,None,465.08105220000016,None,467.21468907000036,467.21468907000036,467.2312152699995,None,[],['z'],[0.6518750999994154],469.2199916999989,None,z,2.6518750999994154,1,1,0.5116279069767442,None,472.9284519999992,None,472.9284519999992,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.792365600763554,2.22427187882546,None,474.7307577999991,None,476.9314049700004,476.9314049700004,476.94798066999994,None,[],['z'],[2.2458061000006637],478.9380914000003,None,z,4.245806100000664,0,0,0.5,None,481.7335615000002,None,481.7335615000002,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,483.5478677000001,None,,,,,,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.5309941000005,None,None,488.5309941000005,493.5144491000001,,,,,,,,,,,,,CBC_1110,002,6,1,3,15,0.95,2024-08-25_14h42.34.932,MSI_TV_v3,2022.1.1,59.972856285176135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 1, 3, 0]",0.7272727272727273,0.09090909090909091,0.8181818181818182,0.36363636363636365,23,6,15,,,,,,,,,,,,
