trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,3.26539063535182,0.979776149765883,None,347.66364090000025,None,348.6558327999992,None,348.6558327999992,None,348.6639406000009,None,None,,348.6558327999992,None,['b'],350.6312868999994,None,b,2.478776399999333,1,1,0.7777777777777778,353.8789192000004,None,None,353.8789192000004,None,[0.4787763999993331],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
9,0,9,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.526044641065533,1.34668860557497,None,355.6807908999999,None,357.0550875000008,None,357.0550875000008,None,357.0642758999998,None,None,,357.0550875000008,None,['z'],359.03102939999917,None,z,2.420879299999797,1,1,0.8,361.5564405999994,None,None,361.5564405999994,None,[0.4208792999997968],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
10,0,10,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.76873691643126,1.53122835510861,None,363.36423730000024,None,364.91899249999915,None,364.91899249999915,None,364.93092329999996,None,None,,364.91899249999915,None,['b'],366.8976579000009,None,b,2.9371935999988636,1,1,0.8181818181818182,370.65251420000095,None,None,370.65251420000095,None,[0.9371935999988636],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
11,0,11,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.82320408183943,1.90743690794447,None,372.4646962000006,None,374.38575929999934,None,374.38575929999934,None,374.39736919999956,None,None,,374.38575929999934,None,['b'],376.3641492000006,None,b,2.8791234999989683,1,1,0.8333333333333334,379.1819381999994,None,None,379.1819381999994,None,[0.8791234999989683],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.61004669244928,0.761758675042088,None,380.98123940000005,None,381.7726246000002,None,381.7726246000002,None,381.78102019999966,None,None,,381.7726246000002,None,['b'],383.7477120000003,None,b,3.3234701000001223,1,1,0.8461538461538461,388.3394007000006,None,None,388.3394007000006,None,[1.3234701000001223],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
13,0,13,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.92731383428727,1.21250262048173,None,390.14764529999957,None,391.3849081999997,None,391.3849081999997,None,391.39747660000063,None,['z'],[1.7068771999984165],391.3849081999997,None,"['z', 'z', 'z', 'z', 'z']",393.3810102000007,None,z,1.7068771999984165,1,1,0.8571428571428571,396.3200359000002,None,None,396.3200359000002,None,"[0.04598719999921741, 0.47149869999884686, 0.702320200000031, 0.941308299999946, 1.1925702999997156]",,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
14,0,14,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.2062024266105302,1.95130344756745,None,398.13079429999925,None,400.09902409999995,None,400.09902409999995,None,400.09806574999965,None,"['b', 'b']","[0.8035471999992296, 1.6926168000009056]",400.09902409999995,None,"['b', 'b', 'b', 'b', 'b']",402.09463759999926,None,b,0.8035471999992296,1,1,0.8666666666666667,405.3043553000007,None,None,405.3043553000007,None,"[0.11681429999953252, 0.5928713999983302, 0.9341129999993427, 1.3425869999991846, 1.7720678999994561]",,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
15,0,15,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,2.693348633324513,1.52290599571961,None,407.11384259999977,None,408.65518279999924,None,408.65518279999924,None,408.6643053000003,None,"['b', 'z', 'z']","[0.8379576999977871, 1.1183223999978509, 1.7367670999992697]",408.65518279999924,None,"['z', 'z', 'z']",410.6473958000006,None,b,0.8379576999977871,0,0,0.8125,413.3537235999993,None,None,413.3537235999993,None,"[0.20573680000052263, 0.49357989999953134, 1.114381700001104]",,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
16,0,16,0,,,,,,,,,,0,3.0,0.0,z,9.0,1.0,3.35133458220192,1.53243550275999,None,415.16433940000024,None,416.71995229999993,None,416.71995229999993,None,416.7313215000009,None,['z'],[1.8533255999991525],416.71995229999993,None,None,418.71353850000014,None,z,1.8533255999991525,1,1,0.8235294117647058,422.07162029999927,None,None,422.07162029999927,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
17,0,17,0,,,,,,,,,,3,3.0,2.0,z,63.0,0.0,4.7533305109883095,2.96653053743745,None,423.8811975000008,None,426.87147150000055,None,426.87147150000055,None,426.88106230000045,None,None,,426.87147150000055,None,['z'],428.8483584000005,None,z,2.106221399999413,1,0,0.8333333333333334,433.58937949999927,None,None,433.58937949999927,None,[0.10622139999941282],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
18,0,18,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.190022164497369,1.25920145784721,None,435.39762920000067,None,436.67000650000045,None,436.67000650000045,None,436.6810271000009,None,"['b', 'z']","[1.3396795999997266, 1.6619837999987794]",436.67000650000045,None,None,438.663826,None,b,1.3396795999997266,1,1,0.8421052631578947,442.8548245000002,None,None,442.8548245000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
19,0,19,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.02234236141277,1.38289892513751,None,444.66482859999996,None,446.0710942000005,None,446.0710942000005,None,446.0811104,None,None,,446.0710942000005,None,['z'],448.04825359999995,None,z,3.021218799998678,1,1,0.85,451.0510288000005,None,None,451.0510288000005,None,[1.0212187999986782],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
20,0,20,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.666404967794728,3.06992456303453,None,452.86462779999965,None,455.9541105999997,None,455.9541105999997,None,455.9644666,None,None,,455.9541105999997,None,['b'],457.93144500000017,None,b,2.6002398999989964,1,1,0.8571428571428571,460.5902179000004,None,None,460.5902179000004,None,[0.6002398999989964],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
21,0,21,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.7500315165247198,1.27538462653558,None,462.3979555999995,None,463.68596760000037,None,463.68596760000037,None,463.69768190000065,None,None,,463.68596760000037,None,['z'],465.66474030000063,None,z,2.1358837000007043,1,1,0.8636363636363636,469.40431010000066,None,None,469.40431010000066,None,[0.13588370000070427],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
22,0,22,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.11514536789087,2.40378712856304,None,471.2146266,None,473.6366658000006,None,473.6366658000006,None,473.64781050000016,None,['z'],[1.4354642999987846],473.6366658000006,None,None,475.6332758999997,None,z,1.4354642999987846,1,1,0.8695652173913043,479.7543843000003,None,None,479.7543843000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
23,0,23,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.433630701072358,3.1963008326951,None,481.56450100000075,None,484.7857445000009,None,484.7857445000009,None,484.7976295999993,None,None,,484.7857445000009,None,['b'],486.76461709999967,None,b,2.038281699999061,1,1,0.875,489.18596249999973,None,None,489.18596249999973,None,[0.03828169999906095],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
24,0,24,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.294664843639333,1.64421109900286,None,490.9980505000003,None,492.65036470000086,None,492.65036470000086,None,492.6478329499998,None,['z'],[1.6824956000000384],492.65036470000086,None,None,494.64570599999934,None,z,1.6824956000000384,1,1,0.88,496.9391163,None,None,496.9391163,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
25,0,25,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.517541937862754,0.917519910446003,None,498.7478592000007,None,499.68693170000006,None,499.68693170000006,None,499.69809429999947,None,None,,499.68693170000006,None,['z'],501.6648583999995,None,z,2.359463999999207,1,1,0.8846153846153846,504.1802595999998,None,None,504.1802595999998,None,[0.35946399999920686],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
26,0,26,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.77034425507967,1.43470440954152,None,505.9814643000009,None,507.4350687999995,None,507.4350687999995,None,507.43139145000094,None,None,,507.4350687999995,None,['b'],509.4145420999994,None,b,2.4645153999990725,1,1,0.8888888888888888,514.1692062000002,None,None,514.1692062000002,None,[0.46451539999907254],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
27,0,27,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.629554641171433,1.12425433982333,None,515.9812923000009,None,517.1160110000001,None,517.1160110000001,None,517.1148330499992,None,['b'],[1.62515379999968],517.1160110000001,None,None,519.1089675000003,None,b,1.62515379999968,1,1,0.8928571428571429,521.7389870000006,None,None,521.7389870000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
28,0,28,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.678526077912375,0.77703640172831,None,523.5481715999995,None,524.3348738999994,None,524.3348738999994,None,524.3315164499992,None,None,,524.3348738999994,None,"['b', 'z']",526.3145714000002,None,b,4.262916800000312,0,0,0.8620689655172413,528.9724778,None,['b'],528.9724778,None,"[2.262916800000312, 2.3189548999998806]",[1.2736272000001918],,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
29,0,29,0,,,,,,,,,,3,2.0,1.0,b,9.0,1.0,4.52047235037039,3.4543169006169,None,530.7815293000003,None,534.2545571999999,None,534.2545571999999,None,534.2647489999996,None,None,,534.2545571999999,None,['z'],536.2314105000005,None,z,3.2809335999991163,0,0,0.8333333333333334,540.7427711,None,None,540.7427711,None,[1.2809335999991163],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
30,0,30,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,4.40017271499661,2.15533949826702,None,542.5482355999993,None,544.7211475999993,None,544.7211475999993,None,544.7319148000003,None,['b'],[1.3913131000008434],544.7211475999993,None,None,546.7162291999994,None,b,1.3913131000008434,1,1,0.8387096774193549,551.1221475000002,None,None,551.1221475000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
31,0,31,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.01714354611405,0.952147612306987,None,552.9311531000003,None,553.9051992000004,None,553.9051992000004,None,553.9148700000002,None,None,,553.9051992000004,None,['z'],555.8816676000006,None,z,2.304045799999585,1,1,0.84375,559.8880122999999,None,None,559.8880122999999,None,[0.30404579999958514],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
32,0,32,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.77723667052879,1.60731937853708,None,561.6979563999994,None,563.3181366000008,None,563.3181366000008,None,563.3155851500006,None,None,,563.3181366000008,None,['b'],565.2983220000006,None,b,2.2717068000001746,1,1,0.8484848484848485,570.0671715999997,None,None,570.0671715999997,None,[0.27170680000017455],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
33,0,33,0,,,,,,,,,,0,0.0,1.0,b,63.0,0.0,3.73326136168326,3.40155979865722,None,571.881754,None,575.3026315000006,None,575.3026315000006,None,575.2982878499998,None,None,,575.3026315000006,None,['b'],577.2816841999993,None,b,2.722309899998436,1,0,0.8529411764705882,581.0116615000006,None,['b'],581.0116615000006,None,[0.7223098999984359],[1.6395080999991478],,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
34,0,34,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,3.68371079902891,1.96568735158996,None,582.8149123999992,None,584.8037930999999,None,584.8037930999999,None,584.8149826999994,None,None,,584.8037930999999,None,['z'],586.7816072999995,None,z,2.410984099999041,1,1,0.8571428571428571,590.4522919999999,None,None,590.4522919999999,None,[0.41098409999904106],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
35,0,35,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.6391747348430608,2.22427187882546,None,592.2655292,None,594.5026068000006,None,594.5026068000006,None,594.4984322499996,None,['b'],[1.8074133999998594],594.5026068000006,None,None,596.4844417999993,None,b,1.8074133999998594,0,0,0.8333333333333334,599.1307011999997,None,None,599.1307011999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
36,0,36,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.3728785608729996,1.94858485820231,None,600.9318139000006,None,602.9045279000002,None,602.9045279000002,None,602.9154900999998,None,None,,602.9045279000002,None,['b'],604.8818549999996,None,b,2.5096510000003036,1,1,0.8378378378378378,608.2502832999999,None,None,608.2502832999999,None,[0.5096510000003036],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
37,0,37,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.31929419319838,2.09887870490381,None,610.0654025999993,None,612.1661246999993,None,612.1661246999993,None,612.1643081000009,None,"['b', 'z']","[1.4656046999989485, 1.5264112999993813]",612.1661246999993,None,None,614.1678355000004,None,b,1.4656046999989485,1,1,0.8421052631578947,617.4857704000005,None,None,617.4857704000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
38,0,38,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,2.7134565917469198,1.36309078069689,None,619.2984078999998,None,620.6854275999995,None,620.6854275999995,None,620.68180795,None,None,,620.6854275999995,None,['z'],622.6652515999995,None,z,2.406108699999095,1,1,0.8461538461538461,625.3659984999995,None,None,625.3659984999995,None,[0.4061086999990948],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
39,0,39,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.496959177995529,1.18065738546375,None,627.1809778999996,None,628.3703999999998,None,628.3703999999998,None,628.3817857999999,None,None,,628.3703999999998,None,['b'],630.3486537999997,None,b,2.335034199999427,1,1,0.85,632.8440291000006,None,None,632.8440291000006,None,[0.3350341999994271],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
40,0,40,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.592312596923728,3.1424449555106,None,634.6489959999999,None,637.7862463000001,None,637.7862463000001,None,637.7983830500008,None,None,,637.7862463000001,None,['b'],639.7821194999997,None,b,4.069396799999595,1,1,0.8536585365853658,642.3668668999999,None,None,642.3668668999999,None,[2.069396799999595],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
41,0,41,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.82531807167306,2.49839527409216,None,644.1820110000008,None,646.7023374,None,646.7023374,None,646.6989234500007,None,['z'],[1.514233999998396],646.7023374,None,None,648.6967578999993,None,z,1.514233999998396,1,1,0.8571428571428571,653.5145389000008,None,None,653.5145389000008,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
42,0,42,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,3.6438386551209,1.78643585472448,None,655.3147731999998,None,657.1170163999996,None,657.1170163999996,None,657.1153666500005,None,None,,657.1170163999996,None,['z'],659.0983068000005,None,z,2.564336999997977,1,1,0.8604651162790697,662.7379545000003,None,None,662.7379545000003,None,[0.5643369999979768],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.2759877950103027,0.974903167432984,None,664.5486633,None,665.5207265000008,None,665.5207265000008,None,665.53175105,None,None,,665.5207265000008,None,['b'],667.5152553000007,None,b,2.875672999998642,1,1,0.8636363636363636,669.7823740000003,None,None,669.7823740000003,None,[0.8756729999986419],,,,,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,671.5824439999997,None,,,,,,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.5821558999996,None,None,676.5821558999996,None,,,,,,,,,,,,,CBC_1048,3,4,3,3,1,0.95,2024-01-21_16h38.11.911,MSI_AV_v3,2022.1.1,59.9701948131236,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[0, 1, 3, 2]",0.8181818181818182,0.9090909090909091,0.8181818181818182,0.9090909090909091,36,0,8,,,,,,,,,,,,
