trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,2,b,27,1,3.76873691643126,2.40378712856304,None,159.4854544000009,None,161.9062152000006,None,161.9062152000006,None,161.91853516000046,None,['b'],161.9062152000006,None,None,,163.90261479999754,None,b,1.67905040000187,1,1,0.6666666666666666,167.67579309999928,None,None,167.67579309999928,None,,[1.67905040000187],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
9,0,9,0,,,,,,,,,,3,0,3,z,9,1,3.2062024266105302,2.49839527409216,None,169.4852620999991,None,172.00667619999876,None,172.00667619999876,None,172.0190155599972,None,['z'],172.00667619999876,None,None,,173.9988056000002,None,z,1.9136345999977493,1,1,0.7,177.20540679999976,None,None,177.20540679999976,None,,[1.9136345999977493],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
10,0,10,0,,,,,,,,,,0,3,2,z,63,1,3.31929419319838,3.33124983260532,None,179.01924940000026,None,182.3697003999987,None,182.3697003999987,None,182.3686020699981,None,['z'],182.3697003999987,None,None,,184.3710155000008,None,z,1.882669700000406,1,1,0.7272727272727273,187.69236649999948,None,None,187.69236649999948,None,,[1.882669700000406],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
11,0,11,0,,,,,,,,,,1,1,0,b,63,1,4.53337421950507,2.96653053743745,None,189.50217820000034,None,192.49054830000023,None,192.49054830000023,None,192.5021679599973,None,['b'],192.49054830000023,None,None,,194.4880630000007,None,b,1.8563768999993044,1,1,0.75,199.02643589999934,None,None,199.02643589999934,None,,[1.8563768999993044],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
12,0,12,0,,,,,,,,,,3,3,2,b,63,1,2.342239579230602,2.6299100644723,None,200.83574099999896,None,203.49003869999797,None,203.49003869999797,None,203.50213665999908,None,['b'],203.49003869999797,None,None,,205.49578109999857,None,b,1.8428386000014143,1,1,0.7692307692307693,207.82386860000042,None,None,207.82386860000042,None,,[1.8428386000014143],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
13,0,13,0,,,,,,,,,,0,3,2,z,63,1,2.678526077912375,0.979776149765883,None,209.63558339999872,None,210.64475719999973,None,210.64475719999973,None,210.65236925999997,None,['z'],210.64475719999973,None,None,,212.63393859999996,None,z,1.3351178000011714,1,1,0.7857142857142857,215.32503369999904,None,None,215.32503369999904,None,,[1.3351178000011714],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
14,0,14,0,,,,,,,,,,1,1,3,b,27,1,4.190022164497369,1.25817747924478,None,217.1356928999994,None,218.4067705999987,None,218.4067705999987,None,218.41888285999957,None,None,218.4067705999987,None,['b'],[0.699542799997289],220.38545349999913,None,b,2.699542799997289,1,1,0.8,224.56193519999943,None,None,224.56193519999943,None,,,,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
15,0,15,0,,,,,,,,,,2,3,0,z,9,1,4.46924002178158,3.06992456303453,None,226.36885469999834,None,229.45689180000045,None,229.45689180000045,None,229.4695240599991,None,['b'],229.45689180000045,None,None,,231.44354929999827,None,b,1.6258450999994238,0,0,0.75,235.90831500000058,None,None,235.90831500000058,None,,[1.6258450999994238],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
16,0,16,0,,,,,,,,,,3,3,2,b,63,1,2.693348633324513,2.78346932462847,None,237.71909049999886,None,240.52393870000014,None,240.52393870000014,None,240.53542546000025,None,['b'],240.52393870000014,None,None,,242.52134359999764,None,b,1.7359399999986636,1,1,0.7647058823529411,245.22499489999973,None,None,245.22499489999973,None,,[1.7359399999986636],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
17,0,17,0,,,,,,,,,,0,2,0,b,27,1,4.77034425507967,0.761758675042088,None,247.0358011999997,None,247.8075014999995,None,247.8075014999995,None,247.81903965999808,None,['b'],247.8075014999995,None,None,,249.8022173999998,None,b,0.8730779999968945,1,1,0.7777777777777778,254.57522479999898,None,None,254.57522479999898,None,,[0.8730779999968945],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
18,0,18,0,,,,,,,,,,2,1,0,z,63,1,2.629554641171433,1.27538462653558,None,256.38563480000084,None,257.6725516000006,None,257.6725516000006,None,257.6695860699994,None,['z'],257.6725516000006,None,None,,259.6674313000003,None,z,1.4160932000013418,1,1,0.7894736842105263,262.309083199998,None,None,262.309083199998,None,,[1.4160932000013418],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
19,0,19,0,,,,,,,,,,1,0,1,z,63,0,3.02234236141277,1.64421109900286,None,264.11940499999764,None,265.77512809999826,None,265.77512809999826,None,265.7856846599985,None,['z'],265.77512809999826,None,None,,267.7720477999974,None,z,1.6415781999967294,1,0,0.8,270.8082214999995,None,None,270.8082214999995,None,,[1.6415781999967294],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
20,0,20,0,,,,,,,,,,3,1,3,z,27,1,3.26539063535182,2.10421507306074,None,272.61925709999923,None,274.74153379999916,None,274.74153379999916,None,274.75238315999883,None,['z'],274.74153379999916,None,None,,276.7358017000006,None,z,1.4884908000021824,1,1,0.8095238095238095,280.00166739999986,None,None,280.00166739999986,None,,[1.4884908000021824],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
21,0,21,0,,,,,,,,,,0,2,3,b,63,1,4.52047235037039,1.38289892513751,None,281.80270290000044,None,283.19293259999904,None,283.19293259999904,None,283.2025135699998,None,['b'],283.19293259999904,None,None,,285.20328329999757,None,b,1.2469940000009956,1,1,0.8181818181818182,289.7334129999981,None,None,289.7334129999981,None,,[1.2469940000009956],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
22,0,22,0,,,,,,,,,,1,1,0,b,63,1,2.91303524001082,1.25920145784721,None,291.53554959999747,None,292.8076527999983,None,292.8076527999983,None,292.8191496599989,None,None,292.8076527999983,None,['b'],[0.029611599999043392],294.7859772999982,None,b,2.0296115999990434,1,1,0.8260869565217391,297.691347699998,None,None,297.691347699998,None,,,,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
23,0,23,0,,,,,,,,,,2,2,0,z,27,1,2.592312596923728,2.22427187882546,None,299.5020751999982,None,301.7417284000003,None,301.7417284000003,None,301.7523993599985,None,['z'],301.7417284000003,None,None,,303.7225787999996,None,z,1.4601558999966073,1,1,0.8333333333333334,306.3124925999982,None,None,306.3124925999982,None,,[1.4601558999966073],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
24,0,24,0,,,,,,,,,,3,2,3,z,63,1,3.6438386551209,2.15533949826702,None,308.11934850000034,None,310.2894583999987,None,310.2894583999987,None,310.2856816699979,None,['z'],310.2894583999987,None,None,,312.2899077000002,None,z,1.2567455000025802,1,1,0.84,315.94375020000007,None,None,315.94375020000007,None,,[1.2567455000025802],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
25,0,25,0,,,,,,,,,,0,2,0,b,27,1,4.77723667052879,1.53243550275999,None,317.7523086000001,None,319.2845591999976,None,319.2845591999976,None,319.2846958799971,None,['b'],319.2845591999976,None,None,,321.28827620000084,None,b,1.5721228999973391,1,1,0.8461538461538461,326.0747893000007,None,None,326.0747893000007,None,,[1.5721228999973391],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,2.82320408183943,1.95130344756745,None,327.8860174000001,None,329.85809119999976,None,329.85809119999976,None,329.86958505999934,None,['b'],329.85809119999976,None,None,,331.83950170000026,None,b,0.8316053999988071,1,1,0.8518518518518519,334.65839649999907,None,None,334.65839649999907,None,,[0.8316053999988071],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
27,0,27,0,,,,,,,,,,2,0,1,b,63,1,4.01714354611405,1.34668860557497,None,336.4690042000002,None,337.8409580999978,None,337.8409580999978,None,337.8527240599993,None,['b'],337.8409580999978,None,None,,339.8210837000006,None,b,1.5961604000003717,1,1,0.8571428571428571,343.84264379999877,None,None,343.84264379999877,None,,[1.5961604000003717],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
28,0,28,0,,,,,,,,,,0,3,2,z,63,0,2.6391747348430608,1.43470440954152,None,345.6523527999998,None,347.1049337000004,None,347.1049337000004,None,347.10271286999813,None,['z'],347.1049337000004,None,None,,349.1060166999996,None,z,1.5322496999979194,1,0,0.8620689655172413,351.7654935999999,None,None,351.7654935999999,None,,[1.5322496999979194],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
29,0,29,0,,,,,,,,,,3,3,1,b,27,1,4.40017271499661,1.12425433982333,None,353.5690297000001,None,354.707426099998,None,354.707426099998,None,354.7192000599985,None,['b'],354.707426099998,None,None,,356.703130599999,None,b,1.9412747000023955,1,1,0.8666666666666667,361.1097445999985,None,None,361.1097445999985,None,,[1.9412747000023955],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
30,0,30,0,,,,,,,,,,2,1,0,z,63,1,3.7500315165247198,1.21250262048173,None,362.918146,None,364.1402405999979,None,364.1402405999979,None,364.13611167000016,None,['z'],364.1402405999979,None,None,,366.13913590000084,None,z,1.4945126000020537,1,1,0.8709677419354839,369.892252499998,None,None,369.892252499998,None,,[1.4945126000020537],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,2.7134565917469198,0.917519910446003,None,371.70248359999823,None,372.6395640999981,None,372.6395640999981,None,372.6358585699974,None,['b'],372.6395640999981,None,None,,374.6384410999999,None,b,1.9021098999983224,1,1,0.875,377.3587578999977,None,None,377.3587578999977,None,,[1.9021098999983224],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
32,0,32,0,,,,,,,,,,1,2,1,z,9,1,2.792365600763554,1.1243895841892,None,379.16954169999735,None,380.31488479999825,None,380.31488479999825,None,380.31918856000044,None,['z'],380.31488479999825,None,None,,382.30490719999943,None,z,1.1354670000000624,1,1,0.8787878787878788,385.10828670000046,None,None,385.10828670000046,None,,[1.1354670000000624],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
33,0,33,0,,,,,,,,,,2,1,0,z,63,1,2.2759877950103027,1.53122835510861,None,386.91940260000047,None,388.4531943999973,None,388.4531943999973,None,388.4521285799972,None,['z'],388.4531943999973,None,None,,390.4708154,None,z,1.500870500000019,1,1,0.8823529411764706,392.75913690000016,None,None,392.75913690000016,None,,[1.500870500000019],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
34,0,34,0,,,,,,,,,,0,2,1,b,9,1,4.7533305109883095,0.974903167432984,None,394.5692502999991,None,395.5568792999984,None,395.5568792999984,None,395.5692524599995,None,['b'],395.5568792999984,None,None,,397.54938050000055,None,b,1.6945421999989776,1,1,0.8857142857142857,402.30914069999926,None,None,402.30914069999926,None,,[1.6945421999989776],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
35,0,35,0,,,,,,,,,,1,1,0,b,63,1,2.517541937862754,3.1963008326951,None,404.1192759000005,None,407.32276419999835,None,407.32276419999835,None,407.31925247,None,['b'],407.32276419999835,None,None,,409.3213680000008,None,b,1.0045192999969004,1,1,0.8888888888888888,411.8437191999983,None,None,411.8437191999983,None,,[1.0045192999969004],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
36,0,36,0,,,,,,,,,,2,0,1,b,63,0,2.433630701072358,0.77703640172831,None,413.65271179999763,None,414.43653819999963,None,414.43653819999963,None,414.4359561699977,None,['b'],414.43653819999963,None,None,,416.4207819000003,None,b,1.0680890000003274,1,0,0.8918918918918919,418.8518425000002,None,None,418.8518425000002,None,,[1.0680890000003274],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
37,0,37,0,,,,,,,,,,1,0,1,z,63,1,2.496959177995529,3.1424449555106,None,420.6527408999973,None,423.8060665999983,None,423.8060665999983,None,423.8028568700003,None,['z'],423.8060665999983,None,None,,425.80314290000024,None,z,1.371368899996014,1,1,0.8947368421052632,428.30951579999964,None,None,428.30951579999964,None,,[1.371368899996014],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
38,0,38,0,,,,,,,,,,3,1,3,z,27,1,2.666404967794728,0.80788063606262,None,430.12094389999766,None,430.93913149999935,None,430.93913149999935,None,430.9362405699987,None,['z'],430.93913149999935,None,None,,432.93752309999763,None,z,1.2951409000015701,1,1,0.8974358974358975,435.6098729000005,None,None,435.6098729000005,None,,[1.2951409000015701],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
39,0,39,0,,,,,,,,,,0,3,2,z,63,1,4.82531807167306,2.09887870490381,None,437.41923459999816,None,439.5184272999977,None,439.5184272999977,None,439.5184560799978,None,['z'],439.5184272999977,None,None,,441.5218673999989,None,z,1.1238615000002028,1,1,0.9,446.3598099999981,None,None,446.3598099999981,None,,[1.1238615000002028],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
40,0,40,0,,,,,,,,,,2,0,2,b,27,1,2.92731383428727,1.96568735158996,None,448.169803599998,None,450.16027739999845,None,450.16027739999845,None,450.1698175599973,None,['b'],450.16027739999845,None,None,,452.14157649999834,None,b,1.0273576999970828,1,1,0.9024390243902439,455.05201619999934,None,None,455.05201619999934,None,,[1.0273576999970828],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
41,0,41,0,,,,,,,,,,3,2,3,z,63,1,3.35133458220192,1.90743690794447,None,456.85290659999737,None,458.77390749999904,None,458.77390749999904,None,458.78637855999983,None,['z'],458.77390749999904,None,None,,460.77057739999873,None,z,1.0312120000016876,1,1,0.9047619047619048,464.1254521999981,None,None,464.1254521999981,None,,[1.0312120000016876],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
42,0,42,0,,,,,,,,,,1,1,3,b,27,1,4.61004669244928,1.60731937853708,None,465.9362536999979,None,467.5448069999984,None,467.5448069999984,None,467.5518168699975,None,['b'],467.5448069999984,None,None,,469.5387117999999,None,b,0.9134900000026391,1,1,0.9069767441860465,474.15916359999756,None,None,474.15916359999756,None,,[0.9134900000026391],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
43,0,43,0,,,,,,,,,,0,3,2,z,63,1,4.12485271162806,1.36309078069689,None,475.9697168999992,None,477.3573813999974,None,477.3573813999974,None,477.36950095999924,None,['z'],477.3573813999974,None,None,,479.35401009999987,None,z,1.1803111999979592,1,1,0.9090909090909091,483.4927390999983,None,None,483.4927390999983,None,,[1.1803111999979592],,,,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,485.30267119999917,None,,,,,,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.3027898,None,None,490.3027898,None,,,,,,,,,,CBC_1015,3,2,3,6,14,0.9,2023-06-25_15h52.10.699,MSI_AV_v3,2022.1.1,59.862890035804924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 1, 0, 3]",0.7272727272727273,0.9090909090909091,1.0,1.0,,,,,,,,,,,,
