trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.517541937862754,0.979776149765883,None,383.27343199999996,None,384.27888229999917,None,384.27888229999917,None,384.2897089599992,None,None,384.27888229999917,None,['b'],[0.48530360000040673],386.25729489999867,None,b,2.4853036000004067,0,0,0.7777777777777778,388.7573401999998,None,None,388.7573401999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
9,0,9,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.11514536789087,1.94858485820231,None,390.5568196999993,None,392.5292256999983,None,392.5292256999983,None,392.53993395999896,None,None,392.5292256999983,None,['b'],[1.6327518000016426],394.50679539999874,None,b,3.6327518000016426,1,1,0.8,398.61875879999934,None,None,398.61875879999934,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
10,0,10,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.7500315165247198,2.22427187882546,None,400.42350049999914,None,402.6624310999996,None,402.6624310999996,None,402.67323445999864,None,None,402.6624310999996,None,['b'],[1.2815543000015168],404.64071239999976,None,b,3.281554300001517,1,1,0.8181818181818182,408.37538309999945,None,None,408.37538309999945,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
11,0,11,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.792365600763554,3.40155979865722,None,410.19015579999905,None,413.612204699999,None,413.612204699999,None,413.6233707599986,None,['z'],413.612204699999,None,None,,415.6137317999983,None,z,1.8022144000005937,1,1,0.8333333333333334,418.39729909999915,None,None,418.39729909999915,None,[1.8022144000005937],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,0.0,2.294664843639333,1.96568735158996,None,420.20689179999863,None,422.1953750999983,None,422.1953750999983,None,422.2066396599985,None,['z'],422.1953750999983,None,None,,424.19112609999866,None,z,1.153752300002452,0,1,0.7692307692307693,426.49799689999963,None,None,426.49799689999963,None,[1.153752300002452],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
13,0,13,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.02234236141277,1.34668860557497,None,428.3066928999997,None,429.67933099999937,None,429.67933099999937,None,429.6899208599989,None,None,429.67933099999937,None,['b'],[0.9291568000007828],431.65685959999973,None,b,2.929156800000783,0,0,0.7142857142857143,434.6769628999991,None,None,434.6769628999991,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
14,0,14,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.433630701072358,2.09887870490381,None,436.4902246999991,None,438.6109050999985,None,438.6109050999985,None,438.6067856699992,None,None,438.6109050999985,None,None,,440.59027689999857,None,[],[],0,3,0.6666666666666666,443.0392366999986,None,None,443.0392366999986,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
15,0,15,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,3.73326136168326,1.1243895841892,None,444.8235343999986,None,445.96292769999854,None,445.96292769999854,None,445.97335695999936,None,['z'],445.96292769999854,None,None,,447.9594287,None,z,1.1512889000005089,0,0,0.625,451.697001999999,None,None,451.697001999999,None,[1.1512889000005089],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.496959177995529,1.18065738546375,None,453.5068562999986,None,454.7128275999985,None,454.7128275999985,None,454.723652759998,None,None,454.7128275999985,None,['b'],[1.5464893000025768],456.690290999999,None,b,3.546489300002577,0,0,0.5882352941176471,459.1754854999999,None,None,459.1754854999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
17,0,17,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.82531807167306,3.06992456303453,['z'],460.99025999999867,None,464.0803042999996,None,464.0803042999996,None,464.09020105999844,None,['b'],464.0803042999996,None,None,,466.07857799999874,None,b,1.9076191000021936,1,1,0.6111111111111112,470.893978099999,None,None,470.893978099999,None,[1.9076191000021936],[0.26793020000150136],,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
18,0,18,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.342239579230602,1.12425433982333,None,472.70698509999966,None,473.8476477999993,None,473.8476477999993,None,473.8570169599989,None,None,473.8476477999993,None,['z'],[0.9333962000018801],475.82379409999885,None,z,2.93339620000188,1,1,0.631578947368421,478.1595488999992,None,None,478.1595488999992,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
19,0,19,0,,,,,,,,,,2,0.0,3.0,z,9.0,1.0,2.92731383428727,1.64421109900286,None,479.97376709999844,None,481.62955409999995,None,481.62955409999995,None,481.6403425599983,None,None,481.62955409999995,None,['b'],[0.18315110000185086],483.6068968999989,None,b,2.183151100001851,0,0,0.6,486.52715499999977,None,None,486.52715499999977,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
20,0,20,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.35133458220192,1.95130344756745,None,488.34030209999946,None,490.3094399999991,None,490.3094399999991,None,490.30744376999974,None,None,490.3094399999991,None,['b'],[0.5397490000013931],492.29033179999897,None,b,2.539749000001393,1,1,0.6190476190476191,495.63627149999957,None,None,495.63627149999957,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
21,0,21,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.01714354611405,2.6299100644723,None,497.4406074999988,None,500.09631329999866,None,500.09631329999866,None,500.10686735999843,None,None,500.09631329999866,None,['z'],[0.46654840000155673],502.0734145999995,None,z,2.4665484000015567,1,1,0.6363636363636364,506.0781137999984,None,None,506.0781137999984,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
22,0,22,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.526044641065533,1.43470440954152,None,507.8903814999994,None,509.34571739999956,None,509.34571739999956,None,509.3568992599994,None,None,509.34571739999956,None,['z'],[2.4021394999999757],511.3239945999994,None,z,4.402139499999976,0,0,0.6086956521739131,513.8385921999998,None,None,513.8385921999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
23,0,23,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.72585056748869,1.53122835510861,None,515.6409359999998,None,517.1953559999984,None,517.1953559999984,None,517.2069383599992,None,['b'],517.1953559999984,None,None,,519.1880592999987,None,b,1.3213503000006313,1,1,0.625,523.9138989999992,None,None,523.9138989999992,None,[1.3213503000006313],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
24,0,24,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.82320408183943,1.27538462653558,None,525.7239291999995,None,527.0085110999989,None,527.0085110999989,None,527.0068022699998,None,None,527.0085110999989,None,['b'],[1.001692700001513],528.9905000999988,None,b,3.001692700001513,1,1,0.64,531.7965952999984,None,None,531.7965952999984,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
25,0,25,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.61004669244928,0.974903167432984,None,533.6071753999986,None,534.5975794999995,None,534.5975794999995,None,534.6069224599996,None,['b'],534.5975794999995,None,None,,536.5918901999994,None,b,1.3728433000014775,0,0,0.6153846153846154,541.2136415999994,None,None,541.2136415999994,None,[1.3728433000014775],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
26,0,26,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,4.77034425507967,2.40378712856304,None,543.0237559999987,None,545.4467563999988,None,545.4467563999988,None,545.4569569599989,None,None,545.4467563999988,None,['b'],[0.03904710000097111],547.4237349999985,None,b,2.039047100000971,1,1,0.6296296296296297,552.1931477999988,None,None,552.1931477999988,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
27,0,27,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.76873691643126,0.917519910446003,None,554.0070811999994,None,554.9462453999986,None,554.9462453999986,None,554.9569285599991,None,['b'],554.9462453999986,None,None,,556.9438440999984,None,b,1.161345700000311,0,0,0.6071428571428571,560.7110967999997,None,None,560.7110967999997,None,[1.161345700000311],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
28,0,28,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.53337421950507,1.78643585472448,None,562.5239915999991,None,564.3276221999986,None,564.3276221999986,None,564.3236389699996,None,['z'],564.3276221999986,None,None,,566.3223286999983,None,z,1.043814200002089,1,1,0.6206896551724138,570.8634347999996,None,None,570.8634347999996,None,[1.043814200002089],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
29,0,29,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.31929419319838,3.33124983260532,None,572.6739810999989,None,576.0294963999986,None,576.0294963999986,None,576.0405252599994,None,['b'],576.0294963999986,None,None,,578.0238137999986,None,b,0.9243685000019468,1,1,0.6333333333333333,581.3477862999989,None,None,581.3477862999989,None,[0.9243685000019468],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
30,0,30,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.68371079902891,1.52290599571961,None,583.1573515,None,584.695944699999,None,584.695944699999,None,584.7076785599984,None,['z'],584.695944699999,None,None,,586.6767330999992,None,z,1.9074798000019655,1,1,0.6451612903225806,590.3483322999982,None,None,590.3483322999982,None,[1.9074798000019655],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
31,0,31,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.91303524001082,0.77703640172831,None,592.1572665999993,None,592.9467113999999,None,592.9467113999999,None,592.9570535599996,None,None,592.9467113999999,None,None,,594.9239257999998,None,[],[],0,3,0.625,597.8302352999999,None,None,597.8302352999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
32,0,32,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.7533305109883095,3.1963008326951,None,599.6409854999984,None,602.8456951999997,None,602.8456951999997,None,602.8571553599995,None,['b'],602.8456951999997,None,None,,604.8375807999982,None,b,1.2747596000008343,1,1,0.6363636363636364,609.5976189999983,None,None,609.5976189999983,None,[1.2747596000008343],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
33,0,33,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.2062024266105302,3.4543169006169,None,611.4073134999999,None,614.8785521999998,None,614.8785521999998,None,614.890487659999,None,None,614.8785521999998,None,['z'],[0.6903689999999187],616.8572230999998,None,z,2.6903689999999187,0,0,0.6176470588235294,620.0528829999985,None,None,620.0528829999985,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
34,0,34,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,4.40017271499661,1.60731937853708,None,621.8572685999989,None,623.4788091999999,None,623.4788091999999,None,623.4904561599978,None,None,623.4788091999999,None,['z'],[1.7103360000019165],625.4572108999982,None,z,3.7103360000019165,1,1,0.6285714285714286,629.8541350999985,None,None,629.8541350999985,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
35,0,35,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.6438386551209,1.90743690794447,None,631.6574234999989,None,633.5797380999993,None,633.5797380999993,None,633.5908778599987,None,None,633.5797380999993,None,['b'],[2.8383849000001646],635.5574395999993,None,b,4.838384900000165,0,0,0.6111111111111112,639.1959246999995,None,None,639.1959246999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
36,0,36,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.6391747348430608,0.952147612306987,None,641.0075142999995,None,641.9792112999985,None,641.9792112999985,None,641.9906398599996,None,None,641.9792112999985,None,['b'],[0.40306390000114334],643.9567694999987,None,b,2.4030639000011433,1,1,0.6216216216216216,646.5914514999986,None,None,646.5914514999986,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
37,0,37,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.693348633324513,2.78346932462847,None,648.3911556999992,None,651.1923842999986,None,651.1923842999986,None,651.1906136699981,None,None,651.1923842999986,None,None,,653.1740759999993,None,[],[],0,3,0.6052631578947368,655.8467564999992,None,None,655.8467564999992,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
38,0,38,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,3.26539063535182,3.24569326556923,None,657.6579255999986,None,660.9301880999992,None,660.9301880999992,None,660.9406972599991,None,['z'],660.9301880999992,None,None,,662.9265404999987,None,z,1.8729834000005212,1,1,0.6153846153846154,666.1997192999988,None,None,666.1997192999988,None,[1.8729834000005212],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
39,0,39,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,3.71372710086949,2.96653053743745,None,668.0076284999996,None,670.9980371999991,None,670.9980371999991,None,671.0074668599991,None,None,670.9980371999991,None,['b'],[0.5234030000010534],672.9740513999986,None,b,2.5234030000010534,0,1,0.6,676.6854202999984,None,None,676.6854202999984,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
40,0,40,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.592312596923728,2.49839527409216,None,678.4912717999996,None,681.0127165999984,None,681.0127165999984,None,681.0240935599995,None,"['z', 'z']",681.0127165999984,None,['z'],[0.0004676000007748371],683.015038399999,None,z,1.0593404000010196,1,1,0.6097560975609756,685.5995505999999,None,None,685.5995505999999,None,"[1.0593404000010196, 1.3774982000013551]",,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
41,0,41,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.3728785608729996,1.53243550275999,None,687.4069989999989,None,688.9461938999993,None,688.9461938999993,None,688.9574445599992,None,['z'],688.9461938999993,None,['b'],[1.7273214000015287],690.941203299999,None,z,1.8443420000021433,0,0,0.5952380952380952,694.3135363999991,None,None,694.3135363999991,None,[1.8443420000021433],,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
42,0,42,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.12485271162806,0.80788063606262,None,696.1243220999986,None,696.946388299999,None,696.946388299999,None,696.9574469599993,None,None,696.946388299999,None,['z'],[0.5951640000002953],698.9242979999999,None,z,2.5951640000002953,0,0,0.5813953488372093,703.0363107999983,None,['b'],703.0363107999983,None,,,[1.438982000001488],,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
43,0,43,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.666404967794728,1.36309078069689,None,704.8410984999991,None,706.2301490999998,None,706.2301490999998,None,706.2407962599991,None,None,706.2301490999998,None,['b'],[0.18321220000143512],708.2074729999986,None,b,2.183212200001435,0,0,0.5681818181818182,710.8615303999995,None,None,710.8615303999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,712.6745805999999,None,,,,,,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.6747655999989,None,None,717.6747655999989,None,,,,,,,,,,,,,CBC_1041,3,3,3,6,18,0.95,2023-12-20_16h24.17.405,MSI_AV_v3,2022.1.1,60.01885792508106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 0, 1, 2]",0.8181818181818182,0.45454545454545453,0.6363636363636364,0.36363636363636365,27,3,14,,,,,,,,,,,,
