trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,1,0,2,z,27,1,3.73326136168326,1.53243550275999,None,191.34239640000305,None,192.8593506500012,192.8593506500012,192.87605875000116,z,['z'],1.450463299999683,[1.450463299999683],None,194.89916310000262,None,z,1.450463299999683,1,1,0.6,None,198.63778640000237,None,198.63778640000237,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
10,0,10,0,,,,,,,,,,0,1,0,b,63,1,3.2062024266105302,0.80788063606262,None,200.44250720000127,None,201.2263347500022,201.2263347500022,201.24292515000087,None,[],,,['z'],203.24224900000263,None,z,2.3907691999957024,0,0,0.5454545454545454,None,206.43751350000093,None,206.43751350000093,None,[0.39076919999570237],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
11,0,11,0,,,,,,,,,,2,1,0,z,63,1,2.2759877950103027,0.917519910446003,None,208.24293060000127,None,209.14301704999997,209.14301704999997,209.1593566500025,b,['b'],1.6213373999962641,[1.6213373999962641],None,211.18307390000336,None,b,1.6213373999962641,0,0,0.5,None,213.45158220000303,None,213.45158220000303,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
12,0,12,0,,,,,,,,,,1,2,3,b,63,1,4.46924002178158,1.25817747924478,None,215.2595841000002,None,216.49243965000022,216.49243965000022,216.50969405000177,None,[],,,['b'],218.49619870000242,None,b,2.383457799998723,1,1,0.5384615384615384,None,222.96821439999985,None,222.96821439999985,None,[0.3834577999987232],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
13,0,13,0,,,,,,,,,,2,2,0,z,27,1,4.190022164497369,0.979776149765883,None,224.77594390000013,None,225.7427541500012,225.7427541500012,225.7591600500029,b,['b'],1.2893916999964858,[1.2893916999964858],None,227.76104029999988,None,b,1.2893916999964858,0,0,0.5,None,231.95232690000194,None,231.95232690000194,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
14,0,14,0,,,,,,,,,,0,0,1,z,63,1,3.02234236141277,1.43470440954152,None,233.7593631000018,None,235.1761562500007,235.1761562500007,235.1929520500027,None,[],,,['z'],237.17908160000297,None,z,2.4926983999976073,1,1,0.5333333333333333,None,240.20125630000257,None,240.20125630000257,None,[0.49269839999760734],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
15,0,15,0,,,,,,,,,,0,1,0,b,63,1,3.68371079902891,0.952147612306987,None,242.00951310000164,None,242.94273685000115,242.94273685000115,242.95938065000263,b,['b'],1.76422559999628,[1.76422559999628],None,244.993887800003,None,b,1.76422559999628,1,1,0.5625,None,248.68774920000214,None,248.68774920000214,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
16,0,16,0,,,,,,,,,,1,2,3,b,63,1,3.7500315165247198,1.27538462653558,None,250.49258410000039,None,251.7431748500032,251.7431748500032,251.7590791500017,None,[],,,['b'],253.74587130000145,None,b,2.320859199997358,1,1,0.5882352941176471,None,257.5098485000017,None,257.5098485000017,None,[0.3208591999973578],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
17,0,17,0,,,,,,,,,,3,1,3,z,27,1,2.693348633324513,1.78643585472448,None,259.3096691000028,None,261.0762376500035,261.0762376500035,261.09271655000083,None,[],,,['z'],263.0805739000025,None,z,2.5063045999959286,1,1,0.6111111111111112,None,265.77814970000327,None,265.77814970000327,None,[0.5063045999959286],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
18,0,18,0,,,,,,,,,,1,2,1,b,9,1,2.666404967794728,1.25920145784721,None,267.5927928000019,None,268.8260787500014,268.8260787500014,268.84270685000337,z,['z'],1.8938271999941207,[1.8938271999941207],None,270.8675314000029,None,z,1.8938271999941207,0,0,0.5789473684210527,None,273.53588220000165,None,273.53588220000165,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
19,0,19,0,,,,,,,,,,0,1,3,b,27,1,4.52047235037039,3.4543169006169,None,275.34248450000086,None,278.77598255000083,278.77598255000083,278.79255805000247,None,[],,,['b'],280.77866150000045,None,b,2.397154700000101,1,1,0.6,None,285.3030636000003,None,285.3030636000003,None,[0.397154700000101],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
20,0,20,0,,,,,,,,,,3,2,3,z,63,1,4.40017271499661,1.36309078069689,None,287.1099466000014,None,288.4593071500032,288.4593071500032,288.47618815000277,None,[],,,['z'],290.46544690000155,None,z,2.3352200999979686,1,1,0.6190476190476191,None,294.86563710000337,None,294.86563710000337,None,[0.33522009999796865],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
21,0,21,0,,,,,,,,,,0,0,1,z,63,0,4.77034425507967,3.1963008326951,None,296.6760727000001,None,299.8594644500019,299.8594644500019,299.87612635000295,None,[],,,['b'],301.88386979999996,None,b,2.494647799994709,0,1,0.5909090909090909,None,306.6582580000031,None,306.6582580000031,None,[0.4946477999947092],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
22,0,22,0,,,,,,,,,,2,0,3,b,9,1,2.91303524001082,3.06992456303453,None,308.4592893000008,None,311.5093896500013,311.5093896500013,311.5261084500027,None,[],,,['z'],313.51288550000027,None,z,2.3250069999994594,0,0,0.5652173913043478,None,316.4276510000018,None,316.4276510000018,None,[0.32500699999945937],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
23,0,23,0,,,,,,,,,,3,3,2,b,63,1,2.629554641171433,3.24569326556923,None,318.2428639000027,None,321.4760166500029,321.4760166500029,321.4928261500001,None,[],,,['z'],323.47913130000234,None,z,2.38668929999767,0,0,0.5416666666666666,None,326.11880900000324,None,326.11880900000324,None,[0.3866892999976699],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
24,0,24,0,,,,,,,,,,0,3,1,z,27,1,2.7134565917469198,2.15533949826702,None,327.92660380000234,None,330.0595976500019,330.0595976500019,330.0762096500013,None,[],,,['z'],332.0619332000024,None,z,2.4429541999998037,1,1,0.56,None,334.7768743000015,None,334.7768743000015,None,[0.4429541999998037],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
25,0,25,0,,,,,,,,,,1,3,2,z,63,1,2.6391747348430608,1.53122835510861,None,336.5760095000005,None,338.09293395000094,338.09293395000094,338.10957485000216,None,[],,,['z'],340.0978156000019,None,z,2.0548103999972227,1,1,0.5769230769230769,None,342.74428530000296,None,342.74428530000296,None,[0.0548103999972227],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
26,0,26,0,,,,,,,,,,1,0,2,z,27,1,2.792365600763554,1.94858485820231,None,344.5428270000011,None,346.4764908500012,346.4764908500012,346.4929030500036,None,[],,,['b'],348.4822047000016,None,b,2.724719699999696,0,0,0.5555555555555556,None,351.28892140000244,None,351.28892140000244,None,[0.7247196999996959],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
27,0,27,0,,,,,,,,,,0,1,0,b,63,1,4.72585056748869,2.10421507306074,None,353.0927902000003,None,355.1762713500004,355.1762713500004,355.19294175000067,None,[],,,['z'],357.1791488000017,None,z,2.3030464999974356,0,0,0.5357142857142857,None,361.91108630000235,None,361.91108630000235,None,[0.3030464999974356],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
28,0,28,0,,,,,,,,,,1,3,2,z,63,1,2.82320408183943,2.6299100644723,None,363.72664200000145,None,366.34293545000145,366.34293545000145,366.35926605000094,None,[],,,['z'],368.3432719000011,None,z,2.1405194999970263,1,1,0.5517241379310345,None,371.16970440000296,None,371.16970440000296,None,[0.1405194999970263],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
29,0,29,0,,,,,,,,,,2,0,1,b,63,1,4.77723667052879,0.761758675042088,None,372.97610380000333,None,373.7261680500025,373.7261680500025,373.74289835000053,b,['b'],1.664695200001006,[1.664695200001006],None,375.76880470000106,None,b,1.664695200001006,1,1,0.5666666666666667,None,380.5545641000026,None,380.5545641000026,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
30,0,30,0,,,,,,,,,,3,3,2,b,63,1,3.35133458220192,0.974903167432984,None,382.35951120000027,None,383.3097971500003,383.3097971500003,383.3266017500002,z,['z'],1.682980099998531,[1.682980099998531],None,385.32852210000055,None,z,1.682980099998531,0,0,0.5483870967741935,None,388.6681223000014,None,388.6681223000014,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
31,0,31,0,,,,,,,,,,1,3,2,z,63,1,3.26539063535182,3.40155979865722,None,390.4761275000019,None,393.8595448500029,393.8595448500029,393.87625235000195,None,[],,,['b'],395.86228830000255,None,b,2.401846299999306,0,0,0.53125,None,399.134727800003,None,399.134727800003,None,[0.4018462999993062],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
32,0,32,0,,,,,,,,,,3,1,3,z,27,1,2.92731383428727,1.60731937853708,None,400.9432188000028,None,402.5263011500003,402.5263011500003,402.5433940500017,None,[],,,['z'],404.5291184000016,None,z,2.444828099996812,1,1,0.5454545454545454,None,407.45540990000154,None,407.45540990000154,None,[0.44482809999681194],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
33,0,33,0,,,,,,,,,,1,2,0,b,27,1,4.82531807167306,2.22427187882546,None,409.25976020000235,None,411.4587773500036,411.4587773500036,411.47553935000286,b,['b'],1.8240054999987478,[1.8240054999987478],None,413.49379340000087,None,b,1.8240054999987478,1,1,0.5588235294117647,None,418.3216364,None,418.3216364,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
34,0,34,0,,,,,,,,,,3,3,2,b,63,0,4.61004669244928,3.1424449555106,None,420.1267375000025,None,423.24321065000294,423.24321065000294,423.25975665000186,None,[],,,['z'],425.24768940000286,None,z,2.7041083999974944,0,1,0.5428571428571428,None,429.85717710000245,None,429.85717710000245,None,[0.7041083999974944],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
35,0,35,0,,,,,,,,,,2,0,1,b,63,1,3.76873691643126,1.96568735158996,None,431.6596808000031,None,433.60979625,433.60979625,433.6262470500016,None,[],,,['z'],435.61245170000257,None,z,2.2869271999988996,0,0,0.5277777777777778,None,439.389156600002,None,439.389156600002,None,[0.2869271999988996],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
36,0,36,0,,,,,,,,,,1,3,2,z,63,1,3.71372710086949,1.90743690794447,None,441.1932648000002,None,443.0764890500006,443.0764890500006,443.0931142500023,z,['z'],1.9231256999992183,[1.9231256999992183],None,445.1172583000007,None,z,1.9231256999992183,1,1,0.5405405405405406,None,448.82567650000055,None,448.82567650000055,None,,,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
37,0,37,0,,,,,,,,,,2,2,0,z,27,1,2.496959177995529,1.52290599571961,None,450.62640509999983,None,452.12645925000214,452.12645925000214,452.1436615500035,None,[],,,['b'],454.12923410000076,None,b,2.0514994000004663,0,0,0.5263157894736842,None,456.6351648000018,None,456.6351648000018,None,[0.05149940000046627],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
38,0,38,0,,,,,,,,,,3,3,2,b,63,1,3.31929419319838,2.49839527409216,None,458.4431668000034,None,460.9267126500028,460.9267126500028,460.94352215,None,[],,,['z'],462.9299860000028,None,z,2.683828599998378,0,0,0.5128205128205128,None,466.2613095000015,None,466.2613095000015,None,[0.6838285999983782],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
39,0,39,0,,,,,,,,,,3,2,3,z,63,1,2.526044641065533,1.21250262048173,None,468.0763740000002,None,469.2598193500027,469.2598193500027,469.27650815000123,None,[],,,['b'],471.26390430000174,None,b,2.525484099998721,0,0,0.5,None,473.7938860000031,None,473.7938860000031,None,[0.5254840999987209],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
40,0,40,0,,,,,,,,,,0,1,3,b,27,1,3.6438386551209,3.33124983260532,None,475.59320670000307,None,478.9098369500036,478.9098369500036,478.92637685000335,None,[],,,['z'],480.91040390000126,None,z,2.1602244999958202,0,0,0.4878048780487805,None,484.5655262,None,484.5655262,None,[0.16022449999582022],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
41,0,41,0,,,,,,,,,,3,0,3,z,9,1,2.342239579230602,2.96653053743745,None,486.3763878000027,None,489.326702450003,489.326702450003,489.34300085000103,None,[],,,['z'],491.321883800003,None,z,2.400676899997052,1,1,0.5,None,493.6661742000033,None,493.6661742000033,None,[0.4006768999970518],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
42,0,42,0,,,,,,,,,,0,1,0,b,63,1,4.01714354611405,1.38289892513751,None,495.4765520000001,None,496.84319715000055,496.84319715000055,496.85981815000304,None,[],,,['b'],498.846611500001,None,b,3.086992399996234,1,1,0.5116279069767442,None,502.8634249000024,None,502.8634249000024,None,[1.0869923999962339],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
43,0,43,0,,,,,,,,,,2,1,0,z,63,1,4.12485271162806,1.18065738546375,None,504.6761737000015,None,505.8432148500007,505.8432148500007,505.8598427500012,None,[],,,['z'],507.8456804000016,None,z,2.6052979999949457,1,1,0.5227272727272727,None,511.97972850000224,None,511.97972850000224,None,[0.6052979999949457],,,,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,513.7933300000004,None,,,,,,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.7765937000004,None,None,518.7765937000004,523.7600066000014,,,,,,,,,,CBC_1013,003,4,2,0,12,0.95,2023-06-23_15h01.09.889,MSI_TV_v3,2022.1.1,59.9539433798481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.5454545454545454,0.6363636363636364,0.45454545454545453,0.45454545454545453,,,,,,,,,,,,
