trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,response_4.rt,allKeys.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.3728785608729996,0.761758675042088,None,277.39447199999995,None,278.14438278999967,278.14438278999967,278.1611184899988,None,[],['b'],[0.49691470000107074],280.1501862999994,None,b,2.4969147000010707,1,1,0.36363636363636365,None,283.52913889999945,None,283.52913889999945,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
22,0,22,0,,,,,,,,,,0,3.0,2.0,r,63.0,1.0,3.68371079902891,1.36309078069689,None,285.3443196999997,None,286.6945863899995,286.6945863899995,286.71114368999895,None,[],['r'],[1.3506772000000637],288.70111729999917,None,r,3.3506772000000637,1,1,0.391304347826087,None,292.3944929999998,None,292.3944929999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
23,0,23,0,,,,,,,,,,2,2.0,0.0,r,27.0,1.0,4.61004669244928,3.4543169006169,None,294.19405709999955,None,297.62796098999877,297.62796098999877,297.6445659899995,None,[],['b'],[0.29561670000111917],299.6325266999993,None,b,2.295616700001119,0,0,0.375,None,304.2422477,None,304.2422477,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
24,0,24,0,,,,,,,,,,3,0.0,1.0,r,63.0,1.0,3.71372710086949,0.974903167432984,None,306.0442562999997,None,306.9948742899991,306.9948742899991,307.01135888999977,None,[],['r'],[0.7121573000003991],309.0018136999988,None,r,2.712157300000399,1,1,0.4,None,312.7282269999996,None,312.7282269999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
25,0,25,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.517541937862754,1.21250262048173,None,314.52781139999934,None,315.72805488999927,315.72805488999927,315.7446415899989,None,[],None,,317.73382799999854,None,None,[],0,3,0.38461538461538464,None,320.25515859999905,['r'],320.25515859999905,None,[0.2790723000016442],,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
26,0,26,0,,,,,,,,,,3,2.0,1.0,r,9.0,1.0,4.12485271162806,0.952147612306987,None,322.06130949999897,None,322.99481778999996,322.99481778999996,323.01182929000004,None,[],['r'],[0.07739210000181629],325.0008051999994,None,r,2.0773921000018163,1,1,0.4074074074074074,None,329.1269083999996,None,329.1269083999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
27,0,27,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.77723667052879,2.40378712856304,None,330.9281101999986,None,333.31120188999864,333.31120188999864,333.3279088899993,None,[],['r'],[1.2159353000006377],335.31990210000004,None,r,3.2159353000006377,0,0,0.39285714285714285,None,340.0813023999999,None,340.0813023999999,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
28,0,28,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.35133458220192,3.1424449555106,None,341.89480229999936,None,345.0115430899999,345.0115430899999,345.02806679,None,[],None,,347.0178187999991,None,None,[],0,3,0.3793103448275862,None,350.3721805999994,None,350.3721805999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
29,0,29,0,,,,,,,,,,2,1.0,0.0,r,63.0,1.0,2.592312596923728,1.25920145784721,None,352.17805380000027,None,353.41118769,353.41118769,353.4278894899993,None,[],['r'],[0.6267846999999165],355.4171499999993,None,r,2.6267846999999165,1,1,0.4,None,358.0122871000003,None,358.0122871000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
30,0,30,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.6391747348430608,3.1963008326951,None,359.8277392,None,362.9948470899993,362.9948470899993,363.0113021899991,None,[],['b'],[1.0610244999988936],364.99939559999984,None,b,3.0610244999988936,1,1,0.41935483870967744,None,367.6363913999994,None,367.6363913999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
31,0,31,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.40017271499661,3.06992456303453,None,369.4447076999986,None,372.49463628999854,372.49463628999854,372.51128648999963,r,['r'],None,,374.5390736999998,None,r,0.00635590000092634,0,0,0.40625,None,378.9362345999998,None,378.9362345999998,None,,0.00635590000092634,[0.00635590000092634],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
32,0,32,0,,,,,,,,,,3,0.0,1.0,r,63.0,1.0,2.678526077912375,1.38289892513751,None,380.7447594999994,None,382.11108679000006,382.11108679000006,382.1279740899985,None,[],None,,384.1170239999992,None,None,[],0,3,0.3939393939393939,None,386.8051943999999,['r'],386.8051943999999,None,[1.0886894000013854],,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
33,0,33,0,,,,,,,,,,1,2.0,3.0,r,63.0,1.0,2.342239579230602,1.94858485820231,None,388.61154629999874,None,390.5448358899988,390.5448358899988,390.5614217899996,b,['b'],None,,392.5892633000003,None,b,1.0150966000001063,0,0,0.38235294117647056,None,394.9378711999998,None,394.9378711999998,None,,1.0150966000001063,[1.0150966000001063],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
34,0,34,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,3.26539063535182,3.33124983260532,None,396.74453709999943,None,400.0616034899989,400.0616034899989,400.07828648999873,b,['b'],None,,402.10796969999865,None,b,1.9768637000015588,1,1,0.4,None,405.3741226000002,None,405.3741226000002,None,,1.9768637000015588,[1.9768637000015588],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
35,0,35,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.91303524001082,1.34668860557497,None,407.17834779999976,None,408.4948333899987,408.4948333899987,408.5115912899995,b,['b'],None,,410.5399789999992,None,b,1.5926004000011744,1,1,0.4166666666666667,None,413.4581829999988,None,413.4581829999988,None,,1.5926004000011744,[1.5926004000011744],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
36,0,36,0,,,,,,,,,,0,0.0,2.0,r,27.0,1.0,2.294664843639333,0.77703640172831,None,415.2610382999992,None,416.01160929000014,416.01160929000014,416.0282214899993,None,[],['r'],[0.37256890000026033],418.01809929999945,None,r,2.3725689000002603,1,1,0.43243243243243246,None,420.3313559999988,None,420.3313559999988,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
37,0,37,0,,,,,,,,,,3,0.0,1.0,r,63.0,1.0,2.496959177995529,2.10421507306074,None,422.14498999999887,None,424.2283300899993,424.2283300899993,424.24516878999873,None,[],['r'],[1.6541999000000942],426.234328999999,None,r,3.654199900000094,1,1,0.4473684210526316,None,428.73076199999923,None,428.73076199999923,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
38,0,38,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,3.6438386551209,0.917519910446003,None,430.5435725999996,None,431.44488728999875,431.44488728999875,431.4614701899985,None,[],['b'],[0.5081528000009712],433.4508816999987,None,b,2.508152800000971,1,1,0.46153846153846156,None,437.1024811999996,None,437.1024811999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
39,0,39,0,,,,,,,,,,0,2.0,3.0,b,63.0,0.0,3.02234236141277,2.49839527409216,None,438.91182649999973,None,441.39454839000007,441.39454839000007,441.41155129000015,None,[],['b'],[0.712085200000729],443.40023699999983,None,b,2.712085200000729,1,0,0.475,None,446.43295209999997,None,446.43295209999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.46924002178158,1.25817747924478,None,448.24375770000006,None,449.4780367899997,449.4780367899997,449.49503498999854,None,[],None,,451.48402069999975,None,None,[],0,3,0.4634146341463415,None,455.94369469999947,None,455.94369469999947,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
41,0,41,0,,,,,,,,,,1,2.0,3.0,r,63.0,1.0,2.2759877950103027,2.22427187882546,None,457.74526309999965,None,459.94541829000025,459.94541829000025,459.9619657899997,None,[],None,,461.949934799999,None,None,[],0,3,0.4523809523809524,None,464.2390235999992,['r'],464.2390235999992,None,[0.5412664000014047],,,,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
42,0,42,0,,,,,,,,,,0,3.0,2.0,r,63.0,1.0,2.693348633324513,1.12425433982333,None,466.0439305,None,467.14522708999846,467.14522708999846,467.161724089999,r,['r'],None,,469.18062719999944,None,r,1.1768768000001728,1,1,0.46511627906976744,None,471.89251650000006,None,471.89251650000006,None,,1.1768768000001728,[1.1768768000001728],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
43,0,43,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.52047235037039,1.95130344756745,None,473.69434569999976,None,475.6283662899999,475.6283662899999,475.6451024899992,r,['r'],None,,477.67374149999887,None,r,1.6722441000001709,0,0,0.45454545454545453,None,482.19068999999945,None,482.19068999999945,None,,1.6722441000001709,[1.6722441000001709],,,,,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,483.99379149999913,None,,,,,,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.9621697999992,None,None,488.9621697999992,493.9454329,,,,,,,,,,,,,CBC_1111,004,5,2,2,16,0.95,2024-06-04_15h47.31.612,MSI_TV_v3,2022.1.1,59.901761111426005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,b,easy,"[0, 1, 2, 3]","[2, 3, 0, 1]",0.36363636363636365,0.36363636363636365,0.45454545454545453,0.6363636363636364,20,8,16,,,,,,,,,,,,
