trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_3.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.6391747348430608,2.15533949826702,None,369.5829703999989,None,371.71625753000063,371.71625753000063,371.73284462999965,None,[],['z'],[0.8473882999987836],373.7207944999991,None,z,2.8473882999987836,0,0,0.4444444444444444,None,376.39117799999985,None,376.39117799999985,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
9,0,9,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,4.46924002178158,1.27538462653558,None,378.1998765999997,None,379.44979253,379.44979253,379.46619362999974,None,[],['b'],[1.3376752999993187],381.4556281999994,None,b,3.3376752999993187,0,0,0.4,None,385.92823060000046,None,385.92823060000046,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
10,0,10,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.294664843639333,3.1963008326951,None,387.73295920000055,None,390.9164230299992,390.9164230299992,390.93295973000005,None,[],['z'],[1.5355638999990333],392.9198828999997,None,z,3.5355638999990333,1,1,0.45454545454545453,None,395.21986149999975,None,395.21986149999975,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
11,0,11,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,3.68371079902891,1.18065738546375,None,397.03331679999974,None,398.1999207299994,398.1999207299994,398.21648452999926,None,[],['b'],[0.5412108999989869],400.2027476000003,None,b,2.541210899998987,1,1,0.5,None,403.8944768000001,None,403.8944768000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
12,0,12,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.592312596923728,0.979776149765883,None,405.69990680000046,None,406.6672073299995,406.6672073299995,406.68291452999966,None,[],['z'],[0.44610950000060257],408.6689153999996,None,z,2.4461095000006026,1,1,0.5384615384615384,None,411.26549840000007,None,411.26549840000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
13,0,13,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.7500315165247198,1.52290599571961,None,413.0666767999992,None,414.56647182999933,414.56647182999933,414.58305943000033,None,[],['b'],[1.0587907999997697],416.570669499999,None,b,3.0587907999997697,1,1,0.5714285714285714,None,420.33032169999933,None,420.33032169999933,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
14,0,14,0,,,,,,,,,,3,0.0,3.0,b,9.0,1.0,3.2062024266105302,1.38289892513751,None,422.13319260000026,None,423.49956903000003,423.49956903000003,423.5162149299993,None,[],['z'],[1.0331778999989183],425.50214269999924,None,z,3.0331778999989183,0,0,0.5333333333333333,None,428.7156873999993,None,428.7156873999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
15,0,15,0,,,,,,,,,,2,0.0,1.0,z,63.0,0.0,4.40017271499661,2.78346932462847,None,430.5166986999993,None,433.2833631299998,433.2833631299998,433.3001260300005,None,[],['z'],[0.8691808999992645],435.28774299999895,None,z,2.8691808999992645,1,0,0.5625,None,439.69013389999964,None,439.69013389999964,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
16,0,16,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.52047235037039,1.12425433982333,None,441.50010289999955,None,442.5997128300003,442.5997128300003,442.61646963000004,None,[],['z'],[2.045988899999429],444.6045018999994,None,z,4.045988899999429,1,1,0.5882352941176471,None,449.13055089999943,None,449.13055089999943,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
17,0,17,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,4.61004669244928,0.761758675042088,None,450.93334159999904,None,451.6831955300002,451.6831955300002,451.6998209299998,None,[],"['z', 'b']","[0.7744331999983842, 0.825338799999372]",453.6885557000005,None,z,2.7744331999983842,1,1,0.6111111111111112,None,458.3095281999995,None,458.3095281999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.666404967794728,3.40155979865722,None,460.1168426000004,None,463.49994812999995,463.49994812999995,463.51660342999986,None,[],['z'],[0.40808599999945727],465.50664379999944,None,z,2.4080859999994573,0,0,0.5789473684210527,None,468.1802458000002,None,468.1802458000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
19,0,19,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,4.53337421950507,1.78643585472448,None,469.9834568999995,None,471.7499316299998,471.7499316299998,471.7666074299994,None,[],['z'],[0.7283583000007638],473.75552719999905,None,z,2.728358300000764,0,0,0.55,None,478.29143759999897,None,478.29143759999897,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
20,0,20,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,3.76873691643126,2.6299100644723,None,480.1001157999999,None,482.71640393000035,482.71640393000035,482.7333151300007,None,[],['b'],[0.9539935999982845],484.7201882999998,None,b,2.9539935999982845,0,0,0.5238095238095238,None,488.4927263999998,None,488.4927263999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
21,0,21,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.792365600763554,1.25817747924478,None,490.30033829999957,None,491.5333182299999,491.5333182299999,491.5500905299994,None,[],['z'],[0.489023799998904],493.5386251,None,z,2.489023799998904,1,1,0.5454545454545454,None,496.3317599999991,None,496.3317599999991,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
22,0,22,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.12485271162806,0.77703640172831,None,498.133500599999,None,498.90009532999994,498.90009532999994,498.91676872999943,None,[],['b'],[1.2167569999983243],500.90437399999973,None,b,3.2167569999983243,1,1,0.5652173913043478,None,505.0406951999994,None,505.0406951999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
23,0,23,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.02234236141277,1.94858485820231,None,506.85092619999887,None,508.7834046299993,508.7834046299993,508.8000391299991,None,[],None,,510.78936989999966,None,None,[],0,3,0.5416666666666666,None,513.8269968000004,None,513.8269968000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
24,0,24,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.496959177995529,0.917519910446003,None,515.6335952999998,None,516.5336599300006,516.5336599300006,516.5501125299995,None,[],"['b', 'b', 'b']","[0.42046579999987443, 0.7221872999998595, 0.9959863999993104]",518.5387731999999,None,b,2.4204657999998744,1,1,0.56,None,521.0403155000004,None,521.0403155000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
25,0,25,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.35133458220192,0.974903167432984,None,522.8499694000002,None,523.8002140299993,523.8002140299993,523.8169926299995,None,[],"['b', 'b']","[0.7810286000003543, 1.7208023999992292]",525.8030287000001,None,b,2.7810286000003543,1,1,0.5769230769230769,None,529.1521267999997,None,529.1521267999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
26,0,26,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,4.77723667052879,1.21250262048173,None,530.9670466999996,None,532.1668116300004,532.1668116300004,532.1836686299991,None,[],['b'],[0.5029804999994667],534.1719068000002,None,b,2.5029804999994667,1,1,0.5925925925925926,None,538.9568485,None,538.9568485,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
27,0,27,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.82531807167306,2.22427187882546,None,540.7669810000007,None,542.9669469300004,542.9669469300004,542.9836044300007,None,[],['z'],[0.9540798999987601],544.9726403000004,None,z,2.95407989999876,1,1,0.6071428571428571,None,549.8080064999995,None,549.8080064999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
28,0,28,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.82320408183943,3.06992456303453,None,551.6170896000003,None,554.6678224299992,554.6678224299992,554.6835955299991,None,[],['z'],[0.8638513999994757],556.6715611999989,None,z,2.8638513999994757,0,0,0.5862068965517241,None,559.5062638999989,None,559.5062638999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
29,0,29,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.73326136168326,1.53243550275999,None,561.317492799999,None,562.8337483299999,562.8337483299999,562.85042133,None,[],['b'],[0.6625763999982155],564.8386396000005,None,b,2.6625763999982155,0,0,0.5666666666666667,None,568.5841318999992,None,568.5841318999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
30,0,30,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.91303524001082,1.34668860557497,None,570.3841314999991,None,571.7170533299993,571.7170533299993,571.7336913300003,None,[],None,,573.7221654999994,None,None,[],0,3,0.5483870967741935,None,576.6435077000006,['z'],576.6435077000006,None,,[0.09946919999856618],,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
31,0,31,0,,,,,,,,,,1,3.0,0.0,b,9.0,1.0,2.433630701072358,2.49839527409216,None,578.4504734000002,None,580.9338211299998,580.9338211299998,580.9503143300005,None,[],['z'],[1.3926666999996087],582.9386016999997,None,z,3.3926666999996087,0,0,0.53125,None,585.3752155000002,None,585.3752155000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
32,0,32,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.7533305109883095,2.96653053743745,None,587.1839719999989,None,590.1339706300002,590.1339706300002,590.1504610299996,None,[],['z'],[0.08286840000073425],592.1396303999991,None,z,2.0828684000007343,1,1,0.5454545454545454,None,596.9071968999997,None,596.9071968999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
33,0,33,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,4.01714354611405,3.1424449555106,None,598.7173067000003,None,601.83392153,601.83392153,601.8505368299991,None,[],['b'],[0.8913248000008025],603.8386879999998,None,b,2.8913248000008025,0,0,0.5294117647058824,None,607.8683108000005,None,607.8683108000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,4.77034425507967,3.4543169006169,None,609.6671822999997,None,613.1006392300003,613.1006392300003,613.1171532299993,None,[],['z'],[0.38942320000023756],615.1048532999994,None,z,2.3894232000002376,0,1,0.5142857142857142,None,619.8843407000004,None,619.8843407000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
35,0,35,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.693348633324513,1.90743690794447,None,621.6841693000006,None,623.5672935300006,623.5672935300006,623.5839379299994,None,[],['z'],[0.8302629999998317],625.5713907999998,None,z,2.8302629999998317,1,1,0.5277777777777778,None,628.2641733,None,628.2641733,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
36,0,36,0,,,,,,,,,,2,1.0,2.0,b,9.0,1.0,2.342239579230602,1.25920145784721,None,630.0671196999992,None,631.3007526300005,631.3007526300005,631.3172593300003,None,[],['b'],[1.5475121999988914],633.3050034999997,None,b,3.5475121999988914,1,1,0.5405405405405406,None,635.657533399999,None,635.657533399999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
37,0,37,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,3.6438386551209,2.09887870490381,None,637.4674572000004,None,639.5506597300007,639.5506597300007,639.567243629999,None,[],['z'],[0.3752963000006275],641.5556952999996,None,z,2.3752963000006275,1,1,0.5526315789473685,None,645.2070316999998,None,645.2070316999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
38,0,38,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.190022164497369,2.40378712856304,None,647.0175328000005,None,649.4009734299996,649.4009734299996,649.4174753299992,None,[],['z'],[3.5610759999981383],651.4061734999996,None,z,5.561075999998138,0,0,0.5384615384615384,None,655.5982112000002,None,655.5982112000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
39,0,39,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.11514536789087,3.33124983260532,None,657.4008577999994,None,660.71745093,660.71745093,660.7341131299997,None,[],None,,662.7214607999995,None,None,[],0,3,0.525,None,666.8375711999997,None,666.8375711999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.526044641065533,2.10421507306074,None,668.6517807,None,670.7341270300001,670.7341270300001,670.7507755299991,None,[],['b'],[1.7079713999992236],672.7392746000005,None,b,3.7079713999992236,1,1,0.5365853658536586,None,675.270749199999,None,675.270749199999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
41,0,41,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,3.3728785608729996,1.43470440954152,None,677.0843007999993,None,678.5002855300006,678.5002855300006,678.5167537300001,None,[],None,,680.4984313999994,None,None,[],0,3,0.5238095238095238,None,683.8666274999996,None,683.8666274999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
42,0,42,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.629554641171433,1.64421109900286,None,685.667448799999,None,687.3009831300003,687.3009831300003,687.3174366300007,None,[],['b'],[0.6504618999988452],689.3051185000004,None,b,2.650461899998845,1,1,0.5348837209302325,None,691.9336086999992,None,691.9336086999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
43,0,43,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,3.26539063535182,0.952147612306987,None,693.7342903999997,None,694.6682468300003,694.6682468300003,694.6843681299995,None,[],['z'],[0.5344413999991957],696.6688293000007,None,z,2.5344413999991957,0,0,0.5227272727272727,None,699.9491125999994,None,699.9491125999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,701.7500273999995,None,,,,,,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.7336644000006,None,None,706.7336644000006,711.7012049999994,,,,,,,,,,,,,CBC_1045,003,1,1,3,22,0.95,2024-03-15_16h44.49.446,MSI_TV_v3,2022.1.1,60.029846839557614,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 2, 0, 1]",0.45454545454545453,0.6363636363636364,0.5454545454545454,0.45454545454545453,23,5,16,,,,,,,,,,,,
