trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
12,0,12,0,,,,,,,,,,0,3.0,2.0,b,63.0,0.0,3.76873691643126,3.40155979865722,None,243.41577940000025,None,246.80048051999947,246.80048051999947,246.8170336199997,None,[],['b'],[0.46111779999955615],248.7991081,None,b,2.461117799999556,1,0,0.8461538461538461,None,252.57346440000038,None,252.57346440000038,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
13,0,13,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.526044641065533,0.952147612306987,None,254.38387909999983,None,255.3167106199995,255.3167106199995,255.3333365200011,None,[],['b'],[1.0312484999994922],257.32188620000125,None,b,3.031248499999492,0,0,0.7857142857142857,None,259.8493656999999,None,259.8493656999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
14,0,14,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.517541937862754,3.24569326556923,None,261.65057440000055,None,264.8842556199994,264.8842556199994,264.90041542000074,None,[],['b'],[0.378613699998823],266.8901354999998,None,b,2.378613699998823,1,1,0.8,None,269.41126220000115,None,269.41126220000115,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
15,0,15,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,2.792365600763554,1.38289892513751,None,271.21680019999985,None,272.58393392000073,272.58393392000073,272.60051152000017,None,[],['b'],[0.5169310999990557],274.5900211999997,None,b,2.5169310999990557,1,1,0.8125,None,277.38264960000015,None,277.38264960000015,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
16,0,16,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.2062024266105302,1.12425433982333,None,279.18361449999975,None,280.2840289200009,280.2840289200009,280.3004541200004,None,[],['z'],[1.0287408999993204],282.28804350000064,None,z,3.0287408999993204,1,1,0.8235294117647058,None,285.4891881000003,None,285.4891881000003,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
17,0,17,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,4.77723667052879,0.979776149765883,None,287.30077990000063,None,288.26730652000117,288.26730652000117,288.28376311999966,None,[],['b'],[0.8655984999986686],290.2738167999996,None,b,2.8655984999986686,1,1,0.8333333333333334,None,295.05570760000046,None,295.05570760000046,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
18,0,18,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,2.693348633324513,1.94858485820231,None,296.8668182000001,None,298.8005312199999,298.8005312199999,298.8170547200003,None,[],['z'],[1.019460599998638],300.80984309999985,None,z,3.019460599998638,1,1,0.8421052631578947,None,303.5096699000005,None,303.5096699000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
19,0,19,0,,,,,,,,,,0,0.0,3.0,z,9.0,1.0,3.7500315165247198,0.917519910446003,None,305.31714529999954,None,306.21738872000026,306.21738872000026,306.234036720001,None,[],None,,308.224209,None,None,[],0,3,0.8,None,312.00239970000075,None,312.00239970000075,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
20,0,20,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.91303524001082,3.06992456303453,None,313.7839031000003,None,316.8339505199998,316.8339505199998,316.8505461199999,None,[],['z'],[0.47624919999907434],318.8389296000005,None,z,2.4762491999990743,0,0,0.7619047619047619,None,321.7527073000001,None,321.7527073000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
21,0,21,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.26539063535182,3.1424449555106,None,323.56706080000004,None,326.68404042000077,326.68404042000077,326.70066311999983,None,[],['b'],[1.8119717999998102],328.69342030000007,None,b,3.81197179999981,0,0,0.7272727272727273,None,331.95975700000054,None,331.95975700000054,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
22,0,22,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.82531807167306,1.36309078069689,None,333.7672808999996,None,335.11751152,335.11751152,335.13405492000095,None,[],['b'],[2.0080228999995597],337.1235121999998,None,b,4.00802289999956,1,1,0.7391304347826086,None,341.9579663000004,None,341.9579663000004,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
23,0,23,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,2.6391747348430608,1.96568735158996,None,343.76726000000053,None,345.71790031999956,345.71790031999956,345.73364232000097,None,[],['b'],[0.09494769999946584],347.72139249999964,None,b,2.094947699999466,1,1,0.75,None,350.36467860000084,None,350.36467860000084,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
24,0,24,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.7134565917469198,2.09887870490381,None,352.16727250000076,None,354.2506670199997,354.2506670199997,354.2673430200008,None,[],['b'],[1.1664218999994773],356.25657990000036,None,b,3.1664218999994773,1,1,0.76,None,358.9687149000001,None,358.9687149000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
25,0,25,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.53337421950507,2.6299100644723,None,360.7840517000004,None,363.38410462000104,363.38410462000104,363.4007342199999,None,[],['z'],[1.3833176999996795],365.3897515999997,None,z,3.3833176999996795,1,1,0.7692307692307693,None,369.91908760000115,None,369.91908760000115,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
26,0,26,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,4.12485271162806,2.15533949826702,None,371.7339282000012,None,373.8675924200012,373.8675924200012,373.88405211999964,None,[],['z'],[1.9232772999985173],375.872890300001,None,z,3.9232772999985173,0,0,0.7407407407407407,None,379.9950249000012,None,379.9950249000012,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
27,0,27,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.433630701072358,1.52290599571961,None,381.80061019999994,None,383.3004465200007,383.3004465200007,383.3172602200008,None,[],['z'],[0.36460339999939606],385.30506500000047,None,z,2.364603399999396,1,1,0.75,None,387.7392725000009,None,387.7392725000009,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
28,0,28,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.72585056748869,0.761758675042088,None,389.55063660000087,None,390.28402092,390.28402092,390.30037202000096,None,[],['z'],[1.8958304000007047],392.2887047000004,None,z,3.8958304000007047,1,1,0.7586206896551724,None,397.01327370000035,None,397.01327370000035,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
29,0,29,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.52047235037039,1.95130344756745,None,398.8172914000006,None,400.750844920001,400.750844920001,400.7673529199998,None,[],['b'],[0.4761319999997795],402.7588388000004,None,b,2.4761319999997795,1,1,0.7666666666666667,None,407.2963923999996,None,407.2963923999996,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
30,0,30,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.92731383428727,2.22427187882546,None,409.1008290000009,None,411.30166392000103,411.30166392000103,411.3176157200011,None,[],['z'],[1.3715410999993765],413.30533190000097,None,z,3.3715410999993765,1,1,0.7741935483870968,None,416.2371400000011,None,416.2371400000011,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
31,0,31,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.40017271499661,3.33124983260532,None,418.05078830000093,None,421.36743252000053,421.36743252000053,421.38410781999994,None,[],['z'],[0.8956852999981493],423.37271750000036,None,z,2.8956852999981493,1,1,0.78125,None,427.78158559999974,None,427.78158559999974,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
32,0,32,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.35133458220192,0.80788063606262,None,429.58420970000043,None,430.36759461999975,430.36759461999975,430.38435272000027,None,[],['b'],[1.7773839999990741],432.3740587000011,None,b,3.777383999999074,1,1,0.7878787878787878,None,435.73261830000047,None,435.73261830000047,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
33,0,33,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.68371079902891,1.27538462653558,None,437.53403249999974,None,438.7843089200011,438.7843089200011,438.8007143200008,None,[],['b'],[0.91878159999942],440.7899030000008,None,b,2.91878159999942,1,1,0.7941176470588235,None,444.483151800001,None,444.483151800001,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
34,0,34,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,2.629554641171433,3.4543169006169,None,446.28415700000005,None,449.7181321200002,449.7181321200002,449.734084020001,None,[],['z'],[0.4617543999993359],451.7212569000003,None,z,2.461754399999336,1,1,0.8,None,454.35482500000035,None,454.35482500000035,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
35,0,35,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.678526077912375,1.1243895841892,None,456.16752110000016,None,457.26749322000035,457.26749322000035,457.2845447199994,None,[],['z'],[0.6093360999984725],459.27434150000045,None,z,2.6093360999984725,1,1,0.8055555555555556,None,461.95512380000037,None,461.95512380000037,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
36,0,36,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.7533305109883095,0.77703640172831,None,463.7676018000002,None,464.5182897200008,464.5182897200008,464.53408212000033,None,[],['b'],[0.7906098000003112],466.5210067000007,None,b,2.7906098000003112,1,1,0.8108108108108109,None,471.27680490000057,None,471.27680490000057,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
37,0,37,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.71372710086949,1.64421109900286,None,473.0851713000011,None,474.70089682000037,474.70089682000037,474.71815091999963,None,[],['b'],[0.9407946999999695],476.7087932000013,None,b,2.9407946999999695,1,1,0.8157894736842105,None,480.43384700000024,None,480.43384700000024,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
38,0,38,0,,,,,,,,,,2,3.0,0.0,z,9.0,1.0,2.666404967794728,1.25920145784721,None,482.2344828000005,None,483.46775072000094,483.46775072000094,483.4842581200006,None,[],['z'],[0.7433216999997967],485.4719081000003,None,z,2.7433216999997967,1,1,0.8205128205128205,None,488.13335879999977,None,488.13335879999977,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
39,0,39,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,3.3728785608729996,2.10421507306074,None,489.9339994000002,None,492.0174159200011,492.0174159200011,492.03451712000026,None,[],['z'],[0.34899939999922935],494.0236710999998,None,z,2.3489993999992294,1,0,0.825,None,497.3898287000011,None,497.3898287000011,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
40,0,40,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.294664843639333,2.96653053743745,None,499.2010026000007,None,502.15108782000027,502.15108782000027,502.1677597200011,None,[],['z'],[0.9940643999980239],504.1557485000012,None,z,2.994064399998024,1,1,0.8292682926829268,None,506.4613153999999,None,506.4613153999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
41,0,41,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.02234236141277,1.53122835510861,None,508.26747799999976,None,509.78447542000106,509.78447542000106,509.8009682200005,None,[],['b'],[0.3253396000000066],511.7894758000002,None,b,2.3253396000000066,1,1,0.8333333333333334,None,514.8192625000011,None,514.8192625000011,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
42,0,42,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.77034425507967,1.60731937853708,None,516.6340743000001,None,518.21776612,518.21776612,518.2344039199994,None,[],['b'],[0.3979717999991408],520.2234976,None,b,2.397971799999141,1,1,0.8372093023255814,None,524.9944656999996,None,524.9944656999996,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
43,0,43,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.342239579230602,1.21250262048173,None,526.8009617999996,None,527.9845860199999,527.9845860199999,528.0008918199998,None,[],['z'],[0.47724860000016633],529.9901606000003,None,z,2.4772486000001663,1,1,0.8409090909090909,None,532.3401080000003,None,532.3401080000003,None,,,,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,534.1509475000003,None,,,,,,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.1345471000004,None,None,539.1345471000004,544.1179757000009,,,,,,,,,,,,,CBC_1136,4,1,1,6,17,0.95,2024-09-11_16h55.09.046,MSI_TV_v3,2022.1.1,59.971345691233346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 3, 1, 0]",0.8181818181818182,0.6363636363636364,0.9090909090909091,1.0,35,1,8,,,,,,,,,,,,
