trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,0,2,b,27,1,2.433630701072358,1.12425433982333,None,160.21711399999913,None,161.34395679999943,None,161.34395679999943,None,161.35036372999875,None,None,161.34395679999943,None,['b'],[0.1906213000002026],163.3338709999989,None,b,2.1906213000002026,1,1,0.3333333333333333,165.7559726999989,None,None,165.7559726999989,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
9,0,9,0,,,,,,,,,,1,0,3,z,9,1,3.02234236141277,2.78346932462847,None,167.56743259999894,None,170.37320120000004,None,170.37320120000004,None,170.3838849399988,None,None,170.37320120000004,None,['z'],[1.0825495999997656],172.35070219999943,None,z,3.0825495999997656,1,1,0.4,175.36301279999861,None,None,175.36301279999861,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
10,0,10,0,,,,,,,,,,2,3,2,z,63,0,2.666404967794728,2.10421507306074,None,177.1673068,None,179.26989449999928,None,179.26989449999928,None,179.28275362999975,None,None,179.26989449999928,None,['z'],[1.5724304000013944],181.2505602000001,None,z,3.5724304000013944,1,0,0.45454545454545453,183.89741969999886,None,None,183.89741969999886,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
11,0,11,0,,,,,,,,,,0,1,0,b,63,1,3.76873691643126,1.25817747924478,None,185.70045199999913,None,186.95055200000024,None,186.95055200000024,None,186.94928472000026,None,None,186.95055200000024,None,['b'],[0.45131860000037705],188.93370909999976,None,b,2.451318600000377,1,1,0.5,192.68191669999942,None,None,192.68191669999942,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
12,0,12,0,,,,,,,,,,1,3,2,b,63,0,2.92731383428727,1.53243550275999,None,194.48299769999903,None,196.03880649999883,None,196.03880649999883,None,196.05041403999965,None,None,196.03880649999883,None,['b'],[0.032572399999480695],198.01689429999897,None,b,2.0325723999994807,1,0,0.5384615384615384,200.93231729999934,None,None,200.93231729999934,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
13,0,13,0,,,,,,,,,,2,3,2,z,63,1,4.11514536789087,1.21250262048173,None,202.7338146000002,None,203.97336319999886,None,203.97336319999886,None,203.9838347399989,None,None,203.97336319999886,None,['b'],[1.060529200000019],205.95046829999956,None,b,3.060529200000019,0,0,0.5,210.05870349999896,None,None,210.05870349999896,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
14,0,14,0,,,,,,,,,,0,1,3,b,27,1,4.82531807167306,3.06992456303453,None,211.86698660000002,None,214.9357815000003,None,214.9357815000003,None,214.93305371999884,None,None,214.9357815000003,None,['z'],[1.3521565000010014],216.91699179999887,None,z,3.3521565000010014,0,0,0.4666666666666667,221.72121139999945,None,None,221.72121139999945,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
15,0,15,0,,,,,,,,,,3,3,0,z,9,1,4.77034425507967,0.761758675042088,None,223.5339643999996,None,224.30662669999947,None,224.30662669999947,None,224.31747083999906,None,None,224.30662669999947,None,['b'],[0.42312740000124904],226.2839198999991,None,b,2.423127400001249,0,0,0.4375,231.05146149999928,None,None,231.05146149999928,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
16,0,16,0,,,,,,,,,,1,3,2,b,63,1,4.190022164497369,1.27538462653558,None,232.86678649999885,None,234.15555979999954,None,234.15555979999954,None,234.16720273999888,None,None,234.15555979999954,None,['b'],[0.1842822000016895],236.13380150000012,None,b,2.1842822000016895,1,1,0.47058823529411764,240.30747559999872,None,None,240.30747559999872,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
17,0,17,0,,,,,,,,,,2,2,0,b,27,1,4.52047235037039,0.77703640172831,None,242.11735020000015,None,242.88841499999944,None,242.88841499999944,None,242.89998862999946,None,None,242.88841499999944,None,['z'],[0.7088764000000083],244.86729489999925,None,z,2.7088764000000083,0,0,0.4444444444444444,249.37580849999904,None,None,249.37580849999904,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
18,0,18,0,,,,,,,,,,3,1,0,z,63,1,2.294664843639333,1.60731937853708,None,251.1843219000002,None,252.80423079999855,None,252.80423079999855,None,252.80055493000017,None,None,252.80423079999855,None,['b'],[1.2072182000010798],254.78398799999923,None,b,3.20721820000108,0,0,0.42105263157894735,257.0755313999998,None,None,257.0755313999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
19,0,19,0,,,,,,,,,,0,0,1,z,63,0,3.6438386551209,2.15533949826702,None,258.8839173999986,None,261.03651629999877,None,261.03651629999877,None,261.0336363199989,None,None,261.03651629999877,None,['b'],[0.4443483000013657],263.017405999999,None,b,2.4443483000013657,0,1,0.4,266.64609199999904,None,None,266.64609199999904,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
20,0,20,0,,,,,,,,,,1,1,3,z,27,1,2.629554641171433,1.96568735158996,"['b', 'z', 'b']",268.45001709999997,None,270.4222465999992,None,270.4222465999992,None,270.434125139999,None,['b'],270.4222465999992,None,"['z', 'z', 'z', 'z', 'z']","[0.39839650000067195, 1.545383300001049, 1.8468776999998227, 2.140014599999631, 2.4062737000003835]",272.40909829999873,None,b,0.2622659999997268,0,0,0.38095238095238093,275.04140729999926,None,"['z', 'z', 'z', 'z']",275.04140729999926,None,[0.2622659999997268],"[0.053312099998947815, 0.31462760000067647, 0.5987600999997085, 0.9159686000002694]","[1.3421271000006527, 1.3980786000010994, 1.7512216000013723]",,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
21,0,21,0,,,,,,,,,,2,2,3,b,63,1,2.592312596923728,0.917519910446003,None,276.85090879999916,None,277.78857400000015,None,277.78857400000015,None,277.7840123299998,None,None,277.78857400000015,None,['b'],[0.5287712000008469],279.76745109999865,None,b,2.528771200000847,1,1,0.4090909090909091,282.35077159999855,None,None,282.35077159999855,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
22,0,22,0,,,,,,,,,,0,1,0,b,63,1,2.2759877950103027,1.1243895841892,None,284.1499425999991,None,285.28720219999923,None,285.28720219999923,None,285.28396022999965,None,None,285.28720219999923,None,['z'],[0.25141179999991436],287.2675027999994,None,z,2.2514117999999144,0,0,0.391304347826087,289.53420899999946,None,None,289.53420899999946,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
23,0,23,0,,,,,,,,,,3,2,0,z,27,1,3.73326136168326,1.25920145784721,None,291.3341765999994,None,292.6082329000001,None,292.6082329000001,None,292.61772834000004,None,None,292.6082329000001,None,['b'],[0.39513479999914125],294.593331099999,None,b,2.3951347999991413,0,0,0.375,298.32831089999854,None,None,298.32831089999854,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
24,0,24,0,,,,,,,,,,1,2,3,z,63,1,3.7500315165247198,2.09887870490381,None,300.13406659999964,None,302.25951460000033,None,302.25951460000033,None,302.26753353999885,None,"['z', 'z']",302.25951460000033,None,None,,304.2381124000003,None,z,1.6032512000001589,1,1,0.4,307.991634,None,None,307.991634,None,"[1.6032512000001589, 1.9390034999996715]",,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
25,0,25,0,,,,,,,,,,2,2,0,b,27,1,2.792365600763554,1.52290599571961,None,309.80004179999924,None,311.33928689999993,None,311.33928689999993,None,311.3507876399988,None,None,311.33928689999993,None,['z'],[0.6937125999993441],313.31744849999995,None,z,2.693712599999344,0,0,0.38461538461538464,316.1027420999999,None,None,316.1027420999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
26,0,26,0,,,,,,,,,,0,1,0,b,63,1,4.46924002178158,1.43470440954152,None,317.91746189999867,None,319.37336909999976,None,319.37336909999976,None,319.3841874399994,None,['b'],319.37336909999976,None,None,,321.36769019999883,None,b,1.5507366999991063,1,1,0.4074074074074074,325.8404856999987,None,None,325.8404856999987,None,[1.5507366999991063],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
27,0,27,0,,,,,,,,,,3,0,1,b,63,1,4.61004669244928,1.18065738546375,None,327.6499626999994,None,328.8380247999994,None,328.8380247999994,None,328.83429202999884,None,None,328.8380247999994,None,['z'],[0.35211160000108066],330.81754759999967,None,z,2.3521116000010807,0,0,0.39285714285714285,335.4156664000002,None,None,335.4156664000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
28,0,28,0,,,,,,,,,,2,3,2,z,63,0,3.2062024266105302,2.96653053743745,None,337.2175451999992,None,340.1878522999996,None,340.1878522999996,None,340.20002422999875,None,['b'],340.1878522999996,None,None,,342.1866778000003,None,b,1.8552044999996724,0,1,0.3793103448275862,345.3999492999992,None,None,345.3999492999992,None,[1.8552044999996724],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
29,0,29,0,,,,,,,,,,1,3,1,b,27,1,2.6391747348430608,0.80788063606262,None,347.2010792000001,None,348.00273279999965,None,348.00273279999965,None,348.00013371999955,None,None,348.00273279999965,None,['b'],[1.5604089000007662],350.0009167999997,None,b,3.560408900000766,1,1,0.4,352.6170688000002,None,None,352.6170688000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
30,0,30,0,,,,,,,,,,3,1,0,z,63,0,3.3728785608729996,3.4543169006169,None,354.41789640000025,None,357.89292789999854,None,357.89292789999854,None,357.9008764399994,None,['z'],357.89292789999854,None,None,,359.8863709999987,None,z,1.8269865999991453,1,0,0.41935483870967744,363.26697179999974,None,None,363.26697179999974,None,[1.8269865999991453],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
31,0,31,0,,,,,,,,,,1,3,2,b,63,1,2.526044641065533,2.6299100644723,None,365.0677029999988,None,367.7222650999993,None,367.7222650999993,None,367.7342922399992,None,['b'],367.7222650999993,None,None,,369.7181123999999,None,b,1.4890481999991607,1,1,0.4375,372.2554272999987,None,None,372.2554272999987,None,[1.4890481999991607],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
32,0,32,0,,,,,,,,,,0,2,1,z,9,1,2.91303524001082,1.36309078069689,None,374.07137949999924,None,375.4715830999994,None,375.4715830999994,None,375.4678519300001,None,None,375.4715830999994,None,['b'],[2.299951000000874],377.451082399999,None,b,4.299951000000874,0,0,0.42424242424242425,380.34368619999987,None,['z'],380.34368619999987,None,,[1.6374034000000393],,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
33,0,33,0,,,,,,,,,,3,1,0,z,63,1,3.68371079902891,3.33124983260532,None,382.1511558000002,None,385.5060902999994,None,385.5060902999994,None,385.5179909400002,None,['z'],385.5060902999994,None,None,,387.5047266999991,None,z,1.2294476000006398,1,1,0.4411764705882353,391.19202140000016,None,None,391.19202140000016,None,[1.2294476000006398],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
34,0,34,0,,,,,,,,,,2,2,1,b,9,1,2.496959177995529,1.78643585472448,None,393.0017981000001,None,394.8062160999998,None,394.8062160999998,None,394.81784873999896,None,['b'],394.8062160999998,None,None,,396.78544709999915,None,b,1.70495850000043,1,1,0.45714285714285713,399.28377589999945,None,None,399.28377589999945,None,[1.70495850000043],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
35,0,35,0,,,,,,,,,,0,1,0,b,63,1,2.82320408183943,2.49839527409216,None,401.0847342999987,None,403.6071783999996,None,403.6071783999996,None,403.6180664399988,None,None,403.6071783999996,None,['z'],[0.059776899999633315],405.5845916999988,None,z,2.0597768999996333,0,0,0.4444444444444444,408.38919989999886,None,None,408.38919989999886,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
36,0,36,0,,,,,,,,,,3,0,1,b,63,0,3.35133458220192,1.94858485820231,None,410.2013043999996,None,412.1542737999989,None,412.1542737999989,None,412.16698202999993,None,None,412.1542737999989,None,['b'],[0.4540507000001526],414.13460329999907,None,b,2.4540507000001526,1,0,0.4594594594594595,417.4712127999992,None,['z'],417.4712127999992,None,,[0.9730756999997539],,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
37,0,37,0,,,,,,,,,,0,0,1,z,63,1,2.678526077912375,3.1424449555106,None,419.2847056999999,None,422.41903309999907,None,422.41903309999907,None,422.4173804200003,None,None,422.41903309999907,None,['z'],[0.11811040000065987],424.40122770000016,None,z,2.11811040000066,1,1,0.47368421052631576,427.0607706999999,None,None,427.0607706999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
38,0,38,0,,,,,,,,,,1,1,3,z,27,1,2.342239579230602,0.974903167432984,None,428.8679224999996,None,429.8370125000001,None,429.8370125000001,None,429.83409851999966,None,None,429.8370125000001,None,['z'],[1.7918391000002885],431.81803089999994,None,z,3.7918391000002885,1,1,0.48717948717948717,434.1528927999989,None,None,434.1528927999989,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
39,0,39,0,,,,,,,,,,2,3,2,z,63,1,4.53337421950507,2.22427187882546,None,435.96801479999885,None,438.20655009999973,None,438.20655009999973,None,438.21795273999925,None,['b'],438.20655009999973,None,None,,440.18612799999937,None,b,1.0163790000005974,0,0,0.475,444.723743999999,None,None,444.723743999999,None,[1.0163790000005974],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
40,0,40,0,,,,,,,,,,3,0,2,b,27,1,3.31929419319838,1.38289892513751,None,446.5347906999996,None,447.9183843999999,None,447.9183843999999,None,447.91712552000024,None,['z'],447.9183843999999,None,['z'],[0.09281540000120003],449.9187661999986,None,z,1.0158133000004455,0,0,0.4634146341463415,453.241546199999,None,None,453.241546199999,None,[1.0158133000004455],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
41,0,41,0,,,,,,,,,,1,2,3,z,63,1,2.693348633324513,3.1963008326951,None,455.0514614999993,None,458.2521747999999,None,458.2521747999999,None,458.25074121999967,None,"['z', 'b']",458.2521747999999,None,None,,460.256593099999,None,z,1.5593741000011505,1,1,0.47619047619047616,462.93558979999943,None,None,462.93558979999943,None,"[1.5593741000011505, 1.6171718999994482]",,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
42,0,42,0,,,,,,,,,,0,1,3,b,27,0,4.72585056748869,1.90743690794447,None,464.7347417000001,None,466.653663699999,None,466.653663699999,None,466.65134882999934,None,None,466.653663699999,None,['b'],[0.7740044000001944],468.6347730999987,None,b,2.7740044000001944,1,0,0.4883720930232558,473.34496299999955,None,None,473.34496299999955,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
43,0,43,0,,,,,,,,,,2,3,2,z,63,1,3.71372710086949,1.95130344756745,None,475.15159109999877,None,477.12251169999945,None,477.12251169999945,None,477.1348499399999,None,['b'],477.12251169999945,None,None,,479.1168734999992,None,b,1.933689299999969,0,0,0.4772727272727273,482.8397100000002,None,None,482.8397100000002,None,[1.933689299999969],,,,,,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,484.6513636999989,None,,,,,,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6517256999996,None,None,489.6517256999996,None,,,,,,,,,,,,,CBC_1020,006,4,3,6,19,0.8,2023-06-28_17h19.47.712,MSI_AV_v3,2022.1.1,59.97976282754257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 0, 2, 1]",0.45454545454545453,0.36363636363636365,0.45454545454545453,0.6363636363636364,18,1,25,,,,,,,,,,,,
