trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,3.0,1.0,r,27.0,1.0,2.294664843639333,1.34668860557497,None,160.45083879999947,None,161.81837319999977,None,161.81837319999977,None,161.8177376999989,None,None,161.81837319999977,None,['r'],[0.3355727999987721],163.8001914000015,None,r,2.335572799998772,1,1,0.7777777777777778,166.0810788000017,None,None,166.0810788000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
9,0,9,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.61004669244928,1.21250262048173,None,167.8842427999989,None,169.1047710999992,None,169.1047710999992,None,169.1167233000011,None,None,169.1047710999992,None,['r'],[0.2468542000024172],171.084328500001,None,r,2.246854200002417,0,0,0.7,175.67705679999926,None,None,175.67705679999926,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
10,0,10,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.496959177995529,1.25817747924478,None,177.48442879999857,None,178.75507199999993,None,178.75507199999993,None,178.75078019999964,None,None,178.75507199999993,None,None,,180.7339611999996,None,[],[],0,3,0.6363636363636364,183.2195290999989,None,['r'],183.2195290999989,None,,[1.41684339999847],,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
11,0,11,0,,,,,,,,,,3,0.0,2.0,r,27.0,1.0,2.433630701072358,0.974903167432984,None,185.03445289999945,None,186.01884810000047,None,186.01884810000047,None,186.01728039999907,None,None,186.01884810000047,None,['b'],[0.6677310000013676],188.00092479999876,None,b,2.6677310000013676,0,0,0.5833333333333334,190.42257149999932,None,None,190.42257149999932,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,0.0,4.77034425507967,2.15533949826702,None,192.23360329999923,None,194.3909597999991,None,194.3909597999991,None,194.4000206000015,None,None,194.3909597999991,None,['b'],[0.5510426000000734],196.36790159999873,None,b,2.5510426000000734,1,0,0.6153846153846154,201.12853679999898,None,None,201.12853679999898,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
13,0,13,0,,,,,,,,,,1,1.0,0.0,r,63.0,1.0,2.666404967794728,0.77703640172831,None,202.93432699999903,None,203.74132480000117,None,203.74132480000117,None,203.75102269999914,None,None,203.74132480000117,None,['b'],[0.7762676000020292],205.71808489999967,None,b,2.776267600002029,0,0,0.5714285714285714,208.36414159999913,None,None,208.36414159999913,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
14,0,14,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.02234236141277,3.4543169006169,None,210.1682174000016,None,213.64143780000086,None,213.64143780000086,None,213.65098699999797,None,None,213.64143780000086,None,['r'],[0.13987750000160304],215.6177811000016,None,r,2.139877500001603,0,0,0.5333333333333333,218.6298037000015,None,None,218.6298037000015,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
15,0,15,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,2.2759877950103027,2.09887870490381,None,220.43298819999836,None,222.5419980000006,None,222.5419980000006,None,222.55003049999831,None,None,222.5419980000006,None,['b'],[0.5886444000025222],224.5177947000011,None,b,2.588644400002522,1,1,0.5625,226.7895810000009,None,None,226.7895810000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
16,0,16,0,,,,,,,,,,2,2.0,3.0,r,63.0,1.0,3.68371079902891,0.761758675042088,None,228.60098519999883,None,229.37108050000097,None,229.37108050000097,None,229.36767389999986,None,None,229.37108050000097,None,['r'],[2.318531000000803],231.35120000000097,None,r,4.318531000000803,1,1,0.5882352941176471,235.02279270000145,None,None,235.02279270000145,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
17,0,17,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.92731383428727,1.64421109900286,None,236.83399210000061,None,238.4885820999989,None,238.4885820999989,None,238.48426960000106,None,['b'],238.4885820999989,None,None,,240.47140500000023,None,b,1.0469845000006899,1,1,0.6111111111111112,243.3837222000002,None,None,243.3837222000002,None,[1.0469845000006899],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
18,0,18,0,,,,,,,,,,0,3.0,1.0,r,27.0,1.0,2.517541937862754,1.18065738546375,None,245.18461949999983,None,246.38880000000063,None,246.38880000000063,None,246.40099460000127,None,None,246.38880000000063,None,['b'],[0.7821202000013727],248.36659230000078,None,b,2.7821202000013727,0,0,0.5789473684210527,250.87067770000067,None,None,250.87067770000067,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
19,0,19,0,,,,,,,,,,2,0.0,3.0,r,9.0,1.0,3.71372710086949,2.40378712856304,None,252.68426180000097,None,255.10254300000088,None,255.10254300000088,None,255.10112320000152,None,['r'],255.10254300000088,None,None,,257.10550220000005,None,r,1.4416892000008374,1,1,0.6,260.82270250000147,None,None,260.82270250000147,None,[1.4416892000008374],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
20,0,20,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.82320408183943,2.22427187882546,None,262.63469780000014,None,264.86666740000146,None,264.86666740000146,None,264.8673897000004,None,['b'],264.86666740000146,None,None,,266.87306929999977,None,b,1.3771257000007608,1,1,0.6190476190476191,269.6878030000007,None,None,269.6878030000007,None,[1.3771257000007608],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
21,0,21,0,,,,,,,,,,1,1.0,0.0,r,63.0,1.0,4.46924002178158,2.78346932462847,None,271.5004305000002,None,274.28890239999964,None,274.28890239999964,None,274.2844920999992,None,['b'],274.28890239999964,None,None,,276.2729795999985,None,b,1.74137939999855,0,0,0.5909090909090909,280.7410536999996,None,None,280.7410536999996,None,[1.74137939999855],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
22,0,22,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.12485271162806,0.80788063606262,None,282.55108050000126,None,283.37355580000076,None,283.37355580000076,None,283.3844646000005,None,None,283.37355580000076,None,['r'],[0.08274829999936628],285.3512841999982,None,r,2.0827482999993663,0,0,0.5652173913043478,289.4667068000017,None,None,289.4667068000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
23,0,23,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,3.76873691643126,1.1243895841892,None,291.2678828999997,None,292.40855889999875,None,292.40855889999875,None,292.4177691000012,None,None,292.40855889999875,None,['b'],[1.939788600000611],294.38412329999846,None,b,3.939788600000611,1,1,0.5833333333333334,298.14145890000145,None,None,298.14145890000145,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
24,0,24,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.82531807167306,0.979776149765883,None,299.95131499999843,None,300.9574848000011,None,300.9574848000011,None,300.9678037999991,None,None,300.9574848000011,None,['r'],[0.31093200000032084],302.93454180000117,None,r,2.310932000000321,0,0,0.56,307.7520360999988,None,None,307.7520360999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
25,0,25,0,,,,,,,,,,2,2.0,3.0,r,63.0,1.0,4.11514536789087,1.60731937853708,None,309.56743260000076,None,311.19076530000166,None,311.19076530000166,None,311.201135600001,None,None,311.19076530000166,None,['b'],[0.25730900000053225],313.168101700001,None,b,2.2573090000005323,0,0,0.5384615384615384,317.2626077999994,None,None,317.2626077999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
26,0,26,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,2.6391747348430608,1.25920145784721,None,319.0679820000005,None,320.33946020000076,None,320.33946020000076,None,320.35108330000077,None,['b'],320.33946020000076,None,None,,322.3326831999984,None,b,1.085007300000143,1,1,0.5555555555555556,324.9675691000011,None,None,324.9675691000011,None,[1.085007300000143],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
27,0,27,0,,,,,,,,,,2,1.0,3.0,r,27.0,1.0,4.40017271499661,2.96653053743745,None,326.7681363999982,None,329.7552456000012,None,329.7552456000012,None,329.75117730000017,None,['r'],329.7552456000012,None,None,,331.7560470999997,None,r,1.8199782999981835,1,1,0.5714285714285714,336.1410317000009,None,None,336.1410317000009,None,[1.8199782999981835],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
28,0,28,0,,,,,,,,,,1,1.0,0.0,r,63.0,1.0,3.35133458220192,1.36309078069689,None,337.95031129999916,None,339.3192175000004,None,339.3192175000004,None,339.3177624000014,None,['r'],339.3192175000004,None,None,,341.3158188000016,None,r,1.6382875999988755,1,1,0.5862068965517241,344.6715715999999,None,None,344.6715715999999,None,[1.6382875999988755],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
29,0,29,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,4.72585056748869,1.53243550275999,None,346.4847594999992,None,348.0240105999983,None,348.0240105999983,None,348.0336973000008,None,None,348.0240105999983,None,['b'],[0.2517794999985199],350.00181910000174,None,b,2.25177949999852,1,1,0.6,354.7193316999983,None,None,354.7193316999983,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
30,0,30,0,,,,,,,,,,3,0.0,2.0,r,27.0,1.0,4.7533305109883095,3.1963008326951,None,356.53457870000057,None,359.7550126999995,None,359.7550126999995,None,359.75131730000027,None,None,359.7550126999995,None,['r'],[0.31031240000083926],361.73481019999963,None,r,2.3103124000008393,1,1,0.6129032258064516,366.47855920000075,None,None,366.47855920000075,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
31,0,31,0,,,,,,,,,,1,1.0,0.0,r,63.0,1.0,4.53337421950507,1.53122835510861,None,368.28456189999997,None,369.83678130000044,None,369.83678130000044,None,369.8354713000004,None,None,369.83678130000044,None,['r'],[0.31098410000049626],371.81775990000096,None,r,2.3109841000004963,1,1,0.625,376.33747389999917,None,None,376.33747389999917,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
32,0,32,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.190022164497369,1.95130344756745,None,378.15163910000047,None,380.1268572000008,None,380.1268572000008,None,380.13495459999905,None,None,380.1268572000008,None,['b'],[0.6680782000003092],382.1011514999991,None,b,2.668078200000309,1,1,0.6363636363636364,386.2860546000011,None,None,386.2860546000011,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
33,0,33,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.342239579230602,1.12425433982333,None,388.1015831000004,None,389.22153519999847,None,389.22153519999847,None,389.234063200001,None,None,389.22153519999847,None,['b'],[1.0904676000027393],391.20163319999847,None,b,3.0904676000027393,1,1,0.6470588235294118,393.5417302999995,None,None,393.5417302999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
34,0,34,0,,,,,,,,,,0,3.0,1.0,r,27.0,1.0,2.792365600763554,3.06992456303453,None,395.35165659999984,None,398.43827020000026,None,398.43827020000026,None,398.4352323999988,None,None,398.43827020000026,None,"['b', 'r', 'r']","[0.5660705999980564, 1.1867634000009275, 1.6340457999976934]",400.4180774000015,None,b,2.5660705999980564,0,0,0.6285714285714286,403.20290100000057,None,None,403.20290100000057,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
35,0,35,0,,,,,,,,,,3,3.0,2.0,r,63.0,1.0,2.693348633324513,2.49839527409216,None,405.01821159999963,None,407.53786989999935,None,407.53786989999935,None,407.5347154000006,None,None,407.53786989999935,None,['r'],[0.8302737000012712],409.51745519999895,None,r,2.830273700001271,1,1,0.6388888888888888,412.1952200000014,None,None,412.1952200000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
36,0,36,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,2.526044641065533,1.38289892513751,None,414.00228419999985,None,415.4026334000009,None,415.4026334000009,None,415.401382399999,None,None,415.4026334000009,None,['b'],[1.5149165999973775],417.38454020000063,None,b,3.5149165999973775,1,1,0.6486486486486487,419.88778380000076,None,None,419.88778380000076,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
37,0,37,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.629554641171433,1.90743690794447,None,421.7019274000013,None,423.62138680000135,None,423.62138680000135,None,423.61820330000006,None,['b'],423.62138680000135,None,None,,425.6177089999983,None,b,1.461373199999798,1,1,0.6578947368421053,428.25941669999884,None,None,428.25941669999884,None,[1.461373199999798],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
38,0,38,0,,,,,,,,,,1,3.0,0.0,r,9.0,1.0,3.73326136168326,3.40155979865722,None,430.06716850000157,None,433.4876282000005,None,433.4876282000005,None,433.4849205999995,None,['r'],433.4876282000005,None,None,,435.4707520000011,None,r,1.6324404000006325,1,1,0.6666666666666666,439.2086006999998,None,None,439.2086006999998,None,[1.6324404000006325],,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
39,0,39,0,,,,,,,,,,3,3.0,2.0,r,63.0,0.0,4.52047235037039,2.6299100644723,None,441.0182663000014,None,443.66742259999955,None,443.66742259999955,None,443.66809880000034,None,None,443.66742259999955,None,['b'],[1.1458075000009558],445.6505044000005,None,b,3.1458075000009558,0,1,0.65,450.1522729999997,None,None,450.1522729999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
40,0,40,0,,,,,,,,,,1,1.0,0.0,r,63.0,1.0,3.6438386551209,1.52290599571961,None,451.9517185000004,None,453.4773067999995,None,453.4773067999995,None,453.4840714999987,None,None,453.4773067999995,None,['b'],[0.6287928999990982],455.4508464999999,None,b,2.628792899999098,0,0,0.6341463414634146,459.07901819999825,None,None,459.07901819999825,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
41,0,41,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.3728785608729996,1.96568735158996,None,460.8838337999987,None,462.85425419999956,None,462.85425419999956,None,462.8517174000004,None,None,462.85425419999956,None,['b'],[0.9021131999979843],464.83516370000143,None,b,2.9021131999979843,1,1,0.6428571428571429,468.19367559999955,None,None,468.19367559999955,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
42,0,42,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.2062024266105302,3.1424449555106,None,470.0024126999997,None,473.1582006999997,None,473.1582006999997,None,473.1686252000007,None,None,473.1582006999997,None,['r'],[0.4398103000021365],475.1350448000012,None,r,2.4398103000021365,0,0,0.627906976744186,478.3234783000007,None,None,478.3234783000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
43,0,43,0,,,,,,,,,,2,1.0,3.0,r,27.0,1.0,3.31929419319838,3.33124983260532,None,480.13506119999874,None,483.4877602000015,None,483.4877602000015,None,483.4850512000008,None,None,483.4877602000015,None,['b'],[0.3204129000005196],485.468529400001,None,b,2.3204129000005196,0,0,0.6136363636363636,488.7789229000009,None,None,488.7789229000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,490.5858163999983,None,,,,,,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.58590339999864,None,None,495.58590339999864,None,,,,,,,,,,,,,CBC_1102,3,6,3,6,7,0.95,2024-05-26_14h20.21.975,MSI_AV_v3,2022.1.1,60.01648052571681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,b,easy,"[0, 1, 2, 3]","[1, 0, 3, 2]",0.6363636363636364,0.5454545454545454,0.7272727272727273,0.5454545454545454,27,1,16,,,,,,,,,,,,
