trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.294664843639333,2.6299100644723,None,181.35278389999803,None,183.9967398000008,None,183.9967398000008,None,184.00253353999798,None,None,,183.9967398000008,None,['b'],185.9692959999993,None,b,2.2502381000012974,1,1,0.8888888888888888,188.24644740000076,None,None,188.24644740000076,None,[0.2502381000012974],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
9,0,9,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,4.77034425507967,3.24569326556923,None,190.0525878999979,None,193.32426349999878,None,193.32426349999878,None,193.33610763999897,None,['z'],[1.7242378000009921],193.32426349999878,None,None,195.32050809999782,None,z,1.7242378000009921,1,1,0.9,200.09317019999799,None,None,200.09317019999799,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.92731383428727,2.96653053743745,None,201.90277409999908,None,204.88910860000033,None,204.88910860000033,None,204.8858839799981,None,None,,204.88910860000033,None,['z'],206.86929079999754,None,z,2.3404188999993494,1,1,0.9090909090909091,209.79435549999835,None,None,209.79435549999835,None,[0.3404188999993494],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
11,0,11,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,3.3728785608729996,1.18065738546375,None,211.60262189999776,None,212.80346099999952,None,212.80346099999952,None,212.80249758000028,None,None,,212.80346099999952,None,['b'],214.78605889999744,None,b,2.0277008000011847,1,1,0.9166666666666666,218.14625429999796,None,None,218.14625429999796,None,[0.02770080000118469],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.40017271499661,2.15533949826702,None,219.95951109999805,None,222.12280660000033,None,222.12280660000033,None,222.11915817999798,None,None,,222.12280660000033,None,['z'],224.1029008000005,None,z,2.8526296999989427,1,1,0.9230769230769231,228.49889189999885,None,None,228.49889189999885,None,[0.8526296999989427],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
13,0,13,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.91303524001082,1.53243550275999,None,230.30251579999822,None,231.85770029999912,None,231.85770029999912,None,231.8691853400007,None,None,,231.85770029999912,None,['z'],233.83606679999866,None,z,2.2350364000012632,0,0,0.8571428571428571,236.72808470000018,None,None,236.72808470000018,None,[0.23503640000126325],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
14,0,14,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,2.82320408183943,1.27538462653558,None,238.53604450000057,None,239.82473910000044,None,239.82473910000044,None,239.83591393999743,None,None,,239.82473910000044,None,['b'],241.80260329999874,None,b,2.497694199999387,1,1,0.8666666666666667,244.61984089999896,None,None,244.61984089999896,None,[0.4976941999993869],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
15,0,15,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,2.7134565917469198,3.06992456303453,None,246.41965770000024,None,249.5173692999997,None,249.5173692999997,None,249.51960493999943,None,None,,249.5173692999997,None,['z'],251.48633139999947,None,z,2.0220569999983127,1,0,0.875,254.17943659999946,None,None,254.17943659999946,None,[0.022056999998312676],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
16,0,16,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.46924002178158,0.979776149765883,None,255.98527909999757,None,256.97397679999995,None,256.97397679999995,None,256.98647283999816,None,None,,256.97397679999995,None,['b'],258.95270549999987,None,b,2.391369900000427,0,0,0.8235294117647058,263.4241354000005,None,None,263.4241354000005,None,[0.39136990000042715],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.26539063535182,1.96568735158996,None,265.2362355999976,None,267.2241267999998,None,267.2241267999998,None,267.23607743999963,None,None,,267.2241267999998,None,['z'],269.2028969999992,None,z,2.8176066000014544,1,1,0.8333333333333334,272.4523530999977,None,None,272.4523530999977,None,[0.8176066000014544],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.792365600763554,1.1243895841892,None,274.25289239999984,None,275.39000139999916,None,275.39000139999916,None,275.40281533999877,None,['b'],[1.58201569999801],275.39000139999916,None,None,277.38571349999984,None,b,1.58201569999801,1,1,0.8421052631578947,280.1762247999977,None,None,280.1762247999977,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
19,0,19,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.6438386551209,2.49839527409216,None,281.9861682999981,None,284.50752959999954,None,284.50752959999954,None,284.51957533999956,None,['b'],[1.6230351999984123],284.50752959999954,None,None,286.49041880000004,None,b,1.6230351999984123,1,1,0.85,290.12560309999753,None,None,290.12560309999753,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
20,0,20,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.7500315165247198,1.21250262048173,None,291.9361561000005,None,293.1583814000005,None,293.1583814000005,None,293.1530081799978,None,['z'],[1.8655746999975236],293.1583814000005,None,None,295.1507344999991,None,z,1.8655746999975236,1,1,0.8571428571428571,298.9096110999999,None,None,298.9096110999999,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.526044641065533,1.25817747924478,None,300.720212799999,None,301.97373159999916,None,301.97373159999916,None,301.9859153799993,None,None,,301.97373159999916,None,['b'],303.96946879999814,None,b,2.8069495000017923,0,0,0.8181818181818182,306.49020480000036,None,None,306.49020480000036,None,[0.8069495000017923],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.678526077912375,1.34668860557497,None,308.3033037999994,None,309.65389009999853,None,309.65389009999853,None,309.6517836199979,None,['b'],[1.7307802999966952],309.65389009999853,None,None,311.6550989999996,None,b,1.7307802999966952,1,1,0.8260869565217391,314.3422293000003,None,None,314.3422293000003,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
23,0,23,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.342239579230602,1.53122835510861,None,316.152823299999,None,317.6889967999996,None,317.6889967999996,None,317.7018405799976,None,None,,317.6889967999996,None,['b'],319.66951920000065,None,b,2.48139860000083,0,0,0.7916666666666666,321.99445419999756,None,None,321.99445419999756,None,[0.4813986000008299],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.11514536789087,0.917519910446003,None,323.80275600000095,None,324.7411188999977,None,324.7411188999977,None,324.75269983999823,None,None,,324.7411188999977,None,['b'],326.7203182999983,None,b,2.6320545000016864,1,1,0.8,330.8324021999979,None,None,330.8324021999979,None,[0.6320545000016864],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
25,0,25,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.35133458220192,1.36309078069689,None,332.63530790000004,None,334.01433969999925,None,334.01433969999925,None,334.0194320399998,None,None,,334.01433969999925,None,['b'],335.9861610000007,None,b,3.3527350000003935,1,1,0.8076923076923077,339.3174988999999,None,None,339.3174988999999,None,[1.3527350000003935],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
26,0,26,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.77723667052879,1.94858485820231,None,341.1195431999986,None,343.0721534999975,None,343.0721534999975,None,343.0854623799973,None,['b'],[1.053827399999136],343.0721534999975,None,None,345.06824140000026,None,b,1.053827399999136,1,1,0.8148148148148148,349.8434406999986,None,None,349.8434406999986,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.68371079902891,3.4543169006169,None,351.65290449999884,None,355.1229648999979,None,355.1229648999979,None,355.11944418000024,None,['b'],[1.7896603000008326],355.1229648999979,None,None,357.1214254999977,None,b,1.7896603000008326,0,0,0.7857142857142857,360.8018071999977,None,None,360.8018071999977,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
28,0,28,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.2062024266105302,1.52290599571961,None,362.6027572999992,None,364.1401444999974,None,364.1401444999974,None,364.15292933999734,None,None,,364.1401444999974,None,['b'],366.11934219999966,None,b,2.38532430000123,1,1,0.7931034482758621,369.31221899999946,None,None,369.31221899999946,None,[0.38532430000122986],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
29,0,29,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.666404967794728,1.95130344756745,None,371.1192117999999,None,373.0914494999997,None,373.0914494999997,None,373.10275153999754,None,['z'],[1.375496300002851],373.0914494999997,None,None,375.08945479999966,None,z,1.375496300002851,1,1,0.8,377.7608865000002,None,None,377.7608865000002,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
30,0,30,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.01714354611405,3.1963008326951,None,379.5729711999993,None,382.7730310000006,None,382.7730310000006,None,382.7696286799987,None,None,,382.7730310000006,None,['b'],384.7537611999978,None,b,3.056894999997894,0,0,0.7741935483870968,388.7507067000006,None,None,388.7507067000006,None,[1.056894999997894],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
31,0,31,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,3.71372710086949,2.10421507306074,None,390.55299209999794,None,392.6739324000009,None,392.6739324000009,None,392.68609503999977,None,None,,392.6739324000009,None,['b'],394.65293969999766,None,b,3.610747899998387,1,1,0.78125,398.35643829999754,None,None,398.35643829999754,None,[1.6107478999983869],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.190022164497369,1.78643585472448,None,400.1697342999978,None,401.9536767999998,None,401.9536767999998,None,401.95214371999975,None,None,,401.9536767999998,None,['z'],403.93631280000045,None,z,2.2569016000015836,1,1,0.7878787878787878,408.10917119999795,None,None,408.10917119999795,None,[0.2569016000015836],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.82531807167306,1.25920145784721,None,409.91967309999745,None,411.19019169999956,None,411.19019169999956,None,411.1864494799997,None,['z'],[1.2570992000000842],411.19019169999956,None,None,413.184677199999,None,z,1.2570992000000842,1,1,0.7941176470588235,418.0080670999996,None,None,418.0080670999996,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,0.0,2.6391747348430608,1.12425433982333,None,419.8190990000003,None,420.95829930000036,None,420.95829930000036,None,420.96961024000046,None,None,,420.95829930000036,None,['b'],422.93678999999975,None,b,3.161993199999415,1,0,0.8,425.56455319999804,None,None,425.56455319999804,None,[1.161993199999415],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
35,0,35,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.496959177995529,0.77703640172831,None,427.3689919999997,None,428.158485699998,None,428.158485699998,None,428.1696727400005,None,None,,428.158485699998,None,['z'],430.1356162999982,None,z,2.294318399999611,1,1,0.8055555555555556,432.6087899999984,None,None,432.6087899999984,None,[0.29431839999961085],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
36,0,36,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,4.53337421950507,1.43470440954152,None,434.4197901000007,None,435.874893799999,None,435.874893799999,None,435.8863173399979,None,['b'],[1.3402071999989857],435.874893799999,None,None,437.85641309999846,None,b,1.3402071999989857,1,1,0.8108108108108109,442.37714009999763,None,None,442.37714009999763,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
37,0,37,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.433630701072358,1.90743690794447,None,444.186275,None,446.10819959999935,None,446.10819959999935,None,446.11972533999796,None,None,,446.10819959999935,None,['z'],448.0857176999998,None,z,2.6300569999984873,1,1,0.8157894736842105,450.5034032000003,None,None,450.5034032000003,None,[0.6300569999984873],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.12485271162806,0.952147612306987,None,452.30321840000033,None,453.25310679999893,None,453.25310679999893,None,453.2523990200003,None,['b'],[1.5198149000025296],453.25310679999893,None,None,455.25629090000075,None,b,1.5198149000025296,1,1,0.8205128205128205,459.3934260999995,None,None,459.3934260999995,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
39,0,39,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,2.2759877950103027,1.60731937853708,None,461.20319919999747,None,462.82262769999943,None,462.82262769999943,None,462.81964338000074,None,None,,462.82262769999943,None,['z'],464.80315970000083,None,z,2.7760966000023473,1,1,0.825,467.07506609999837,None,None,467.07506609999837,None,[0.7760966000023473],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.693348633324513,2.78346932462847,None,468.8864651999975,None,471.69173319999754,None,471.69173319999754,None,471.703048139999,None,None,,471.69173319999754,None,['b'],473.6687353999987,None,b,2.5527762999990955,1,1,0.8292682926829268,476.34168520000094,None,None,476.34168520000094,None,[0.5527762999990955],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,4.72585056748869,0.974903167432984,None,478.1534694000002,None,479.1415256,None,479.1415256,None,479.1530557399994,None,None,,479.1415256,None,['z'],481.1189290000002,None,z,2.296154200001183,1,1,0.8333333333333334,485.83014449999973,None,None,485.83014449999973,None,[0.2961542000011832],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
42,0,42,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.73326136168326,3.40155979865722,None,487.63668099999995,None,491.05847859999994,None,491.05847859999994,None,491.0697952399998,None,None,,491.05847859999994,None,['b'],493.0363631,None,b,3.5516279000003124,1,1,0.8372093023255814,496.7624054000007,None,None,496.7624054000007,None,[1.5516279000003124],,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
43,0,43,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.76873691643126,0.80788063606262,None,498.569810099998,None,499.37390980000055,None,499.37390980000055,None,499.38600507999985,None,['b'],[1.6660889000013412],499.37390980000055,None,None,501.3702713999992,None,b,1.6660889000013412,1,1,0.8409090909090909,505.1432031999975,None,None,505.1432031999975,None,,,,,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,506.95298940000066,None,,,,,,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.9531797999989,None,None,511.9531797999989,None,,,,,,,,,,CBC_1013,4,3,1,3,12,0.95,2023-06-23_16h50.00.877,MSI_AV_v3,2022.1.1,60.045165973495045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.9090909090909091,0.7272727272727273,0.7272727272727273,1.0,,,,,,,,,,,,
