trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,keys_3.rt,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.2062024266105302,3.1963008326951,None,443.57307610000043,None,446.7563239399995,446.7563239399995,446.7729629400008,None,[],['z'],[0.3412648999992598],448.76388139999926,None,z,2.34126489999926,1,1,0.5909090909090909,None,451.97327230000064,None,451.97327230000064,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
22,0,22,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.6438386551209,3.24569326556923,None,453.7728125000003,None,457.0067138399998,457.0067138399998,457.0232763400007,None,[],['b'],[1.8555957999988095],459.0127075999999,None,b,3.8555957999988095,1,1,0.6086956521739131,None,462.65784559999975,None,462.65784559999975,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
23,0,23,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.61004669244928,0.974903167432984,None,464.473012200001,None,465.42315063999996,465.42315063999996,465.439593240001,None,[],['z'],[2.7485736999997243],467.4282033999998,None,z,4.748573699999724,1,1,0.625,None,472.04000709999946,None,472.04000709999946,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
24,0,24,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.77034425507967,1.94858485820231,None,473.83996240000033,None,475.7731963400009,475.7731963400009,475.7900002400009,None,[],['z'],[1.4473410000000513],477.77974950000043,None,z,3.4473410000000513,0,0,0.6,None,482.5613949000008,None,482.5613949000008,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
25,0,25,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.496959177995529,3.40155979865722,None,484.3731099000006,None,487.7565147400008,487.7565147400008,487.7730683399994,None,[],['b'],[0.9764905999991242],489.7602484000008,None,b,2.9764905999991242,1,1,0.6153846153846154,None,492.2630228000007,None,492.2630228000007,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
26,0,26,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,4.52047235037039,1.64421109900286,None,494.07330420000017,None,495.68982674,495.68982674,495.7063205399998,None,[],['b'],[0.544861100000162],497.69360900000083,None,b,2.544861100000162,1,1,0.6296296296296297,None,502.2195904000009,None,502.2195904000009,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
27,0,27,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.433630701072358,2.22427187882546,None,504.0231902000005,None,506.22348633999974,506.22348633999974,506.2398226400008,None,[],['z'],[0.5321546000004673],508.23093470000003,None,z,2.5321546000004673,1,1,0.6428571428571429,None,510.6636953999996,None,510.6636953999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
28,0,28,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.53337421950507,1.34668860557497,None,512.4732998000009,None,513.8068647400003,513.8068647400003,513.8236334399996,None,[],['b'],[1.152433199999905],515.8148171000003,None,b,3.152433199999905,1,1,0.6551724137931034,None,520.3557826000006,None,520.3557826000006,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
29,0,29,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.92731383428727,1.25920145784721,None,522.1568968000001,None,523.3904976399997,523.3904976399997,523.4069481400008,None,[],['z'],[0.3480781999978717],525.3967614999992,None,z,2.3480781999978717,1,1,0.6666666666666666,None,528.3392171000005,None,528.3392171000005,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
30,0,30,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.629554641171433,0.80788063606262,None,530.1404291000008,None,530.9234177400001,530.9234177400001,530.9400550399994,None,[],['z'],[0.4631638999990173],532.9295205999997,None,z,2.4631638999990173,1,1,0.6774193548387096,None,535.5674141999998,None,535.5674141999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
31,0,31,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,3.31929419319838,1.52290599571961,None,537.3737764000007,None,538.8737006399995,538.8737006399995,538.8901700400008,None,[],['b'],[1.7780326999991303],540.8751717999994,None,b,3.7780326999991303,1,1,0.6875,None,544.199147100001,None,544.199147100001,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
32,0,32,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.82531807167306,0.77703640172831,None,546.0067912999993,None,546.7568655399998,546.7568655399998,546.7735477400008,None,[],['z'],[1.6134494999996605],548.762559400001,None,z,3.6134494999996605,1,1,0.696969696969697,None,553.5871665999994,None,553.5871665999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
33,0,33,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.40017271499661,2.09887870490381,None,555.390284600001,None,557.4739727399999,557.4739727399999,557.4906415400008,None,[],['z'],[1.4833158999999796],559.4790010999996,None,z,3.4833158999999796,1,1,0.7058823529411765,None,563.8923600000007,None,563.8923600000007,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,4.12485271162806,1.21250262048173,None,565.7074908999994,None,566.8904647400002,566.8904647400002,566.90706484,None,[],['b'],[0.6431218000006993],568.8973379000008,None,b,2.6431218000006993,1,0,0.7142857142857143,None,573.0267472999994,None,573.0267472999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
35,0,35,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.294664843639333,0.952147612306987,None,574.8402508000008,None,575.7734128399995,575.7734128399995,575.7904325400002,None,[],None,,577.7849761999996,None,None,[],0,3,0.6944444444444444,None,580.0676561999999,['z'],580.0676561999999,None,[0.9162787999985085],,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
36,0,36,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,2.6391747348430608,2.96653053743745,None,581.8735475000003,None,584.8236558399992,584.8236558399992,584.840144640001,None,[],['z'],[1.5146164999996472],586.8286020999994,None,z,3.514616499999647,0,0,0.6756756756756757,None,589.4795648999998,None,589.4795648999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
37,0,37,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.342239579230602,1.53122835510861,None,591.290748800001,None,592.80716714,592.80716714,592.8238636400008,z,['z'],['z'],[0.24958649999916815],594.8492049999995,None,z,1.4805963999979213,1,1,0.6842105263157895,None,597.1877364000002,None,597.1877364000002,None,,,1.4805963999979213,[1.4805963999979213],,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
38,0,38,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.678526077912375,2.6299100644723,None,598.9905439000004,None,601.6071645399995,601.6071645399995,601.6234339400005,None,[],None,,603.6114623000003,None,None,[],0,3,0.6666666666666666,None,606.3024223000002,['b'],606.3024223000002,None,[1.3266027999989092],,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
39,0,39,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.7533305109883095,2.49839527409216,['z'],608.107366700001,None,610.5907536399998,610.5907536399998,610.6071902400006,None,[],['z'],[0.8378507999996145],612.5958619000003,None,z,2.8378507999996145,1,1,0.675,None,617.3645272000003,None,617.3645272000003,None,,[0.03735109999888664],,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.190022164497369,1.60731937853708,None,619.1738966000003,None,620.7572895399996,620.7572895399996,620.77403734,None,[],None,,622.7632719999992,None,None,[],0,3,0.6585365853658537,None,626.9510137999996,None,626.9510137999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
41,0,41,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,3.68371079902891,1.90743690794447,None,628.7571070000004,None,630.6408023400006,630.6408023400006,630.6575585399994,None,[],['z'],[0.6721464999982345],632.6470949999994,None,z,2.6721464999982345,1,1,0.6666666666666666,None,636.3424729999997,None,636.3424729999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
42,0,42,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.666404967794728,1.25817747924478,None,638.1575108999996,None,639.3905837400005,639.3905837400005,639.4074405399995,None,[],None,,641.3977521000006,None,None,[],0,3,0.6511627906976745,None,644.0687054,['z'],644.0687054,None,[0.20976039999823115],,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.72585056748869,1.18065738546375,None,645.8737504999999,None,647.0408011400002,647.0408011400002,647.0573975400009,None,[],['b'],[0.32836330000009184],649.0478890000004,None,b,2.328363300000092,1,1,0.6590909090909091,None,653.7815717999993,None,653.7815717999993,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,655.5907576,None,,,,,,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.5742053999993,None,None,660.5742053999993,665.5577254999998,,,,,,,,,,,,,CBC_1115,003,2,2,3,20,0.95,2024-08-06_16h02.16.693,MSI_TV_v3,2022.1.1,60.01684072546641,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 1, 0, 2]",0.7272727272727273,0.45454545454545453,0.9090909090909091,0.5454545454545454,29,8,7,,,,,,,,,,,,
