trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,3.589438522,2.502774076,None,189.55923230000008,None,192.0782532000012,None,192.0782532000012,None,192.07568807000027,None,['z'],[1.9098314000002574],192.0782532000012,None,None,194.0595374000004,None,z,1.9098314000002574,1,1,0.9,197.66586040000038,None,None,197.66586040000038,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,1.758742576,2.128027194,None,199.67587020000065,None,201.79498240000066,None,201.79498240000066,None,201.79164417999965,None,None,,201.79498240000066,None,['z'],203.77592689999983,None,z,3.4360380999987683,1,0,0.9090909090909091,205.52280770000107,None,None,205.52280770000107,None,[1.4360380999987683],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
11,0,11,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,3.956662465,2.495793893,None,207.5256086999998,None,210.04781950000142,None,210.04781950000142,None,210.05959885999945,None,None,,210.04781950000142,None,['b'],212.02557330000127,None,b,2.7221600000011676,1,1,0.9166666666666666,215.95833610000045,None,None,215.95833610000045,None,[0.7221600000011676],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.917714675,2.210349838,None,217.95906790000117,None,220.1807088000005,None,220.1807088000005,None,220.17567076999987,None,None,,220.1807088000005,None,['b'],222.1581298000001,None,b,2.1138654999995197,0,0,0.8461538461538461,225.05198850000124,None,None,225.05198850000124,None,[0.11386549999951967],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
13,0,13,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.278108735,2.935368129,None,227.0590334999997,None,229.99418719999994,None,229.99418719999994,None,229.99149548000133,None,['b'],[1.1001761999996233],229.99418719999994,None,None,231.99482680000074,None,b,1.1001761999996233,1,1,0.8571428571428571,235.2748898000009,None,None,235.2748898000009,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
14,0,14,0,,,,,,,,,,0,0.0,3.0,b,9.0,1.0,2.0845750460000003,3.321420384,None,237.28044640000007,None,240.6158215000014,None,240.6158215000014,None,240.62609456000027,None,['b'],[1.657347899999877],240.6158215000014,None,None,242.59536200000002,None,b,1.657347899999877,1,1,0.8666666666666667,244.6830327000007,None,None,244.6830327000007,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
15,0,15,0,,,,,,,,,,3,0.0,1.0,z,63.0,0.0,4.176609572,1.448890429,None,246.6925828000003,None,248.1432764000001,None,248.1432764000001,None,248.1417377799997,None,None,,248.1432764000001,None,['z'],250.12586759999976,None,z,2.1212176000008185,1,0,0.875,254.29776800000036,None,None,254.29776800000036,None,[0.12121760000081849],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.518459073,1.293060736,None,256.30919820000054,None,257.61578759999975,None,257.61578759999975,None,257.6262071600009,None,['z'],[1.52937220000058],257.61578759999975,None,None,259.61163920000035,None,z,1.52937220000058,1,1,0.8823529411764706,262.13214490000064,None,None,262.13214490000064,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.088920167,2.962224669,None,264.14245350000056,None,267.11361060000127,None,267.11361060000127,None,267.1262286600009,None,None,,267.11361060000127,None,['b'],269.0924476,None,b,3.3995923999991646,0,0,0.8333333333333334,271.16482840000026,None,None,271.16482840000026,None,[1.3995923999991646],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
18,0,18,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.742099981,1.483424551,None,273.1758425000007,None,274.6883171999998,None,274.6883171999998,None,274.69281326000015,None,['b'],[0.9918096999990667],274.6883171999998,None,None,276.6782648999997,None,b,0.9918096999990667,1,1,0.8421052631578947,279.4324291000012,None,None,279.4324291000012,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
19,0,19,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.278602942,1.75396268,None,281.44177130000025,None,283.21383100000094,None,283.21383100000094,None,283.2259336599996,None,['b'],[1.8797977999984141],283.21383100000094,None,None,285.2116203000005,None,b,1.8797977999984141,1,1,0.85,287.4990464000002,None,None,287.4990464000002,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
20,0,20,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.196249082,1.910349838,None,289.50928270000077,None,291.41018670000085,None,291.41018670000085,None,291.40893398000003,None,['z'],[1.3086683999990782],291.41018670000085,None,None,293.42828759999975,None,z,1.3086683999990782,1,1,0.8571428571428571,297.63260510000146,None,None,297.63260510000146,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.372527466,1.086048241,None,299.6426239000011,None,300.746497600001,None,300.746497600001,None,300.742811270001,None,None,,300.746497600001,None,['z'],302.72610840000016,None,z,2.359343000000081,1,1,0.8636363636363636,305.0932399000012,None,None,305.0932399000012,None,[0.3593430000000808],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
22,0,22,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,1.556335756,2.7801224,None,307.09245060000103,None,309.8969515000008,None,309.8969515000008,None,309.9093112599999,None,['b'],[1.2539938999998412],309.8969515000008,None,None,311.8788258000004,None,b,1.2539938999998412,1,1,0.8695652173913043,313.4330759000004,None,None,313.4330759000004,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
23,0,23,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.397501916,2.232990834,None,315.44266140000036,None,317.69701050000003,None,317.69701050000003,None,317.69272417000064,None,['z'],[1.4141643999992084],317.69701050000003,None,None,319.6788729,None,z,1.4141643999992084,1,1,0.875,322.0583282000007,None,None,322.0583282000007,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.309752164,1.08099246,None,324.0595510000003,None,325.16424460000053,None,325.16424460000053,None,325.17602885999946,None,None,,325.16424460000053,None,['b'],327.141738100001,None,b,2.159542399998827,1,1,0.88,331.4316291000014,None,None,331.4316291000014,None,[0.15954239999882702],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
25,0,25,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.818459073,0.971483559,None,333.4426566000002,None,334.4299219000004,None,334.4299219000004,None,334.42606346999963,None,['b'],[1.2173318000004656],334.4299219000004,None,None,336.42713360000016,None,b,1.2173318000004656,1,1,0.8846153846153846,339.2492836000001,None,None,339.2492836000001,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
26,0,26,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,2.949122761,2.349749758,None,341.25936900000124,None,343.63158490000023,None,343.63158490000023,None,343.6428418600004,None,['b'],[1.202205600000525],343.63158490000023,None,None,345.62889410000025,None,b,1.202205600000525,1,1,0.8888888888888888,348.5833332000002,None,None,348.5833332000002,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,1.3262934849999999,1.378098418,None,350.592728900001,None,351.9809858000008,None,351.9809858000008,None,351.9760790700013,None,['z'],[1.4952132000016718],351.9809858000008,None,None,353.9756174000013,None,z,1.4952132000016718,1,1,0.8928571428571429,355.3083982999997,None,None,355.3083982999997,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
28,0,28,0,,,,,,,,,,2,3.0,2.0,b,63.0,0.0,4.21669271,0.789129603,None,357.30938270000115,None,358.09312990000035,None,358.09312990000035,None,358.09219947999986,None,['b'],[1.1403971999989153],358.09312990000035,None,None,360.09328819999973,None,b,1.1403971999989153,1,0,0.896551724137931,364.3145875000009,None,None,364.3145875000009,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
29,0,29,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,1.610581685,2.573610938,None,366.3260117000009,None,368.9152849000002,None,368.9152849000002,None,368.9259621600009,None,['z'],[1.6344153999998525],368.9152849000002,None,None,370.8942551,None,z,1.6344153999998525,1,1,0.9,372.5162553000009,None,None,372.5162553000009,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
30,0,30,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,3.869831913,1.24796184,None,374.5259715000011,None,375.77744580000035,None,375.77744580000035,None,375.7751555800012,None,['z'],[1.9001019000006636],375.77744580000035,None,None,377.7768881000011,None,z,1.9001019000006636,1,1,0.9032258064516129,381.649258200001,None,None,381.649258200001,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
31,0,31,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,2.117809983,1.142638656,None,383.6585508999997,None,384.8151589000008,None,384.8151589000008,None,384.8264333599996,None,['b'],[1.425633700000617],384.8151589000008,None,None,386.81221730000107,None,b,1.425633700000617,1,1,0.90625,388.92547300000115,None,None,388.92547300000115,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,1.899747326,1.883772966,None,390.926140900001,None,392.83089610000025,None,392.83089610000025,None,392.8429323600008,None,['z'],[1.7972623000005115],392.83089610000025,None,None,394.8302120999997,None,z,1.7972623000005115,1,1,0.9090909090909091,396.7332905000003,None,None,396.7332905000003,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
33,0,33,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,1.543156518,3.388090306,None,398.7419368999999,None,402.1470234999997,None,402.1470234999997,None,402.1429021699998,None,None,,402.1470234999997,None,['z'],404.12530530000004,None,z,2.180184399998325,1,1,0.9117647058823529,405.6559441999998,None,None,405.6559441999998,None,[0.1801843999983248],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
34,0,34,0,,,,,,,,,,0,0.0,1.0,b,63.0,0.0,3.622505815,1.84422311,None,407.65980780000064,None,409.5141027000009,None,409.5141027000009,None,409.5260211599994,None,['b'],[1.1839106000006723],409.5141027000009,None,None,411.5113371000007,None,b,1.1839106000006723,1,0,0.9142857142857143,415.1481068000012,None,None,415.1481068000012,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
35,0,35,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.478547126,1.554037824,None,417.15864260000126,None,418.7309184000005,None,418.7309184000005,None,418.74309855999996,None,['z'],[1.7177068000000872],418.7309184000005,None,None,420.7290399000012,None,z,1.7177068000000872,1,1,0.9166666666666666,424.2169493000001,None,None,424.2169493000001,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
36,0,36,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,1.90573091,1.53162701,None,426.22659900000144,None,427.7808107000001,None,427.7808107000001,None,427.79310605999996,None,['b'],[1.8931813999988663],427.7808107000001,None,None,429.7626897000009,None,b,1.8931813999988663,1,1,0.918918918918919,431.66608690000066,None,None,431.66608690000066,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
37,0,37,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.334629553,3.276660373,None,433.6762716000012,None,436.9640663000009,None,436.9640663000009,None,436.97625425999973,None,None,,436.9640663000009,None,['z'],438.94268720000036,None,z,2.0226762000002054,1,1,0.9210526315789473,443.2722747000007,None,None,443.2722747000007,None,[0.022676200000205426],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.078483356,2.108332021,None,445.27572690000125,None,447.3834540000007,None,447.3834540000007,None,447.3925578700011,None,['b'],[1.3277839000002132],447.3834540000007,None,None,449.39437030000045,None,b,1.3277839000002132,1,1,0.9230769230769231,451.4844326000002,None,None,451.4844326000002,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
39,0,39,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.232488062,1.915207301,None,453.49304420000044,None,455.43136680000134,None,455.43136680000134,None,455.42632737000093,None,['z'],[1.5268278999992617],455.43136680000134,None,None,457.4272493999997,None,z,1.5268278999992617,1,1,0.925,459.6647647000009,None,None,459.6647647000009,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
40,0,40,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.501824497,2.071213329,None,461.67636570000104,None,463.7645783000007,None,463.7645783000007,None,463.7765936600004,None,['b'],[1.168059199999334],463.7645783000007,None,None,465.76140339999984,None,b,1.168059199999334,1,1,0.926829268292683,469.2660323,None,None,469.2660323,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,4.268032915,2.757001452,None,471.2763296000012,None,474.0469224999997,None,474.0469224999997,None,474.0429878700008,None,None,,474.0469224999997,None,['z'],476.0257539000013,None,z,2.771610199999486,1,1,0.9285714285714286,480.270303700001,None,None,480.270303700001,None,[0.7716101999994862],,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
42,0,42,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.208904638,2.234398566,None,482.2763977000013,None,484.5308763000012,None,484.5308763000012,None,484.54317186000077,None,['b'],[1.1889057000007597],484.5308763000012,None,None,486.5266539000004,None,b,1.1889057000007597,1,1,0.9302325581395349,488.74241660000007,None,None,488.74241660000007,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
43,0,43,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.242058058,1.411911144,None,490.743055500001,None,492.1636421000003,None,492.1636421000003,None,492.15975757000086,None,['b'],[1.1392792000006011],492.1636421000003,None,None,494.1608895999998,None,b,1.1392792000006011,1,1,0.9318181818181818,496.4176524000013,None,None,496.4176524000013,None,,,,,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,498.4262834000001,None,,,,,,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.42636029999994,None,None,503.42636029999994,None,,,,,,,,,,CBC_1007,005,4,2,3,4,0.9,2023-06-21_16h24.09.852,MSI_AV_v3,2022.1.1,59.865577831591835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 3, 1, 2]",0.9090909090909091,0.8181818181818182,1.0,1.0,,,,,,,,,,,,
