trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.7533305109883095,0.974903167432984,None,397.0738663000011,None,398.06156890000057,None,398.06156890000057,None,398.05723148999965,None,None,398.06156890000057,None,['z'],[0.9273427000007359],400.04066910000074,None,z,2.927342700000736,0,0,0.6666666666666666,404.7743233000001,None,None,404.7743233000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
9,0,9,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.92731383428727,1.21250262048173,None,406.57370020000053,None,407.81352049999987,None,407.81352049999987,None,407.8236364200009,None,None,407.81352049999987,None,['z'],[1.4702811999995902],409.7903317,None,z,3.47028119999959,1,1,0.7,412.70789610000065,None,None,412.70789610000065,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
10,0,10,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.2759877950103027,1.25817747924478,None,414.5069180999999,None,415.7786446000009,None,415.7786446000009,None,415.7900260200011,None,None,415.7786446000009,None,['z'],[0.5295808000009856],417.75712360000034,None,z,2.5295808000009856,1,1,0.7272727272727273,420.03178560000015,None,None,420.03178560000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
11,0,11,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.7134565917469198,0.761758675042088,None,421.84049120000054,None,422.61164839999947,None,422.61164839999947,None,422.6236017199997,None,None,422.61164839999947,None,['b'],[1.6436998000008316],424.59030789999997,None,b,3.6436998000008316,1,1,0.75,427.2988829999995,None,None,427.2988829999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
12,0,12,0,,,,,,,,,,3,2.0,3.0,z,63.0,0.0,2.82320408183943,1.78643585472448,None,429.1073221000006,None,430.9141942999995,None,430.9141942999995,None,430.9239648200008,None,None,430.9141942999995,None,['z'],[0.7623486000011326],432.8903661000004,None,z,2.7623486000011326,1,0,0.7692307692307693,435.6954910000004,None,None,435.6954910000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
13,0,13,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.629554641171433,0.77703640172831,None,437.50717910000094,None,438.29403830000047,None,438.29403830000047,None,438.2907880899998,None,None,438.29403830000047,None,['b'],[2.00499740000123],440.2737199000003,None,b,4.00499740000123,1,1,0.7857142857142857,442.88378920000105,None,None,442.88378920000105,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
14,0,14,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.496959177995529,2.96653053743745,None,444.69048380000095,None,447.67663990000074,None,447.67663990000074,None,447.6736577900006,None,None,447.67663990000074,None,['z'],[1.5981773000003159],449.6569163000004,None,z,3.598177300000316,1,1,0.8,452.1457448000001,None,None,452.1457448000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
15,0,15,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.693348633324513,1.53243550275999,None,453.95718769999985,None,455.5120164,None,455.5120164,None,455.52375812000065,None,None,455.5120164,None,['z'],[1.047938100000465],457.49001490000046,None,z,3.047938100000465,1,1,0.8125,460.1661275000006,None,None,460.1661275000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
16,0,16,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.7500315165247198,1.34668860557497,None,461.9738720999994,None,463.34028000000035,None,463.34028000000035,None,463.34040819000035,None,None,463.34028000000035,None,['b'],[0.704434899998887],465.3237824000007,None,b,2.704434899998887,1,1,0.8235294117647058,469.0708668999996,None,None,469.0708668999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
17,0,17,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.11514536789087,1.25920145784721,None,470.87400870000056,None,472.14446549999957,None,472.14446549999957,None,472.1405355900002,None,None,472.14446549999957,None,['z'],[0.5094936000004964],474.12398589999975,None,z,2.5094936000004964,1,1,0.8333333333333334,478.23644570000033,None,None,478.23644570000033,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
18,0,18,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,3.68371079902891,1.90743690794447,None,480.04053849999946,None,481.96061720000034,None,481.96061720000034,None,481.95720808999937,None,None,481.96061720000034,None,['b'],[0.6997796000014205],483.9405131000003,None,b,2.6997796000014205,1,1,0.8421052631578947,487.6226870999999,None,None,487.6226870999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
19,0,19,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,4.53337421950507,2.10421507306074,None,489.4238294000006,None,491.54309060000014,None,491.54309060000014,None,491.5406783899994,None,None,491.54309060000014,None,['z'],[0.5279040000004898],493.52393140000095,None,z,2.5279040000004898,0,0,0.8,498.0531398000003,None,None,498.0531398000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
20,0,20,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,3.76873691643126,0.952147612306987,None,499.85761600000114,None,500.8271439,None,500.8271439,None,500.82384559000053,None,None,500.8271439,None,['z'],[0.8380333000004612],502.8073056000012,None,z,2.838033300000461,1,1,0.8095238095238095,506.56714939999983,None,None,506.56714939999983,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
21,0,21,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.46924002178158,1.52290599571961,None,508.3737269000012,None,509.913658200001,None,509.913658200001,None,509.92396362000073,None,None,509.913658200001,None,['b'],[0.2768095000010362],511.8904901999995,None,b,2.276809500001036,1,1,0.8181818181818182,516.3465885000005,None,None,516.3465885000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
22,0,22,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.91303524001082,1.1243895841892,None,518.1573005000009,None,519.2971087000005,None,519.2971087000005,None,519.3077251200001,None,None,519.2971087000005,None,['z'],[0.6661428000006708],521.2738948000006,None,z,2.666142800000671,1,1,0.8260869565217391,524.1681628000006,None,None,524.1681628000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
23,0,23,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.26539063535182,2.78346932462847,None,525.9738971999996,None,528.777767900001,None,528.777767900001,None,528.7905172199997,None,None,528.777767900001,None,['z'],[0.3596880000004603],530.7572852000012,None,z,2.3596880000004603,1,1,0.8333333333333334,534.015318400001,None,None,534.015318400001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
24,0,24,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,3.73326136168326,1.96568735158996,None,535.8239021999998,None,537.8104566000002,None,537.8104566000002,None,537.807294490001,None,None,537.8104566000002,None,['z'],[0.913674200000969],539.7905301999999,None,z,2.913674200000969,1,1,0.84,543.5216042000011,None,None,543.5216042000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
25,0,25,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.12485271162806,1.36309078069689,None,545.3238323000005,None,546.7116686000008,None,546.7116686000008,None,546.7239027200002,None,None,546.7116686000008,None,['b'],[0.5472826000004716],548.6908765000007,None,b,2.5472826000004716,1,1,0.8461538461538461,552.8125400000008,None,None,552.8125400000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
26,0,26,0,,,,,,,,,,0,2.0,1.0,z,9.0,1.0,3.6438386551209,1.43470440954152,None,554.6240701000006,None,556.0768208999998,None,556.0768208999998,None,556.0738511899996,None,None,556.0768208999998,None,['z'],[0.644199700000172],558.0572771999996,None,z,2.644199700000172,1,1,0.8518518518518519,561.6968672000003,None,None,561.6968672000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
27,0,27,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,4.01714354611405,0.80788063606262,None,563.5064313000003,None,564.3331505000006,None,564.3331505000006,None,564.341194720001,None,None,564.3331505000006,None,['b'],[0.6447388000015053],566.3070777000012,None,b,2.6447388000015053,1,1,0.8571428571428571,570.3152258999999,None,None,570.3152258999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
28,0,28,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.3728785608729996,1.18065738546375,None,572.1241253999997,None,573.3275461000012,None,573.3275461000012,None,573.3243827900002,None,None,573.3275461000012,None,['b'],[0.3554472000014357],575.3071211999995,None,b,2.3554472000014357,1,1,0.8620689655172413,578.6761501000001,None,None,578.6761501000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
29,0,29,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.40017271499661,2.40378712856304,None,580.4913613999997,None,582.9127776999994,None,582.9127776999994,None,582.9241525200003,None,None,582.9127776999994,None,['z'],[0.4014837000013358],584.8910073999996,None,z,2.401483700001336,1,1,0.8666666666666667,589.2786319999996,None,None,589.2786319999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
30,0,30,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.792365600763554,1.27538462653558,None,591.0909709999996,None,592.3737189000003,None,592.3737189000003,None,592.3737773900008,None,None,592.3737189000003,None,['b'],[1.169078000000809],594.3573400999994,None,b,3.169078000000809,1,1,0.8709677419354839,597.1400759000007,None,None,597.1400759000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
31,0,31,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.190022164497369,3.40155979865722,None,598.9408113000009,None,602.3571126000006,None,602.3571126000006,None,602.3573463900008,None,None,602.3571126000006,None,None,,604.3402055000006,None,[],[],0,3,0.84375,608.5453658999995,None,None,608.5453658999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
32,0,32,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.666404967794728,0.979776149765883,None,610.3241202999998,None,611.3104965000002,None,611.3104965000002,None,611.3078932900004,None,None,611.3104965000002,None,['z'],[0.8355641000016476],613.2907500000001,None,z,2.8355641000016476,1,1,0.8484848484848485,615.9542277,None,None,615.9542277,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
33,0,33,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.6391747348430608,3.4543169006169,None,617.7575522999996,None,621.226175400001,None,621.226175400001,None,621.2242269899995,None,None,621.226175400001,None,['z'],[1.1378113999999186],623.2078813999997,None,z,3.1378113999999186,1,1,0.8529411764705882,625.8275766999996,None,None,625.8275766999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
34,0,34,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,2.342239579230602,3.1424449555106,None,627.6408646,None,630.7960309999999,None,630.7960309999999,None,630.7909960900012,None,None,630.7960309999999,None,['b'],[0.9616894000009779],632.7732487000012,None,b,2.961689400000978,1,1,0.8571428571428571,635.0920120999999,None,None,635.0920120999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
35,0,35,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.592312596923728,3.06992456303453,None,636.9079695,None,639.9891138000003,None,639.9891138000003,None,639.9909383900009,None,None,639.9891138000003,None,['b'],[0.7154772000012599],641.9744799,None,b,2.71547720000126,1,1,0.8611111111111112,644.5481240999998,None,None,644.5481240999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
36,0,36,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.433630701072358,3.33124983260532,None,646.357470500001,None,649.7099118999995,None,649.7099118999995,None,649.7076822899995,None,None,649.7099118999995,None,['z'],[0.47102600000107486],651.6908541000012,None,z,2.471026000001075,1,1,0.8648648648648649,654.1132180000004,None,None,654.1132180000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
37,0,37,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.517541937862754,2.09887870490381,None,655.9246311000006,None,658.0262949000007,None,658.0262949000007,None,658.0233073599998,None,None,658.0262949000007,None,['z'],[0.6512124000000767],660.0077708999997,None,z,2.6512124000000767,1,1,0.868421052631579,662.5109539999994,None,None,662.5109539999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
38,0,38,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,2.678526077912375,1.64421109900286,None,664.3242405000001,None,665.9769317000009,None,665.9769317000009,None,665.9738738599995,None,None,665.9769317000009,None,['b'],[0.45966840000073717],667.974349600001,None,b,2.459668400000737,1,1,0.8717948717948718,670.6383674000008,None,None,670.6383674000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
39,0,39,0,,,,,,,,,,1,2.0,3.0,b,63.0,0.0,4.82531807167306,2.22427187882546,None,672.4411512999995,None,674.6798961000004,None,674.6798961000004,None,674.6909608200011,None,None,674.6798961000004,None,['b'],[0.8458444999996573],676.6578559000009,None,b,2.8458444999996573,1,0,0.875,681.4721423999999,None,None,681.4721423999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.02234236141277,1.60731937853708,None,683.2743546000002,None,684.8973994000007,None,684.8973994000007,None,684.9078002200011,None,None,684.8973994000007,None,None,,686.8743672,None,[],[],0,3,0.8536585365853658,689.8806282999994,None,"['b', 'z']",689.8806282999994,None,"[0.9199257000000216, 1.0636824000011984]",,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
41,0,41,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.77723667052879,1.53122835510861,None,691.691169400001,None,693.2471122999996,None,693.2471122999996,None,693.2579074200011,None,None,693.2471122999996,None,['z'],[1.262248400000317],695.2245736000004,None,z,3.262248400000317,1,1,0.8571428571428571,699.9856756000008,None,None,699.9856756000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
42,0,42,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.2062024266105302,1.95130344756745,None,701.7903024000007,None,703.7613270000002,None,703.7613270000002,None,703.7578323899994,None,None,703.7613270000002,None,['z'],[0.5740526000008686],705.7410801000005,None,z,2.5740526000008686,1,1,0.8604651162790697,708.9300693000005,None,None,708.9300693000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
43,0,43,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,3.31929419319838,1.12425433982333,None,710.741196500001,None,711.8612883000005,None,711.8612883000005,None,711.8735448900003,None,None,711.8612883000005,None,['b'],[0.63655910000125],713.8412525000003,None,b,2.63655910000125,1,1,0.8636363636363636,717.1533015000005,None,None,717.1533015000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,718.9580356999995,None,,,,,,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.958037800001,None,None,723.958037800001,None,,,,,,,,,,,,,CBC_1011,003,3,2,2,12,0.95,2024-03-20_15h53.25.911,MSI_AV_v3,2022.1.1,60.011690276988105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,36,2,6,,,,,,,,,,,,
