trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.526044641065533,0.974903167432984,None,373.0086081999998,None,374.0018806999997,None,374.0018806999997,None,373.99190668999967,None,['b'],374.0018806999997,None,None,,375.9946466000001,None,b,1.8418044000009104,1,1,0.7777777777777778,378.5334149999999,None,None,378.5334149999999,None,[1.8418044000009104],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
9,0,9,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,3.7500315165247198,1.36309078069689,None,380.3419283000003,None,381.72992929999964,None,381.72992929999964,None,381.7417057199993,None,['z'],381.72992929999964,None,None,,383.7268989000004,None,z,1.4043251999992208,1,1,0.8,387.4746945000006,None,None,387.4746945000006,None,[1.4043251999992208],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.72585056748869,1.18065738546375,None,389.2755257000008,None,390.4800556000009,None,390.4800556000009,None,390.4751104900001,None,['b'],390.4800556000009,None,None,,392.45956560000013,None,b,1.754399800000101,0,0,0.7272727272727273,397.19837460000053,None,None,397.19837460000053,None,[1.754399800000101],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
11,0,11,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,3.26539063535182,1.53243550275999,None,399.0084287000009,None,400.5610894000001,None,400.5610894000001,None,400.55861768999915,None,['b'],400.5610894000001,None,None,,402.5582568000009,None,b,1.2724162000013166,1,1,0.75,405.832676,None,None,405.832676,None,[1.2724162000013166],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.31929419319838,0.917519910446003,None,407.6417483000005,None,408.58023610000055,None,408.58023610000055,None,408.5919137199991,None,['b'],408.58023610000055,None,None,,410.5596301000005,None,b,1.6440456000000268,0,0,0.6923076923076923,413.88130190000084,None,None,413.88130190000084,None,[1.6440456000000268],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
13,0,13,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.02234236141277,3.1424449555106,None,415.69096759999957,None,418.84886430000006,None,418.84886430000006,None,418.85854301999933,None,['b'],418.84886430000006,None,None,,420.8249668999997,None,b,1.3000373000013496,1,1,0.7142857142857143,423.84961680000015,None,None,423.84961680000015,None,[1.3000373000013496],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
14,0,14,0,,,,,,,,,,3,0.0,3.0,b,9.0,1.0,4.61004669244928,2.10421507306074,None,425.6576648999999,None,427.77970579999965,None,427.77970579999965,None,427.77527628999945,None,['b'],427.77970579999965,None,None,,429.7780772999995,None,b,1.0182167000002664,1,1,0.7333333333333333,434.4000957999997,None,None,434.4000957999997,None,[1.0182167000002664],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
15,0,15,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,2.342239579230602,3.4543169006169,None,436.2079291000009,None,439.6802507000011,None,439.6802507000011,None,439.6918451199992,None,['z'],439.6802507000011,None,None,,441.67848330000015,None,z,1.2007268000015756,1,0,0.75,444.02490919999946,None,None,444.02490919999946,None,[1.2007268000015756],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.693348633324513,3.40155979865722,None,445.8254343999997,None,449.25212980000106,None,449.25212980000106,None,449.25882632000065,None,['b'],449.25212980000106,None,None,,451.2302662000002,None,b,1.7022171999997227,0,0,0.7058823529411765,453.90782059999947,None,None,453.90782059999947,None,[1.7022171999997227],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,4.82531807167306,1.25920145784721,None,455.70867069999986,None,456.98140520000015,None,456.98140520000015,None,456.9924940199991,None,['z'],456.98140520000015,None,None,,458.96547310000096,None,z,1.3793551000017032,1,1,0.7222222222222222,463.7804221999995,None,None,463.7804221999995,None,[1.3793551000017032],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.01714354611405,2.49839527409216,None,465.5919145000007,None,468.11394550000114,None,468.11394550000114,None,468.12547442000067,None,None,468.11394550000114,None,['b'],[0.16458899999997811],470.09227219999957,None,b,2.164588999999978,1,1,0.7368421052631579,474.1041346000002,None,None,474.1041346000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
19,0,19,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.2062024266105302,0.77703640172831,None,475.90882559999955,None,476.6963298999999,None,476.6963298999999,None,476.6920655900007,None,None,476.6963298999999,None,['b'],[0.21095310000055179],478.67542350000076,None,b,2.210953100000552,1,1,0.75,481.8735570000008,None,None,481.8735570000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
20,0,20,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.35133458220192,1.25817747924478,None,483.67547510000077,None,484.94924549999996,None,484.94924549999996,None,484.9587725199992,None,None,484.94924549999996,None,['b'],[1.9119917000007263],486.92608909999944,None,b,3.9119917000007263,0,0,0.7142857142857143,490.26287279999997,None,None,490.26287279999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.6391747348430608,2.22427187882546,None,492.075663900001,None,494.3147028000003,None,494.3147028000003,None,494.3257412199993,None,None,494.3147028000003,None,['z'],[0.2822439999999915],496.2923415999994,None,z,2.2822439999999915,1,1,0.7272727272727273,498.92074200000025,None,None,498.92074200000025,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
22,0,22,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.3728785608729996,2.96653053743745,None,500.7254465999995,None,503.71095869999954,None,503.71095869999954,None,503.70874019000024,None,None,503.71095869999954,None,['b'],[0.19420220000029076],505.6920143999996,None,b,2.1942022000002908,1,1,0.7391304347826086,509.0532232000005,None,None,509.0532232000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
23,0,23,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.76873691643126,1.43470440954152,None,510.8589068000001,None,512.3141495,None,512.3141495,None,512.3257397200006,None,None,512.3141495,None,['b'],[1.397482599999421],514.2923671999997,None,b,3.397482599999421,0,0,0.7083333333333334,518.0583177000008,None,None,518.0583177000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.678526077912375,2.15533949826702,None,519.8589141000011,None,522.0274649000003,None,522.0274649000003,None,522.0254963900001,None,['b'],522.0274649000003,None,None,,524.0248423000012,None,b,1.5527344000001904,1,1,0.72,526.7162920999999,None,None,526.7162920999999,None,[1.5527344000001904],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
25,0,25,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.792365600763554,1.95130344756745,None,528.5255871999998,None,530.497382900001,None,530.497382900001,None,530.5088214199997,None,None,530.497382900001,None,['b'],[1.0360574000005727],532.4756501000011,None,b,3.0360574000005727,1,1,0.7307692307692307,535.2511297000001,None,None,535.2511297000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
26,0,26,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,2.7134565917469198,1.60731937853708,None,537.0591075000011,None,538.6809188999996,None,538.6809188999996,None,538.692141319999,None,['b'],538.6809188999996,None,None,,540.6788658999994,None,b,1.7154506000006222,1,1,0.7407407407407407,543.3995981000007,None,None,543.3995981000007,None,[1.7154506000006222],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.73326136168326,2.6299100644723,None,545.2091041000003,None,547.8639058000008,None,547.8639058000008,None,547.8755487200007,None,['z'],547.8639058000008,None,None,,549.8593829000001,None,z,1.629142599998886,1,1,0.75,553.5994941999998,None,None,553.5994941999998,None,[1.629142599998886],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
28,0,28,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.517541937862754,1.52290599571961,None,555.4089204000011,None,556.9469953000007,None,556.9469953000007,None,556.9588357200001,None,None,556.9469953000007,None,['b'],[1.2615955000001122],558.9262305000011,None,b,3.2615955000001122,1,1,0.7586206896551724,561.4377396,None,None,561.4377396,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
29,0,29,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.7533305109883095,0.952147612306987,None,563.2426696000002,None,564.2144108000011,None,564.2144108000011,None,564.2260174199993,None,None,564.2144108000011,None,['z'],[0.8540186000009271],566.1925188000005,None,z,2.854018600000927,1,1,0.7666666666666667,570.9281324000003,None,None,570.9281324000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
30,0,30,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.433630701072358,1.94858485820231,None,572.7426405000006,None,574.7150053999994,None,574.7150053999994,None,574.725871419999,None,None,574.7150053999994,None,['z'],[1.636211799999728],576.6924526000003,None,z,3.636211799999728,1,1,0.7741935483870968,579.1143689,None,None,579.1143689,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
31,0,31,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,4.12485271162806,1.96568735158996,None,580.9260608000004,None,582.9148822999996,None,582.9148822999996,None,582.9257242199993,None,['b'],582.9148822999996,None,None,,584.910022,None,b,1.329571099999157,1,1,0.78125,589.049227200001,None,None,589.049227200001,None,[1.329571099999157],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.71372710086949,3.33124983260532,None,590.8592394999996,None,594.213147800001,None,594.213147800001,None,594.2258555199998,None,None,594.213147800001,None,['z'],[0.26220810000086203],596.1927109000007,None,z,2.262208100000862,1,1,0.7878787878787878,599.8930634000008,None,None,599.8930634000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.77034425507967,1.38289892513751,None,601.6925565000001,None,603.0993975000001,None,603.0993975000001,None,603.1092033199994,None,['z'],603.0993975000001,None,None,,605.0954136,None,z,1.1614542000006622,1,1,0.7941176470588235,609.8827337000002,None,None,609.8827337000002,None,[1.1614542000006622],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,2.496959177995529,1.90743690794447,None,611.6924415000012,None,613.6136015000011,None,613.6136015000011,None,613.60916829,None,None,613.6136015000011,None,['b'],[0.13040080000064336],615.5926442,None,b,2.1304008000006434,1,0,0.8,618.0851168999998,None,None,618.0851168999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
35,0,35,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.2759877950103027,3.1963008326951,None,619.8926558000003,None,623.0984827000011,None,623.0984827000011,None,623.1092328200003,None,['z'],623.0984827000011,None,None,,625.0947180000003,None,z,1.079533200001606,1,1,0.8055555555555556,627.3813599000005,None,None,627.3813599000005,None,[1.079533200001606],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
36,0,36,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,3.68371079902891,1.27538462653558,None,629.1929380000001,None,630.4801152,None,630.4801152,None,630.4925405200003,None,['b'],630.4801152,None,None,,632.4763292999996,None,b,1.3192491000008886,1,1,0.8108108108108109,636.1664278000007,None,None,636.1664278000007,None,[1.3192491000008886],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
37,0,37,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.294664843639333,3.24569326556923,None,637.9759336000006,None,641.2296514000009,None,641.2296514000009,None,641.2261538899996,None,None,641.2296514000009,None,['z'],[1.4677317000005132],643.2095487999995,None,z,3.4677317000005132,1,1,0.8157894736842105,645.4928032000007,None,None,645.4928032000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.77723667052879,0.761758675042088,None,647.2929146000006,None,648.0813201000001,None,648.0813201000001,None,648.0929127199989,None,['b'],648.0813201000001,None,None,,650.0773590999997,None,b,1.5115657999995165,1,1,0.8205128205128205,654.8666155999999,None,None,654.8666155999999,None,[1.5115657999995165],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
39,0,39,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.11514536789087,1.64421109900286,None,656.6762794999995,None,658.3328726,None,658.3328726,None,658.3428909200003,None,['z'],658.3328726,None,None,,660.3252291000008,None,z,1.5601274000000558,1,1,0.825,664.4495487000004,None,None,664.4495487000004,None,[1.5601274000000558],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.91303524001082,2.40378712856304,None,666.2597289000005,None,668.6813689999999,None,668.6813689999999,None,668.6926371199999,None,['b'],668.6813689999999,None,None,,670.6780698000002,None,b,1.5158246999999392,1,1,0.8292682926829268,673.5921180000005,None,None,673.5921180000005,None,[1.5158246999999392],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.82320408183943,1.34668860557497,None,675.3928918000001,None,676.7651619000007,None,676.7651619000007,None,676.7760881200003,None,None,676.7651619000007,None,['b'],[0.40622590000020864],678.7455148999998,None,b,2.4062259000002086,0,0,0.8095238095238095,681.5792554,None,None,681.5792554,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
42,0,42,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.190022164497369,1.53122835510861,None,683.3928243000009,None,684.9501491999999,None,684.9501491999999,None,684.9594829200006,None,['b'],684.9501491999999,None,None,,686.9458130000003,None,b,1.2323931999999331,1,1,0.813953488372093,691.1507519999996,None,None,691.1507519999996,None,[1.2323931999999331],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
43,0,43,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.592312596923728,2.09887870490381,None,692.9595946000009,None,695.0819236999996,None,695.0819236999996,None,695.09300842,None,['b'],695.0819236999996,None,None,,697.0798254000001,None,b,1.859096899999713,1,1,0.8181818181818182,699.6831459000005,None,None,699.6831459000005,None,[1.859096899999713],,,,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,701.4929849,None,,,,,,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.4930408,None,None,706.4930408,None,,,,,,,,,,,,,CBC_1019,001,2,1,3,18,0.95,2023-06-28_16h08.36.821,MSI_AV_v3,2022.1.1,59.82829279986664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 0, 1, 2]",0.7272727272727273,0.7272727272727273,0.9090909090909091,0.9090909090909091,34,0,10,,,,,,,,,,,,
