trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,0,2,3,b,63,1,4.52047235037039,1.96568735158996,None,275.35132150000004,None,277.30130391,277.30130391,277.31780571,None,[],,,['b'],279.3032552,None,b,2.508793200000028,1,1,0.9545454545454546,None,283.8311097,None,283.8311097,None,[0.5087932000000279],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
22,0,22,0,,,,,,,,,,3,1,0,b,63,1,4.77034425507967,3.1424449555106,None,285.63462580000004,None,288.75150021,288.75150021,288.76780721,b,['b'],1.6989621999999969,[1.6989621999999969],None,290.7887705,None,b,1.6989621999999969,1,1,0.9565217391304348,None,295.5626856,None,295.5626856,None,,,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
23,0,23,0,,,,,,,,,,2,2,0,z,27,1,3.68371079902891,1.18065738546375,None,297.36790640000004,None,298.53463711,298.53463711,298.55135781,None,[],,,['b'],300.5371569,None,b,2.315214900000015,0,0,0.9166666666666666,None,304.22579310000003,None,304.22579310000003,None,[0.31521490000001506],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
24,0,24,0,,,,,,,,,,1,2,3,z,63,1,4.12485271162806,3.06992456303453,None,306.0347353,None,309.08471181000004,309.08471181000004,309.10135761000004,None,[],,,['z'],311.0893865,None,z,2.506695800000003,1,1,0.92,None,315.2131881,None,315.2131881,None,[0.5066958000000028],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
25,0,25,0,,,,,,,,,,0,2,0,b,27,1,4.11514536789087,2.78346932462847,None,317.0180644,None,319.78458971000003,319.78458971000003,319.80115831,None,[],,,['b'],321.7820339,None,b,2.204454099999978,1,1,0.9230769230769231,None,325.9026816,None,325.9026816,None,[0.2044540999999782],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
26,0,26,0,,,,,,,,,,3,1,0,b,63,1,4.190022164497369,1.25817747924478,None,327.71812950000003,None,328.95115671,328.95115671,328.96797641,None,[],,,['b'],330.9532074,None,b,2.3383228999999943,1,1,0.9259259259259259,None,335.1420873,None,335.1420873,None,[0.3383228999999943],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
27,0,27,0,,,,,,,,,,2,0,1,b,63,1,3.2062024266105302,0.979776149765883,None,336.9515455,None,337.90146571,337.90146571,337.91798611,None,[],,,['b'],339.9220479,None,b,2.109078700000012,1,1,0.9285714285714286,None,343.1125937,None,343.1125937,None,[0.10907870000001196],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
28,0,28,0,,,,,,,,,,0,3,2,z,63,0,3.35133458220192,3.33124983260532,None,344.9180284,None,348.23477081000004,348.23477081000004,348.25143271,z,['z'],1.342203399999974,[1.342203399999974],None,350.2783405,None,z,1.342203399999974,1,0,0.9310344827586207,None,353.6293163,None,353.6293163,None,,,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
29,0,29,0,,,,,,,,,,1,3,1,b,27,1,2.7134565917469198,1.21250262048173,None,355.4347847,None,356.61798881000004,356.61798881000004,356.63474231000004,b,['b'],1.990468999999976,[1.990468999999976],None,358.6590532,None,b,1.990468999999976,1,1,0.9333333333333333,None,361.3770905,None,361.3770905,None,,,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
30,0,30,0,,,,,,,,,,2,1,0,z,63,1,4.77723667052879,1.1243895841892,None,363.1848731,None,364.28495011,364.28495011,364.30147241000003,None,[],,,['z'],366.2880432,None,z,2.0176250000000238,1,1,0.9354838709677419,None,371.07487760000004,None,371.07487760000004,None,[0.01762500000002376],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
31,0,31,0,,,,,,,,,,1,3,2,b,63,1,3.02234236141277,1.36309078069689,None,372.8848134,None,374.23458381,374.23458381,374.25127871,None,[],,,['b'],376.2373419,None,b,2.95366700000001,1,1,0.9375,None,379.2685307,None,379.2685307,None,[0.95366700000001],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
32,0,32,0,,,,,,,,,,3,2,1,z,9,1,2.433630701072358,1.64421109900286,None,381.0681405,None,382.68487781000005,382.68487781000005,382.70142081,None,[],,,['z'],384.6872204,None,z,2.410319599999994,1,1,0.9393939393939394,None,387.1291084,None,387.1291084,None,[0.410319599999994],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
33,0,33,0,,,,,,,,,,2,1,0,z,63,1,2.342239579230602,3.1963008326951,None,388.9351863,None,392.11835551,392.11835551,392.13489721,None,[],,,['z'],394.1201314,None,z,3.3500219000000158,1,1,0.9411764705882353,None,396.459828,None,396.459828,None,[1.3500219000000158],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
34,0,34,0,,,,,,,,,,0,2,1,b,9,1,4.40017271499661,1.53243550275999,None,398.26736750000003,None,399.76835401,399.76835401,399.78541731,None,[],,,['b'],401.7709949,None,b,3.3444956000000303,1,1,0.9428571428571428,None,406.16989789999997,None,406.16989789999997,None,[1.3444956000000303],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
35,0,35,0,,,,,,,,,,3,1,0,b,63,1,2.92731383428727,1.78643585472448,None,407.98488290000006,None,409.7516059100001,409.7516059100001,409.76881120999997,None,[],,,['b'],411.75738659999996,None,b,2.2425724000000997,1,1,0.9444444444444444,None,414.6820571,None,414.6820571,None,[0.24257240000009972],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
36,0,36,0,,,,,,,,,,2,0,1,b,63,0,4.46924002178158,0.80788063606262,None,416.49273999999997,None,417.2683718100001,417.2683718100001,417.28518131,None,[],,,['b'],419.27112070000004,None,b,3.289882800000001,1,0,0.9459459459459459,None,423.7477727,None,423.7477727,None,[1.2898828000000009],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
37,0,37,0,,,,,,,,,,3,0,1,z,63,1,2.792365600763554,2.15533949826702,None,425.55166979999996,None,427.6849189100001,427.6849189100001,427.70155161,None,[],,,['z'],429.68910510000006,None,z,2.2675483000000582,1,1,0.9473684210526315,None,432.4943089,None,432.4943089,None,[0.26754830000005825],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
38,0,38,0,,,,,,,,,,1,1,3,z,27,1,3.71372710086949,3.40155979865722,None,434.3008422,None,437.68496171000004,437.68496171000004,437.70158341,None,[],,,['z'],439.68703650000003,None,z,2.53284459999999,1,1,0.9487179487179487,None,443.4008928,None,443.4008928,None,[0.53284459999999],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
39,0,39,0,,,,,,,,,,0,3,2,z,63,1,2.592312596923728,1.60731937853708,None,445.20157680000005,None,446.78436141,446.78436141,446.80132841,None,[],,,['z'],448.7794399,None,z,2.2687085999999823,1,1,0.95,None,451.36273420000003,None,451.36273420000003,None,[0.2687085999999823],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
40,0,40,0,,,,,,,,,,2,0,2,b,27,1,4.61004669244928,0.917519910446003,None,453.1682205,None,454.06859311000005,454.06859311000005,454.08522991000007,None,[],,,['z'],456.072779,None,z,2.3722990000000124,0,0,0.926829268292683,None,460.6968982,None,460.6968982,None,[0.37229900000001237],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
41,0,41,0,,,,,,,,,,1,2,3,z,63,1,3.73326136168326,1.38289892513751,None,462.5007973,None,463.86846911,463.86846911,463.88515031,None,[],,,['z'],465.8718704,None,z,2.8978043000000895,1,1,0.9285714285714286,None,469.6167701,None,469.6167701,None,[0.8978043000000895],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
42,0,42,0,,,,,,,,,,3,1,3,b,27,1,2.2759877950103027,2.09887870490381,None,471.41843580000005,None,473.50169771000003,473.50169771000003,473.51831931000004,None,[],,,['b'],475.5078157,None,b,2.4006488000000132,1,1,0.9302325581395349,None,477.781085,None,477.781085,None,[0.40064880000001324],,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
43,0,43,0,,,,,,,,,,0,3,2,z,63,1,3.76873691643126,1.53122835510861,None,479.58515990000006,None,481.10184901,481.10184901,481.11853471000006,z,['z'],1.5453341999999708,[1.5453341999999708],None,483.14289520000005,None,z,1.5453341999999708,1,1,0.9318181818181818,None,486.91287560000006,None,486.91287560000006,None,,,,,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,488.71850680000006,None,,,,,,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.70184620000003,None,None,493.70184620000003,498.6852221,,,,,,,,,,CBC_1017,002,5,1,6,16,0.9,2023-06-25_09h48.15.887,MSI_TV_v3,2022.1.1,59.96400960144355,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 3, 0, 1]",0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091,,,,,,,,,,,,
