trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,0,2,b,27,1,1.874984683,1.910349838,None,167.36125379999976,None,169.28468109999994,None,169.28468109999994,None,169.29424647999915,None,None,169.28468109999994,None,['b'],[0.1914390000001731],171.26133089999985,None,b,2.191439000000173,1,1,0.7777777777777778,173.1302087999993,None,None,173.1302087999993,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
9,0,9,0,,,,,,,,,,3,0,3,z,9,1,1.758742576,3.388090306,None,175.14465440000004,None,178.5500637999994,None,178.5500637999994,None,178.56145427999965,None,None,178.5500637999994,None,['z'],[0.5573465999996188],180.53303389999928,None,z,2.5573465999996188,1,1,0.8,182.29105019999952,None,None,182.29105019999952,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
10,0,10,0,,,,,,,,,,2,3,2,z,63,0,2.242058058,1.086048241,None,184.29456869999922,None,185.39861519999977,None,185.39861519999977,None,185.39474461,None,None,185.39861519999977,None,['z'],[0.05659800000103132],187.37797049999972,None,z,2.0565980000010313,1,0,0.8181818181818182,189.60304989999986,None,None,189.60304989999986,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
11,0,11,0,,,,,,,,,,1,1,0,b,63,1,2.818459073,2.297139377,None,191.61165549999987,None,193.9332528999994,None,193.9332528999994,None,193.94447757999953,None,None,193.9332528999994,None,['b'],[0.7595177000002877],195.9114608,None,b,2.7595177000002877,1,1,0.8333333333333334,198.71838119999938,None,None,198.71838119999938,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
12,0,12,0,,,,,,,,,,3,3,2,b,63,0,2.088920167,1.75396268,None,200.7282086999994,None,202.47962860000007,None,202.47962860000007,None,202.47740033999946,None,None,202.47962860000007,None,['b'],[0.4784175000004325],204.46163009999964,None,b,2.4784175000004325,1,0,0.8461538461538461,206.5457351999994,None,None,206.5457351999994,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
13,0,13,0,,,,,,,,,,2,3,2,z,63,1,1.899747326,2.495793893,None,208.54501039999923,None,211.0667451999998,None,211.0667451999998,None,211.0778320799993,None,None,211.0667451999998,None,['z'],[0.7705900000000838],213.04461449999962,None,z,2.770590000000084,1,1,0.8571428571428571,214.9377889999996,None,None,214.9377889999996,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
14,0,14,0,,,,,,,,,,1,1,3,b,27,1,1.3262934849999999,2.407383959,None,216.94475479999983,None,219.36904109999978,None,219.36904109999978,None,219.3780713799999,None,None,219.36904109999978,None,None,,221.34480989999975,None,[],[],0,3,0.8,222.64931709999928,None,None,222.64931709999928,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
15,0,15,0,,,,,,,,,,0,3,0,z,9,1,2.208904638,1.84422311,None,224.6617609999994,None,226.51782179999918,None,226.51782179999918,None,226.52811797999968,None,['z'],226.51782179999918,None,None,,228.5131169999995,None,z,1.59555200000068,1,1,0.8125,230.7332555999992,None,None,230.7332555999992,None,[1.59555200000068],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
16,0,16,0,,,,,,,,,,3,3,2,b,63,1,2.078483356,2.7801224,None,232.74450230000002,None,235.54994559999977,None,235.54994559999977,None,235.56143057999927,None,None,235.54994559999977,None,['z'],[0.9567336000000068],237.5284499999998,None,z,2.956733600000007,0,0,0.7647058823529411,239.6039009999995,None,None,239.6039009999995,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
17,0,17,0,,,,,,,,,,2,2,0,b,27,1,1.109698721,0.971483559,None,241.61189339999964,None,242.6019357999994,None,242.6019357999994,None,242.6117130799996,None,['b'],242.6019357999994,None,None,,244.59674839999934,None,b,1.8535089000006337,1,1,0.7777777777777778,245.71774959999948,None,None,245.71774959999948,None,[1.8535089000006337],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
18,0,18,0,,,,,,,,,,0,1,0,z,63,1,3.278108735,1.378098418,None,247.7283625,None,249.11655259999952,None,249.11655259999952,None,249.12801087999944,None,None,249.11655259999952,None,['b'],[0.22779300000001967],251.0946740999998,None,b,2.2277930000000197,0,0,0.7368421052631579,254.3748642999999,None,None,254.3748642999999,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
19,0,19,0,,,,,,,,,,1,0,1,z,63,0,2.949122761,3.321420384,None,256.37810459999946,None,259.7158938999992,None,259.7158938999992,None,259.7282542799996,None,['z'],259.7158938999992,None,None,,261.71352989999923,None,z,1.5591320000012274,1,0,0.75,264.6670629,None,None,264.6670629,None,[1.5591320000012274],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
20,0,20,0,,,,,,,,,,3,1,3,z,27,1,4.334629553,1.53162701,None,266.6784706999997,None,268.23312089999945,None,268.23312089999945,None,268.24468147999977,None,None,268.23312089999945,None,['z'],[1.078988000001118],270.21135890000005,None,z,3.078988000001118,1,1,0.7619047619047619,274.54249569999956,None,None,274.54249569999956,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
21,0,21,0,,,,,,,,,,2,2,3,b,63,1,3.622505815,1.411911144,None,276.54509419999977,None,277.9828773999998,None,277.9828773999998,None,277.9953729799992,None,None,277.9828773999998,None,['b'],[0.08173770000121294],279.96180639999966,None,b,2.081737700001213,1,1,0.7727272727272727,283.5653545999994,None,None,283.5653545999994,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
22,0,22,0,,,,,,,,,,1,1,0,b,63,1,2.742099981,2.757001452,None,285.57864249999966,None,288.35205399999995,None,288.35205399999995,None,288.36160237999974,None,None,288.35205399999995,None,['z'],[0.36067760000059934],290.3282860999998,None,z,2.3606776000005993,0,0,0.7391304347826086,293.06177149999985,None,None,293.06177149999985,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
23,0,23,0,,,,,,,,,,0,2,0,z,27,1,3.956662465,1.483424551,None,295.0617143999998,None,296.5675182999994,None,296.5675182999994,None,296.57837467999997,None,None,296.5675182999994,None,['z'],[0.2686232000005475],298.5453095999992,None,z,2.2686232000005475,1,1,0.75,302.4959165,None,None,302.4959165,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
24,0,24,0,,,,,,,,,,3,2,3,z,63,1,3.884449499,1.732943574,None,304.4952252999992,None,306.25220790000003,None,306.25220790000003,None,306.26154728,None,None,306.25220790000003,None,['z'],[0.5616425000007439],308.22834969999985,None,z,2.561642500000744,1,1,0.76,312.09378169999945,None,None,312.09378169999945,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
25,0,25,0,,,,,,,,,,2,2,0,b,27,1,4.309752164,3.274187802,None,314.09514079999917,None,317.3835397999992,None,317.3835397999992,None,317.39515817999944,None,None,317.3835397999992,None,['b'],[0.4514989000008427],319.3617607999995,None,b,2.4514989000008427,1,1,0.7692307692307693,323.6679357999992,None,None,323.6679357999992,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,4.196249082,1.24796184,None,325.6789116,None,326.94940549999956,None,326.94940549999956,None,326.96165927999954,None,None,326.94940549999956,None,['b'],[0.80006240000057],328.9286958999992,None,b,2.80006240000057,1,1,0.7777777777777778,333.10697139999957,None,None,333.10697139999957,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
27,0,27,0,,,,,,,,,,0,0,1,b,63,1,1.90573091,2.573610938,None,335.1119829999998,None,337.70063839999966,None,337.70063839999966,None,337.71189347999933,None,['b'],337.70063839999966,None,None,,339.7010722999994,None,b,1.8456241000003502,1,1,0.7857142857142857,341.6018398999995,None,None,341.6018398999995,None,[1.8456241000003502],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
28,0,28,0,,,,,,,,,,2,3,2,z,63,0,2.67601813,2.502774076,None,343.61206390000007,None,346.1342187,None,346.1342187,None,346.14504307999977,None,['z'],346.1342187,None,None,,348.12840419999975,None,z,1.9115882000005513,1,0,0.7931034482758621,350.8177784999998,None,None,350.8177784999998,None,[1.9115882000005513],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
29,0,29,0,,,,,,,,,,3,3,1,b,27,1,2.278602942,0.977134615,None,352.8285249999999,None,353.81022529999973,None,353.81022529999973,None,353.81146430999974,None,None,353.81022529999973,None,['b'],[0.2733585000005405],355.7951954,None,b,2.2733585000005405,1,1,0.8,358.0633853999998,None,None,358.0633853999998,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
30,0,30,0,,,,,,,,,,0,1,0,z,63,0,1.556335756,3.276660373,None,360.0786141999997,None,363.3662359,None,363.3662359,None,363.3786289799993,None,['z'],363.3662359,None,None,,365.36470139999983,None,z,1.7835566000003382,1,0,0.8064516129032258,366.9342995999996,None,None,366.9342995999996,None,[1.7835566000003382],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,1.219965572,2.071213329,None,368.94613129999925,None,371.0338321999998,None,371.0338321999998,None,371.04511148,None,None,371.0338321999998,None,['b'],[0.4257744000005914],373.0118743999992,None,b,2.4257744000005914,1,1,0.8125,374.2261413999995,None,None,374.2261413999995,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
32,0,32,0,,,,,,,,,,1,2,1,z,9,1,2.917714675,2.234398566,None,376.22872259999986,None,378.4876863999998,None,378.4876863999998,None,378.4952061799997,None,None,378.4876863999998,None,['z'],[0.6262540000006993],380.46199569999953,None,z,2.6262540000006993,1,1,0.8181818181818182,383.3681883999998,None,None,383.3681883999998,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
33,0,33,0,,,,,,,,,,0,1,0,z,63,1,2.0845750460000003,3.264468617,None,385.37891189999937,None,388.6680959999994,None,388.6680959999994,None,388.67871278,None,None,388.6680959999994,None,['z'],[1.5328442999998515],390.64567609999995,None,z,3.5328442999998515,1,1,0.8235294117647058,392.7271742999992,None,None,392.7271742999992,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
34,0,34,0,,,,,,,,,,2,2,1,b,9,1,1.595506577,2.210349838,None,394.72908759999973,None,396.9516784999996,None,396.9516784999996,None,396.9619242799992,None,None,396.9516784999996,None,['b'],[0.38442920000034064],398.9288317999999,None,b,2.3844292000003406,1,1,0.8285714285714286,400.51294009999947,None,None,400.51294009999947,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
35,0,35,0,,,,,,,,,,1,1,0,b,63,1,3.869831913,1.448890429,None,402.51227859999926,None,403.98499360000005,None,403.98499360000005,None,403.99540257999996,None,None,403.98499360000005,None,['b'],[0.44020950000049197],405.96214399999917,None,b,2.440209500000492,1,1,0.8333333333333334,409.8277503999998,None,None,409.8277503999998,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
36,0,36,0,,,,,,,,,,0,0,1,b,63,0,2.232488062,1.313600181,None,411.8288601999993,None,413.1674639999992,None,413.1674639999992,None,413.17868217999984,None,None,413.1674639999992,None,['b'],[0.5070960000002742],415.1460030999997,None,b,2.507096000000274,1,0,0.8378378378378378,417.3739464,None,None,417.3739464,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
37,0,37,0,,,,,,,,,,1,0,1,z,63,1,2.518459073,2.962224669,None,419.378831,None,422.35088879999967,None,422.35088879999967,None,422.36204537999964,None,None,422.35088879999967,None,['z'],[0.3222592000001896],424.3292202999992,None,z,2.3222592000001896,1,1,0.8421052631578947,426.83664749999934,None,None,426.83664749999934,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
38,0,38,0,,,,,,,,,,3,1,3,z,27,1,2.372527466,2.648704933,None,428.8456065999999,None,431.5178294999996,None,431.5178294999996,None,431.52876267999926,None,None,431.5178294999996,None,['z'],[0.4120018000003256],433.4956113999997,None,z,2.4120018000003256,1,1,0.8461538461538461,435.8490579999998,None,None,435.8490579999998,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
39,0,39,0,,,,,,,,,,2,3,2,z,63,1,4.176609572,2.128027194,None,437.86212969999997,None,440.0000403999993,None,440.0000403999993,None,439.99619010999953,None,['z'],440.0000403999993,None,None,,441.99878809999973,None,z,1.840507300000354,1,1,0.85,446.1848037,None,None,446.1848037,None,[1.840507300000354],,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
40,0,40,0,,,,,,,,,,0,0,2,b,27,1,1.887650177,1.08099246,None,448.19559349999963,None,449.3012166999997,None,449.3012166999997,None,449.31223317999974,None,None,449.3012166999997,None,['b'],[0.034456000000318454],451.27897979999943,None,b,2.0344560000003185,1,1,0.8536585365853658,453.1627372999992,None,None,453.1627372999992,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
41,0,41,0,,,,,,,,,,3,2,3,z,63,1,3.044827724,2.232990834,None,455.1623334999995,None,457.4165957999994,None,457.4165957999994,None,457.4288676799999,None,None,457.4165957999994,None,['z'],[0.3596580000003087],459.40238939999927,None,z,2.3596580000003087,1,1,0.8571428571428571,462.44434309999997,None,None,462.44434309999997,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
42,0,42,0,,,,,,,,,,1,1,3,b,27,0,1.610581685,1.293060736,None,464.44583819999934,None,465.75082529999963,None,465.75082529999963,None,465.7623683799995,None,None,465.75082529999963,None,['b'],[0.39148890000069514],467.7293104999999,None,b,2.391488900000695,1,0,0.8604651162790697,469.33262449999984,None,None,469.33262449999984,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
43,0,43,0,,,,,,,,,,2,3,2,z,63,1,2.397501916,2.935368129,None,471.34579479999957,None,474.3011941999994,None,474.3011941999994,None,474.31225417999957,None,None,474.3011941999994,None,['z'],[0.746937900001285],476.27918129999944,None,z,2.746937900001285,1,1,0.8636363636363636,478.67705810000007,None,None,478.67705810000007,None,,,,,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,480.6791584999992,None,,,,,,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.6793306999998,None,None,485.6793306999998,None,,,,,,,,,,CBC_1001,3,6,1,6,0,0.80,2023-06-08_12h45.15.645,MSI_AV_v3,2022.1.1,59.700031223166214,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 1, 2, 3]",0.8181818181818182,0.7272727272727273,0.9090909090909091,1.0,,,,,,,,,,,,
