trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
24,0,24,0,,,,,,,,,,1,2,0,14,1,4.3560033776911595,3.25187717164471,None,302.04139510000095,None,305.3451959999984,None,305.35752229999997,None,['b'],[1.2293340000032913],305.3451959999984,None,None,307.29110579999906,None,b,1.2293340000032913,0,0,0.56,311.65674690000014,None,['z'],311.65674690000014,None,,[1.4537713000026997],,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
25,0,25,0,,,,,,,,,,0,0,0,36,1,4.89745263827305,2.32696722275902,None,313.45767200000046,None,315.83032319999984,None,315.8411310999974,None,['b'],[1.3191058000011253],315.83032319999984,None,['z'],317.7744094000009,None,b,1.3191058000011253,0,0,0.5384615384615384,322.6809706999993,None,None,322.6809706999993,None,[0.2567138000013074],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
26,0,26,0,,,,,,,,,,2,2,0,36,1,4.79595120749692,2.99272735241982,None,324.49036089999936,None,327.52780319999874,None,327.5243659999978,None,['b'],[1.0185338000010233],327.52780319999874,None,['b'],329.47359030000007,None,b,1.0185338000010233,0,0,0.5185185185185185,334.2816242000008,None,None,334.2816242000008,None,[0.15965870000218274],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
27,0,27,0,,,,,,,,,,1,1,0,36,1,2.533372966674614,3.093067417437,None,336.09141699999964,None,339.2328056999977,None,339.2412995000006,None,None,,339.2328056999977,None,None,341.17475059999924,None,[],[],0,3,0.5,343.7419582000002,None,['b'],343.7419582000002,None,,[0.9004894999998214],,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
28,0,28,0,,,,,,,,,,0,2,1,50,0,4.79396941305267,2.19546497995913,['b'],345.5246334000003,None,347.7799794999992,None,347.7910545000006,None,['b'],[1.5911588999988453],347.7799794999992,None,None,349.723973199998,None,b,1.5911588999988453,1,0,0.5172413793103449,354.53047420000075,None,None,354.53047420000075,None,,,[0.8806279000018549],,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
29,0,29,0,,,,,,,,,,1,1,0,36,1,2.0935163976022517,3.19646747994707,None,356.34129849999954,None,359.596635599999,None,359.6078687000001,None,['b'],[1.7484851000008348],359.596635599999,None,None,361.541280999998,None,b,1.7484851000008348,0,0,0.5,363.6476096999977,None,None,363.6476096999977,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
30,0,30,0,,,,,,,,,,2,0,0,14,1,2.260653249681576,0.760509851028298,None,365.4571185999994,None,366.2559521999974,None,366.2582834999994,None,['b'],[1.1104907000008097],366.2559521999974,None,['z'],368.20786809999845,None,b,1.1104907000008097,0,0,0.4838709677419355,370.47386149999875,None,None,370.47386149999875,None,[0.03815080000276794],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
31,0,31,0,,,,,,,,,,1,2,0,14,1,3.08399219778019,1.93473628110684,None,372.27471610000066,None,374.26171690000047,None,374.2584384999973,None,None,,374.26171690000047,None,['b'],376.2083440999995,None,b,2.60093930000221,0,0,0.46875,379.29686700000093,None,None,379.29686700000093,None,[0.6009393000022101],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
32,0,32,0,,,,,,,,,,2,1,1,50,1,4.85706913915242,2.93253104700369,None,381.1081379999996,None,384.09521309999764,None,384.0914383999989,None,['b'],[1.314841700001125],384.09521309999764,None,['b'],386.04143639999893,None,b,1.314841700001125,1,1,0.48484848484848486,390.90762539999923,None,None,390.90762539999923,None,[0.058479999999690335],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
33,0,33,0,,,,,,,,,,0,2,1,50,1,4.75208449114276,2.24098228083631,None,392.70820900000035,None,394.97475049999775,None,394.9741335000006,None,['b'],[0.9416878000010911],394.97475049999775,None,None,396.94162309999956,None,b,0.9416878000010911,1,1,0.5,401.7159191999999,None,None,401.7159191999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
34,0,34,0,,,,,,,,,,0,2,1,50,1,3.75606544973216,2.41859016397919,None,403.5241282999996,None,405.99327690000064,None,405.9915402000006,None,['b'],[1.1937575000047218],405.99327690000064,None,None,407.9417976000004,None,b,1.1937575000047218,1,1,0.5142857142857142,411.71660319999864,None,None,411.71660319999864,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
35,0,35,0,,,,,,,,,,1,1,0,36,1,2.93061443445534,2.2926827756088,None,413.5249335999979,None,415.8633664000008,None,415.8749087999997,None,['b'],[1.905917000003683],415.8633664000008,None,None,417.8086222999991,None,b,1.905917000003683,0,0,0.5,420.74840699999913,None,None,420.74840699999913,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
36,0,36,0,,,,,,,,,,2,2,0,36,1,2.661399651610695,1.85507739556255,None,422.55834400000094,None,424.43466889999763,None,424.44107629999854,None,"['b', 'b']","[0.7079984000010882, 1.7602019000005384]",424.43466889999763,None,None,426.4088641999988,None,b,0.7079984000010882,0,0,0.4864864864864865,429.07414789999893,None,None,429.07414789999893,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
37,0,37,0,,,,,,,,,,1,0,1,50,1,2.143942873030107,0.767372347918183,None,430.8751941999981,None,431.67376220000006,None,431.67449729999936,None,None,,431.67376220000006,None,None,433.62530369999877,None,[],[],0,3,0.47368421052631576,435.7818686999999,None,['b'],435.7818686999999,None,,[0.24955530000443105],,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
38,0,38,0,,,,,,,,,,2,2,0,36,1,2.396355568442425,1.23760834810881,None,437.59243290000086,None,438.88163709999935,None,438.89185859999924,None,['b'],[0.9644280000029539],438.88163709999935,None,['b'],440.82550889999766,None,b,0.9644280000029539,0,0,0.46153846153846156,443.23095289999765,None,None,443.23095289999765,None,[0.8668478000035975],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
39,0,39,0,,,,,,,,,,0,0,0,36,1,3.00616914487701,1.09364692357212,None,445.04198650000035,None,446.1748926,None,446.17509749999954,None,None,,446.1748926,None,['z'],448.1254388999987,None,z,2.2522994999999355,1,1,0.475,451.15012360000037,None,None,451.15012360000037,None,[0.2522994999999355],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
40,0,40,0,,,,,,,,,,2,1,1,50,1,3.0109893695593497,0.823898895776125,None,452.9584829999985,None,453.82862190000014,None,453.8251152999983,None,['b'],[1.4888734000014665],453.82862190000014,None,None,455.77528729999904,None,b,1.4888734000014665,1,1,0.4878048780487805,458.8005974000007,None,None,458.8005974000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
41,0,41,0,,,,,,,,,,1,0,1,50,1,3.35750049552731,2.55132244875705,None,460.6084656999992,None,463.21451739999975,None,463.2252216000008,None,None,,463.21451739999975,None,['b'],465.15781419999985,None,b,4.259911000001011,1,1,0.5,468.5332251,None,None,468.5332251,None,[2.2599110000010114],,,,,,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,470.34119869999995,None,,,,,,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.3411634999975,None,None,475.3411634999975,None,,,,,,,,,,,,CBC_1057,2,3,1,2,10,0.95,2024-02-07_15h52.15.487,MSI_AV_v1,2022.1.1,60.029378377852716,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 0, 1]",b,z,0.5,0.5,0.5,19,2,21,,,,,,,,,,,,
