trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,2,1,50,1,3.08399219778019,2.46471651569721,None,253.30927630000042,None,255.83596500000021,None,255.84343726000006,None,None,,255.83596500000021,None,['z'],257.77630990000034,None,z,2.320312899999408,1,1,0.5555555555555556,260.8645747999999,None,None,260.8645747999999,None,[0.3203128999994078],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
9,0,9,0,,,,,,,,,,1,0,1,50,1,2.755584162388418,1.1680331695907,None,262.6756884000006,None,263.9022821999997,None,263.91031645999976,None,None,,263.9022821999997,None,['z'],265.84286690000044,None,z,2.5915569000007963,1,1,0.6,268.61665059999996,None,None,268.61665059999996,None,[0.5915569000007963],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
10,0,10,0,,,,,,,,,,0,2,0,14,1,3.35750049552731,0.872854310065634,None,270.42623170000024,None,271.3531982000004,None,271.36041306000027,None,None,,271.3531982000004,None,['z'],273.2925266000002,None,z,2.357838100000663,0,0,0.5454545454545454,276.66446280000036,None,None,276.66446280000036,None,[0.35783810000066296],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
11,0,11,0,,,,,,,,,,1,0,1,50,1,2.143942873030107,1.90695111352951,None,278.47605980000026,None,280.4349123000002,None,280.44333015999985,None,['z'],[1.3068035999995118],280.4349123000002,None,None,282.3760921000003,None,z,1.3068035999995118,1,1,0.5833333333333334,284.53646219999973,None,None,284.53646219999973,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
12,0,12,0,,,,,,,,,,2,1,0,36,1,3.75606544973216,0.823898895776125,None,286.34270990000005,None,287.21674540000004,None,287.2265753600001,None,None,,287.21674540000004,None,['z'],289.1589958000004,None,z,2.5816367999996146,0,0,0.5384615384615384,292.93232780000017,None,None,292.93232780000017,None,[0.5816367999996146],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
13,0,13,0,,,,,,,,,,1,2,0,36,1,3.22645636662535,3.19646747994707,None,294.74303000000054,None,297.9999286000002,None,298.0097939599997,None,None,,297.9999286000002,None,['b'],299.9424319999998,None,b,2.164079199999833,1,1,0.5714285714285714,303.1818991,None,None,303.1818991,None,[0.16407919999983278],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
14,0,14,0,,,,,,,,,,2,1,0,36,1,3.00616914487701,0.864984636888209,None,304.9923294,None,305.9110007999998,None,305.9101017500002,None,None,,305.9110007999998,None,['b'],307.85835959999986,None,b,2.381051600000319,1,1,0.6,310.87924120000025,None,None,310.87924120000025,None,[0.381051600000319],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
15,0,15,0,,,,,,,,,,1,0,1,50,1,2.038421555814887,3.25187717164471,None,312.69280549999985,None,315.9997278000001,None,316.0099076599996,None,['z'],[1.6622751000004428],315.9997278000001,None,None,317.94276379999974,None,z,1.6622751000004428,1,1,0.625,320.0010910000001,None,None,320.0010910000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
16,0,16,0,,,,,,,,,,2,1,0,36,1,4.638307379983409,2.9722947448457,None,321.8099841000003,None,324.83404659999997,None,324.84351586000014,None,None,,324.83404659999997,None,['b'],326.7763936000001,None,b,3.720297500000015,1,1,0.6470588235294118,331.43447259999994,None,None,331.43447259999994,None,[1.7202975000000151],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
17,0,17,0,,,,,,,,,,1,0,1,50,1,4.85706913915242,2.55132244875705,None,333.2427615000006,None,335.84787270000015,None,335.85997396000005,None,None,,335.84787270000015,None,['z'],337.7929156,None,z,2.3840432999995755,1,1,0.6666666666666666,342.6692057,None,None,342.6692057,None,[0.38404329999957554],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
18,0,18,0,,,,,,,,,,0,1,1,50,1,4.75208449114276,2.41859016397919,None,344.4760105000005,None,346.9452554999998,None,346.9429410500002,None,None,,346.9452554999998,None,['b'],348.8927703999998,None,b,4.054304399999637,0,0,0.631578947368421,353.6679487000001,None,None,353.6679487000001,None,[2.054304399999637],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
19,0,19,0,,,,,,,,,,2,2,1,50,1,4.3560033776911595,2.93253104700369,None,355.47611550000056,None,358.4688390000001,None,358.47695645999977,None,None,,358.4688390000001,None,['z'],360.4096408000005,None,z,2.08558819999962,1,1,0.65,364.7825533000005,None,None,364.7825533000005,None,[0.08558819999961997],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
20,0,20,0,,,,,,,,,,2,2,1,50,1,4.79396941305267,2.46643561303325,None,366.59307140000055,None,369.1184428000006,None,369.1267725599997,None,None,,369.1184428000006,None,['b'],371.0592363000005,None,b,3.393739899999673,0,0,0.6190476190476191,375.8645967000002,None,None,375.8645967000002,None,[1.393739899999673],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
21,0,21,0,,,,,,,,,,0,0,0,36,1,3.3535975560099702,1.09364692357212,None,377.67610590000004,None,378.81676979999975,None,378.8269063599997,None,None,,378.81676979999975,None,['b'],380.75987410000016,None,b,3.313402899999346,1,1,0.6363636363636364,384.1340076000006,None,None,384.1340076000006,None,[1.3134028999993461],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
22,0,22,0,,,,,,,,,,1,1,0,14,1,2.664345149861413,0.886051557539332,None,385.9427873000004,None,386.88126160000047,None,386.8935046599996,None,None,,386.88126160000047,None,['b'],388.82634080000025,None,b,2.267225600000529,1,1,0.6521739130434783,391.5010917999998,None,None,391.5010917999998,None,[0.2672256000005291],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
23,0,23,0,,,,,,,,,,2,0,0,14,1,3.6791616380244196,0.760509851028298,None,393.30936459999975,None,394.1185409999998,None,394.12676666000027,None,None,,394.1185409999998,None,['z'],396.06028100000003,None,z,4.574667300000328,0,0,0.625,399.7462037000005,None,None,399.7462037000005,None,[2.5746673000003284],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
24,0,24,0,,,,,,,,,,0,1,1,50,0,2.0691390047117237,2.68012679460483,None,401.5596843000003,None,404.29800590000013,None,404.30985375999956,None,None,,404.29800590000013,None,['z'],406.24296870000035,None,z,3.331336000000192,1,0,0.64,408.3331667000002,None,None,408.3331667000002,None,[1.3313360000001921],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
25,0,25,0,,,,,,,,,,1,2,0,36,1,4.79595120749692,1.52074017648695,None,410.1428562000001,None,411.7224920999997,None,411.72715776000007,None,['b'],[1.8986722999998165],411.7224920999997,None,None,413.6597313000002,None,b,1.8986722999998165,1,1,0.6538461538461539,418.46679250000034,None,None,418.46679250000034,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
26,0,26,0,,,,,,,,,,0,1,1,50,1,2.070770331037005,1.93473628110684,None,420.2761588000003,None,422.2633259000004,None,422.2600730500003,None,None,,422.2633259000004,None,None,424.20986900000025,None,[],[],0,3,0.6296296296296297,426.3372177000001,None,None,426.3372177000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
27,0,27,0,,,,,,,,,,1,2,0,36,1,2.269747919971076,2.2926827756088,None,428.10922759999994,None,430.4500536000005,None,430.4601423600003,None,['b'],[1.325867499999731],430.4500536000005,None,None,432.392648,None,b,1.325867499999731,1,1,0.6428571428571429,434.6838408000003,None,None,434.6838408000003,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
28,0,28,0,,,,,,,,,,2,0,0,14,1,3.9110799880328697,1.92795341140246,None,436.4929864000005,None,438.4685939000001,None,438.4769279600001,None,None,,438.4685939000001,None,['b'],440.40959029999976,None,b,3.9047283000008974,1,1,0.6551724137931034,444.33444750000035,None,None,444.33444750000035,None,[1.9047283000008974],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
29,0,29,0,,,,,,,,,,0,1,1,50,1,3.0795770157756097,1.23760834810881,None,446.1430011000002,None,447.43275020000056,None,447.4434792600001,None,None,,447.43275020000056,None,['b'],449.37616179999986,None,b,2.3802646000003733,0,0,0.6333333333333333,452.4675914999998,None,None,452.4675914999998,None,[0.3802646000003733],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
30,0,30,0,,,,,,,,,,1,0,1,50,1,3.19303509672656,2.13476920223271,None,454.27612820000013,None,456.46857120000004,None,456.47693995999964,None,None,,456.46857120000004,None,"['b', 'z']",458.40957100000014,None,b,2.1061313999998674,0,0,0.6129032258064516,461.6165946000001,None,None,461.6165946000001,None,"[0.10613139999986743, 0.7673267000000124]",,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
31,0,31,0,,,,,,,,,,0,1,1,50,1,2.396355568442425,2.19546497995913,None,463.4265240000004,None,465.6673185999998,None,465.67706195999983,None,None,,465.6673185999998,None,['b'],467.61001000000033,None,b,2.809805900000356,0,0,0.59375,470.0176908000003,None,None,470.0176908000003,None,[0.8098059000003559],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
32,0,32,0,,,,,,,,,,1,2,0,36,1,3.0109893695593497,2.71666458349534,None,471.82657740000013,None,474.5996991000002,None,474.6103647599999,None,None,,474.5996991000002,None,['b'],476.5431128,None,b,2.228510500000084,1,1,0.6060606060606061,479.5689385000005,None,None,479.5689385000005,None,[0.228510500000084],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
33,0,33,0,,,,,,,,,,0,0,0,36,1,2.0935163976022517,2.711340609857,None,481.37620530000004,None,484.1298820000002,None,484.1267009500002,None,None,,484.1298820000002,None,None,486.07652190000044,None,[],[],0,3,0.5882352941176471,488.18278530000043,None,None,488.18278530000043,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
34,0,34,0,,,,,,,,,,2,2,1,50,0,4.18755802100366,2.96697800987238,None,489.9932017000001,None,493.01863719999983,None,493.02698935999945,None,None,,493.01863719999983,None,['b'],494.95968660000017,None,b,2.928598100000272,0,1,0.5714285714285714,499.16685469999993,None,None,499.16685469999993,None,[0.9285981000002721],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
35,0,35,0,,,,,,,,,,0,0,0,36,1,2.661399651610695,2.31238477131615,None,500.9764229000002,None,503.3342886999999,None,503.3438092599996,None,None,,503.3342886999999,None,['z'],505.2763240000004,None,z,2.565495799999553,0,0,0.5555555555555556,507.9509134,None,None,507.9509134,None,[0.5654957999995531],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
36,0,36,0,,,,,,,,,,2,2,1,50,1,3.00565230777806,2.18142366553255,None,509.76007500000014,None,511.99633730000005,None,511.9934732500001,None,None,,511.99633730000005,None,None,513.9432539,None,[],[],0,3,0.5405405405405406,516.9658285000005,None,None,516.9658285000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
37,0,37,0,,,,,,,,,,1,0,1,50,1,3.8873543302872697,1.931001549337,None,518.7767979999999,None,520.7699358999998,None,520.7773578599996,None,['z'],[1.7676027999996222],520.7699358999998,None,None,522.7100731999999,None,z,1.7676027999996222,1,1,0.5526315789473685,526.6191374,None,None,526.6191374,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
38,0,38,0,,,,,,,,,,1,0,1,50,1,2.9608932424063896,0.767372347918183,None,528.4264832999997,None,529.2507483999998,None,529.26047686,None,None,,529.2507483999998,None,['z'],531.1932594,None,z,2.945372000000134,1,1,0.5641025641025641,534.1683698000006,None,None,534.1683698000006,None,[0.945372000000134],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
39,0,39,0,,,,,,,,,,2,1,0,36,1,4.08205346963855,0.859460502749755,None,535.9764322000001,None,536.8837998999998,None,536.8942356599997,None,None,,536.8837998999998,None,['b'],538.8267080000005,None,b,2.718195899999955,1,1,0.575,542.9181668000001,None,None,542.9181668000001,None,[0.7181958999999551],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
40,0,40,0,,,,,,,,,,0,2,0,14,1,2.533372966674614,1.49618260131236,None,544.7266533000002,None,546.2820991999997,None,546.2937938599995,None,['z'],[1.4871876000006523],546.2820991999997,None,None,548.2266341000004,None,z,1.4871876000006523,0,0,0.5609756097560976,550.7656968000001,None,None,550.7656968000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
41,0,41,0,,,,,,,,,,2,1,0,36,1,2.096051788593735,2.99272735241982,None,552.5766070999998,None,555.6168162000004,None,555.6272031599998,None,None,,555.6168162000004,None,['b'],557.5600166000004,None,b,3.1677331000000777,1,1,0.5714285714285714,559.6663053000002,None,None,559.6663053000002,None,[1.1677331000000777],,,,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,561.4765539999999,None,,,,,,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.4766593000004,None,None,566.4766593000004,None,,,,,,,,,,,,CBC_1133,001,3,2,7,14,0.95,2024-10-11_14h20.04.910,MSI_AV_v1,2022.1.1,59.872531380556566,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 0, 2]",z,b,0.5714285714285714,0.7142857142857143,0.42857142857142855,24,3,15,,,,,,,,,,,,
