trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,0,2,0,36,1,2.93061443445534,2.93253104700369,None,159.54102969999985,None,162.45726581000025,162.45726581000025,None,[],['b'],[0.4052518999997119],164.46123160000025,None,b,2.405251899999712,0,0,0.7,167.41872330000024,None,None,167.41872330000024,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
10,0,10,0,,,,,,,,,,2,1,0,36,1,3.78496720151373,2.96697800987238,None,169.2233194999999,None,172.15778690999986,172.15778690999986,None,[],['b'],[0.5262187999996968],174.15737590000026,None,b,2.526218799999697,0,0,0.6363636363636364,177.9663971,None,None,177.9663971,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
11,0,11,0,,,,,,,,,,0,0,0,14,1,2.0935163976022517,2.24098228083631,None,179.77435460000015,None,181.9900843100001,181.9900843100001,None,[],['z'],[0.8545925999997053],183.98639249999997,None,z,2.8545925999997053,1,1,0.6666666666666666,186.1052139000003,None,None,186.1052139000003,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
12,0,12,0,,,,,,,,,,1,2,1,50,1,4.89745263827305,0.767372347918183,None,187.9077938999999,None,188.65771380999985,188.65771380999985,None,[],['b'],[2.8464598999999],190.66210870000032,None,b,4.8464598999999,1,1,0.6923076923076923,195.5869370999999,None,None,195.5869370999999,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
13,0,13,0,,,,,,,,,,2,0,1,50,1,3.6791616380244196,2.32696722275902,None,197.3903446000004,None,199.68995071000035,199.68995071000035,None,[],['b'],[0.9361585999995441],201.6871144000006,None,b,2.936158599999544,1,1,0.7142857142857143,205.38721179999993,None,None,205.38721179999993,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
14,0,14,0,,,,,,,,,,0,2,0,36,1,4.08205346963855,0.886051557539332,None,207.1909897000005,None,208.05791990999995,208.05791990999995,None,[],['z'],[0.5154288999992787],210.05976780000037,None,z,2.5154288999992787,1,1,0.7333333333333333,214.15500789999987,None,None,214.15500789999987,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
15,0,15,0,,,,,,,,,,2,0,1,50,0,4.79595120749692,2.55132244875705,None,215.9577779000001,None,218.49102101000034,218.49102101000034,None,[],['b'],[0.527202600000237],220.4908089999999,None,b,2.527202600000237,1,0,0.75,225.29024280000067,None,None,225.29024280000067,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
16,0,16,0,,,,,,,,,,0,1,1,50,1,2.096051788593735,2.9722947448457,None,227.09115759999986,None,230.0414374100007,230.0414374100007,None,[],['b'],[0.7107065000000148],232.04465600000003,None,b,2.710706500000015,1,1,0.7647058823529411,234.15489680000064,None,None,234.15489680000064,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
17,0,17,0,,,,,,,,,,1,0,0,36,1,2.038421555814887,1.49331160364633,None,235.9579136000002,None,237.4244071099999,237.4244071099999,None,[],['z'],[0.5339937999997346],239.42914540000038,None,z,2.5339937999997346,1,1,0.7777777777777778,241.4881623000001,None,None,241.4881623000001,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
18,0,18,0,,,,,,,,,,0,1,1,50,1,2.0691390047117237,2.13476920223271,None,243.2898341,None,245.40786541000006,245.40786541000006,None,[],['b'],[1.0297281999992265],247.4125354000007,None,b,3.0297281999992265,1,1,0.7894736842105263,249.50386359999993,None,None,249.50386359999993,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
19,0,19,0,,,,,,,,,,1,2,1,50,1,3.3535975560099702,3.44771472893932,None,251.30663710000044,None,254.72458840999997,254.72458840999997,None,[],['b'],[1.1055170999998154],256.7289840000003,None,b,3.1055170999998154,1,1,0.8,260.1014203000004,None,None,260.1014203000004,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
20,0,20,0,,,,,,,,,,0,0,0,14,1,2.8965037234387068,1.93473628110684,None,261.9082296000006,None,263.82374081000006,263.82374081000006,None,[],['z'],[0.45989279999957944],265.8195016999998,None,z,2.4598927999995794,1,1,0.8095238095238095,268.72373380000045,None,None,268.72373380000045,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
21,0,21,0,,,,,,,,,,1,2,1,50,1,4.057112590273469,0.823898895776125,None,270.5246680999999,None,271.32408751000065,271.32408751000065,None,[],['z'],[0.3607882999995127],273.3200093000005,None,z,2.3607882999995127,0,0,0.7727272727272727,277.39855570000054,None,None,277.39855570000054,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
22,0,22,0,,,,,,,,,,2,0,1,50,1,2.533372966674614,1.14006717102905,None,279.2065917,None,280.3246725100004,280.3246725100004,None,[],['z'],[0.6414522999994006],282.3286029000001,None,z,2.6414522999994006,0,0,0.7391304347826086,284.8857274000002,None,None,284.8857274000002,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
23,0,23,0,,,,,,,,,,2,0,1,50,1,3.9110799880328697,2.19546497995913,None,286.6906992000004,None,288.85816030999985,288.85816030999985,None,[],['b'],[0.989011899999241],290.8611232000003,None,b,2.989011899999241,1,1,0.75,294.77450190000036,None,None,294.77450190000036,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
24,0,24,0,,,,,,,,,,1,1,0,14,1,2.755584162388418,2.18142366553255,None,296.5747342000004,None,298.74177020999986,298.74177020999986,None,[],None,,300.74586960000033,None,None,[],0,3,0.72,303.5181226000004,None,None,303.5181226000004,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
25,0,25,0,,,,,,,,,,0,2,0,36,1,4.85706913915242,2.79689535976632,None,305.32453870000063,None,308.10840271000023,308.10840271000023,None,[],['z'],[0.9837447999998403],310.1082408000002,None,z,2.9837447999998403,1,1,0.7307692307692307,314.9742159000007,None,None,314.9742159000007,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
26,0,26,0,,,,,,,,,,2,1,0,36,1,3.0795770157756097,0.864984636888209,None,316.77501829999983,None,317.6237854100006,317.6237854100006,None,[],['b'],[0.908892399999786],319.6189826,None,b,2.908892399999786,0,0,0.7037037037037037,322.70748860000003,None,None,322.70748860000003,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
27,0,27,0,,,,,,,,,,1,0,0,36,1,2.143942873030107,1.49618260131236,None,324.50819690000026,None,325.99184691,325.99184691,None,[],['z'],[1.336281500000041],327.99090049999995,None,z,3.336281500000041,1,1,0.7142857142857143,330.14814209999986,None,None,330.14814209999986,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
28,0,28,0,,,,,,,,,,0,1,1,50,0,4.3560033776911595,1.23760834810881,None,331.95838600000025,None,333.17399971000003,333.17399971000003,None,[],None,,335.16987120000067,None,None,[],0,3,0.6896551724137931,339.5355649000003,None,None,339.5355649000003,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
29,0,29,0,,,,,,,,,,1,0,0,36,1,2.396355568442425,0.859460502749755,None,341.3422547,None,342.1750591100005,342.1750591100005,None,[],['b'],[1.3871363999996902],344.1792296000003,None,b,3.38713639999969,0,0,0.6666666666666666,346.58764359999986,None,None,346.58764359999986,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
30,0,30,0,,,,,,,,,,2,2,0,14,1,3.22645636662535,2.2926827756088,None,348.39048770000045,None,350.6576522100001,350.6576522100001,None,[],['z'],[0.06716770000002725],352.65392239999983,None,z,2.0671677000000273,1,1,0.6774193548387096,355.89082490000055,None,None,355.89082490000055,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
31,0,31,0,,,,,,,,,,1,1,0,14,1,4.79396941305267,1.931001549337,None,357.6917841000004,None,359.6085320100007,359.6085320100007,None,[],['b'],[0.33003389999976207],361.61380240000017,None,b,2.330033899999762,0,0,0.65625,366.40731870000036,None,None,366.40731870000036,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
32,0,32,0,,,,,,,,,,2,0,1,50,1,4.638307379983409,1.1680331695907,None,368.20844080000006,None,369.3582982100003,369.3582982100003,None,[],['z'],[0.5513136999998096],371.3648548000001,None,z,2.5513136999998096,0,0,0.6363636363636364,376.0215078000001,None,None,376.0215078000001,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
33,0,33,0,,,,,,,,,,0,1,1,50,1,3.08399219778019,1.52074017648695,None,377.8250060999999,None,379.3251726100004,379.3251726100004,None,[],['b'],[0.10198139999920386],381.3294377000002,None,b,2.101981399999204,1,1,0.6470588235294118,384.4384596,None,None,384.4384596,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
34,0,34,0,,,,,,,,,,0,1,1,50,1,2.260653249681576,3.093067417437,None,386.24193079999986,None,389.3079833100007,389.3079833100007,None,[],['z'],[0.6836647999998604],391.30471080000007,None,z,2.6836647999998604,0,0,0.6285714285714286,393.5861949,None,None,393.5861949,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
35,0,35,0,,,,,,,,,,1,0,0,36,1,3.8484563543876202,2.31238477131615,None,395.39186580000023,None,397.69200811000036,397.69200811000036,None,[],['b'],[0.36829039999975066],399.6978579000006,None,b,2.3682903999997507,0,0,0.6111111111111112,403.57200509999984,None,None,403.57200509999984,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
36,0,36,0,,,,,,,,,,2,1,0,36,1,2.435645686656409,2.46471651569721,None,405.3753301000006,None,407.8254769100001,407.8254769100001,None,[],['z'],[0.7100789000005534],409.83177909999995,None,z,2.7100789000005534,1,1,0.6216216216216216,412.28902780000044,None,None,412.28902780000044,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
37,0,37,0,,,,,,,,,,1,2,1,50,1,4.18755802100366,1.92795341140246,None,414.0921913000002,None,415.99237001000046,415.99237001000046,None,[],['z'],[0.9368931999997585],417.99793039999986,None,z,2.9368931999997585,0,0,0.6052631578947368,422.2041130000007,None,None,422.2041130000007,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
38,0,38,0,,,,,,,,,,2,1,0,36,1,2.269747919971076,2.46643561303325,None,424.00875710000037,None,426.45876431000005,426.45876431000005,None,[],['b'],[1.8474635000002309],428.4626590000007,None,b,3.847463500000231,0,0,0.5897435897435898,430.75451820000035,None,None,430.75451820000035,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
39,0,39,0,,,,,,,,,,0,2,0,36,1,2.9608932424063896,1.90695111352951,None,432.55925560000014,None,434.44210360999995,434.44210360999995,None,[],['z'],[0.589399699999376],436.4478938000002,None,z,2.589399699999376,1,1,0.6,439.42128090000006,None,None,439.42128090000006,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
40,0,40,0,,,,,,,,,,2,0,1,50,1,4.75208449114276,1.09364692357212,None,441.22557700000016,None,442.29214611000015,442.29214611000015,None,[],['b'],[0.5406476999996812],444.2978155999999,None,b,2.540647699999681,1,1,0.6097560975609756,449.07250850000037,None,None,449.07250850000037,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
41,0,41,0,,,,,,,,,,1,2,1,50,1,3.00616914487701,2.99272735241982,None,450.8758695000006,None,453.8425161100001,453.8425161100001,None,[],['z'],[0.49261720000049536],455.8452020000004,None,z,2.4926172000004954,0,0,0.5952380952380952,458.87057189999996,None,None,458.87057189999996,None,,,,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,460.6756965000004,None,,,,,,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.6759227000002,None,None,465.6759227000002,None,,,,,,,,,,,,CBC_1116,2,4,3,2,21,0.95,2024-09-27_13h59.22.080,MSI_TV_v1,2022.1.1,59.916261033632786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",b,z,0.7142857142857143,0.7142857142857143,0.35714285714285715,24,3,15,,,,,,,,,,,,
