trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,2,1,50,1,3.35750049552731,2.9722947448457,None,505.30934700000034,None,508.3314220000002,None,508.3430456800008,None,['z'],508.3314220000002,None,None,,510.27638879999995,None,z,1.6412729999992735,1,1,0.8888888888888888,513.6518692,None,None,513.6518692,None,[1.6412729999992735],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
9,0,9,0,,,,,,,,,,2,1,0,36,1,3.75606544973216,1.931001549337,None,515.4596998000006,None,517.4529212000007,None,517.4596498800004,None,['b'],517.4529212000007,None,None,,519.3929654000003,None,b,1.332356200000504,1,1,0.9,523.1655652,None,None,523.1655652,None,[1.332356200000504],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
10,0,10,0,,,,,,,,,,1,2,1,50,1,3.22645636662535,1.23760834810881,None,524.9767619000004,None,526.2628405000005,None,526.2597020000007,None,None,526.2628405000005,None,['b'],[0.41027870000016264],528.2096265999999,None,b,2.4102787000001626,0,0,0.8181818181818182,531.4509555000004,None,None,531.4509555000004,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
11,0,11,0,,,,,,,,,,2,0,1,50,0,3.3535975560099702,2.2926827756088,None,533.2603978000006,None,535.5949805999999,None,535.5933130000008,None,None,535.5949805999999,None,['z'],[0.878979199999776],537.5433534000003,None,z,2.878979199999776,1,0,0.8333333333333334,540.9179386000005,None,None,540.9179386000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
12,0,12,0,,,,,,,,,,0,2,0,36,1,2.396355568442425,3.44771472893932,None,542.7269331000007,None,546.2292488000003,None,546.2264119000006,None,['b'],546.2292488000003,None,None,,548.1763519000006,None,b,1.394740699999602,1,1,0.8461538461538461,550.5822459999999,None,None,550.5822459999999,None,[1.394740699999602],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
13,0,13,0,,,,,,,,,,1,1,0,14,1,2.096051788593735,2.24098228083631,None,552.3921896000002,None,554.6837527000007,None,554.6934073800005,None,['b'],554.6837527000007,None,None,,556.6269771000007,None,b,1.197206300000289,1,1,0.8571428571428571,558.7321778000005,None,None,558.7321778000005,None,[1.197206300000289],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
14,0,14,0,,,,,,,,,,2,0,1,50,1,2.93061443445534,1.1680331695907,None,560.5435545999999,None,561.7620893000003,None,561.7600401000004,None,None,561.7620893000003,None,['z'],[0.26635369999985414],563.7101769999999,None,z,2.266353699999854,1,1,0.8666666666666667,566.6503576000005,None,None,566.6503576000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
15,0,15,0,,,,,,,,,,1,2,1,50,1,2.661399651610695,1.92795341140246,None,568.4604497,None,570.4236096000004,None,570.4257001200002,None,['z'],570.4236096000004,None,None,,572.3766647000002,None,z,1.440367499999411,1,1,0.875,575.0509392000004,None,None,575.0509392000004,None,[1.440367499999411],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
16,0,16,0,,,,,,,,,,2,0,1,50,1,2.435645686656409,2.31238477131615,None,576.8601159,None,579.2292716000002,None,579.2266830000003,None,['z'],579.2292716000002,None,None,,581.1767605000005,None,z,1.4104575000001205,1,1,0.8823529411764706,583.6329866000005,None,None,583.6329866000005,None,[1.4104575000001205],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
17,0,17,0,,,,,,,,,,0,2,0,36,1,2.038421555814887,0.872854310065634,None,585.4430619000004,None,586.3637530000005,None,586.3599958,None,['b'],586.3637530000005,None,None,,588.3092442000006,None,b,1.1584768000002441,1,1,0.8888888888888888,590.3693665999999,None,None,590.3693665999999,None,[1.1584768000002441],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
18,0,18,0,,,,,,,,,,2,1,0,36,1,2.269747919971076,2.79689535976632,None,592.1767944000003,None,595.0299253000003,None,595.0265477000007,None,['b'],595.0299253000003,None,None,,596.9766079000001,None,b,0.9187025999999605,1,1,0.8947368421052632,599.2672671999999,None,None,599.2672671999999,None,[0.9187025999999605],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
19,0,19,0,,,,,,,,,,0,0,0,14,1,3.8873543302872697,1.14006717102905,None,601.0760219000003,None,602.2655899000001,None,602.2766440800008,None,['b'],602.2655899000001,None,None,,604.2101900000007,None,b,1.3995531000000483,1,1,0.9,608.1158763000003,None,None,608.1158763000003,None,[1.3995531000000483],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
20,0,20,0,,,,,,,,,,1,2,1,50,0,2.143942873030107,2.32696722275902,None,609.9266664000006,None,612.2967692000002,None,612.2934469000006,None,['z'],612.2967692000002,None,None,,614.2437009000005,None,z,1.7945329000003767,1,0,0.9047619047619048,616.3924008000004,None,None,616.3924008000004,None,[1.7945329000003767],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
21,0,21,0,,,,,,,,,,0,1,1,50,1,2.533372966674614,1.85507739556255,None,618.1937609000006,None,620.0964311000007,None,620.0934016000006,None,None,620.0964311000007,None,['z'],[0.9218714999997246],622.0436348000003,None,z,2.9218714999997246,1,1,0.9090909090909091,624.5849910000006,None,None,624.5849910000006,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
22,0,22,0,,,,,,,,,,1,0,0,36,1,2.260653249681576,1.90695111352951,None,626.3926471000004,None,628.3460633000004,None,628.3438875000006,None,['b'],628.3460633000004,None,None,,630.2935372000002,None,b,1.3431462999997166,1,1,0.9130434782608695,632.5664086000006,None,None,632.5664086000006,None,[1.3431462999997166],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
23,0,23,0,,,,,,,,,,2,2,0,14,1,2.664345149861413,2.71666458349534,None,634.3760716000006,None,637.1238327000001,None,637.1268141200006,None,['b'],637.1238327000001,None,None,,639.0936673000006,None,b,1.3768284999996467,1,1,0.9166666666666666,641.7601325000005,None,None,641.7601325000005,None,[1.3768284999996467],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
24,0,24,0,,,,,,,,,,0,1,1,50,1,3.8484563543876202,0.760509851028298,None,643.5606123000007,None,644.3584025,None,644.3601759000007,None,['z'],644.3584025,None,None,,646.3104706000004,None,z,1.607848999999078,1,1,0.92,650.1687129000002,None,None,650.1687129000002,None,[1.607848999999078],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
25,0,25,0,,,,,,,,,,1,2,1,50,1,2.0691390047117237,2.711340609857,None,651.9764097000007,None,654.7280147000001,None,654.7261508200007,None,['z'],654.7280147000001,None,None,,656.6775379000001,None,z,1.489696699999513,1,1,0.9230769230769231,658.7682198000002,None,None,658.7682198000002,None,[1.489696699999513],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
26,0,26,0,,,,,,,,,,2,1,0,36,1,4.08205346963855,2.96697800987238,None,660.5774404000003,None,663.5986957000005,None,663.6104996800007,None,['b'],663.5986957000005,None,None,,665.5441099,None,b,1.10593340000014,1,1,0.9259259259259259,669.6353347000004,None,None,669.6353347000004,None,[1.10593340000014],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
27,0,27,0,,,,,,,,,,0,2,0,36,1,2.755584162388418,2.68012679460483,None,671.4437994,None,674.1836546000004,None,674.1938013800002,None,['b'],674.1836546000004,None,None,,676.1272409000003,None,b,1.297886199999084,1,1,0.9285714285714286,678.8981414999998,None,None,678.8981414999998,None,[1.297886199999084],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
28,0,28,0,,,,,,,,,,2,1,0,36,1,4.79396941305267,3.25187717164471,None,680.7124348000007,None,684.0189811,None,684.0271791800008,None,['b'],684.0189811,None,None,,685.9608280000002,None,b,1.444371699999465,1,1,0.9310344827586207,690.7648674000002,None,None,690.7648674000002,None,[1.444371699999465],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
29,0,29,0,,,,,,,,,,1,2,1,50,0,3.6791616380244196,0.886051557539332,None,692.5774478000003,None,693.5134044000006,None,693.5105017999999,None,['z'],693.5134044000006,None,None,,695.4610885000002,None,z,1.2970994999996037,1,0,0.9333333333333333,699.1465584000007,None,None,699.1465584000007,None,[1.2970994999996037],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
30,0,30,0,,,,,,,,,,0,0,0,14,1,4.85706913915242,1.49618260131236,None,700.9598980000001,None,702.4996590000001,None,702.5107376800008,None,None,702.4996590000001,None,['b'],[0.9325475000005099],704.4441996000005,None,b,2.93254750000051,1,1,0.9354838709677419,709.3175203999999,None,None,709.3175203999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
31,0,31,0,,,,,,,,,,1,1,0,14,1,2.8965037234387068,0.767372347918183,None,711.1274118000001,None,711.9435715,None,711.9439036000008,None,['b'],711.9435715,None,None,,713.8940284,None,b,1.5252658999997948,1,1,0.9375,716.8010505000002,None,None,716.8010505000002,None,[1.5252658999997948],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
32,0,32,0,,,,,,,,,,2,0,1,50,1,3.9110799880328697,0.864984636888209,None,718.6111346000007,None,719.5272466000006,None,719.5274800000002,None,['z'],719.5272466000006,None,None,,721.4774444000004,None,z,1.7813411999995878,1,1,0.9393939393939394,725.4006644000001,None,None,725.4006644000001,None,[1.7813411999995878],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
33,0,33,0,,,,,,,,,,0,2,0,36,1,3.00616914487701,3.093067417437,None,727.2110364999999,None,730.3494086999999,None,730.36133808,None,None,730.3494086999999,None,['b'],[0.04083939999964059],732.2939616000003,None,b,2.0408393999996406,1,1,0.9411764705882353,735.3190852000007,None,None,735.3190852000007,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
34,0,34,0,,,,,,,,,,2,0,1,50,1,2.0935163976022517,1.52074017648695,None,737.1274432999999,None,738.7034865000005,None,738.7109534800004,None,None,738.7034865000005,None,['z'],[0.30830109999988053],740.6445002,None,z,2.3083010999998805,1,1,0.9428571428571428,742.7492685000007,None,None,742.7492685000007,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
35,0,35,0,,,,,,,,,,0,2,0,36,1,4.75208449114276,2.46471651569721,None,744.5611208,None,747.0771675000005,None,747.0774771000001,None,['b'],747.0771675000005,None,None,,749.0273631999999,None,b,1.2104928999997355,1,1,0.9444444444444444,753.7998843000005,None,None,753.7998843000005,None,[1.2104928999997355],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
36,0,36,0,,,,,,,,,,1,0,0,36,1,4.89745263827305,2.13476920223271,None,755.6112727,None,757.8046949999998,None,757.8111756800001,None,['b'],757.8046949999998,None,None,,759.7446760000003,None,b,1.9070827999994435,1,1,0.9459459459459459,764.6519701000007,None,None,764.6519701000007,None,[1.9070827999994435],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
37,0,37,0,,,,,,,,,,0,1,1,50,1,4.3560033776911595,2.41859016397919,None,766.4610739,None,768.9275287999999,None,768.9279654000006,None,['z'],768.9275287999999,None,None,,770.8774194000007,None,z,1.5793957999994745,1,1,0.9473684210526315,775.2516226000007,None,None,775.2516226000007,None,[1.5793957999994745],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
38,0,38,0,,,,,,,,,,1,0,0,36,1,4.18755802100366,0.823898895776125,None,777.0610611000002,None,777.9256719000005,None,777.9279619000004,None,['b'],777.9256719000005,None,None,,779.8776600000001,None,b,1.321368199999597,1,1,0.9487179487179487,784.0848892000004,None,None,784.0848892000004,None,[1.321368199999597],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
39,0,39,0,,,,,,,,,,0,1,1,50,0,4.79595120749692,1.49331160364633,None,785.8941402999999,None,787.4323911000001,None,787.4444249800001,None,['z'],787.4323911000001,None,None,,789.3781112000006,None,z,1.7731115999995382,1,0,0.95,794.1839932000003,None,None,794.1839932000003,None,[1.7731115999995382],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
40,0,40,0,,,,,,,,,,1,2,1,50,1,3.08399219778019,2.55132244875705,None,795.9945445000003,None,798.5984809000001,None,798.5946536000006,None,None,798.5984809000001,None,['z'],[0.15693129999908706],800.5447332000003,None,z,2.156931299999087,1,1,0.9512195121951219,803.6362822000001,None,None,803.6362822000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
41,0,41,0,,,,,,,,,,2,0,1,50,1,2.9608932424063896,1.93473628110684,None,805.4447203999998,None,807.4312877000002,None,807.4279207000004,None,['z'],807.4312877000002,None,None,,809.3780774000006,None,z,0.9741524999999456,1,1,0.9523809523809523,812.3530553999999,None,None,812.3530553999999,None,[0.9741524999999456],,,,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,814.1612770000002,None,,,,,,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.1613369000006,None,None,819.1613369000006,None,,,,,,,,,,,,CBC_1086,001,4,2,5,15,0.90,2024-04-23_16h20.43.546,MSI_AV_v1,2022.1.1,59.98771451592357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",z,b,0.8571428571428571,1.0,1.0,36,0,6,,,,,,,,,,,,
