trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
30,0,30,0,,,,,,,,,,2,2,0,14,1,3.22645636662535,0.767372347918183,None,462.1302587000009,None,462.95285440000043,None,462.9639140799994,None,['z'],462.95285440000043,None,None,,464.89723700000104,None,z,1.3257123999992473,1,1,0.6451612903225806,468.1384216000006,None,None,468.1384216000006,None,[1.3257123999992473],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
31,0,31,0,,,,,,,,,,1,1,0,14,1,2.0935163976022517,0.859460502749755,None,469.94699109999965,None,470.8529655000002,None,470.8636791800003,None,None,470.8529655000002,None,['b'],[0.39799780000066676],472.79678070000045,None,b,2.3979978000006668,0,0,0.625,474.9029138999995,None,None,474.9029138999995,None,,,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
32,0,32,0,,,,,,,,,,2,0,1,50,1,3.08399219778019,3.44771472893932,None,476.7133623000009,None,480.2183323999998,None,480.23068117999935,None,['b'],480.2183323999998,None,None,,482.16387159999977,None,b,1.4519727999995666,1,1,0.6363636363636364,485.25636250000025,None,None,485.25636250000025,None,[1.4519727999995666],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
33,0,33,0,,,,,,,,,,0,1,1,50,1,3.9110799880328697,0.872854310065634,None,487.06388759999936,None,487.9842255000003,None,487.9970090800001,None,['b'],487.9842255000003,None,None,,489.9303648999994,None,b,1.282215899998846,1,1,0.6470588235294118,493.85512689999996,None,None,493.85512689999996,None,[1.282215899998846],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
34,0,34,0,,,,,,,,,,0,1,1,50,1,2.096051788593735,2.55132244875705,None,495.66391190000104,None,498.2718979000001,None,498.280692480001,None,['b'],498.2718979000001,None,None,,500.21397849999994,None,b,1.336315900000045,1,1,0.6571428571428571,502.32041070000014,None,None,502.32041070000014,None,[1.336315900000045],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
35,0,35,0,,,,,,,,,,1,0,0,36,1,3.00565230777806,1.1680331695907,None,504.13050479999947,None,505.34787940000024,None,505.34712585000034,None,None,505.34787940000024,None,['b'],[0.05737749999934749],507.29661450000094,None,b,2.0573774999993475,0,0,0.6388888888888888,510.3198659000009,None,None,510.3198659000009,None,,,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
36,0,36,0,,,,,,,,,,2,1,0,36,1,2.533372966674614,1.14006717102905,None,512.1306588999996,None,513.3241682000007,None,513.3305434800008,None,['z'],513.3241682000007,None,None,,515.2639116999999,None,z,1.189973699998518,1,1,0.6486486486486487,517.8044781000008,None,None,517.8044781000008,None,[1.189973699998518],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
37,0,37,0,,,,,,,,,,1,2,1,50,1,3.00616914487701,2.32696722275902,None,519.6136910000005,None,521.9867730000005,None,521.997217980001,None,None,521.9867730000005,None,['b'],[0.3001045000000886],523.9304599999996,None,b,2.3001045000000886,1,1,0.6578947368421053,526.9541411999999,None,None,526.9541411999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
38,0,38,0,,,,,,,,,,2,1,0,36,1,4.638307379983409,3.093067417437,None,528.7636081,None,531.9034198999998,None,531.91391908,None,['z'],531.9034198999998,None,None,,533.8471002999995,None,z,1.2037923999996565,1,1,0.6666666666666666,538.5048951999997,None,None,538.5048951999997,None,[1.2037923999996565],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
39,0,39,0,,,,,,,,,,0,2,0,36,1,3.75606544973216,0.886051557539332,None,540.3135650999993,None,541.2538390999998,None,541.2641416800001,None,['z'],541.2538390999998,None,None,,543.1972526000009,None,z,1.3904012000002695,1,1,0.675,546.9714617999998,None,None,546.9714617999998,None,[1.3904012000002695],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
40,0,40,0,,,,,,,,,,2,0,1,50,1,4.057112590273469,2.96697800987238,None,548.7803810999994,None,551.8032593999997,None,551.8138862800009,None,['z'],551.8032593999997,None,None,,553.7469110000002,None,z,0.7952635000001465,0,0,0.6585365853658537,557.8207359000007,None,None,557.8207359000007,None,[0.7952635000001465],,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
41,0,41,0,,,,,,,,,,1,2,1,50,1,2.396355568442425,0.823898895776125,None,559.6305751,None,560.5040384000004,None,560.5139349799996,None,None,560.5040384000004,None,['z'],[0.4348668999991787],562.4472499000003,None,z,2.4348668999991787,0,0,0.6428571428571429,564.854649500001,None,None,564.854649500001,None,,,,,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,566.6642105999999,None,,,,,,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.6641474000007,None,None,571.6641474000007,None,,,,,,,,,,,,CBC_1062,1,5,1,2,15,0.95,2024-02-17_11h35.47.907,MSI_AV_v1,2022.1.1,59.81812896098395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",b,z,0.42857142857142855,0.7857142857142857,0.7142857142857143,27,0,15,,,,,,,,,,,,
