trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,0,36,1,2.435645686656409,0.872854310065634,None,352.47378279999975,None,353.3875686000001,None,353.38940395000054,None,None,353.3875686000001,None,['z'],[0.3755989999999656],355.3396896000004,None,z,2.3755989999999656,1,1,1.0,357.7978935000001,None,None,357.7978935000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
9,0,9,0,,,,,,,,,,0,1,0,36,1,4.79396941305267,0.760509851028298,None,359.60654669999985,None,360.4054828999997,None,360.4062726500001,None,['z'],360.4054828999997,None,None,,362.35661900000014,None,z,1.4240624000003663,1,1,1.0,367.1647460000004,None,None,367.1647460000004,None,[1.4240624000003663],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
10,0,10,0,,,,,,,,,,2,0,0,36,1,4.79595120749692,2.41859016397919,None,368.9731840000004,None,371.46626190000006,None,371.47273085000006,None,None,371.46626190000006,None,['z'],[1.5110505000002377],373.38987090000046,None,z,3.5110505000002377,1,1,1.0,378.19908829999986,None,None,378.19908829999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
11,0,11,0,,,,,,,,,,1,1,1,50,0,3.22645636662535,1.49331160364633,None,380.0067896999999,None,381.5416014000002,None,381.5395615499997,None,None,381.5416014000002,None,['b'],[0.4021381999991718],383.48993560000054,None,b,2.4021381999991718,1,0,1.0,386.72793530000035,None,None,386.72793530000035,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
12,0,12,0,,,,,,,,,,0,0,1,50,1,4.638307379983409,1.1680331695907,None,388.5399616000004,None,389.7560349000005,None,389.7568214500002,None,None,389.7560349000005,None,['b'],[0.312668799999301],391.70656640000016,None,b,2.312668799999301,1,1,1.0,396.3633172,None,None,396.3633172,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
13,0,13,0,,,,,,,,,,2,2,1,50,1,3.08399219778019,2.9722947448457,None,398.17325470000014,None,401.19060400000035,None,401.1897321500005,None,None,401.19060400000035,None,['b'],[0.7859129999997094],403.1399246000001,None,b,2.7859129999997094,1,1,1.0,406.23236309999993,None,None,406.23236309999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
14,0,14,0,,,,,,,,,,0,1,0,36,1,4.85706913915242,2.99272735241982,None,408.04012500000044,None,411.0755105999997,None,411.0732205500003,None,['z'],411.0755105999997,None,None,,413.02335120000043,None,z,1.7571800999994593,1,1,1.0,417.8893562000003,None,None,417.8893562000003,None,[1.7571800999994593],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
15,0,15,0,,,,,,,,,,2,2,1,50,1,2.0935163976022517,2.68012679460483,None,419.68996510000034,None,422.42291750000004,None,422.4229099500003,None,['b'],422.42291750000004,None,None,,424.37325090000013,None,b,1.3046636999997645,1,1,1.0,426.4821511,None,None,426.4821511,None,[1.3046636999997645],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
16,0,16,0,,,,,,,,,,0,0,1,50,1,3.6791616380244196,1.09364692357212,None,428.29005159999997,None,429.4209010000004,None,429.4230273500002,None,['b'],429.4209010000004,None,None,,431.37340700000004,None,b,1.6265240999991875,1,1,1.0,435.06555410000055,None,None,435.06555410000055,None,[1.6265240999991875],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
17,0,17,0,,,,,,,,,,1,2,0,36,1,3.00616914487701,2.96697800987238,None,436.87348100000054,None,439.8909345000002,None,439.8899758499997,None,['z'],439.8909345000002,None,None,,441.84040319999986,None,z,1.3732045999995535,1,1,1.0,444.8641591000005,None,None,444.8641591000005,None,[1.3732045999995535],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
18,0,18,0,,,,,,,,,,0,0,1,50,1,3.78496720151373,2.711340609857,None,446.6734787000005,None,449.4366560999997,None,449.4397207500001,None,['b'],449.4366560999997,None,None,,451.39012900000034,None,b,1.828935000000456,1,1,1.0,455.19669930000055,None,None,455.19669930000055,None,[1.828935000000456],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
19,0,19,0,,,,,,,,,,1,1,1,50,1,2.755584162388418,1.90695111352951,None,457.0071264999997,None,458.93547709999984,None,458.9394689999999,None,None,458.93547709999984,None,['b'],[1.1379563999989841],460.8902343999998,None,b,3.137956399998984,1,1,1.0,463.6562124000002,None,None,463.6562124000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
20,0,20,0,,,,,,,,,,0,2,0,14,1,3.3535975560099702,1.14006717102905,None,465.4569578999999,None,466.62047280000024,None,466.6224978,None,None,466.62047280000024,None,['z'],[0.3035988000001453],468.59019739999985,None,z,2.3035988000001453,1,1,1.0,471.9660192000001,None,None,471.9660192000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
21,0,21,0,,,,,,,,,,1,1,1,50,1,3.8484563543876202,1.52074017648695,None,473.7736611999999,None,475.3384643999998,None,475.3400844499997,None,None,475.3384643999998,None,['b'],[0.011774199999308621],477.2901364999998,None,b,2.0117741999993086,1,1,1.0,481.14948300000015,None,None,481.14948300000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
22,0,22,0,,,,,,,,,,2,2,1,50,0,3.35750049552731,1.23760834810881,None,482.95742620000055,None,484.2155451999997,None,484.22224730000016,None,None,484.2155451999997,None,['b'],[2.5426041000000623],486.1735862000005,None,b,4.542604100000062,1,0,1.0,489.5389858999997,None,None,489.5389858999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
23,0,23,0,,,,,,,,,,1,0,0,14,1,3.19303509672656,2.93253104700369,None,491.3402606999998,None,494.32230009999967,None,494.3232661500001,None,None,494.32230009999967,None,['z'],[1.6008002999997188],496.2744276000003,None,z,3.600800299999719,1,1,1.0,499.4725650999999,None,None,499.4725650999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
24,0,24,0,,,,,,,,,,2,2,1,50,1,4.08205346963855,1.93473628110684,None,501.2745210000003,None,503.25309240000024,None,503.2565728499999,None,None,503.25309240000024,None,['b'],[1.366618799999742],505.2069438999997,None,b,3.366618799999742,1,1,1.0,509.2946112999998,None,None,509.2946112999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
25,0,25,0,,,,,,,,,,0,1,0,36,1,4.75208449114276,2.79689535976632,None,511.10685509999985,None,513.9389719999999,None,513.9406616500005,None,None,513.9389719999999,None,['z'],[0.01643950000016048],515.8902537000004,None,z,2.0164395000001605,1,1,1.0,520.6663906000003,None,None,520.6663906000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
26,0,26,0,,,,,,,,,,2,0,0,36,1,4.057112590273469,2.31238477131615,None,522.4735282000001,None,524.8241918000003,None,524.8234902500003,None,None,524.8241918000003,None,['z'],[1.079683500000101],526.7737637999999,None,z,3.079683500000101,1,1,1.0,530.8498221999998,None,None,530.8498221999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
27,0,27,0,,,,,,,,,,1,2,0,36,1,2.664345149861413,2.55132244875705,None,532.6574129999999,None,535.2537251000003,None,535.2567163500003,None,['z'],535.2537251000003,None,None,,537.2070123000003,None,z,1.2694633999999496,1,1,1.0,539.8820295000005,None,None,539.8820295000005,None,[1.2694633999999496],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
28,0,28,0,,,,,,,,,,0,0,1,50,1,3.0109893695593497,1.49618260131236,None,541.6904405000005,None,543.2182457999997,None,543.2225352000005,None,None,543.2182457999997,None,['b'],[0.9136704000002283],545.1905429999997,None,b,2.9136704000002283,1,1,1.0,548.2062563999998,None,None,548.2062563999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
29,0,29,0,,,,,,,,,,1,2,0,36,1,4.18755802100366,2.46471651569721,None,550.0077075999998,None,552.5245235000002,None,552.5236073500005,None,None,552.5245235000002,None,['z'],[2.1177753999991182],554.4745847000004,None,z,4.117775399999118,1,1,1.0,558.6730250999999,None,None,558.6730250999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
30,0,30,0,,,,,,,,,,2,1,0,14,1,2.661399651610695,2.19546497995913,None,560.4735310000005,None,562.7215120999999,None,562.7234966500005,None,None,562.7215120999999,None,['z'],[1.8400116000002527],564.6738209000005,None,z,3.8400116000002527,1,1,1.0,567.3473199999999,None,None,567.3473199999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
31,0,31,0,,,,,,,,,,1,0,0,14,1,2.070770331037005,2.32696722275902,None,569.1571647000001,None,571.5018790000004,None,571.5063175000005,None,None,571.5018790000004,None,None,,573.4572004000001,None,[],[],0,3,0.96875,575.5470400000004,None,['z'],575.5470400000004,None,,[0.41180009999970935],,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
32,0,32,0,,,,,,,,,,2,2,1,50,1,2.8965037234387068,1.92795341140246,None,577.3569169000002,None,579.3004305000004,None,579.3057506000005,None,None,579.3004305000004,None,['b'],[1.185805299999629],581.2572978999997,None,b,3.185805299999629,1,1,0.9696969696969697,584.1560107000005,None,None,584.1560107000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
33,0,33,0,,,,,,,,,,0,0,1,50,0,2.269747919971076,2.13476920223271,None,585.9571695000004,None,588.1397502999998,None,588.1407647500005,None,['b'],588.1397502999998,None,None,,590.0905346999998,None,b,1.1370391999998901,1,0,0.9705882352941176,592.3806003,None,None,592.3806003,None,[1.1370391999998901],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
34,0,34,0,,,,,,,,,,1,2,0,36,1,3.8873543302872697,2.18142366553255,None,594.1894318000004,None,596.4037966000005,None,596.4068332500005,None,None,596.4037966000005,None,['z'],[0.4922110999996221],598.3574123999997,None,z,2.492211099999622,1,1,0.9714285714285714,602.2560413000001,None,None,602.2560413000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
35,0,35,0,,,,,,,,,,2,0,0,36,1,2.533372966674614,1.85507739556255,None,604.0579644999998,None,605.9587804000003,None,605.9576545499999,None,['z'],605.9587804000003,None,None,,607.9076007000003,None,z,1.7026469999991605,1,1,0.9722222222222222,610.4496126000004,None,None,610.4496126000004,None,[1.7026469999991605],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
36,0,36,0,,,,,,,,,,1,1,1,50,1,3.00565230777806,3.25187717164471,None,612.2561909000005,None,615.5543524000004,None,615.55767135,None,None,615.5543524000004,None,['b'],[2.051508300000023],617.5063677999997,None,b,4.051508300000023,1,1,0.972972972972973,620.5330231999997,None,None,620.5330231999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
37,0,37,0,,,,,,,,,,2,0,0,36,1,2.260653249681576,0.859460502749755,None,622.3399172999998,None,623.2405504999997,None,623.2403102499998,None,None,623.2405504999997,None,['z'],[0.1495283999993262],625.1898815000004,None,z,2.149528399999326,1,1,0.9736842105263158,627.4566517000003,None,None,627.4566517000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
38,0,38,0,,,,,,,,,,0,1,0,36,1,3.0795770157756097,0.823898895776125,None,629.2574295000004,None,630.1069540999997,None,630.1066196000002,None,None,630.1069540999997,None,['z'],[0.5042991999989681],632.0580054000002,None,z,2.504299199998968,1,1,0.9743589743589743,635.1400562999997,None,None,635.1400562999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
39,0,39,0,,,,,,,,,,2,2,1,50,1,2.93061443445534,3.19646747994707,None,636.94099,None,640.1861039000005,None,640.1903964500002,None,['b'],640.1861039000005,None,None,,642.1407961000004,None,b,1.6302498999993986,1,1,0.975,645.0815745999998,None,None,645.0815745999998,None,[1.6302498999993986],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
40,0,40,0,,,,,,,,,,1,1,1,50,0,2.096051788593735,2.24098228083631,None,646.8910311999998,None,649.1688959000003,None,649.1737451499998,None,None,649.1688959000003,None,['b'],[1.3473079999994297],651.1242085000003,None,b,3.3473079999994297,1,0,0.975609756097561,653.2230491,None,None,653.2230491,None,,,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
41,0,41,0,,,,,,,,,,0,0,1,50,1,4.89745263827305,0.886051557539332,None,655.0244756000002,None,655.9390228000002,None,655.9398299000004,None,['b'],655.9390228000002,None,None,,657.9078277999997,None,b,1.2906379999994897,1,1,0.9761904761904762,662.8152511999997,None,None,662.8152511999997,None,[1.2906379999994897],,,,,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,664.6243104000005,None,,,,,,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.6243550999998,None,None,669.6243550999998,None,,,,,,,,,,,,CBC_1095,003,3,2,2,0,0.90,2024-05-01_14h41.11.088,MSI_AV_v1,2022.1.1,60.078245907359616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[0, 1, 2]",b,z,1.0,1.0,0.9285714285714286,37,1,4,,,,,,,,,,,,
