trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,2,1,0,14,1,4.79595120749692,1.09364692357212,None,291.0962184,None,292.16282089000003,292.16282089000003,z,['z'],None,,294.1687901,None,z,1.6957376000000295,1,1,0.7916666666666666,298.99279149999984,None,None,298.99279149999984,None,1.6957376000000295,[1.6957376000000295],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
24,0,24,0,,,,,,,,,,0,0,1,50,0,3.22645636662535,2.68012679460483,None,300.796374,None,303.46294079000006,303.46294079000006,z,['z'],None,,305.46805529999983,None,z,1.8513412000002063,0,1,0.76,308.7083282999997,None,None,308.7083282999997,None,1.8513412000002063,[1.8513412000002063],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
25,0,25,0,,,,,,,,,,1,2,0,36,1,4.3560033776911595,1.85507739556255,None,310.5128418999998,None,312.3464773899999,312.3464773899999,z,['z'],None,,314.35130919999983,None,z,1.8604826000000685,1,1,0.7692307692307693,318.7246097999996,None,None,318.7246097999996,None,1.8604826000000685,[1.8604826000000685],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
26,0,26,0,,,,,,,,,,0,0,1,50,1,4.18755802100366,1.49331160364633,None,320.52972069999987,None,321.99641698999983,321.99641698999983,None,[],['b'],[0.8075300000000425],324.00190619999967,None,b,2.8075300000000425,1,1,0.7777777777777778,328.2095423999999,None,None,328.2095423999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
27,0,27,0,,,,,,,,,,1,2,0,36,1,2.93061443445534,2.71666458349534,None,330.0137510999998,None,332.71307689,332.71307689,z,['z'],None,,334.71803599999976,None,z,1.7829815000000053,1,1,0.7857142857142857,337.67575199999965,None,None,337.67575199999965,None,1.7829815000000053,[1.7829815000000053],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
28,0,28,0,,,,,,,,,,2,1,0,14,1,2.096051788593735,3.25187717164471,None,339.47968909999963,None,342.71308489,342.71308489,None,[],['z'],[0.01808370000026116],344.72017159999996,None,z,2.018083700000261,1,1,0.7931034482758621,346.84217839999974,None,None,346.84217839999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
29,0,29,0,,,,,,,,,,0,0,1,50,1,2.396355568442425,1.52074017648695,None,348.6467057,None,350.1465241899999,350.1465241899999,None,[],['b'],[0.4750523000002431],352.15156979999983,None,b,2.475052300000243,1,1,0.8,354.5536294999997,None,None,354.5536294999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
30,0,30,0,,,,,,,,,,1,1,1,50,0,2.435645686656409,2.32696722275902,None,356.363014,None,358.66238199,358.66238199,b,['b'],None,,360.65960589999986,None,b,1.9215344999997797,1,0,0.8064516129032258,363.1070001999997,None,None,363.1070001999997,None,1.9215344999997797,[1.9215344999997797],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
31,0,31,0,,,,,,,,,,0,0,1,50,1,3.00616914487701,0.767372347918183,None,364.91369940000004,None,365.6630531899999,365.6630531899999,None,[],['b'],[0.5145715000003293],367.66812489999984,None,b,2.5145715000003293,1,1,0.8125,370.69056239999964,None,None,370.69056239999964,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
32,0,32,0,,,,,,,,,,1,2,0,36,1,2.0691390047117237,1.14006717102905,None,372.49648249999973,None,373.61323648999985,373.61323648999985,None,[],['z'],[0.138021000000208],375.6178609999997,None,z,2.138021000000208,1,1,0.8181818181818182,377.70892779999986,None,None,377.70892779999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
33,0,33,0,,,,,,,,,,0,1,0,36,1,2.070770331037005,2.41859016397919,None,379.5131133,None,381.9129462899999,381.9129462899999,None,[],['b'],[1.2684987000002366],383.9115385,None,b,3.2684987000002366,0,0,0.7941176470588235,386.00785959999985,None,None,386.00785959999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
34,0,34,0,,,,,,,,,,2,2,1,50,1,4.79396941305267,2.99272735241982,None,387.81331379999983,None,390.77997739,390.77997739,b,['b'],None,,392.7868137999999,None,b,1.3218470000001616,1,1,0.8,397.5927749999996,None,None,397.5927749999996,None,1.3218470000001616,[1.3218470000001616],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
35,0,35,0,,,,,,,,,,0,1,0,36,1,2.269747919971076,0.760509851028298,None,399.39600029999974,None,400.13010079000003,400.13010079000003,None,[],['z'],[0.40599070000007487],402.12903129999995,None,z,2.405990700000075,1,1,0.8055555555555556,404.4271789999998,None,None,404.4271789999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
36,0,36,0,,,,,,,,,,2,2,1,50,0,3.75606544973216,2.46643561303325,None,406.23032859999967,None,408.68016269,408.68016269,b,['b'],None,,410.6849186999998,None,b,1.6233265999999276,1,0,0.8108108108108109,414.4558763,None,None,414.4558763,None,1.6233265999999276,[1.6233265999999276],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
37,0,37,0,,,,,,,,,,1,1,1,50,1,3.08399219778019,0.864984636888209,None,416.2634478,None,417.1135403899997,417.1135403899997,b,['b'],None,,419.1181692,None,b,1.2996109000000615,1,1,0.8157894736842105,422.2247453,None,None,422.2247453,None,1.2996109000000615,[1.2996109000000615],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
38,0,38,0,,,,,,,,,,0,2,0,14,1,2.533372966674614,0.823898895776125,None,424.03026359999967,None,424.8302531899998,424.8302531899998,None,[],['z'],[0.7194384000003993],426.83236689999967,None,z,2.7194384000003993,1,1,0.8205128205128205,429.3914037999998,None,None,429.3914037999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
39,0,39,0,,,,,,,,,,2,0,0,36,1,2.664345149861413,1.931001549337,None,431.19692829999985,None,433.11353279,433.11353279,None,[],['z'],[0.6744088000000374],435.1163518999997,None,z,2.6744088000000374,1,1,0.825,437.77910109999993,None,None,437.77910109999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
40,0,40,0,,,,,,,,,,1,1,1,50,1,3.0795770157756097,2.46471651569721,None,439.57991459999994,None,442.03047159000005,442.03047159000005,b,['b'],None,,444.03633079999963,None,b,1.7583205000000817,1,1,0.8292682926829268,447.14221339999995,None,None,447.14221339999995,None,1.7583205000000817,[1.7583205000000817],,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
41,0,41,0,,,,,,,,,,2,0,0,36,1,4.85706913915242,1.90695111352951,None,448.9468960999998,None,450.82948828999986,450.82948828999986,None,[],['z'],[0.08617760000015551],452.8268275999999,None,z,2.0861776000001555,1,1,0.8333333333333334,457.7093590999998,None,None,457.7093590999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,459.5135873999998,None,,,,,,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.5139933999999,None,None,464.5139933999999,None,,,,,,,,,,,,CBC_1083,2,2,2,3,12,0.90,2024-04-10_14h07.08.183,MSI_TV_v1,2022.1.1,60.0204429629048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[0, 1, 2]",b,z,0.7857142857142857,0.7857142857142857,0.9285714285714286,33,0,9,,,,,,,,,,,,
