trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,1,1,50,1,3.78496720151373,2.711340609857,['b'],153.88731839999855,None,156.57018214,156.57018214,None,[],,,['b'],158.56707809999898,None,b,2.3457042000009096,1,1,0.7777777777777778,162.36671879999994,None,None,162.36671879999994,None,[0.3457042000009096],,[1.0207924000005733],,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
9,0,9,0,,,,,,,,,,2,0,0,36,1,4.18755802100366,2.18142366553255,None,164.1704379999992,None,166.32132473999826,166.32132473999826,None,[],,,['z'],168.31563629999982,None,z,3.7335985000008804,1,1,0.8,172.5180606999984,None,None,172.5180606999984,None,[1.7335985000008804],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
10,0,10,0,,,,,,,,,,1,1,1,50,1,2.038421555814887,1.90695111352951,None,174.320690999999,None,176.20472953999905,176.20472953999905,None,[],,,['b'],178.2082836999998,None,b,2.8754251999998814,1,1,0.8181818181818182,180.26674779999848,None,None,180.26674779999848,None,[0.8754251999998814],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
11,0,11,0,,,,,,,,,,2,2,1,50,1,3.9110799880328697,2.46471651569721,None,182.0707354999995,None,184.50444613999952,184.50444613999952,None,[],,,['z'],186.4995371999994,None,z,2.687276500000735,0,0,0.75,190.43145519999962,None,None,190.43145519999962,None,[0.6872765000007348],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
12,0,12,0,,,,,,,,,,0,1,0,36,1,3.19303509672656,0.760509851028298,None,192.2371594999986,None,192.9709402399987,192.9709402399987,None,[],,,['z'],194.9748342999992,None,z,3.6586542000004556,1,1,0.7692307692307693,198.183250099999,None,None,198.183250099999,None,[1.6586542000004556],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
13,0,13,0,,,,,,,,,,1,0,0,14,1,3.22645636662535,2.2926827756088,None,199.98699749999832,None,202.25450093999842,202.25450093999842,None,[],,,['b'],204.2475418999984,None,b,2.4237013000001753,0,0,0.7142857142857143,207.48761179999929,None,None,207.48761179999929,None,[0.42370130000017525],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
14,0,14,0,,,,,,,,,,2,2,1,50,1,3.0109893695593497,2.19546497995913,None,209.28808219999883,None,211.47156203999856,211.47156203999856,None,[],,,['z'],213.47918579999896,None,z,3.2121263000008184,0,0,0.6666666666666666,216.51519349999944,None,None,216.51519349999944,None,[1.2121263000008184],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
15,0,15,0,,,,,,,,,,1,1,1,50,1,4.638307379983409,0.823898895776125,None,218.32152599999972,None,219.121571939999,219.121571939999,None,[],,,['b'],221.12485919999926,None,b,3.320566600001257,1,1,0.6875,225.78437499999927,None,None,225.78437499999927,None,[1.320566600001257],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
16,0,16,0,,,,,,,,,,2,2,1,50,1,4.79396941305267,3.19646747994707,None,227.58813109999937,None,230.77079833999977,230.77079833999977,None,[],,,['b'],232.76602060000005,None,b,3.540264900000693,1,1,0.7058823529411765,237.58282289999988,None,None,237.58282289999988,None,[1.5402649000006932],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
17,0,17,0,,,,,,,,,,0,1,0,36,1,2.435645686656409,1.52074017648695,None,239.3883909999986,None,240.8875296399985,240.8875296399985,None,[],,,['z'],242.88453909999953,None,z,2.9109469000013632,1,1,0.7222222222222222,245.33328309999888,None,None,245.33328309999888,None,[0.9109469000013632],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
18,0,18,0,,,,,,,,,,2,0,0,36,1,2.661399651610695,1.931001549337,None,247.13840720000007,None,249.05557573999994,249.05557573999994,None,[],,,['b'],251.05559459999859,None,b,3.0013257000009617,0,0,0.6842105263157895,253.7206323999999,None,None,253.7206323999999,None,[1.0013257000009617],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
19,0,19,0,,,,,,,,,,0,2,0,14,1,2.260653249681576,0.859460502749755,None,255.52175299999908,None,256.3541073399994,256.3541073399994,None,[],,,None,258.3489366999984,None,None,[],0,3,0.65,260.6311489999989,None,['b'],260.6311489999989,None,,[0.166509100001349],,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
20,0,20,0,,,,,,,,,,1,1,1,50,0,2.070770331037005,2.31238477131615,None,262.43840089999867,None,264.7384822399983,264.7384822399983,None,[],,,['b'],266.74228419999963,None,b,2.795580300000438,1,0,0.6666666666666666,268.82070609999937,None,None,268.82070609999937,None,[0.795580300000438],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
21,0,21,0,,,,,,,,,,0,0,1,50,1,2.664345149861413,3.44771472893932,None,270.62181209999835,None,274.0546104399984,274.0546104399984,None,[],,,['z'],276.05079849999856,None,z,2.8372032000024774,0,0,0.6363636363636364,278.7317882999996,None,None,278.7317882999996,None,[0.8372032000024774],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
22,0,22,0,,,,,,,,,,1,2,0,36,1,3.3535975560099702,3.25187717164471,None,280.53865439999936,None,283.77234263999907,283.77234263999907,None,[],,,['z'],285.77489199999945,None,z,2.4150023000020155,1,1,0.6521739130434783,289.150894299999,None,None,289.150894299999,None,[0.41500230000201555],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
23,0,23,0,,,,,,,,,,2,1,0,14,1,3.35750049552731,1.09364692357212,None,290.9553571999986,None,292.0214657399994,292.0214657399994,None,[],,,['b'],294.0165683999985,None,b,2.477652700001272,0,0,0.625,297.3993742999992,None,None,297.3993742999992,None,[0.477652700001272],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
24,0,24,0,,,,,,,,,,0,0,1,50,1,2.143942873030107,0.864984636888209,None,299.2046161999988,None,300.0554493399997,300.0554493399997,None,[],,,['b'],302.0589874999987,None,b,3.7806117000018276,1,1,0.64,304.2166352999993,None,None,304.2166352999993,None,[1.7806117000018276],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
25,0,25,0,,,,,,,,,,1,1,1,50,1,3.0795770157756097,2.32696722275902,None,306.0218815999997,None,308.32192603999846,308.32192603999846,None,[],,,['z'],310.3246049999998,None,z,2.3443967000002885,0,0,0.6153846153846154,313.4163252999988,None,None,313.4163252999988,None,[0.34439670000028855],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
26,0,26,0,,,,,,,,,,2,0,0,36,1,2.8965037234387068,2.71666458349534,None,315.2217908999992,None,317.9218854399989,317.9218854399989,None,[],,,['b'],319.92010129999835,None,b,3.0106484000007185,0,0,0.5925925925925926,322.8315331999984,None,None,322.8315331999984,None,[1.0106484000007185],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
27,0,27,0,,,,,,,,,,0,1,0,36,1,2.396355568442425,1.85507739556255,None,324.63871409999956,None,326.47218253999944,326.47218253999944,None,[],,,['z'],328.4756196999988,None,z,3.2442673000023206,1,1,0.6071428571428571,330.8795453999992,None,None,330.8795453999992,None,[1.2442673000023206],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
28,0,28,0,,,,,,,,,,2,0,0,36,1,3.8873543302872697,2.55132244875705,None,332.6887707999995,None,335.2220748399997,335.2220748399997,None,[],,,['b'],337.227468699999,None,b,2.3279812000000675,0,0,0.5862068965517241,341.1326491,None,None,341.1326491,None,[0.3279812000000675],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
29,0,29,0,,,,,,,,,,1,1,1,50,1,3.08399219778019,1.92795341140246,None,342.9388156999994,None,344.83914393999856,344.83914393999856,None,[],,,['b'],346.8432064999997,None,b,2.83741910000208,1,1,0.6,349.950834199999,None,None,349.950834199999,None,[0.8374191000020801],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
30,0,30,0,,,,,,,,,,0,2,0,14,1,4.85706913915242,2.79689535976632,None,351.7556270999994,None,354.5388078399994,354.5388078399994,None,[],,,['b'],356.5423106999988,None,b,4.169590200001039,0,0,0.5806451612903226,361.41705529999854,None,None,361.41705529999854,None,[2.169590200001039],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
31,0,31,0,,,,,,,,,,1,0,0,14,1,2.9608932424063896,2.46643561303325,None,363.22210149999955,None,365.67238173999993,365.67238173999993,None,[],,,['b'],367.67615359999945,None,b,2.4349275000004127,0,0,0.5625,370.65056059999915,None,None,370.65056059999915,None,[0.4349275000004127],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
32,0,32,0,,,,,,,,,,2,2,1,50,1,2.0935163976022517,2.96697800987238,None,372.45529759999954,None,375.4065903399989,375.4065903399989,None,[],,,['z'],377.41027179999946,None,z,3.065366599999834,0,0,0.5454545454545454,379.51642679999895,None,None,379.51642679999895,None,[1.0653665999998339],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
33,0,33,0,,,,,,,,,,0,1,0,36,1,2.533372966674614,1.23760834810881,None,381.32242529999894,None,382.5390370399984,382.5390370399984,None,[],,,['b'],384.5439020999984,None,b,2.5561366000019916,0,0,0.5294117647058824,387.0995361999994,None,None,387.0995361999994,None,[0.5561366000019916],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
34,0,34,0,,,,,,,,,,2,2,1,50,1,3.75606544973216,2.68012679460483,None,388.90573159999985,None,391.5724386399999,391.5724386399999,None,[],,,['b'],393.5758154999985,None,b,2.9484976999992796,1,1,0.5428571428571428,397.3511123999997,None,None,397.3511123999997,None,[0.9484976999992796],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
35,0,35,0,,,,,,,,,,0,1,0,36,1,3.8484563543876202,0.872854310065634,None,399.15578429999914,None,400.00639913999856,400.00639913999856,None,[],,,['z'],402.0116033999984,None,z,2.555507300001409,1,1,0.5555555555555556,405.885175899999,None,None,405.885175899999,None,[0.555507300001409],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
36,0,36,0,,,,,,,,,,1,2,0,36,1,4.08205346963855,1.49331160364633,None,407.68917539999893,None,409.15601193999845,409.15601193999845,None,[],,,['z'],411.16084319999936,None,z,2.871320399999604,1,1,0.5675675675675675,415.2680728999985,None,None,415.2680728999985,None,[0.871320399999604],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
37,0,37,0,,,,,,,,,,0,0,1,50,1,3.6791616380244196,1.49618260131236,None,417.07243429999835,None,418.55588303999883,418.55588303999883,None,[],,,['z'],420.56001229999856,None,z,2.7133077000016783,0,0,0.5526315789473685,424.2479724999994,None,None,424.2479724999994,None,[0.7133077000016783],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
38,0,38,0,,,,,,,,,,1,2,0,36,1,2.096051788593735,1.14006717102905,None,426.05589919999875,None,427.17264363999874,427.17264363999874,None,[],,,['z'],429.1751401999991,None,z,2.553969500002495,1,1,0.5641025641025641,431.28365159999885,None,None,431.28365159999885,None,[0.5539695000024949],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
39,0,39,0,,,,,,,,,,0,0,1,50,0,2.93061443445534,2.9722947448457,None,433.0891216,None,436.0396265399997,436.0396265399997,None,[],,,['b'],438.0437809999985,None,b,2.370396600001186,1,0,0.575,441.0003018999996,None,None,441.0003018999996,None,[0.370396600001186],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
40,0,40,0,,,,,,,,,,1,1,1,50,1,4.3560033776911595,0.886051557539332,None,442.80611599999975,None,443.6728014399998,443.6728014399998,None,[],,,['b'],445.6760706999994,None,b,2.503009200001543,1,1,0.5853658536585366,450.0500751999989,None,None,450.0500751999989,None,[0.5030092000015429],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
41,0,41,0,,,,,,,,,,2,2,1,50,1,4.89745263827305,2.24098228083631,None,451.85615379999945,None,454.07276113999995,454.07276113999995,None,[],,,['z'],456.07685239999955,None,z,3.2647295000006125,0,0,0.5714285714285714,461.00115989999904,None,None,461.00115989999904,None,[1.2647295000006125],,,,,,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,462.8059711999995,None,,,,,,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.8061265999986,None,None,467.8061265999986,None,,,,,,,,,,,,CBC_1047,2,2,3,1,0,0.95,2024-01-21_16h07.53.122,MSI_TV_v1,2022.1.1,60.00805308091734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[0, 1, 2]",b,z,0.7142857142857143,0.5,0.5,22,2,18,,,,,,,,,,,,
