trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,1,50,1,3.08399219778019,2.96697800987238,None,198.2621506000005,None,201.28228410000065,None,201.27921730000116,None,None,201.28228410000065,None,['z'],[0.3211898999998084],203.22935159999997,None,z,2.3211898999998084,1,1,0.8888888888888888,206.32057260000056,None,None,206.32057260000056,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
9,0,9,0,,,,,,,,,,1,1,1,50,1,3.0109893695593497,0.859460502749755,None,208.12929470000017,None,209.03574040000058,None,209.0457386000011,None,None,209.03574040000058,None,['b'],[1.8206805999998323],210.97924280000007,None,b,3.8206805999998323,0,0,0.8,213.99587480000082,None,None,213.99587480000082,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
10,0,10,0,,,,,,,,,,0,0,0,14,1,2.533372966674614,0.823898895776125,None,215.79595580000023,None,216.64329810000072,None,216.64490710000027,None,None,216.64329810000072,None,['b'],[0.8281882000001133],218.59561200000007,None,b,2.8281882000001133,1,1,0.8181818181818182,221.13492280000082,None,None,221.13492280000082,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
11,0,11,0,,,,,,,,,,1,1,1,50,1,4.638307379983409,1.23760834810881,None,222.94592300000022,None,224.23206420000042,None,224.22933400000102,None,None,224.23206420000042,None,['b'],[1.4513016999999309],226.17947040000035,None,b,3.451301699999931,0,0,0.75,230.83659910000006,None,None,230.83659910000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
12,0,12,0,,,,,,,,,,2,2,0,36,1,2.664345149861413,1.49331160364633,None,232.6459078000007,None,234.18708790000073,None,234.19594680000083,None,None,234.18708790000073,None,['b'],[0.16272010000011505],236.12947040000017,None,b,2.162720100000115,1,1,0.7692307692307693,238.80339750000076,None,None,238.80339750000076,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
13,0,13,0,,,,,,,,,,1,0,0,36,1,2.435645686656409,2.99272735241982,None,240.61258680000083,None,243.65271420000045,None,243.66234830000067,None,None,243.65271420000045,None,['z'],[0.5458944000001793],245.59594730000026,None,z,2.5458944000001793,0,0,0.7142857142857143,248.0521234000007,None,None,248.0521234000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
14,0,14,0,,,,,,,,,,2,2,0,36,1,2.096051788593735,0.767372347918183,None,249.86290420000023,None,250.68004180000025,None,250.67909330000066,None,['b'],250.68004180000025,None,None,,252.6293114,None,b,1.766139899999871,1,1,0.7333333333333333,254.73787850000008,None,None,254.73787850000008,None,[1.766139899999871],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
15,0,15,0,,,,,,,,,,1,1,1,50,1,3.3535975560099702,0.760509851028298,None,256.54610650000086,None,257.3489171000001,None,257.34548310000037,None,None,257.3489171000001,None,['b'],[0.7003314999992654],259.29596910000055,None,b,2.7003314999992654,0,0,0.6875,262.6703430000007,None,None,262.6703430000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
16,0,16,0,,,,,,,,,,2,2,0,36,1,3.8873543302872697,3.44771472893932,None,264.4793143000006,None,267.9857266000008,None,267.9959719000011,None,None,267.9857266000008,None,['b'],[0.47738359999948443],269.9296591000002,None,b,2.4773835999994844,1,1,0.7058823529411765,273.8289883000007,None,None,273.8289883000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
17,0,17,0,,,,,,,,,,1,1,1,50,1,3.00565230777806,2.711340609857,None,275.6294108000002,None,278.3986766000007,None,278.39581410000073,None,None,278.3986766000007,None,['z'],[1.2765097999999853],280.34611920000043,None,z,3.2765097999999853,1,1,0.7222222222222222,283.36951640000007,None,None,283.36951640000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
18,0,18,0,,,,,,,,,,0,2,1,50,1,3.00616914487701,1.90695111352951,None,285.17964310000025,None,287.1345759000005,None,287.14650740000104,None,None,287.1345759000005,None,['b'],[0.17980399999942165],289.07957720000013,None,b,2.1798039999994216,0,0,0.6842105263157895,292.1026326000001,None,None,292.1026326000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
19,0,19,0,,,,,,,,,,2,0,1,50,1,3.0795770157756097,1.85507739556255,None,293.9129718000004,None,295.8186618,None,295.8294090000012,None,None,295.8186618,None,['z'],[0.023359699999673467],297.7628274000008,None,z,2.0233596999996735,1,1,0.7,300.85361340000054,None,None,300.85361340000054,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
20,0,20,0,,,,,,,,,,2,0,1,50,1,4.89745263827305,2.71666458349534,None,302.66282070000034,None,305.43245820000084,None,305.4293620000012,None,None,305.43245820000084,None,['b'],[1.1982399999997142],307.3793605000001,None,b,3.198239999999714,0,0,0.6666666666666666,312.28396840000005,None,None,312.28396840000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
21,0,21,0,,,,,,,,,,0,1,0,36,1,2.070770331037005,1.49618260131236,None,314.0965451000002,None,315.6467048000004,None,315.64590180000096,None,None,315.6467048000004,None,['z'],[0.5537858000006963],317.5962492000008,None,z,2.5537858000006963,0,0,0.6363636363636364,319.6865249000002,None,None,319.6865249000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
22,0,22,0,,,,,,,,,,1,2,0,14,1,4.057112590273469,2.93253104700369,None,321.49615150000045,None,324.4849856000001,None,324.49607700000104,None,None,324.4849856000001,None,['z'],[0.851533300000483],326.4295882000006,None,z,2.851533300000483,0,0,0.6086956521739131,330.5024510000003,None,None,330.5024510000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
23,0,23,0,,,,,,,,,,2,1,0,14,1,3.6791616380244196,2.13476920223271,None,332.3128729,None,334.49750100000074,None,334.496158200001,None,None,334.49750100000074,None,['b'],[1.4553421999999046],336.4463362000006,None,b,3.4553421999999046,1,1,0.625,340.1379416,None,None,340.1379416,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
24,0,24,0,,,,,,,,,,0,2,1,50,0,4.79595120749692,3.093067417437,None,341.94634340000084,None,345.0876493000005,None,345.096366000001,None,None,345.0876493000005,None,['z'],[2.354941499999768],347.02987720000056,None,z,4.354941499999768,1,0,0.64,351.8372136000007,None,None,351.8372136000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
25,0,25,0,,,,,,,,,,1,0,0,36,1,2.9608932424063896,2.46643561303325,None,353.6465369000007,None,356.16775380000036,None,356.17972960000077,None,None,356.16775380000036,None,['b'],[1.081119999999828],358.1132867000006,None,b,3.081119999999828,1,1,0.6538461538461539,361.0862457000003,None,None,361.0862457000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
26,0,26,0,,,,,,,,,,0,2,1,50,1,4.75208449114276,0.872854310065634,None,362.89666130000023,None,363.8124163000002,None,363.81298040000047,None,['b'],363.8124163000002,None,None,,365.7629439000002,None,b,1.8244915999994191,0,0,0.6296296296296297,370.53603080000084,None,None,370.53603080000084,None,[1.8244915999994191],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
27,0,27,0,,,,,,,,,,1,0,0,36,1,3.19303509672656,2.24098228083631,None,372.34638470000027,None,374.63392400000066,None,374.6463210000005,None,['z'],374.63392400000066,None,None,,376.57993650000026,None,z,1.5739373000005799,0,0,0.6071428571428571,379.7859780000008,None,None,379.7859780000008,None,[1.5739373000005799],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
28,0,28,0,,,,,,,,,,2,1,0,14,1,4.85706913915242,2.68012679460483,None,381.59662070000013,None,384.33033740000064,None,384.32987210000056,None,None,384.33033740000064,None,['z'],[1.067607300000418],386.2798076000008,None,z,3.067607300000418,0,0,0.5862068965517241,391.1536564000007,None,None,391.1536564000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
29,0,29,0,,,,,,,,,,0,2,1,50,1,3.9110799880328697,2.2926827756088,None,392.9633223000001,None,395.30180200000086,None,395.31333720000055,None,None,395.30180200000086,None,['z'],[0.09833320000052481],397.2468624000003,None,z,2.098333200000525,1,1,0.6,401.1706352000001,None,None,401.1706352000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
30,0,30,0,,,,,,,,,,1,1,1,50,1,4.18755802100366,1.52074017648695,None,402.9799589000004,None,404.55076650000046,None,404.54721180000115,None,None,404.55076650000046,None,['b'],[0.7304214000005231],406.4966077000008,None,b,2.730421400000523,0,0,0.5806451612903226,410.7033951000003,None,None,410.7033951000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
31,0,31,0,,,,,,,,,,0,2,1,50,1,2.755584162388418,2.32696722275902,None,412.51317110000036,None,414.88577800000076,None,414.89654590000043,None,None,414.88577800000076,None,['b'],[0.016913299999941955],416.83011630000055,None,b,2.016913299999942,0,0,0.5625,419.6028997000003,None,None,419.6028997000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
32,0,32,0,,,,,,,,,,1,0,0,36,1,3.8484563543876202,2.9722947448457,None,421.41331720000017,None,424.4300852000006,None,424.42990450000116,None,None,424.4300852000006,None,['z'],[1.1959533999997802],426.38015650000034,None,z,3.1959533999997802,0,0,0.5454545454545454,430.2295182000007,None,None,430.2295182000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
33,0,33,0,,,,,,,,,,0,1,0,36,1,4.79396941305267,2.46471651569721,None,432.02924950000033,None,434.5351591000008,None,434.54661610000073,None,None,434.5351591000008,None,['z'],[0.695850099999916],436.480853,None,z,2.695850099999916,0,0,0.5294117647058824,441.28573850000066,None,None,441.28573850000066,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
34,0,34,0,,,,,,,,,,2,0,1,50,0,4.08205346963855,1.931001549337,None,443.09677100000044,None,445.0584593000003,None,445.06236680000035,None,['z'],445.0584593000003,None,None,,447.0137145000008,None,z,1.4490931999998793,1,0,0.5428571428571428,451.10257900000033,None,None,451.10257900000033,None,[1.4490931999998793],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
35,0,35,0,,,,,,,,,,0,1,0,36,1,2.038421555814887,1.1680331695907,None,452.91369940000004,None,454.1308091000001,None,454.13041490000114,None,None,454.1308091000001,None,['z'],[0.573397300000579],456.0804828,None,z,2.573397300000579,0,0,0.5277777777777778,458.12972490000084,None,None,458.12972490000084,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
36,0,36,0,,,,,,,,,,2,0,1,50,1,2.93061443445534,1.92795341140246,None,459.93036290000055,None,461.90343310000026,None,461.9135005000011,None,None,461.90343310000026,None,['z'],[0.33574049999970157],463.84705160000067,None,z,2.3357404999997016,1,1,0.5405405405405406,466.7881242000003,None,None,466.7881242000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
37,0,37,0,,,,,,,,,,1,1,1,50,1,2.269747919971076,2.31238477131615,None,468.5967735000004,None,470.9526330000008,None,470.9635892000009,None,None,470.9526330000008,None,['b'],[1.0929265000004307],472.89639630000056,None,b,3.0929265000004307,0,0,0.5263157894736842,475.18742610000027,None,None,475.18742610000027,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
38,0,38,0,,,,,,,,,,1,1,1,50,1,2.260653249681576,2.18142366553255,None,476.9970535000002,None,479.23253170000044,None,479.2303205000012,None,None,479.23253170000044,None,None,,481.17982100000063,None,[],[],0,3,0.5128205128205128,483.4459559000006,None,['z'],483.4459559000006,None,,[0.33886660000007396],,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
39,0,39,0,,,,,,,,,,2,2,0,36,1,3.22645636662535,3.19646747994707,None,485.24742460000016,None,488.47528430000057,None,488.4792690000009,None,['b'],488.47528430000057,None,None,,490.4305316,None,b,1.0285078999995676,1,1,0.525,493.6625610000001,None,None,493.6625610000001,None,[1.0285078999995676],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
40,0,40,0,,,,,,,,,,0,0,0,14,1,2.661399651610695,1.14006717102905,None,495.4635642000003,None,496.62287520000064,None,496.6290714000002,None,None,496.62287520000064,None,['b'],[0.30358799999976327],498.5966375000007,None,b,2.3035879999997633,1,1,0.5365853658536586,501.2626527000002,None,None,501.2626527000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
41,0,41,0,,,,,,,,,,2,2,0,36,1,3.35750049552731,1.09364692357212,None,503.0640538000007,None,504.17624370000067,None,504.179376300001,None,['z'],504.17624370000067,None,['b'],[2.202326399999947],506.13073180000083,None,z,1.3428928000002998,0,0,0.5238095238095238,509.5030252000006,None,None,509.5030252000006,None,[1.3428928000002998],,,,,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,511.3129028000003,None,,,,,,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.3137940000006,None,None,516.3137940000006,None,,,,,,,,,,,,CBC_1046,002,5,2,7,23,0.95,2024-01-27_10h07.22.626,MSI_AV_v1,2022.1.1,59.96814492112745,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 1, 0]",z,b,0.7142857142857143,0.5,0.35714285714285715,20,1,21,,,,,,,,,,,,
