trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,0.0,1,0.0,36.0,1.0,2.070770331037005,2.68012679460483,None,447.2746633000006,None,450.01483160000134,None,450.02512482000054,None,None,,450.01483160000134,None,['b'],451.9575721000001,None,b,2.817673300000024,0,0,0.5909090909090909,454.04054429999997,None,None,454.04054429999997,None,[0.817673300000024],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
22,0,22,0,,,,,,,,,,1.0,0,0.0,14.0,1.0,3.75606544973216,0.872854310065634,None,455.8411995000006,None,456.7352714000008,None,456.74057148000026,None,None,,456.7352714000008,None,['z'],458.69109910000043,None,z,3.0710159999998723,1,1,0.6086956521739131,462.4573951000002,None,None,462.4573951000002,None,[1.0710159999998723],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
23,0,23,0,,,,,,,,,,2.0,1,0.0,14.0,1.0,3.00616914487701,3.19646747994707,None,464.25706920000084,None,467.47672500000044,None,467.47442048000045,None,['b'],[1.1279500999989978],467.47672500000044,None,['b'],469.44071990000157,None,b,1.1279500999989978,0,0,0.5833333333333334,472.4575093000003,None,None,472.4575093000003,None,[0.12792369999988296],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
24,0,24,0,,,,,,,,,,0.0,0,1.0,50.0,0.0,2.269747919971076,0.859460502749755,None,474.25803890000134,None,475.1394130000008,None,475.14154598000056,None,None,,475.1394130000008,None,None,477.10749810000016,None,[],[],0,3,0.56,479.41680030000134,None,['z'],479.41680030000134,None,,[0.19097860000147193],,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
25,0,25,0,,,,,,,,,,1.0,2,0.0,36.0,1.0,4.79396941305267,2.9722947448457,None,481.20805370000016,None,484.2326877000014,None,484.2420151200007,None,None,,484.2326877000014,None,['z'],486.1748679000011,None,z,2.585628500000894,1,1,0.5769230769230769,490.9832340000012,None,None,490.9832340000012,None,[0.5856285000008938],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
26,0,26,0,,,,,,,,,,0.0,0,1.0,50.0,1.0,2.435645686656409,1.23760834810881,None,492.79116710000017,None,494.0790353000011,None,494.07551095000144,None,None,,494.0790353000011,None,['z'],496.02459380000073,None,z,2.666956900000514,0,0,0.5555555555555556,498.48289640000075,None,None,498.48289640000075,None,[0.666956900000514],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
27,0,27,0,,,,,,,,,,1.0,2,0.0,36.0,1.0,4.638307379983409,0.886051557539332,None,500.2908341000002,None,501.22931150000113,None,501.24205712000037,None,None,,501.22931150000113,None,['z'],503.1738796999998,None,z,2.871878800000559,1,1,0.5714285714285714,507.82400990000133,None,None,507.82400990000133,None,[0.8718788000005588],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
28,0,28,0,,,,,,,,,,2.0,1,0.0,14.0,1.0,4.85706913915242,2.31238477131615,None,509.6248126999999,None,511.99585020000086,None,512.0087216200012,None,None,,511.99585020000086,None,['z'],513.9414340000003,None,z,3.4409440999988874,1,1,0.5862068965517241,518.8074296000013,None,None,518.8074296000013,None,[1.4409440999988874],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
29,0,29,0,,,,,,,,,,0.0,0,1.0,50.0,1.0,4.89745263827305,0.864984636888209,None,520.6072936,None,521.4925058000008,None,521.4913343800014,None,['z'],[1.51173960000051],521.4925058000008,None,None,523.4574714999999,None,z,1.51173960000051,0,0,0.5666666666666667,528.3573095000011,None,None,528.3573095000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
30,0,30,0,,,,,,,,,,1.0,1,1.0,50.0,1.0,4.3560033776911595,1.93473628110684,None,530.1583307000001,None,532.1489954000008,None,532.1588501200007,None,None,,532.1489954000008,None,['z'],534.0906723000007,None,z,2.368078699999387,0,0,0.5483870967741935,538.4635144000003,None,None,538.4635144000003,None,[0.368078699999387],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
31,0,31,0,,,,,,,,,,0.0,0,1.0,50.0,1.0,3.8484563543876202,2.18142366553255,None,540.2750129000015,None,542.5129622000004,None,542.5090986500009,None,None,,542.5129622000004,None,['b'],544.4578396000015,None,b,2.5945929999998043,1,1,0.5625,548.3147336000002,None,None,548.3147336000002,None,[0.5945929999998043],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
32,0,32,0,,,,,,,,,,1.0,2,0.0,36.0,1.0,2.533372966674614,2.711340609857,None,550.1251240000001,None,552.8816939000008,None,552.8924364200014,None,['z'],[1.3635319999993953],552.8816939000008,None,None,554.8247697000006,None,z,1.3635319999993953,1,1,0.5757575757575758,557.3671171000005,None,None,557.3671171000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
33,0,33,0,,,,,,,,,,0.0,1,0.0,36.0,1.0,2.664345149861413,2.96697800987238,None,559.1741151000006,None,562.1721197000006,None,562.1748405800005,None,None,,562.1721197000006,None,['z'],564.1407010000003,None,z,2.533971200000451,1,1,0.5882352941176471,566.8076968000005,None,None,566.8076968000005,None,[0.5339712000004511],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
34,0,34,0,,,,,,,,,,2.0,2,1.0,50.0,0.0,2.9608932424063896,2.79689535976632,None,568.6083506000014,None,571.4675649000001,None,571.4758215200003,None,None,,571.4675649000001,None,['b'],573.4085530000011,None,b,2.166158500000165,1,0,0.6,576.3817006999998,None,None,576.3817006999998,None,[0.16615850000016508],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
35,0,35,0,,,,,,,,,,0.0,1,0.0,36.0,1.0,2.0935163976022517,1.1680331695907,None,578.1918784000009,None,579.4136315000014,None,579.4258121200004,None,None,,579.4136315000014,None,['z'],581.3586294000015,None,z,2.7861431000001176,1,1,0.6111111111111112,583.4678381000012,None,None,583.4678381000012,None,[0.7861431000001176],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
36,0,36,0,,,,,,,,,,2.0,2,1.0,50.0,1.0,3.3535975560099702,2.55132244875705,None,585.2744540000003,None,587.8506930000003,None,587.8587396800009,None,['b'],[1.4839351999999053],587.8506930000003,None,None,589.8248172000003,None,b,1.4839351999999053,1,1,0.6216216216216216,593.1908674000006,None,None,593.1908674000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
37,0,37,0,,,,,,,,,,1.0,1,1.0,50.0,1.0,3.08399219778019,2.13476920223271,None,594.9917624999998,None,597.1812736000011,None,597.19244492,None,None,,597.1812736000011,None,['z'],599.1248985000002,None,z,2.876713400000881,0,0,0.6052631578947368,602.2154946999999,None,None,602.2154946999999,None,[0.8767134000008809],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
38,0,38,0,,,,,,,,,,1.0,1,1.0,50.0,1.0,4.057112590273469,3.44771472893932,None,604.0251757000005,None,607.5025426000011,None,607.5087806799999,None,None,,607.5025426000011,None,['b'],609.4750960000001,None,b,2.266745600001741,1,1,0.6153846153846154,613.5408401000004,None,None,613.5408401000004,None,[0.26674560000174097],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
39,0,39,0,,,,,,,,,,2.0,0,0.0,36.0,1.0,2.8965037234387068,0.760509851028298,None,615.3416766999999,None,616.1371835000009,None,616.1423973500014,None,None,,616.1371835000009,None,['z'],618.0918170000004,None,z,2.7853777000018454,1,1,0.625,620.9911280000015,None,None,620.9911280000015,None,[0.7853777000018454],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
40,0,40,0,,,,,,,,,,0.0,2,0.0,14.0,1.0,4.18755802100366,2.46471651569721,None,622.7917966000005,None,625.2865344000002,None,625.2917958800004,None,None,,625.2865344000002,None,['z'],627.2586569000014,None,z,3.1116256000004796,1,1,0.6341463414634146,631.4575315000002,None,None,631.4575315000002,None,[1.1116256000004796],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
41,0,41,0,,,,,,,,,,2.0,0,0.0,36.0,1.0,4.75208449114276,1.52074017648695,None,633.2585841,None,634.8228208,None,634.8258143500016,None,None,,634.8228208,None,['b'],636.7750976000007,None,b,2.5041649999984656,0,0,0.6190476190476191,641.5414626000002,None,None,641.5414626000002,None,[0.5041649999984656],,,,,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,643.3419816000005,None,,,,,,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.3420839999999,None,None,648.3420839999999,None,,,,,,,,,,,,CBC_1047,3,3,1,3,0,0.95,2024-01-21_17h15.38.801,MSI_AV_v1,2022.1.1,59.74943477025191,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[0, 1, 2]",b,z,0.6428571428571429,0.5,0.7142857142857143,25,1,16,,,,,,,,,,,,
