trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,0,36,1,4.85706913915242,2.9722947448457,None,355.8705209999998,None,358.8859045999998,None,358.88714304999894,None,None,358.8859045999998,None,['z'],[0.0034369000004517147],360.8371927999997,None,z,2.0034369000004517,1,1,1.0,365.7100870999993,None,None,365.7100870999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
9,0,9,0,,,,,,,,,,0,1,0,36,1,3.19303509672656,0.872854310065634,None,367.52053889999934,None,368.4386670999993,None,368.4368194499989,None,['z'],368.4386670999993,None,None,,370.38655109999945,None,z,1.645993200000703,1,1,1.0,373.5960207999997,None,None,373.5960207999997,None,[1.645993200000703],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
10,0,10,0,,,,,,,,,,2,0,0,36,1,2.038421555814887,2.93253104700369,None,375.40399089999937,None,378.3601233999998,None,378.36929703999925,None,['z'],378.3601233999998,None,None,,380.3206180999996,None,z,1.4297507999999652,1,1,1.0,382.37890399999924,None,None,382.37890399999924,None,[1.4297507999999652],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
11,0,11,0,,,,,,,,,,1,1,1,50,0,2.533372966674614,1.93473628110684,None,384.1873450999992,None,386.1705020999998,None,386.1703639499997,None,['b'],386.1705020999998,None,None,,388.12057319999985,None,b,1.1736288000010973,1,0,1.0,390.6594342999997,None,None,390.6594342999997,None,[1.1736288000010973],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
12,0,12,0,,,,,,,,,,0,0,1,50,1,3.00565230777806,0.864984636888209,None,392.4707209999997,None,393.37992739999936,None,393.3868657499993,None,['z'],393.37992739999936,None,None,,395.3373363999999,None,z,1.5258181000008335,0,0,0.9230769230769231,398.3617168999999,None,None,398.3617168999999,None,[1.5258181000008335],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
13,0,13,0,,,,,,,,,,2,2,1,50,1,2.096051788593735,1.52074017648695,None,400.1706261999998,None,401.73466239999925,None,401.73702834999904,None,['b'],401.73466239999925,None,None,,403.6874054,None,b,1.709993200000099,1,1,0.9285714285714286,405.7959766999993,None,None,405.7959766999993,None,[1.709993200000099],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
14,0,14,0,,,,,,,,,,0,1,0,36,1,3.0109893695593497,2.99272735241982,None,407.60437099999945,None,410.6375324999999,None,410.6370532499991,None,['z'],410.6375324999999,None,None,,412.5874321000001,None,z,1.7836801000003106,1,1,0.9333333333333333,415.6115198999996,None,None,415.6115198999996,None,[1.7836801000003106],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
15,0,15,0,,,,,,,,,,2,2,1,50,1,2.0691390047117237,0.767372347918183,None,417.4213614999999,None,418.23711430000003,None,418.2369510499989,None,['b'],418.23711430000003,None,None,,420.1875184999999,None,b,1.234120600001006,1,1,0.9375,422.27826599999935,None,None,422.27826599999935,None,[1.234120600001006],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
16,0,16,0,,,,,,,,,,0,0,1,50,1,4.638307379983409,2.13476920223271,None,424.0874245999994,None,426.2706137999994,None,426.2704857499989,None,['z'],426.2706137999994,None,None,,428.2216322999993,None,z,1.1275627000004533,0,0,0.8823529411764706,432.8766495,None,None,432.8766495,None,[1.1275627000004533],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
17,0,17,0,,,,,,,,,,1,2,0,36,1,4.79595120749692,1.90695111352951,None,434.6874450999994,None,436.6377794,None,436.63705224999967,None,['z'],436.6377794,None,None,,438.58793799999967,None,z,1.5969009000009464,1,1,0.8888888888888888,443.3965269,None,None,443.3965269,None,[1.5969009000009464],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
18,0,18,0,,,,,,,,,,0,0,1,50,1,2.269747919971076,1.49331160364633,None,445.2043103999995,None,446.73729879999973,None,446.7372600499989,None,['b'],446.73729879999973,None,None,,448.6875709999995,None,b,1.5121354000002611,1,1,0.8947368421052632,450.97941119999996,None,None,450.97941119999996,None,[1.5121354000002611],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
19,0,19,0,,,,,,,,,,1,1,1,50,1,3.08399219778019,2.19546497995913,None,452.7875368999994,None,455.0380753999998,None,455.0372881499993,None,['b'],455.0380753999998,None,None,,456.9875902999993,None,b,1.116074600000502,1,1,0.9,460.0775367999995,None,None,460.0775367999995,None,[1.116074600000502],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
20,0,20,0,,,,,,,,,,0,2,0,14,1,3.9110799880328697,1.49618260131236,None,461.88768399999935,None,463.43679040000006,None,463.4373067499996,None,['z'],463.43679040000006,None,None,,465.3877631999994,None,z,1.3624764000005598,1,1,0.9047619047619048,469.31239949999963,None,None,469.31239949999963,None,[1.3624764000005598],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
21,0,21,0,,,,,,,,,,1,1,1,50,1,3.35750049552731,3.44771472893932,None,471.12114779999956,None,474.6226171999997,None,474.6207489499998,None,['b'],474.6226171999997,None,None,,476.5709520999999,None,b,1.288364700000784,1,1,0.9090909090909091,479.9446723000001,None,None,479.9446723000001,None,[1.288364700000784],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
22,0,22,0,,,,,,,,,,2,2,1,50,0,3.8873543302872697,2.18142366553255,None,481.7544369999996,None,483.9869560999996,None,483.9877159499997,None,['b'],483.9869560999996,None,None,,485.93772029999946,None,b,1.1946824000006018,1,0,0.9130434782608695,489.84261629999946,None,None,489.84261629999946,None,[1.1946824000006018],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
23,0,23,0,,,,,,,,,,1,0,0,14,1,4.3560033776911595,1.931001549337,None,491.6545606999998,None,493.63683949999995,None,493.6373670499993,None,['z'],493.63683949999995,None,None,,495.5878077999996,None,z,1.0536811000001762,1,1,0.9166666666666666,499.96251179999945,None,None,499.96251179999945,None,[1.0536811000001762],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
24,0,24,0,,,,,,,,,,2,2,1,50,1,2.143942873030107,2.68012679460483,None,501.7710232999998,None,504.5022478000001,None,504.5049581499993,None,['b'],504.5022478000001,None,None,,506.4548593999998,None,b,1.4257102000001396,1,1,0.92,508.61329560000013,None,None,508.61329560000013,None,[1.4257102000001396],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
25,0,25,0,,,,,,,,,,0,1,0,36,1,4.18755802100366,2.55132244875705,None,510.4218790999994,None,513.0257431999999,None,513.0375125599991,None,['z'],513.0257431999999,None,None,,514.9712825999995,None,z,1.6420930000003864,1,1,0.9230769230769231,519.1786966,None,None,519.1786966,None,[1.6420930000003864],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
26,0,26,0,,,,,,,,,,2,0,0,36,1,3.0795770157756097,1.85507739556255,None,520.9880205,None,522.8868702999998,None,522.8881240499991,None,['z'],522.8868702999998,None,None,,524.8380272999993,None,z,1.8240419000003385,1,1,0.9259259259259259,527.9289732999996,None,None,527.9289732999996,None,[1.8240419000003385],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
27,0,27,0,,,,,,,,,,1,2,0,36,1,4.89745263827305,1.14006717102905,None,529.7380008999999,None,530.9184894,None,530.9209567499997,None,None,530.9184894,None,['z'],[0.3468239000012545],532.8713971999996,None,z,2.3468239000012545,1,1,0.9285714285714286,537.7805666999993,None,None,537.7805666999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
28,0,28,0,,,,,,,,,,0,0,1,50,1,2.260653249681576,1.1680331695907,None,539.5881677999996,None,540.8060724999996,None,540.8043983499997,None,['b'],540.8060724999996,None,None,,542.7547578999993,None,b,1.6430191000008563,1,1,0.9310344827586207,545.0207219999993,None,None,545.0207219999993,None,[1.6430191000008563],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
29,0,29,0,,,,,,,,,,1,2,0,36,1,2.755584162388418,1.23760834810881,None,546.8206567999996,None,548.0959542999999,None,548.1042888499992,None,['z'],548.0959542999999,None,None,,550.0543908999998,None,z,1.6194229000011546,1,1,0.9333333333333333,552.8293794000001,None,None,552.8293794000001,None,[1.6194229000011546],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
30,0,30,0,,,,,,,,,,2,1,0,14,1,3.75606544973216,2.96697800987238,None,554.6382352,None,557.6566161999999,None,557.6545521499997,None,['z'],557.6566161999999,None,None,,559.6055429999997,None,z,1.283176500000991,1,1,0.9354838709677419,563.3794615999996,None,None,563.3794615999996,None,[1.283176500000991],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
31,0,31,0,,,,,,,,,,1,0,0,14,1,4.79396941305267,2.711340609857,None,565.1881739,None,567.9385894999996,None,567.9379238499992,None,None,567.9385894999996,None,['z'],[0.3636975000008533],569.8882491999993,None,z,2.3636975000008533,1,1,0.9375,574.6950024999996,None,None,574.6950024999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
32,0,32,0,,,,,,,,,,2,2,1,50,1,3.00616914487701,2.46643561303325,None,576.5051774999993,None,579.0239451999996,None,579.0211773499991,None,['b'],579.0239451999996,None,None,,580.9715599000001,None,b,1.31924490000074,1,1,0.9393939393939394,583.9968701999996,None,None,583.9968701999996,None,[1.31924490000074],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
33,0,33,0,,,,,,,,,,0,0,1,50,0,4.75208449114276,1.09364692357212,None,585.8057506999994,None,586.9379641999994,None,586.9381659499991,None,['b'],586.9379641999994,None,None,,588.8884147999997,None,b,1.3287058000005345,1,0,0.9411764705882353,593.6605749999999,None,None,593.6605749999999,None,[1.3287058000005345],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
34,0,34,0,,,,,,,,,,1,2,0,36,1,2.9608932424063896,0.859460502749755,None,595.4717185999998,None,596.3713804999998,None,596.3713473499997,None,['z'],596.3713804999998,None,None,,598.3218108000001,None,z,1.2807196000003387,1,1,0.9428571428571428,601.2961144000001,None,None,601.2961144000001,None,[1.2807196000003387],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
35,0,35,0,,,,,,,,,,2,0,0,36,1,2.661399651610695,2.31238477131615,None,603.1048872000001,None,605.4713446999995,None,605.4713067499993,None,['z'],605.4713446999995,None,None,,607.4223386999993,None,z,1.5524456000002829,1,1,0.9444444444444444,610.0971304999994,None,None,610.0971304999994,None,[1.5524456000002829],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
36,0,36,0,,,,,,,,,,1,1,1,50,1,3.6791616380244196,0.760509851028298,None,611.9053037999993,None,612.6991066999999,None,612.7050778499993,None,None,612.6991066999999,None,None,,614.6549956999997,None,[],[],0,3,0.918918918918919,618.3442993999997,None,['b'],618.3442993999997,None,,[0.642213800000718],,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
37,0,37,0,,,,,,,,,,2,0,0,36,1,3.22645636662535,3.093067417437,['b'],620.1550042999997,None,623.2921169000001,None,623.3046327599992,None,None,623.2921169000001,None,['z'],[0.6640353000011601],625.2385416999996,None,z,2.66403530000116,1,1,0.9210526315789473,628.4794162999997,None,None,628.4794162999997,None,,,[1.3658817000014096],,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
38,0,38,0,,,,,,,,,,0,1,0,36,1,2.8965037234387068,1.92795341140246,None,630.2885376999993,None,632.2514860000001,None,632.254739649999,None,['z'],632.2514860000001,None,None,,634.2054598999994,None,z,1.6757304000011572,1,1,0.9230769230769231,637.1135596999993,None,None,637.1135596999993,None,[1.6757304000011572],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
39,0,39,0,,,,,,,,,,2,2,1,50,1,3.78496720151373,2.46471651569721,None,638.9218882999994,None,641.4394182999995,None,641.4381961499989,None,['b'],641.4394182999995,None,None,,643.3886904000001,None,b,1.4035762000012255,1,1,0.925,647.196876,None,None,647.196876,None,[1.4035762000012255],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
40,0,40,0,,,,,,,,,,1,1,1,50,0,2.435645686656409,0.886051557539332,None,649.0052765,None,649.9379597999996,None,649.9383248499994,None,['b'],649.9379597999996,None,None,,651.8886683999999,None,b,1.0770632000003388,1,0,0.926829268292683,654.3450993999995,None,None,654.3450993999995,None,[1.0770632000003388],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
41,0,41,0,,,,,,,,,,0,0,1,50,1,4.057112590273469,2.32696722275902,None,656.1553146999995,None,658.5201646999994,None,658.5216476499995,None,['b'],658.5201646999994,None,None,,660.4718936999998,None,b,1.4812680000013643,1,1,0.9285714285714286,664.5464305999994,None,None,664.5464305999994,None,[1.4812680000013643],,,,,,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,666.3553935,None,,,,,,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.3553734999996,None,None,671.3553734999996,None,,,,,,,,,,,,CBC_1083,3,3,2,2,12,0.90,2024-04-10_14h59.38.518,MSI_AV_v1,2022.1.1,60.014319416373276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[0, 1, 2]",b,z,0.9285714285714286,0.9285714285714286,0.9285714285714286,35,1,6,,,,,,,,,,,,
