trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,,,,2,1,1,50,1,3.08399219778019,1.931001549337,None,781.3345712999999,None,783.3275744000002,None,783.3343061399999,None,['z'],783.3275744000002,None,['z'],[0.14467429999967862],785.2678591000004,None,z,0.9866761000012048,0,0,0.38095238095238093,788.3576149,None,None,788.3576149,None,[0.9866761000012048],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
21,0,21,0,,,,,,,,,,0,2,0,36,1,2.0935163976022517,2.9722947448457,None,790.1680152999998,None,793.1846999999998,None,793.1843197999997,None,None,793.1846999999998,None,['b'],[0.21464470000137226],795.1346101999989,None,b,2.2146447000013723,0,0,0.36363636363636365,797.2338936999986,None,None,797.2338936999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
22,0,22,0,,,,,,,,,,1,0,0,14,1,4.85706913915242,0.767372347918183,None,799.0346532000003,None,799.8314195000003,None,799.833544459999,None,None,799.8314195000003,None,['z'],[0.42898370000148134],801.7846854999989,None,z,2.4289837000014813,1,1,0.391304347826087,806.6597844999997,None,None,806.6597844999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
23,0,23,0,,,,,,,,,,2,2,0,14,1,3.9110799880328697,2.93253104700369,None,808.4679206000001,None,811.4581793999987,None,811.4676907399996,None,['b'],811.4581793999987,None,None,,813.4013193999999,None,b,1.191484799999671,0,0,0.375,817.3244247000002,None,None,817.3244247000002,None,[1.191484799999671],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
24,0,24,0,,,,,,,,,,0,0,1,50,0,4.057112590273469,2.24098228083631,['z'],819.1347029999997,None,821.4251561000001,None,821.4344312399996,None,None,821.4251561000001,None,None,,823.3680896999995,None,[],[],0,3,0.36,827.4403966999998,None,['z'],827.4403966999998,None,,[0.5280935999999201],[1.0204394000011234],,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
25,0,25,0,,,,,,,,,,1,1,0,36,1,2.533372966674614,0.872854310065634,None,829.2513354000002,None,830.1697531999998,None,830.1678886,None,['z'],830.1697531999998,None,None,,832.1181443999994,None,z,1.8198111000001518,1,1,0.38461538461538464,834.6611291999998,None,None,834.6611291999998,None,[1.8198111000001518],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
26,0,26,0,,,,,,,,,,0,0,1,50,1,2.096051788593735,2.31238477131615,['b'],836.4680838999993,None,838.8422961999986,None,838.8513236400001,None,None,838.8422961999986,None,['z'],[0.9333503999987443],840.7838051999988,None,z,2.9333503999987443,0,0,0.37037037037037035,842.8918897000003,None,None,842.8918897000003,None,,,[1.656639400000131],,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
27,0,27,0,,,,,,,,,,1,1,0,36,1,4.79595120749692,2.96697800987238,['b'],844.7015754999993,None,847.7235666999986,None,847.7345983399998,None,"['z', 'z']",847.7235666999986,None,None,,849.6682825999997,None,z,0.9355424999994284,1,1,0.39285714285714285,854.4761968000003,None,None,854.4761968000003,None,"[0.9355424999994284, 1.8721946999994543]",,[1.7981751000006625],,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
28,0,28,0,,,,,,,,,,2,2,0,14,1,2.9608932424063896,1.14006717102905,None,856.2839941999991,None,857.4751801000002,None,857.48464064,None,None,857.4751801000002,None,['z'],[2.357165299999906],859.4179618999988,None,z,4.357165299999906,1,1,0.41379310344827586,862.3924779999998,None,None,862.3924779999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
29,0,29,0,,,,,,,,,,0,0,1,50,1,4.08205346963855,2.18142366553255,None,864.2015675000002,None,866.4164557999993,None,866.41713696,None,['b'],866.4164557999993,None,None,,868.3681766999998,None,b,1.643662399999812,1,1,0.43333333333333335,872.4588728999988,None,None,872.4588728999988,None,[1.643662399999812],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
30,0,30,0,,,,,,,,,,1,2,1,50,1,2.93061443445534,3.25187717164471,['b'],874.2678189999988,None,877.5720657999991,None,877.5685246999992,None,"['z', 'z']",877.5720657999991,None,None,,879.5182746999999,None,z,0.1948816000003717,0,0,0.41935483870967744,882.459190399999,None,None,882.459190399999,None,"[0.1948816000003717, 1.3313679000002594]",,[0.46855090000099153],,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
31,0,31,0,,,,,,,,,,0,0,1,50,1,3.00616914487701,3.44771472893932,['b'],884.267622899999,None,887.7555364999989,None,887.76822814,None,"['b', 'b', 'b']",887.7555364999989,None,None,,889.7017278999992,None,b,0.5616200000004028,1,1,0.4375,892.7257568999994,None,None,892.7257568999994,None,"[0.5616200000004028, 1.1300976000002265, 1.7089878999995562]",,[1.646110800000315],,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
32,0,32,0,,,,,,,,,,1,1,0,36,1,2.260653249681576,2.32696722275902,None,894.5346327999996,None,896.9072324999997,None,896.9184463400004,None,['z'],896.9072324999997,None,None,,898.852073099999,None,z,0.7370396000005712,1,1,0.45454545454545453,901.1229621000002,None,None,901.1229621000002,None,[0.7370396000005712],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
33,0,33,0,,,,,,,,,,0,2,0,36,1,3.0795770157756097,0.823898895776125,None,902.9353386999992,None,903.809570899999,None,903.8183018400002,None,['b'],903.809570899999,None,None,,905.7519351999999,None,b,1.5810288000011496,0,0,0.4411764705882353,908.8414138999997,None,None,908.8414138999997,None,[1.5810288000011496],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
34,0,34,0,,,,,,,,,,2,1,1,50,0,2.070770331037005,1.52074017648695,None,910.6521099000001,None,912.2217776999987,None,912.2347672399999,None,['z'],912.2217776999987,None,None,,914.1683370999999,None,z,1.3070179000005737,0,1,0.42857142857142855,916.2595344999991,None,None,916.2595344999991,None,[1.3070179000005737],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
35,0,35,0,,,,,,,,,,0,2,0,36,1,3.3535975560099702,1.93473628110684,None,918.0689028999986,None,920.0326743999995,None,920.0342161599993,None,['b'],920.0326743999995,None,None,,921.9854181999999,None,b,0.9576326999995217,0,0,0.4166666666666667,925.3508724999992,None,['z'],925.3508724999992,None,[0.9576326999995217],[0.5932677000000695],,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
36,0,36,0,,,,,,,,,,2,1,1,50,1,3.19303509672656,1.92795341140246,None,927.1518947999994,None,929.1420328999993,None,929.1519387399992,None,"['z', 'z']",929.1420328999993,None,None,,931.0857331999996,None,z,0.4518857000002754,0,0,0.40540540540540543,934.2922122,None,None,934.2922122,None,"[0.4518857000002754, 1.6068458999998256]",,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
37,0,37,0,,,,,,,,,,1,2,1,50,1,4.89745263827305,1.90695111352951,None,936.1017467000001,None,938.0329089999996,None,938.0343296599996,None,['z'],938.0329089999996,None,None,,939.9855417999988,None,z,1.6117199000000255,0,0,0.39473684210526316,944.8924000999996,None,None,944.8924000999996,None,[1.6117199000000255],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
38,0,38,0,,,,,,,,,,1,2,1,50,1,3.35750049552731,0.760509851028298,None,946.7022906999991,None,947.509127199999,None,947.51817964,None,None,947.509127199999,None,['z'],[2.927398499999981],949.4517741999989,None,z,4.927398499999981,0,0,0.38461538461538464,952.8243861999999,None,None,952.8243861999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
39,0,39,0,,,,,,,,,,2,0,0,36,1,4.18755802100366,2.99272735241982,None,954.6353772000002,None,957.6746069000001,None,957.6850493400004,None,None,957.6746069000001,None,['b'],[0.6352697000002081],959.6186908999989,None,b,2.635269700000208,0,0,0.375,963.8184734999995,None,None,963.8184734999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
40,0,40,0,,,,,,,,,,0,1,0,14,1,3.8484563543876202,1.49618260131236,None,965.6186354999991,None,967.1708774999988,None,967.1690616999995,None,['z'],967.1708774999988,None,None,,969.1186371999993,None,z,0.6811110999988159,1,1,0.3902439024390244,972.9769830999994,None,None,972.9769830999994,None,[0.6811110999988159],,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
41,0,41,0,,,,,,,,,,2,0,0,36,1,3.6791616380244196,1.85507739556255,None,974.7855533000002,None,976.6648334999991,None,976.668027159999,None,None,976.6648334999991,None,['b'],[0.3736239999998361],978.6355570999986,None,b,2.373623999999836,0,0,0.38095238095238093,982.3253361999996,None,None,982.3253361999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,984.134782699999,None,,,,,,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.134482899999,None,None,989.134482899999,None,,,,,,,,,,,,CBC_1032,001,2,2,3,7,0.95,2023-10-20_11h21.24.835,MSI_AV_v1,2022.1.1,59.953368270164056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[0, 2, 1]",b,z,0.42857142857142855,0.35714285714285715,0.35714285714285715,17,3,22,,,,,,,,,,,,
