trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,3.0109893695593497,1.09364692357212,None,117.42035959999976,None,118.48695334000004,118.48695334000004,None,[],,,['r'],120.4866433999996,None,r,2.30502929999966,1,1,0.8888888888888888,123.5175679999993,None,None,123.5175679999993,None,[0.30502929999966],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
9,0,9,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,4.3560033776911595,2.96697800987238,None,125.32020239999929,None,128.26898553999982,128.26898553999982,b,['b'],1.2610353999998551,[1.2610353999998551],['b'],130.26761309999983,None,b,1.2610353999998551,1,1,0.9,134.65124680000008,None,None,134.65124680000008,None,[0.048380299999735144],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
10,0,10,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,3.35750049552731,2.99272735241982,None,136.45361830000002,None,139.42044443999967,139.42044443999967,None,[],,,['b'],141.42483469999934,None,b,2.2845532000001185,1,1,0.9090909090909091,144.80060719999983,None,None,144.80060719999983,None,[0.2845532000001185],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
11,0,11,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.070770331037005,3.093067417437,None,146.6034278999996,None,149.6703919400001,149.6703919400001,r,['r'],1.7468819999994594,[1.7468819999994594],None,151.67537899999934,None,r,1.7468819999994594,1,1,0.9166666666666666,153.75305130000015,None,None,153.75305130000015,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
12,0,12,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.93061443445534,0.760509851028298,None,155.5536057999998,None,156.3028239399995,156.3028239399995,None,[],,,['r'],158.29981679999946,None,r,2.2896932999992714,1,1,0.9230769230769231,161.2358293999996,None,None,161.2358293999996,None,[0.2896932999992714],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
13,0,13,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,2.096051788593735,0.823898895776125,None,163.03645400000005,None,163.83563443999938,163.83563443999938,None,[],,,['b'],165.83234989999983,None,b,3.318233899999541,1,1,0.9285714285714286,167.95140709999941,None,None,167.95140709999941,None,[1.3182338999995409],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
14,0,14,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,3.0795770157756097,1.85507739556255,None,169.75385359999927,None,171.58618913999945,171.58618913999945,r,['r'],1.6127653999992617,[1.6127653999992617],None,173.5854492999997,None,r,1.6127653999992617,1,1,0.9333333333333333,176.66906889999973,None,None,176.66906889999973,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
15,0,15,0,,,,,,,,,,2.0,0,0.0,14.0,1.0,2.664345149861413,3.25187717164471,None,178.47047750000002,None,181.70262863999997,181.70262863999997,b,"['b', 'b']",1.064107399999557,"[1.064107399999557, 1.927440899999965]",None,183.7008664999994,None,b,1.064107399999557,1,1,0.9375,186.38207919999968,None,None,186.38207919999968,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
16,0,16,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,3.75606544973216,2.55132244875705,None,188.18709129999934,None,190.72025623999926,190.72025623999926,b,"['b', 'b']",1.1828044000003501,"[1.1828044000003501, 1.8299047000000428]",['b'],192.7305753999999,None,b,1.1828044000003501,1,1,0.9411764705882353,196.5014443,None,None,196.5014443,None,[0.14138290000028064],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
17,0,17,0,,,,,,,,,,0.0,2,1.0,50.0,0.0,3.78496720151373,2.46471651569721,None,198.3037586999999,None,200.75388083999988,200.75388083999988,r,['r'],1.9822991000000911,[1.9822991000000911],None,202.75918749999983,None,r,1.9822991000000911,1,0,0.9444444444444444,206.5646773999997,None,None,206.5646773999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
18,0,18,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,2.435645686656409,1.90695111352951,None,208.37036279999938,None,210.25271643999932,210.25271643999932,None,[],,,['r'],212.2490447,None,r,2.866451299999426,1,1,0.9473684210526315,214.70056139999997,None,None,214.70056139999997,None,[0.8664512999994258],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
19,0,19,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,2.0691390047117237,3.19646747994707,None,216.50400829999944,None,219.6872302400001,219.6872302400001,r,"['r', 'r']",1.0376063000003342,"[1.0376063000003342, 1.835553300000356]",None,221.69239949999974,None,r,1.0376063000003342,1,1,0.95,223.78251219999947,None,None,223.78251219999947,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
20,0,20,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,4.057112590273469,1.23760834810881,None,225.58618849999948,None,226.80400823999972,226.80400823999972,b,['b'],1.7154067000001305,[1.7154067000001305],None,228.80917529999988,None,b,1.7154067000001305,1,1,0.9523809523809523,232.87871730000006,None,None,232.87871730000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
21,0,21,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,3.8873543302872697,1.1680331695907,None,234.6873485999995,None,235.83594234000012,235.83594234000012,None,[],,,['b'],237.83224639999935,None,b,2.5928868999999395,1,1,0.9545454545454546,241.73494669999945,None,None,241.73494669999945,None,[0.5928868999999395],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
22,0,22,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,3.00565230777806,1.52074017648695,None,243.5362867999993,None,245.03705963999928,245.03705963999928,None,[],,,['r'],247.04295209999964,None,r,2.556048799999189,1,1,0.9565217391304348,250.06595930000003,None,None,250.06595930000003,None,[0.5560487999991892],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
23,0,23,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,3.22645636662535,2.31238477131615,None,251.87035039999955,None,254.17044773999933,254.17044773999933,None,[],,,['r'],256.1710635999998,None,r,2.042668699999922,1,1,0.9583333333333334,259.41765549999946,None,None,259.41765549999946,None,[0.042668699999921955],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
24,0,24,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,2.661399651610695,0.864984636888209,None,261.2197019999994,None,262.05369453999936,262.05369453999936,None,[],,,['r'],264.0526427999994,None,r,2.373147099999187,1,1,0.96,266.7332848999995,None,None,266.7332848999995,None,[0.37314709999918705],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
25,0,25,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,3.9110799880328697,2.24098228083631,None,268.5374834999993,None,270.75402853999947,270.75402853999947,None,[],,,"['r', 'b']",272.7562312,None,r,2.754143699999986,1,1,0.9615384615384616,276.6693927999995,None,None,276.6693927999995,None,"[0.754143699999986, 1.4912598999999318]",,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
26,0,26,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,2.755584162388418,2.79689535976632,None,278.47086539999964,None,281.25379913999984,281.25379913999984,b,['b'],1.1930953000000954,[1.1930953000000954],None,283.26055970000016,None,b,1.1930953000000954,1,1,0.9629629629629629,286.0338585999998,None,None,286.0338585999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
27,0,27,0,,,,,,,,,,1.0,2,0.0,14.0,1.0,4.75208449114276,0.767372347918183,None,287.8365053999996,None,288.5875199400001,288.5875199400001,None,[],,,"['r', 'b', 'b', 'b', 'b', 'b']",290.59370880000006,None,r,2.603132199999891,0,0,0.9285714285714286,295.3643543999997,None,['b'],295.3643543999997,None,"[0.6031321999998909, 1.3989389999997002, 1.9947047999994538, 2.604571799999576, 2.8491975999995702, 3.3001823999993576]",[0.6467262999995],,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
28,0,28,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,2.9608932424063896,2.93253104700369,None,297.1693826999999,None,300.0703534399994,300.0703534399994,None,[],,,['b'],302.06819429999996,None,b,2.2606720000003406,1,1,0.9310344827586207,305.03565789999993,None,None,305.03565789999993,None,[0.26067200000034063],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
29,0,29,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,2.143942873030107,2.711340609857,None,306.8372013999997,None,309.52084953999963,309.52084953999963,None,[],,,['r'],311.52613349999956,None,r,2.5577782000000298,1,1,0.9333333333333333,313.6849223999998,None,None,313.6849223999998,None,[0.5577782000000298],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
30,0,30,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,4.79595120749692,2.9722947448457,None,315.4874986999994,None,318.43743734,318.43743734,None,[],,,['r'],320.43773710000005,None,r,2.33478439999908,1,1,0.9354838709677419,325.2360216999996,None,None,325.2360216999996,None,[0.33478439999908005],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
31,0,31,0,,,,,,,,,,1.0,0,1.0,50.0,0.0,4.08205346963855,2.71666458349534,None,327.0373602999998,None,329.7378008399995,329.7378008399995,None,[],,,"['b', 'r', 'r', 'r', 'r', 'r', 'r', 'r']",331.74220629999945,None,b,3.0727218000001812,0,1,0.90625,335.84771289999935,None,None,335.84771289999935,None,"[1.0727218000001812, 1.7095093999996607, 2.130621500000416, 2.3779045000001133, 2.7329523999997036, 3.0581469999997353, 3.4889094999998633, 4.031246000000465]",,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
32,0,32,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,4.89745263827305,1.49618260131236,None,337.6541434999999,None,339.12091933999943,339.12091933999943,None,[],,,['r'],341.1249078000001,None,r,2.3312065999998595,1,1,0.9090909090909091,346.0493622999993,None,None,346.0493622999993,None,[0.33120659999985946],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
33,0,33,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,2.260653249681576,2.18142366553255,None,347.8540239999993,None,350.0213967399999,350.0213967399999,None,[],,,['b'],352.02525819999937,None,b,2.2564689999999246,1,1,0.9117647058823529,354.3011042999997,None,None,354.3011042999997,None,[0.25646899999992456],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
34,0,34,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,2.269747919971076,0.859460502749755,None,356.1031151999996,None,356.9374749399998,356.9374749399998,None,[],,,"['r', 'b', 'b']",358.94251350000013,None,r,2.54684350000025,0,0,0.8857142857142857,361.21986749999996,None,"['b', 'b', 'b', 'b', 'b']",361.21986749999996,None,"[0.5468435000002501, 1.3106783000002906, 1.8140833999996175]","[0.0759580999992977, 0.5088794999992388, 0.9096720999996251, 1.3330955000001268, 1.7159735999994155]",,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
35,0,35,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,3.08399219778019,1.49331160364633,['b'],363.0209126999998,None,364.4877576399998,364.4877576399998,b,['b'],1.5792199999996228,[1.5792199999996228],['b'],366.49250049999955,None,b,1.5792199999996228,1,1,0.8888888888888888,369.6001462999993,None,None,369.6001462999993,None,[0.16820060000009107],,[0.2769476000003124],,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
36,0,36,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.396355568442425,1.14006717102905,None,371.4031893000001,None,372.5211132399994,372.5211132399994,None,[],,,['r'],374.5242813999994,None,r,2.6315944999996645,1,1,0.8918918918918919,376.93345169999975,None,None,376.93345169999975,None,[0.6315944999996645],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
37,0,37,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,2.8965037234387068,2.68012679460483,None,378.7379713999999,None,381.40371723999976,381.40371723999976,None,[],,,['r'],383.40070990000004,None,r,2.553973699999915,1,1,0.8947368421052632,386.3174984999996,None,None,386.3174984999996,None,[0.553973699999915],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
38,0,38,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,4.85706913915242,0.872854310065634,None,388.12100049999935,None,388.97079694,388.97079694,b,['b'],1.704853500000354,[1.704853500000354],None,390.97645920000014,None,b,1.704853500000354,1,1,0.8974358974358975,395.8505590999994,None,None,395.8505590999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
39,0,39,0,,,,,,,,,,0.0,1,0.0,14.0,1.0,4.18755802100366,0.886051557539332,None,397.65468749999945,None,398.5210812399995,398.5210812399995,None,[],,,['b'],400.5246389999993,None,b,2.7148778999999195,1,1,0.9,404.71979049999936,None,None,404.71979049999936,None,[0.7148778999999195],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
40,0,40,0,,,,,,,,,,2.0,0,0.0,14.0,1.0,2.0935163976022517,1.931001549337,None,406.52119700000003,None,408.43785444,408.43785444,b,['b'],1.6075689999997849,[1.6075689999997849],None,410.4453303,None,b,1.6075689999997849,1,1,0.9024390243902439,412.5529268,None,None,412.5529268,None,,,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
41,0,41,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.533372966674614,1.93473628110684,None,414.3544527999993,None,416.2709990399993,416.2709990399993,None,[],,,['b'],418.2740881,None,b,3.468983200000366,0,0,0.8809523809523809,420.8326468999994,None,None,420.8326468999994,None,[1.4689832000003662],,,,,,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,422.63695610000013,None,,,,,,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.6365578999994,None,None,427.6365578999994,None,,,,,,,,,,,,CBC_11014,2,1,1,4,4,0.95,2024-05-26_10h04.46.542,MSI_TV_v1,2022.1.1,60.02541476065331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 0, 1]",r,b,0.9285714285714286,0.9285714285714286,0.7857142857142857,37,0,5,,,,,,,,,,,,
