trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
14,0,14,0,,,,,,,,,,2,1,0,14,1,3.19303509672656,2.19546497995913,None,218.24652960000003,None,220.4299915400001,220.4299915400001,None,[],['b'],[0.5631853999998384],222.43794630000002,None,b,2.5631853999998384,0,0,0.6666666666666666,225.6583482000001,None,None,225.6583482000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
15,0,15,0,,,,,,,,,,0,0,1,50,0,2.9608932424063896,2.68012679460483,None,227.4630388999999,None,230.12996753999997,230.12996753999997,None,[],['b'],[0.12382619999971212],232.13582289999977,None,b,2.123826199999712,1,0,0.6875,235.10756709999987,None,None,235.10756709999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
16,0,16,0,,,,,,,,,,1,2,0,36,1,2.070770331037005,0.872854310065634,None,236.91217169999982,None,237.7632669399999,237.7632669399999,None,[],None,,239.76863400000002,None,None,[],0,3,0.6470588235294118,241.85706709999977,None,['z'],241.85706709999977,None,[0.12553819999948246],,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
17,0,17,0,,,,,,,,,,0,0,1,50,1,2.260653249681576,2.32696722275902,None,243.66329570000016,None,245.96325904000005,245.96325904000005,b,['b'],['b'],[0.06376000000000204],247.96986119999974,None,b,1.1062253999998575,1,1,0.6666666666666666,250.2435218999999,None,None,250.2435218999999,None,,1.1062253999998575,[1.1062253999998575],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
18,0,18,0,,,,,,,,,,2,2,1,50,1,3.3535975560099702,1.23760834810881,None,252.04685729999983,None,253.2631468399999,253.2631468399999,z,['z'],None,,255.26882579999983,None,z,1.7683259000000362,0,0,0.631578947368421,258.6425442999998,None,None,258.6425442999998,None,,1.7683259000000362,[1.7683259000000362],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
19,0,19,0,,,,,,,,,,0,1,0,36,1,2.661399651610695,0.886051557539332,None,260.44665859999986,None,261.31342183999993,261.31342183999993,None,[],['z'],[0.7602486999999201],263.31733870000016,None,z,2.76024869999992,1,1,0.65,265.99505009999984,None,None,265.99505009999984,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
20,0,20,0,,,,,,,,,,2,0,0,36,1,4.18755802100366,0.760509851028298,None,267.7967542000001,None,268.5300482399997,268.5300482399997,None,[],['b'],[1.8567926999999145],270.5296846000001,None,b,3.8567926999999145,0,0,0.6190476190476191,274.7430598000001,None,None,274.7430598000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
21,0,21,0,,,,,,,,,,1,2,0,36,1,2.096051788593735,2.18142366553255,None,276.54669209999975,None,278.71344334,278.71344334,None,[],['z'],[0.03570979999994961],280.7124531999998,None,z,2.0357097999999496,1,1,0.6363636363636364,282.8277213000001,None,None,282.8277213000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
22,0,22,0,,,,,,,,,,0,0,1,50,1,2.93061443445534,1.49618260131236,None,284.63011370000004,None,286.11348664000013,286.11348664000013,b,['b'],None,,288.11470499999996,None,b,1.4028296999995291,1,1,0.6521739130434783,291.04604770000014,None,None,291.04604770000014,None,,1.4028296999995291,[1.4028296999995291],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
23,0,23,0,,,,,,,,,,1,1,1,50,1,3.0109893695593497,1.93473628110684,None,292.84751430000006,None,294.76349143999994,294.76349143999994,None,[],['b'],[2.016164199999821],296.76775869999983,None,b,4.016164199999821,1,1,0.6666666666666666,299.7940088999999,None,None,299.7940088999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
24,0,24,0,,,,,,,,,,2,0,0,36,1,4.79595120749692,1.14006717102905,None,301.59712850000005,None,302.71358584000006,302.71358584000006,None,[],['z'],[1.0479633999998441],304.7190912000001,None,z,3.047963399999844,1,1,0.68,309.54669109999986,None,None,309.54669109999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
25,0,25,0,,,,,,,,,,1,1,1,50,1,2.038421555814887,2.711340609857,None,311.34587550000015,None,314.0294258399998,314.0294258399998,None,[],['b'],[1.7520653999995375],316.02549910000016,None,b,3.7520653999995375,1,1,0.6923076923076923,318.0770736999998,None,None,318.0770736999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
26,0,26,0,,,,,,,,,,2,2,1,50,1,4.638307379983409,1.49331160364633,None,319.8802746000001,None,321.3457184399998,321.3457184399998,z,['z'],None,,323.3443324,None,z,1.9974240999999893,0,0,0.6666666666666666,328.0096193999998,None,None,328.0096193999998,None,,1.9974240999999893,[1.9974240999999893],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
27,0,27,0,,,,,,,,,,1,0,0,14,1,3.8484563543876202,2.41859016397919,None,329.8136408999999,None,332.2138112399997,332.2138112399997,None,[],['z'],[1.79355570000007],334.2126652000002,None,z,3.79355570000007,1,1,0.6785714285714286,338.07721519999996,None,None,338.07721519999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
28,0,28,0,,,,,,,,,,0,1,0,36,1,4.08205346963855,2.46643561303325,None,339.8805090000001,None,342.3301993399999,342.3301993399999,z,['z'],None,,344.32857909999984,None,z,1.7434495999996216,1,1,0.6896551724137931,348.42783370000006,None,None,348.42783370000006,None,,1.7434495999996216,[1.7434495999996216],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
29,0,29,0,,,,,,,,,,1,2,0,36,1,3.08399219778019,0.859460502749755,None,350.23048830000016,None,351.0639190400001,351.0639190400001,None,[],['z'],[2.171233199999733],353.0711846999998,None,z,4.171233199999733,1,1,0.7,356.17729299999974,None,None,356.17729299999974,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
30,0,30,0,,,,,,,,,,0,0,1,50,1,4.89745263827305,0.864984636888209,None,357.98063139999977,None,358.83123834000014,358.83123834000014,None,[],['b'],[0.49842420000004495],360.8359608999999,None,b,2.498424200000045,1,1,0.7096774193548387,365.7605733999999,None,None,365.7605733999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
31,0,31,0,,,,,,,,,,2,2,1,50,0,3.0795770157756097,2.99272735241982,None,367.56278310000016,None,370.53051563999986,370.53051563999986,None,[],['b'],[0.09245309999960227],372.53062999999975,None,b,2.0924530999996023,1,0,0.71875,375.62377149999975,None,None,375.62377149999975,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
32,0,32,0,,,,,,,,,,1,1,1,50,1,3.9110799880328697,1.85507739556255,None,377.43068989999983,None,379.26380333999975,379.26380333999975,None,[],['b'],[0.22114419999979873],381.27059640000016,None,b,2.2211441999997987,1,1,0.7272727272727273,385.2114333999998,None,None,385.2114333999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
33,0,33,0,,,,,,,,,,2,0,0,36,1,4.3560033776911595,2.46471651569721,None,387.01404809999985,None,389.4642374399999,389.4642374399999,None,[],['z'],[1.6743461999999454],391.47000419999995,None,z,3.6743461999999454,1,1,0.7352941176470589,395.8295930999998,None,None,395.8295930999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
34,0,34,0,,,,,,,,,,0,1,0,36,1,2.755584162388418,1.90695111352951,None,397.63064459999987,None,399.5143008399999,399.5143008399999,None,[],['z'],[0.45130269999981465],401.5207233000001,None,z,2.4513026999998146,1,1,0.7428571428571429,404.2952491000001,None,None,404.2952491000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
35,0,35,0,,,,,,,,,,2,2,1,50,1,2.143942873030107,2.79689535976632,None,406.0968300999998,None,408.86390463999976,408.86390463999976,None,[],['b'],[1.5723041999995075],410.8637536000001,None,b,3.5723041999995075,1,1,0.75,413.02769469999976,None,None,413.02769469999976,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
36,0,36,0,,,,,,,,,,1,1,1,50,1,3.00565230777806,3.25187717164471,None,414.8307368999999,None,418.06398604000003,418.06398604000003,None,[],['b'],[1.0231400999996367],420.07081340000013,None,b,3.0231400999996367,1,1,0.7567567567567568,423.0942553,None,None,423.0942553,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
37,0,37,0,,,,,,,,,,2,0,0,36,1,3.75606544973216,3.44771472893932,None,424.89746590000004,None,428.3307779400001,428.3307779400001,None,[],['z'],[1.0638684000000467],430.3354792,None,z,3.0638684000000467,1,1,0.7631578947368421,434.09640149999996,None,None,434.09640149999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
38,0,38,0,,,,,,,,,,0,2,0,14,1,4.85706913915242,2.2926827756088,None,435.8973919,None,438.16412114,438.16412114,None,[],['z'],[0.08072569999967527],440.17014389999986,None,z,2.0807256999996753,1,1,0.7692307692307693,445.04393849999997,None,None,445.04393849999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
39,0,39,0,,,,,,,,,,2,1,0,14,1,2.664345149861413,1.931001549337,None,446.8467249999999,None,448.7476981399999,448.7476981399999,z,['z'],None,,450.75340890000007,None,z,1.9216624999999112,1,1,0.775,453.4443289000001,None,None,453.4443289000001,None,,1.9216624999999112,[1.9216624999999112],,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
40,0,40,0,,,,,,,,,,0,0,1,50,1,2.396355568442425,2.71666458349534,None,455.24748469999986,None,457.94754254,457.94754254,None,[],['b'],[0.3957815999997365],459.94830189999993,None,b,2.3957815999997365,1,1,0.7804878048780488,462.34672539999974,None,None,462.34672539999974,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
41,0,41,0,,,,,,,,,,1,1,1,50,0,2.435645686656409,1.09364692357212,None,464.14759219999996,None,465.2142290400001,465.2142290400001,None,[],['b'],[2.2352061999995385],467.21358120000014,None,b,4.2352061999995385,1,0,0.7857142857142857,469.67691430000013,None,None,469.67691430000013,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,471.48152089999985,None,,,,,,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.48152849999997,None,None,476.48152849999997,None,,,,,,,,,,,,CBC_1095,002,1,1,0,0,0.90,2024-05-01_13h52.28.526,MSI_TV_v1,2022.1.1,60.309556893620915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[0, 1, 2]",b,z,0.7142857142857143,0.6428571428571429,1.0,29,2,11,,,,,,,,,,,,
